DLiP-ID,C001MS
MWC02,5.0689042022202315
MWC03,5.942799375126701
MWC04,6.842683282238422
MWC05,7.735870319952567
MWC06,8.641709066113805
MWC07,9.54273286919502
MWC08,10.452735493899395
MWC09,11.358969766132942
MWC10,12.272342479580251
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.466600000000005
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.53338948872752
SRW05,2.3978952727983707
SRW06,7.094234845924755
SRW07,5.043425116919247
SRW08,8.739536422559677
SRW09,7.368339686311381
SRW10,10.429841977919745
SaaCH,13.857788292212422
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.3763040817393595
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.2593714901020101
SdssS,0
SsCH3,3.9736500739720437
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.236849911580528
SsssP,0
WPath,2900002536
Xc-3d,2.4859496292532453
Xc-4d,0.16666666666666666
Xc-5d,0.9772101995441311
Xc-6d,0.1642664266089148
Xp-1d,13.875047228991527
Xp-2d,13.065926215776171
Xp-3d,11.488129846674829
Xp-4d,8.947453550125028
Xp-5d,7.289196038112736
Xp-6d,4.881303343729967
Xp-7d,3.2672640339307386
ZMIC0,97.70739868166207
ZMIC1,54.171892351963415
ZMIC2,32.99781341170508
ZMIC3,28.567710213713305
ZMIC4,28.434676386295116
ZMIC5,28.434676386295116
nAcid,0
nAtom,58
nBase,1
nRing,4
piPC1,3.713572066704308
piPC2,4.2626798770413155
piPC3,4.795790545596741
piPC4,5.248338996741795
piPC5,5.7100130244068374
piPC6,5.776103136235827
piPC7,5.931498887815545
piPC8,6.009964242623746
piPC9,5.969825860285631
AATS0Z,25.655172413793103
AATS0d,3.206896551724138
AATS0i,163.54922220208402
AATS0m,103.66825207154778
AATS0p,1.5198589368236552
AATS0v,217.8478508709876
AATS1Z,23.483333333333334
AATS1d,3.9833333333333334
AATS1i,145.19568541280654
AATS1m,88.37743366392004
AATS1p,1.8382479185000002
AATS1v,262.8214434968524
AATS2Z,19.814814814814813
AATS2d,3.675925925925926
AATS2i,153.5658306469471
AATS2m,73.71437109879997
AATS2p,1.5861171293350746
AATS2v,223.19336125260995
AATS3Z,16.589403973509935
AATS3d,2.9735099337748343
AATS3i,157.0835205502323
AATS3m,59.669381288222525
AATS3p,1.385959272647874
AATS3v,189.16932276359984
AATS4Z,13.028901734104046
AATS4d,2.560693641618497
AATS4i,161.73330645974752
AATS4m,44.31413431610636
AATS4p,1.1957099943122371
AATS4v,156.30461417422552
AATS5Z,12.226415094339623
AATS5d,2.3836477987421385
AATS5i,161.53107836092394
AATS5m,41.44272886688805
AATS5p,1.1688356193044844
AATS5v,148.83776125604007
AATS6Z,11.366013071895425
AATS6d,2.3333333333333335
AATS6i,163.43531999293955
AATS6m,39.00611282766013
AATS6p,1.114973508917974
AATS6v,139.10173672473798
AATS7Z,12.014814814814814
AATS7d,2.525925925925926
AATS7i,165.54706486800416
AATS7m,41.437674548859256
AATS7p,1.1275906879308002
AATS7v,145.37256900750566
AATS8Z,13.026785714285714
AATS8d,2.5535714285714284
AATS8i,159.89260366143654
AATS8m,43.80809762832856
AATS8p,1.256043740070411
AATS8v,161.9443451800442
ATS0dv,390.44444444444446
ATS0pe,359.5564
ATS0se,444.2717049999999
ATS1dv,381.0
ATS1pe,382.1845
ATS1se,458.2912439999998
ATS2dv,538.0
ATS2pe,674.0146
ATS2se,820.1884039999998
ATS3dv,519.0
ATS3pe,930.2221000000002
ATS3se,1144.9687599999997
ATS4dv,405.0
ATS4pe,1051.2559999999999
ATS4se,1313.272644
ATS5dv,377.0
ATS5pe,944.6772000000003
ATS5se,1187.219324
ATS6dv,322.0
ATS6pe,883.1936999999999
ATS6se,1119.2723799999999
ATS7dv,265.0
ATS7pe,797.6364999999998
ATS7se,1006.2346479999999
ATS8dv,249.0
ATS8pe,683.4350999999998
ATS8se,848.7359799999999
ATSC0Z,591.7241379310344
ATSC0c,0.6243636236173941
ATSC0d,40.06896551724138
ATSC0i,103.11640519715546
ATSC0m,2810.7495473802915
ATSC0p,14.652830063882067
ATSC0v,3030.060903357926
ATSC1Z,-38.16290130796669
ATSC1c,-0.27398897222986623
ATSC1d,17.204518430439936
ATSC1i,-10.853916256468144
ATSC1m,-179.35730253363198
ATSC1p,-1.1601135192451788
ATSC1v,-62.7720186956971
ATSC2Z,31.20332936979786
ATSC2c,-0.06550453086671902
ATSC2d,-3.818073721759814
ATSC2i,7.23648747308711
ATSC2m,155.30816820575438
ATSC2p,1.2157528719079358
ATSC2v,396.4884697168358
ATSC3Z,-75.38525564803804
ATSC3c,0.1851283474951616
ATSC3d,-19.69678953626636
ATSC3i,-12.816509331996487
ATSC3m,-372.48551383180313
ATSC3p,-4.283708315805561
ATSC3v,-696.8391792516716
ATSC4Z,-230.14268727705107
ATSC4c,-0.19932875448974507
ATSC4d,-14.75743162901308
ATSC4i,-13.585855921480237
ATSC4m,-1090.401080374481
ATSC4p,-3.000186732796687
ATSC4v,-1061.124479027586
ATSC5Z,-96.07134363852559
ATSC5c,-0.01457984997709918
ATSC5d,0.22473246135553016
ATSC5i,-25.74950894350461
ATSC5m,-457.1650588907213
ATSC5p,-3.285191786769153
ATSC5v,-880.6975154879276
ATSC6Z,148.69322235434
ATSC6c,0.12425243589595228
ATSC6d,4.369797859690846
ATSC6i,-19.822064636992067
ATSC6m,708.1903909127783
ATSC6p,-0.47279864061248855
ATSC6v,201.62312942958692
ATSC7Z,64.09036860879905
ATSC7c,-0.07189007516067009
ATSC7d,-7.746730083234245
ATSC7i,17.633852225130646
ATSC7m,324.22868279359903
ATSC7p,3.9048928382382906
ATSC7v,782.7932882556585
ATSC8Z,-265.63971462544595
ATSC8c,-0.016580731026139356
ATSC8d,-3.236623067776456
ATSC8i,-18.33348845931599
ATSC8m,-1281.2374214423203
ATSC8p,-5.254037754981235
ATSC8v,-1584.9103068129891
AXp-1d,0.4335952259059852
AXp-2d,0.27799843012289727
AXp-3d,0.1795020288542942
AXp-4d,0.11046238950771639
AXp-5d,0.0721702578030964
AXp-6d,0.048329736076534326
AXp-7d,0.030535177887203165
GATS1Z,0.7658129370629372
GATS1c,1.3889927270505091
GATS1d,0.8179647160068846
GATS1i,1.2041501303166924
GATS1m,0.7705402476703381
GATS1p,1.107306730799078
GATS1v,1.0399373758455883
GATS2Z,0.602500161875162
GATS2c,1.193712721344558
GATS2d,1.4488908013004398
GATS2i,1.0227339012460546
GATS2m,0.6095723616291496
GATS2p,0.8980512658114357
GATS2v,0.9072692408222599
GATS3Z,0.7208701894132359
GATS3c,1.0492647536472268
GATS3d,1.285945104923003
GATS3i,1.0770906765389747
GATS3m,0.7309943990994269
GATS3p,1.0440117030436096
GATS3v,1.0561679266058106
GATS4Z,0.8508104612150856
GATS4c,1.2581130027327911
GATS4d,1.0730776118512033
GATS4i,0.9399546969170404
GATS4m,0.8544440069281669
GATS4p,0.9659089831615326
GATS4v,1.0612427444437222
GATS5Z,0.7645709636275675
GATS5c,0.9626072759150752
GATS5d,0.7917952131978047
GATS5i,0.9110399932318358
GATS5m,0.7689782307881518
GATS5p,0.9812691818621222
GATS5v,1.0694040733775483
GATS6Z,0.6081927876045524
GATS6c,0.7161409733635117
GATS6d,0.7205713610745502
GATS6i,0.9102356287095758
GATS6m,0.6161352416472491
GATS6p,0.9181731006942355
GATS6v,0.9611326935314896
GATS7Z,0.6825064750064751
GATS7c,1.092941520606324
GATS7d,1.085350927519602
GATS7i,0.8307362612016725
GATS7m,0.6864926308624524
GATS7p,0.770984389079763
GATS7v,0.8433615541300907
GATS8Z,0.9387745067432568
GATS8c,0.8464866141901434
GATS8d,0.9398973444799605
GATS8i,1.2164289066465337
GATS8m,0.9541558352697919
GATS8p,1.1301230126294899
GATS8v,1.2378171445424015
MATS1Z,-0.062344599844599835
MATS1c,-0.4242015333218271
MATS1d,0.4150602409638551
MATS1i,-0.10175024069020436
MATS1m,-0.06168416034936497
MATS1p,-0.07653423015994235
MATS1v,-0.02002587406915214
MATS2Z,0.028319519986186658
MATS2c,-0.05634274297620034
MATS2d,-0.05117294575125906
MATS2i,0.03768810388290711
MATS2m,0.029674020070057604
MATS2p,0.04455824009779911
MATS2v,0.07027218256904001
MATS3Z,-0.04893483999444264
MATS3c,0.11389020595866477
MATS3d,-0.18881581197068317
MATS3i,-0.047741168001329555
MATS3m,-0.050902402922551084
MATS3p,-0.11229215714396333
MATS3v,-0.0883348852163488
MATS4Z,-0.13039465351604076
MATS4c,-0.10703215041075122
MATS4d,-0.12347656522041926
MATS4i,-0.0441713965701773
MATS4m,-0.1300606781578949
MATS4p,-0.0686449611777815
MATS4v,-0.11740777722252779
MATS5Z,-0.05922505167788189
MATS5c,-0.008518170565237715
MATS5d,0.002045919527165274
MATS5i,-0.09109028399041572
MATS5m,-0.059331011129237186
MATS5p,-0.08178432709049573
MATS5v,-0.10602451210274424
MATS6Z,0.09525953349482759
MATS6c,0.07544038252610291
MATS6d,0.04134183793999529
MATS6i,-0.07287149615783477
MATS6m,0.09551343037515067
MATS6p,-0.01223182528182303
MATS6v,0.025224673651318762
MATS7Z,0.04653371320037988
MATS7c,-0.049468138752829925
MATS7d,-0.08306240836361319
MATS7i,0.07347061203250217
MATS7m,0.049559111032765994
MATS7p,0.11449376376588084
MATS7v,0.1109915613039781
MATS8Z,-0.23247897935397943
MATS8c,-0.013752322638419802
MATS8d,-0.041830587656749435
MATS8i,-0.09207194465316448
MATS8m,-0.23605730044790876
MATS8p,-0.18568706307218918
MATS8v,-0.27087149379124553
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.733413045237992
SssNH2,0
SsssAs,0
SsssCH,-0.009454485242724964
SsssNH,0
SssssB,0
SssssC,-0.48098801738179664
SssssN,0
TMPC10,923
TMWC10,139.85874685445935
TSRW10,80.78105008105635
Xc-3dv,1.519123421621376
Xc-4dv,0.125
Xc-5dv,0.34232240144841103
Xc-6dv,0.05890616505373353
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.05555555555555555
Xch-6d,0.5345177968644246
Xch-7d,1.0151498563228927
Xp-0dv,18.25242622615438
Xp-1dv,10.313244376293872
Xp-2dv,8.585997861174276
Xp-3dv,6.374947991883665
Xp-4dv,4.531555234161478
Xp-5dv,3.279577606305829
Xp-6dv,1.8539268127939426
Xp-7dv,1.1811722993371814
Xpc-4d,6.255360211886198
Xpc-5d,9.325276145423397
Xpc-6d,14.403688194949712
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,60
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.086206383617667
AATS0dv,6.731800766283525
AATS0pe,6.199248275862069
AATS0se,7.659856982758619
AATS1dv,6.35
AATS1pe,6.369741666666667
AATS1se,7.638187399999996
AATS2dv,4.981481481481482
AATS2pe,6.240875925925926
AATS2se,7.594337074074072
AATS3dv,3.437086092715232
AATS3pe,6.160411258278147
AATS3se,7.582574569536422
AATS4dv,2.341040462427746
AATS4pe,6.076624277456647
AATS4se,7.5911713526011555
AATS5dv,2.3710691823899372
AATS5pe,5.941366037735851
AATS5se,7.466788201257861
AATS6dv,2.104575163398693
AATS6pe,5.772507843137254
AATS6se,7.315505751633986
AATS7dv,1.962962962962963
AATS7pe,5.908418518518517
AATS7se,7.453589985185184
AATS8dv,2.2232142857142856
AATS8pe,6.102099107142855
AATS8se,7.577999821428571
AATSC0Z,10.202140309155766
AATSC0c,0.010764890062368863
AATSC0d,0.6908442330558858
AATSC0i,1.77786905512337
AATSC0m,48.46119909276364
AATSC0p,0.25263500110141496
AATSC0v,52.2424293682401
AATSC1Z,-0.6360483551327782
AATSC1c,-0.00456648287049777
AATSC1d,0.28674197384066563
AATSC1i,-0.18089860427446908
AATSC1m,-2.989288375560533
AATSC1p,-0.01933522532075298
AATSC1v,-1.0462003115949516
AATSC2Z,0.28891971638701724
AATSC2c,-0.000606523433951102
AATSC2d,-0.03535253446073902
AATSC2i,0.06700451363969546
AATSC2m,1.4380385944977259
AATSC2p,0.011256971036184591
AATSC2v,3.6711895344151464
AATSC3Z,-0.499240103629391
AATSC3c,0.0012260155463255735
AATSC3d,-0.13044231480971097
AATSC3i,-0.08487754524500984
AATSC3m,-2.466791482329822
AATSC3p,-0.028368929243745438
AATSC3v,-4.614829001666699
AATSC4Z,-1.3303045507343991
AATSC4c,-0.0011521893323106652
AATSC4d,-0.08530307300007561
AATSC4i,-0.0785309590837008
AATSC4m,-6.302896418349601
AATSC4p,-0.017342119842755417
AATSC4v,-6.133667508829976
AATSC5Z,-0.6042222870347521
AATSC5c,-9.169716966729044e-05
AATSC5d,0.0014134117066385544
AATSC5i,-0.1619465971289598
AATSC5m,-2.875251942708939
AATSC5p,-0.02066158356458587
AATSC5v,-5.538978084829734
AATSC6Z,0.9718511264989543
AATSC6c,0.0008121074241565509
AATSC6d,0.02856077032477677
AATSC6i,-0.12955597801955598
AATSC6m,4.628695365442995
AATSC6p,-0.0030901871935456768
AATSC6v,1.3177982315659276
AATSC7Z,0.4747434711762893
AATSC7c,-0.0005325190752642229
AATSC7d,-0.05738318580173515
AATSC7i,0.13062112759356034
AATSC7m,2.401693946619252
AATSC7p,0.02892513213509845
AATSC7v,5.798468801893766
AATSC8Z,-2.3717831662986244
AATSC8c,-0.00014804224130481568
AATSC8d,-0.02889842024800407
AATSC8i,-0.16369186124389276
AATSC8m,-11.43961983430643
AATSC8p,-0.046911051383761025
AATSC8v,-14.15098488225883
ATS0are,353.68870000000004
ATS1are,372.276
ATS2are,661.332
ATS3are,915.4659
ATS4are,1038.8960000000002
ATS5are,932.8899999999999
ATS6are,871.9950000000001
ATS7are,788.9940000000003
ATS8are,674.3969999999999
ATSC0dv,222.5977011494253
ATSC0pe,7.480365517241376
ATSC0se,4.815811879310343
ATSC1dv,82.28207160787416
ATSC1pe,-0.029671224732459825
ATSC1se,-0.12401216825208117
ATSC2dv,33.99048751486324
ATSC2pe,0.36344007134363976
ATSC2se,0.13050667300832317
ATSC3dv,-68.11163958250756
ATSC3pe,-0.6660516052318654
ATSC3se,-0.4580177030321049
ATSC4dv,-155.87092086140836
ATSC4pe,-3.971293697978594
ATSC4se,-2.2009575882877526
ATSC5dv,-10.04082441537852
ATSC5pe,-0.45082615933412656
ATSC5se,-0.01722206569559892
ATSC6dv,51.98652397938961
ATSC6pe,3.078377170035665
ATSC6se,1.7933546114744385
ATSC7dv,-80.91993658343243
ATSC7pe,-0.8491093935790756
ATSC7se,-0.7627531156361458
ATSC8dv,-95.43387501651473
ATSC8pe,-2.8425747919143847
ATSC8se,-1.0874320083234241
AXp-0dv,0.6084142075384793
AXp-1dv,0.3222888867591835
AXp-2dv,0.18268080555689947
AXp-3dv,0.09960856237318226
AXp-4dv,0.05594512634767256
AXp-5dv,0.0324710654089686
AXp-6dv,0.018355711017761806
AXp-7dv,0.011038993451749359
BertzCT,921.0581014820821
