DLiP-ID,C003DB
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,34.749029957964794
EState_VSA2,27.709628049964333
EState_VSA3,5.563451491696996
EState_VSA4,0.0
EState_VSA5,16.66179468024159
EState_VSA6,38.112942673227685
EState_VSA7,6.06636706846161
EState_VSA8,5.316788604006331
EState_VSA9,5.733667477162185
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,11.761884949391115
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,63.199213960275465
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,19.490138947056174
EState_VSA11,0.0
FractionCSP3,0.4375
VSA_EState10,1.384119373057865
fr_C_O_noCOO,2
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.1799999999999997
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,27
HeavyAtomMolWt,378.2570000000001
MaxEStateIndex,12.334172965482487
MinEStateIndex,-1.033228263272455
NumHeteroatoms,11
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.2222222222222223
FpDensityMorgan2,1.7777777777777777
FpDensityMorgan3,2.2962962962962963
MaxPartialCharge,0.32739938470277585
MinPartialCharge,-0.4796728023655437
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.334172965482487
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,4
NumSaturatedRings,2
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4796728023655437
MinAbsPartialCharge,0.32739938470277585
NumRadicalElectrons,0
NumValenceElectrons,152
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,2
Mordred Descriptors
MW,403.14132114000057
MZ,0.6858974358974357
Mi,1.1432516400369166
Mm,0.6459623550207184
Mp,0.6356958198986644
Mv,0.6007189755593481
SZ,35.66666666666666
Si,59.449085281919665
Sm,33.59004246107736
Sp,33.05618263473055
Sv,31.237386729086097
nB,0
nC,16
nF,0
nH,25
nI,0
nN,3
nO,7
nP,0
nS,1
nX,0
ABC,18.864432081774222
AMW,7.75271771423078
IC0,1.7676940123538842
IC1,3.8474645477826135
IC2,4.543921151075368
IC3,4.844106544814538
IC4,4.935546689086914
IC5,4.935546689086914
Mpe,0.9923076923076922
Mse,1.0284399686256935
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,99.87030000000004
SdO,36.11944440818726
SdS,0
Spe,51.599999999999994
SsF,0
SsI,0
Sse,53.47887836853606
StN,0
fMF,0.3076923076923077
nBr,0
nCl,0
BIC0,0.30305629080287305
BIC1,0.6596154802232393
BIC2,0.7790171150220204
BIC3,0.8304813793935741
BIC4,0.8461580240843398
BIC5,0.8461580240843398
CIC0,3.9327457057872075
CIC1,1.8529751703584783
CIC2,1.1565185670657234
CIC3,0.8563331733265533
CIC4,0.7648930290541776
CIC5,0.7648930290541776
GGI1,6.0
GGI2,3.7777777777777795
GGI3,3.6597222222222223
GGI4,2.1233333333333335
GGI5,0.8438888888888889
GGI6,0.6180498866213152
GGI7,0.42191043083900226
GGI8,0.28472222222222215
GGI9,0.20063271604938276
JGI1,0.23076923076923078
JGI2,0.0994152046783626
JGI3,0.09383903133903132
JGI4,0.055877192982456136
JGI5,0.029099616858237545
JGI6,0.026871734200926745
JGI7,0.01834393177560879
JGI8,0.01294191919191919
JGI9,0.011801924473493102
MIC0,19.868217737517817
MIC1,35.8930163385086
MIC2,39.686070854221086
MIC3,41.57135056161603
MIC4,41.663522227042584
MIC5,41.663522227042584
MPC2,40
MPC3,55
MPC4,74
MPC5,88
MPC6,97
MPC7,96
MPC8,93
MPC9,90
Mare,1.008846153846154
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.11933554260850032
RPCG,0.08145215453224838
SIC0,0.31009783451062045
SIC1,0.6749417129240809
SIC2,0.7971176568387845
SIC3,0.8497776986218525
SIC4,0.8658185917447772
SIC5,0.8658185917447772
SaaN,0
SaaO,0
SaaS,0
Sare,52.46000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.37921188415458
SsSH,0
SssO,0
SssS,1.384119373057865
StCH,0
StsC,0
TIC0,91.92008864240198
TIC1,200.0681564846959
TIC2,236.28389985591915
TIC3,251.893540330356
TIC4,256.64842783251953
TIC5,256.64842783251953
Vabc,360.20436377091505
WPol,39
apol,55.20382499999997
bpol,26.646175000000007
nRot,4
ABCGG,16.281311580730694
ATS0Z,1452.0
ATS0d,157.0
ATS0i,8690.859994293825
ATS0m,5741.835290000002
ATS0p,72.28015062122498
ATS0v,10394.819233944727
ATS1Z,1307.0
ATS1d,194.0
ATS1i,7789.8094412914525
ATS1m,4904.779863999998
ATS1p,87.75691745199998
ATS1v,12627.735606362192
ATS2Z,2070.0
ATS2d,314.0
ATS2i,12471.494906978816
ATS2m,7842.785604999998
ATS2p,135.71612262849
ATS2v,18477.145882616667
ATS3Z,2265.0
ATS3d,335.0
ATS3i,16487.073272784037
ATS3m,8157.463596
ATS3p,160.23932667479198
ATS3v,21169.419847920355
ATS4Z,2340.0
ATS4d,318.0
ATS4i,19806.979150819156
ATS4m,8537.223365999998
ATS4p,145.39185391722498
ATS4v,20244.444469252303
ATS5Z,1872.0
ATS5d,264.0
ATS5i,17914.820133851565
ATS5m,6616.583146999999
ATS5p,120.041053019282
ATS5v,16570.532387362626
ATS6Z,1424.0
ATS6d,219.0
ATS6i,15292.172304793605
ATS6m,5030.234757
ATS6p,99.846022438376
ATS6v,13330.10302607933
ATS7Z,1299.0
ATS7d,199.0
ATS7i,11248.939733283696
ATS7m,4706.140616999999
ATS7p,93.24835628873501
ATS7v,12517.124827461903
ATS8Z,1308.0
ATS8d,182.0
ATS8i,10349.430139714405
ATS8m,4711.886288
ATS8p,89.684637651943
ATS8v,12111.812334560302
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,0
C2SP2,5
C2SP3,3
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.4375
GGI10,0.10274665850423427
JGI10,0.008562221542019523
JGT10,0.5875220078112857
Kier1,27.0
Kier2,10.15625
Kier3,4.950743801652893
MAXdO,12.334172965482487
MINdO,11.460160268605502
MPC10,86
MWC01,26.0
MWC02,4.890349128221754
MWC03,5.777652323222656
MWC04,6.717804695023691
MWC05,7.633853559681768
MWC06,8.582418976333944
MWC07,9.512738628263644
MWC08,10.466497573539566
MWC09,11.4064865903145
MWC10,12.363892300713928
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,2
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,-2.1559999999999984
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.3981627015177525
SRW05,2.3978952727983707
SRW06,7.027314514039777
SRW07,5.043425116919247
SRW08,8.744647438317532
SRW09,7.4127640174265625
SRW10,10.512519159218469
SaaCH,8.876815936647702
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.6541166042034101
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.8568691887784594
SdssS,0
SsCH3,3.5766661417653483
SsNH2,5.93918053718401
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6641609977324263
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3392734315948602
SsssP,0
WPath,7500001365
Xc-3d,2.6505809384591736
Xc-4d,0.2041241452319315
Xc-5d,0.8365496032857049
Xc-6d,0.06804138174397717
Xp-1d,11.2368879901222
Xp-2d,11.196874943727584
Xp-3d,9.058795073056801
Xp-4d,7.744231330802635
Xp-5d,5.815383196651153
Xp-6d,3.7959687274662417
Xp-7d,2.4777393663757663
ZMIC0,91.47714331819496
ZMIC1,45.50931738913188
ZMIC2,35.17902897928605
ZMIC3,30.904829249883015
ZMIC4,30.52140663829924
ZMIC5,30.52140663829924
nAcid,1
nAtom,52
nBase,1
nRing,3
piPC1,3.4965075614664802
piPC2,4.0163830207523885
piPC3,4.427836170705175
piPC4,4.853006349892673
piPC5,5.18563847008253
piPC6,5.148583999347234
piPC7,5.285738584341177
piPC8,5.331207990742011
piPC9,5.2400922074670575
AATS0Z,27.923076923076923
AATS0d,3.019230769230769
AATS0i,167.13192296718896
AATS0m,110.41990942307696
AATS0p,1.3900028965620188
AATS0v,199.90036988355243
AATS1Z,25.627450980392158
AATS1d,3.803921568627451
AATS1i,152.74136159395005
AATS1m,96.1721541960784
AATS1p,1.7207238716078428
AATS1v,247.60265894827828
AATS2Z,25.555555555555557
AATS2d,3.876543209876543
AATS2i,153.9690729256644
AATS2m,96.82451364197529
AATS2p,1.6755076867714815
AATS2v,228.11291213106998
AATS3Z,21.367924528301888
AATS3d,3.160377358490566
AATS3i,155.5384271017362
AATS3m,76.95720373584905
AATS3p,1.5116917610829432
AATS3v,199.71150799924862
AATS4Z,19.33884297520661
AATS4d,2.628099173553719
AATS4i,163.69404256875336
AATS4m,70.55556500826445
AATS4p,1.2015855695638429
AATS4v,167.30945842357275
AATS5Z,17.333333333333332
AATS5d,2.4444444444444446
AATS5i,165.8779642023293
AATS5m,61.264658768518515
AATS5p,1.1114912316600185
AATS5v,153.43085543854284
AATS6Z,15.822222222222223
AATS6d,2.433333333333333
AATS6i,169.91302560881783
AATS6m,55.891497300000005
AATS6p,1.1094002493152888
AATS6v,148.1122558453259
AATS7Z,18.557142857142857
AATS7d,2.842857142857143
AATS7i,160.69913904690995
AATS7m,67.23058024285713
AATS7p,1.3321193755533574
AATS7v,178.81606896374146
AATS8Z,20.123076923076923
AATS8d,2.8
AATS8i,159.22200214945238
AATS8m,72.49055827692307
AATS8p,1.3797636561837385
AATS8v,186.3355743778508
ATS0dv,394.44444444444446
ATS0pe,342.2563999999999
ATS0se,421.4206249999999
ATS1dv,320.66666666666663
ATS1pe,342.98299999999995
ATS1se,412.4661480000001
ATS2dv,454.66666666666663
ATS2pe,518.9649999999999
ATS2se,631.906702
ATS3dv,491.0
ATS3pe,681.4743000000001
ATS3se,835.7661659999999
ATS4dv,454.0
ATS4pe,770.5361
ATS4se,954.7024759999999
ATS5dv,416.0
ATS5pe,707.2520999999999
ATS5se,875.240364
ATS6dv,302.66666666666663
ATS6pe,569.9661
ATS6se,712.265536
ATS7dv,268.0
ATS7pe,438.907
ATS7se,545.366176
ATS8dv,274.0
ATS8pe,424.0657
ATS8se,521.466836
ATSC0Z,571.3076923076925
ATSC0c,2.031568119105392
ATSC0d,42.980769230769226
ATSC0i,73.24807757716675
ATSC0m,2611.6063957692304
ATSC0p,13.67510649371298
ATSC0v,2447.57075499887
ATSC1Z,-43.32100591715972
ATSC1c,-1.3460389965245145
ATSC1d,24.480399408284025
ATSC1i,13.505721373959329
ATSC1m,-187.11334838905347
ATSC1p,3.9961410197401523
ATSC1v,366.28527414097465
ATSC2Z,157.77071005917162
ATSC2c,0.1546359701824274
ATSC2d,10.356878698224847
ATSC2i,11.17280470138611
ATSC2m,733.4532008210059
ATSC2p,4.856033574981318
ATSC2v,690.9231362027391
ATSC3Z,-285.58875739644964
ATSC3c,0.6785347998517761
ATSC3d,-1.1915680473372845
ATSC3i,-9.411483636784672
ATSC3m,-1284.5752292218936
ATSC3p,-5.606340957431095
ATSC3v,-970.2762897459647
ATSC4Z,146.3417159763314
ATSC4c,-0.753531131943928
ATSC4d,-14.916789940828405
ATSC4i,-26.618323906251778
ATSC4m,643.461216998521
ATSC4p,-3.9627206243008777
ATSC4v,-1.7179780516185303
ATSC5Z,-89.13905325443783
ATSC5c,0.10785621265287379
ATSC5d,0.3091715976331355
ATSC5i,-28.451630803369746
ATSC5m,-434.8646265207101
ATSC5p,-2.6269662038242863
ATSC5v,-720.2883617516818
ATSC6Z,18.121301775147927
ATSC6c,0.4399274502388929
ATSC6d,7.648668639053254
ATSC6i,33.105966733509504
ATSC6m,93.6271220147928
ATSC6p,4.16178325669536
ATSC6v,575.7597632964391
ATSC7Z,-1.14497041420117
ATSC7c,-0.50200709288662
ATSC7d,-1.4164201183431968
ATSC7i,3.909623124350933
ATSC7m,17.92568807988158
ATSC7p,1.56295120346368
ATSC7v,343.2190859001445
ATSC8Z,-101.51923076923073
ATSC8c,0.20075759963843592
ATSC8d,-5.687500000000001
ATSC8i,-4.497434855806081
ATSC8m,-462.66642882692304
ATSC8p,0.07729128130898544
ATSC8v,-290.3097925742886
AXp-1d,0.43218799962008464
AXp-2d,0.2799218735931896
AXp-3d,0.16470536496466912
AXp-4d,0.10465177474057615
AXp-5d,0.06608389996194491
AXp-6d,0.03913369822130146
AXp-7d,0.025809785066414234
GATS1Z,0.9171940218123062
GATS1c,1.675025398321377
GATS1d,0.884116331096197
GATS1i,1.1795280654907576
GATS1m,0.9165753665551667
GATS1p,0.869325285625963
GATS1v,0.9353626578612424
GATS2Z,0.8684429683487175
GATS2c,0.6580943082103105
GATS2d,1.3550418427375923
GATS2i,1.2781357156875217
GATS2m,0.851906885949072
GATS2p,1.1280266978153073
GATS2v,0.969305902443276
GATS3Z,1.5015699982978978
GATS3c,0.561490897489555
GATS3d,1.1529948081549957
GATS3i,1.3973952686938262
GATS3m,1.4659921104296414
GATS3p,1.6818606579318998
GATS3v,1.3310761631000303
GATS4Z,0.8473166367519891
GATS4c,0.9661330976283328
GATS4d,1.1571579122524822
GATS4i,1.2411776048211285
GATS4m,0.8518206640989039
GATS4p,1.1465449493685413
GATS4v,1.0100288319599904
GATS5Z,0.9922897685621528
GATS5c,0.9044769632494704
GATS5d,0.8569724086502611
GATS5i,1.1786839499511121
GATS5m,1.0025381748832005
GATS5p,0.9990499626015997
GATS5v,1.0882570917330467
GATS6Z,0.9353395269512138
GATS6c,0.7400917289430435
GATS6d,0.6855779269202088
GATS6i,0.7288176843591941
GATS6m,0.9364121892800326
GATS6p,0.7267325403410422
GATS6v,0.8128684282622499
GATS7Z,1.0329685125699664
GATS7c,0.9127968619228344
GATS7d,1.0594439117929053
GATS7i,1.0803146713202452
GATS7m,1.0189876078776492
GATS7p,1.0805319957694315
GATS7v,0.965353901982029
GATS8Z,1.1989497778376192
GATS8c,0.622093918580899
GATS8d,1.1957046979865773
GATS8i,1.2146547474076088
GATS8m,1.1874948295222032
GATS8p,1.190409591122999
GATS8v,1.1459246835978347
MATS1Z,-0.07731462047589996
MATS1c,-0.6755529903813171
MATS1d,0.5807343071456772
MATS1i,0.18799864645741932
MATS1m,-0.07305168109643834
MATS1p,0.29794990831572565
MATS1v,0.1525869426152666
MATS2Z,0.17728607832283605
MATS2c,0.0488649500607098
MATS2d,0.15469384373187497
MATS2i,0.09792290779252831
MATS2m,0.18029472041969855
MATS2p,0.2279655850949059
MATS2v,0.18122278700451286
MATS3Z,-0.24522712896087942
MATS3c,0.16384689496690466
MATS3d,-0.013600101304292844
MATS3i,-0.06303174621954112
MATS3m,-0.24129554185265828
MATS3p,-0.20111583562055607
MATS3v,-0.19447225131186788
MATS4Z,0.11008193246219121
MATS4c,-0.15939980441217372
MATS4d,-0.1491485939319985
MATS4i,-0.15617173956814678
MATS4m,0.10588455745797373
MATS4p,-0.12453192788776772
MATS4v,-0.00030164791588418587
MATS5Z,-0.07512379755546572
MATS5c,0.025561913758498672
MATS5d,0.0034634186759466335
MATS5i,-0.18702106325369167
MATS5m,-0.08017259605439565
MATS5p,-0.09249182667795669
MATS5v,-0.14169376178472484
MATS6Z,0.018326526337836414
MATS6c,0.12511532455746582
MATS6d,0.10281879194630872
MATS6i,0.2611384834000722
MATS6m,0.020713561808192137
MATS6p,0.1758367207415677
MATS6v,0.13591484368403048
MATS7Z,-0.0014887764719459708
MATS7c,-0.18356241723265046
MATS7d,-0.024480664749121153
MATS7i,0.03965007082600745
MATS7m,0.005098863845769904
MATS7p,0.08490240759470104
MATS7v,0.10416971562725642
MATS8Z,-0.14215699474888907
MATS8c,0.0790552274375482
MATS8d,-0.10586129753914991
MATS8i,-0.04912003159201594
MATS8m,-0.14172623549289412
MATS8p,0.004521575395088556
MATS8v,-0.0948891195832
MAXsOH,9.37921188415458
MAXssS,1.384119373057865
MINsOH,9.37921188415458
MINssS,1.384119373057865
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-2.8749135114458007
SsssNH,0
SssssB,0
SssssC,-0.6178732809698717
SssssN,0
TMPC10,772
TMWC10,130.35169377531545
TSRW10,77.50702013378984
Xc-3dv,2.3570403909684234
Xc-4dv,0.3535533905932738
Xc-5dv,0.4290016403289045
Xc-6dv,0.07905694150420949
Xch-3d,0.0
Xch-4d,0.1111111111111111
Xch-5d,0.4004373630287239
Xch-6d,0.8773149175767591
Xch-7d,1.5351725943704986
Xp-0dv,15.617419625679357
Xp-1dv,8.454864104330921
Xp-2dv,8.243644799210875
Xp-3dv,5.985380645859339
Xp-4dv,4.751062808519138
Xp-5dv,3.3420222768115475
Xp-6dv,2.000272778638402
Xp-7dv,1.0617203474858636
Xpc-4d,5.549972857057982
Xpc-5d,9.43367293674699
Xpc-6d,14.427373842303998
n3Ring,0
n4Ring,1
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,51
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,1
piPC10,5.4542521681687965
AATS0dv,7.585470085470086
AATS0pe,6.5818538461538445
AATS0se,8.104242788461537
AATS1dv,6.287581699346404
AATS1pe,6.725156862745097
AATS1se,8.087571529411766
AATS2dv,5.613168724279835
AATS2pe,6.406975308641974
AATS2se,7.801317308641975
AATS3dv,4.632075471698113
AATS3pe,6.42900283018868
AATS3se,7.884586471698112
AATS4dv,3.7520661157024793
AATS4pe,6.368066942148761
AATS4se,7.890103107438016
AATS5dv,3.8518518518518516
AATS5pe,6.548630555555555
AATS5se,8.104077444444444
AATS6dv,3.3629629629629627
AATS6pe,6.332956666666666
AATS6se,7.914061511111111
AATS7dv,3.8285714285714287
AATS7pe,6.270099999999999
AATS7se,7.790945371428571
AATS8dv,4.2153846153846155
AATS8pe,6.524087692307692
AATS8se,8.022566707692306
AATSC0Z,10.986686390532547
AATSC0c,0.03906861767510369
AATSC0d,0.8265532544378698
AATSC0i,1.408616876483976
AATSC0m,50.22319991863905
AATSC0p,0.26298281718678806
AATSC0v,47.06866836536289
AATSC1Z,-0.8494314885717591
AATSC1c,-0.026392921500480677
AATSC1d,0.4800078315349809
AATSC1i,0.2648180661560653
AATSC1m,-3.6688891840990876
AATSC1p,0.07835570626941475
AATSC1v,7.182064198842641
AATSC2Z,1.9477865439403903
AATSC2c,0.0019090860516349061
AATSC2d,0.12786269997808453
AATSC2i,0.13793586051093962
AATSC2m,9.054977787913653
AATSC2p,0.05995103178989281
AATSC2v,8.529915261762211
AATSC3Z,-2.6942335603438643
AATSC3c,0.006401271696714869
AATSC3d,-0.011241207993747967
AATSC3i,-0.08878758147910068
AATSC3m,-12.118634237942391
AATSC3p,-0.05289000903236882
AATSC3v,-9.153549903263817
AATSC4Z,1.2094356692258792
AATSC4c,-0.006227530016065521
AATSC4d,-0.12327925570932566
AATSC4i,-0.21998614798555188
AATSC4m,5.317861297508438
AATSC4p,-0.03274975722562709
AATSC4v,-0.014198165715855623
AATSC5Z,-0.8253616042077576
AATSC5c,0.0009986686356747573
AATSC5d,0.002862699978084588
AATSC5i,-0.26344102595712726
AATSC5m,-4.026524319636205
AATSC5p,-0.02432376114652117
AATSC5v,-6.669336682885943
AATSC6Z,0.20134779750164364
AATSC6c,0.004888082780432144
AATSC6d,0.08498520710059171
AATSC6i,0.3678440748167723
AATSC6m,1.04030135571992
AATSC6p,0.046242036185504
AATSC6v,6.397330703293768
AATSC7Z,-0.01635672020287386
AATSC7c,-0.007171529898380286
AATSC7d,-0.020234573119188526
AATSC7i,0.05585175891929904
AATSC7m,0.2560812582840226
AATSC7p,0.02232787433519543
AATSC7v,4.9031297985734925
AATSC8Z,-1.5618343195266267
AATSC8c,0.0030885784559759374
AATSC8d,-0.08750000000000001
AATSC8i,-0.06919130547393972
AATSC8m,-7.117945058875739
AATSC8p,0.0011890966355228528
AATSC8v,-4.4663045011429015
ATS0are,340.97829999999993
ATS1are,337.4120000000001
ATS2are,509.31480000000005
ATS3are,670.2716
ATS4are,762.49
ATS5are,703.6220000000001
ATS6are,567.0727
ATS7are,433.202
ATS8are,419.30300000000005
ATSC0dv,214.74358974358975
ATSC0pe,9.308392307692305
ATSC0se,6.693632519230766
ATSC1dv,24.112590401051932
ATSC1pe,-2.5672963017751442
ATSC1se,-1.7019449900147938
ATSC2dv,43.04684418145956
ATSC2pe,2.162165828402366
ATSC2se,1.6017322104289968
ATSC3dv,16.43721236028928
ATSC3pe,0.7268733727810668
ATSC3se,0.6447631531065111
ATSC4dv,-41.226002629848786
ATSC4pe,-1.037535946745564
ATSC4se,-1.0828340928254423
ATSC5dv,-56.60848126232742
ATSC5pe,-1.2010917159763277
ATSC5se,-0.3780345976331386
ATSC6dv,-20.222879684418135
ATSC6pe,-1.2059405325443788
ATSC6se,-0.8027758409763301
ATSC7dv,-15.565088757396447
ATSC7pe,-0.8310242603550315
ATSC7se,-0.9192720451183406
ATSC8dv,-36.13888888888889
ATSC8pe,-0.5454903846153825
ATSC8se,-0.05829470673076946
AXp-0dv,0.5784229490992354
AXp-1dv,0.3251870809358047
AXp-2dv,0.20609111998027188
AXp-3dv,0.10882510265198797
AXp-4dv,0.06420355146647484
