DLiP-ID,C000FT
ExactMolWt,434.1664711799999
NumHDonors,3
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,18.114909093347173
SlogP_VSA1,5.733667477162185
SlogP_VSA2,54.73166824457175
SlogP_VSA3,25.339824423123797
SlogP_VSA4,0.0
SlogP_VSA5,30.38936785217202
SlogP_VSA6,41.57322121426474
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,23.678360585044167
EState_VSA2,6.606881964512918
EState_VSA3,42.99963670148696
EState_VSA4,24.974377382775238
EState_VSA5,12.13273413692322
EState_VSA6,7.109797541277533
EState_VSA7,0.0
EState_VSA8,5.15571272675054
EState_VSA9,25.521173804380275
SlogP_VSA10,13.171245143024459
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.721520156996874
VSA_EState9,58.861813176336476
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,22.760319511168102
EState_VSA11,0.0
FractionCSP3,0.42105263157894735
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.9200000000000004
NumHAcceptors,6
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,409.2110000000002
MaxEStateIndex,12.57384005233229
MinEStateIndex,-4.342906387493779
NumHeteroatoms,11
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,3
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0666666666666667
FpDensityMorgan2,1.6333333333333333
FpDensityMorgan3,2.066666666666667
MaxPartialCharge,0.4159102316664015
MinPartialCharge,-0.4780707501605797
NumAromaticRings,1
fr_unbrch_alkane,3
MaxAbsEStateIndex,12.57384005233229
MinAbsEStateIndex,0.26607717624086713
NumAliphaticRings,0
NumRotatableBonds,11
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4780707501605797
MinAbsPartialCharge,0.4159102316664015
NumRadicalElectrons,0
NumValenceElectrons,168
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,434.1664711800006
MZ,0.6909090909090907
Mi,1.1576498849941832
Mm,0.6575975198492293
Mp,0.6214787697332609
Mv,0.6094042410672985
SZ,37.999999999999986
Si,63.670743674680075
Sm,36.167863591707615
Sp,34.18133233532935
Sv,33.51723325870142
nB,0
nC,19
nF,3
nH,25
nI,0
nN,2
nO,6
nP,0
nS,0
nX,3
ABC,21.31836204982974
AMW,7.893935839636375
IC0,1.7982380770467206
IC1,3.810854323616566
IC2,4.744640622458226
IC3,5.135727440718714
IC4,5.135727440718714
IC5,5.135727440718714
Mpe,1.0132620320855614
Mse,1.0414222339932468
NdO,2
NdS,0
NsF,3
NsI,0
NtN,0
SMR,103.12600000000006
SdO,19.107222222222223
SdS,0
Spe,55.72941176470587
SsF,37.721520156996874
SsI,0
Sse,57.27822286962857
StN,0
fMF,0.10909090909090909
nBr,0
nCl,0
BIC0,0.30320649435229735
BIC1,0.642559956159272
BIC2,0.8000085575207647
BIC3,0.8659509178042835
BIC4,0.8659509178042835
BIC5,0.8659509178042835
CIC0,3.9831216364779394
CIC1,1.970505389908094
CIC2,1.0367190910664341
CIC3,0.6456322728059458
CIC4,0.6456322728059458
CIC5,0.6456322728059458
GGI1,7.0
GGI2,3.1111111111111125
GGI3,1.375
GGI4,0.9022222222222227
GGI5,0.5902777777777778
GGI6,0.4065306122448979
GGI7,0.3055555555555556
GGI8,0.23834719072814306
GGI9,0.18125000000000008
JGI1,0.24137931034482757
JGI2,0.08641975308641979
JGI3,0.04166666666666667
JGI4,0.03007407407407408
JGI5,0.021862139917695474
JGI6,0.01767524401064774
JGI7,0.012731481481481479
JGI8,0.011917359536407154
JGI9,0.01208333333333333
MIC0,19.246500828252046
MIC1,36.72845373016229
MIC2,41.17262039889667
MIC3,41.56683591170325
MIC4,41.56683591170325
MIC5,41.56683591170325
MPC2,36
MPC3,36
MPC4,38
MPC5,43
MPC6,44
MPC7,48
MPC8,38
MPC9,33
Mare,1.0322909090909094
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.13933606388204656
RPCG,0.12121907602421021
SIC0,0.3110406835333219
SIC1,0.659162292687241
SIC2,0.8206790197397372
SIC3,0.888325185631404
SIC4,0.888325185631404
SIC5,0.888325185631404
SaaN,0
SaaO,0
SaaS,0
Sare,56.77600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,3.9877787226001513
SsBr,0
SsCl,0
SsLi,0
SsOH,15.624444444444444
SsSH,0
SssO,10.03180427659662
SssS,0
StCH,0
StsC,0
TIC0,98.90309423756963
TIC1,209.59698779891113
TIC2,260.9552342352024
TIC3,282.46500923952925
TIC4,282.46500923952925
TIC5,282.46500923952925
Vabc,396.9625253326443
WPol,33
apol,57.08282499999997
bpol,33.057175
nRot,11
ABCGG,19.09355534960023
ATS0Z,1434.0
ATS0d,155.0
ATS0i,9477.883786271224
ATS0m,5777.437975449314
ATS0p,71.31439362122497
ATS0s,493.4513888888889
ATS0v,11140.019769286477
ATS1Z,1370.0
ATS1d,180.0
ATS1i,8197.1379300058
ATS1m,5213.2584125056
ATS1p,87.26546108200002
ATS1s,216.69444444444446
ATS1v,13335.764660274457
ATS2Z,1933.0
ATS2d,250.0
ATS2i,14500.578313166738
ATS2m,7312.8424129549085
ATS2p,116.65936109048998
ATS2s,554.666666666667
ATS2v,17348.239572574723
ATS3Z,1779.0
ATS3d,269.0
ATS3i,17655.078490628533
ATS3m,6468.400772011198
ATS3p,123.96888132152701
ATS3s,398.3055555555555
ATS3v,17700.96148420966
ATS4Z,1699.0
ATS4d,249.0
ATS4i,17901.824260175083
ATS4m,6097.0903035648
ATS4p,112.76195338267799
ATS4s,412.7777777777777
ATS4v,16381.056887947718
ATS5Z,1552.0
ATS5d,226.0
ATS5i,15876.844803603479
ATS5m,5547.232737059199
ATS5p,104.84821581928202
ATS5s,443.49999999999994
ATS5v,14942.034748088377
ATS6Z,1286.0
ATS6d,217.0
ATS6i,14562.869129751383
ATS6m,4513.0268585056
ATS6p,106.633838865282
ATS6s,250.875
ATS6v,14292.154606034113
ATS7Z,1402.0
ATS7d,217.0
ATS7i,16258.987124341822
ATS7m,5039.485457372799
ATS7p,106.95032833292302
ATS7s,308.5
ATS7v,14198.817772297962
ATS8Z,1305.0
ATS8d,197.0
ATS8i,17004.63794318927
ATS8m,4577.842445449599
ATS8p,94.37684846377199
ATS8s,354.41666666666663
ATS8v,12651.259294544112
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,7
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.42105263157894735
GGI10,0.12804815835118866
JGI10,0.011640741668289876
JGT10,0.48745010411984313
Kier1,30.0
Kier2,17.54320987654321
Kier3,16.333333333333332
MAXdO,9.553611111111111
MAXsF,12.57384005233229
MINdO,9.553611111111111
MINsF,12.57384005233229
MPC10,28
MWC01,29.0
MWC02,4.875197323201151
MWC03,5.616771097666572
MWC04,6.431331081933479
MWC05,7.210079628170788
MWC06,8.03689677268507
MWC07,8.837390855544697
MWC08,9.673508190212637
MWC09,10.48824184666795
MWC10,11.33139159786728
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.9133000000000004
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.313205979041787
SRW05,0.0
SRW06,6.717804695023691
SRW07,0.0
SRW08,8.211482916445066
SRW09,0.0
SRW10,9.762442287054013
SaaCH,4.902226788863693
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.06916869512829127
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.1157407407407405
SdssC,-1.9045578231292513
SdssS,0
SsCH3,1.6202596013940918
SsNH2,5.325039854976273
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,17600001290
Xc-3d,2.6601928853429047
Xc-4d,0.28867513459481287
Xc-5d,0.5163460352255527
Xc-6d,0.14433756729740643
Xp-0d,22.993353063746344
Xp-1d,14.111609430770653
Xp-2d,12.447969869574383
Xp-3d,7.591553820740988
Xp-4d,5.228864315994741
Xp-5d,3.9537490912004323
Xp-6d,2.449232545384051
Xp-7d,1.886928997310657
ZMIC0,98.66731802222726
ZMIC1,48.58053675483681
ZMIC2,34.90048670182084
ZMIC3,32.767374386018595
ZMIC4,32.767374386018595
ZMIC5,32.767374386018595
nAcid,2
nAtom,55
nBase,1
nRing,1
piPC1,3.6109179126442243
piPC2,4.0163830207523885
piPC3,4.347046915777855
piPC4,4.680973149403592
piPC5,5.133221590419151
piPC6,5.243729176263634
piPC7,5.550048374714159
piPC8,5.3116653840675365
piPC9,5.2400922074670575
AATS0Z,26.072727272727274
AATS0d,2.8181818181818183
AATS0i,172.3251597503859
AATS0m,105.04432682635117
AATS0p,1.2966253385677267
AATS0s,8.971843434343436
AATS0v,202.54581398702686
AATS1Z,25.37037037037037
AATS1d,3.3333333333333335
AATS1i,151.79885055566297
AATS1m,96.54182245380741
AATS1p,1.6160270570740745
AATS1s,4.012860082304527
AATS1v,246.95860481989735
AATS2Z,21.719101123595507
AATS2d,2.808988764044944
AATS2i,162.9278462153566
AATS2m,82.1667686848866
AATS2p,1.310779338095393
AATS2s,6.232209737827719
AATS2v,194.92404014128903
AATS3Z,16.626168224299064
AATS3d,2.514018691588785
AATS3i,165.00073355727602
AATS3m,60.45234366365605
AATS3p,1.1585876759021216
AATS3s,3.7224818276220137
AATS3v,165.42954658139868
AATS4Z,16.18095238095238
AATS4d,2.3714285714285714
AATS4i,170.49356438261984
AATS4m,58.067526700617144
AATS4p,1.0739233655493141
AATS4s,3.9312169312169307
AATS4v,156.01006559950207
AATS5Z,16.51063829787234
AATS5d,2.404255319148936
AATS5i,168.90260429365404
AATS5m,59.013114224034034
AATS5p,1.1154065512689577
AATS5s,4.718085106382978
AATS5v,158.9578164690253
AATS6Z,14.28888888888889
AATS6d,2.411111111111111
AATS6i,161.8096569972376
AATS6m,50.144742872284446
AATS6p,1.1848204318364668
AATS6s,2.7875
AATS6v,158.8017178448235
AATS7Z,14.306122448979592
AATS7d,2.2142857142857144
AATS7i,165.908031881039
AATS7m,51.42332099359999
AATS7p,1.0913298809481942
AATS7s,3.1479591836734695
AATS7v,144.8858956356935
AATS8Z,13.316326530612244
AATS8d,2.010204081632653
AATS8i,173.51671370601298
AATS8m,46.71267801479183
AATS8p,0.9630290659568571
AATS8s,3.6164965986394555
AATS8v,129.0944825973889
ATS0dv,550.0
ATS0pe,381.5534999999998
ATS0se,459.74497199999985
ATS1dv,413.0
ATS1pe,368.1746
ATS1se,438.0200719999999
ATS2dv,615.0
ATS2pe,610.0819
ATS2se,733.2042879999997
ATS3dv,448.0
ATS3pe,684.7791000000002
ATS3se,844.0292599999999
ATS4dv,423.0
ATS4pe,690.3316000000001
ATS4se,848.2206400000001
ATS5dv,405.0
ATS5pe,619.7598999999998
ATS5se,761.1203199999999
ATS6dv,288.0
ATS6pe,554.8391
ATS6se,689.9104480000001
ATS7dv,332.0
ATS7pe,601.3491999999999
ATS7se,748.1781600000002
ATS8dv,288.0
ATS8pe,621.7400999999999
ATS8se,772.367704
ATSC0Z,488.83636363636384
ATSC0c,1.7811884953933577
ATSC0d,29.74545454545455
ATSC0i,132.07098108384983
ATSC0m,2346.27492363923
ATSC0p,12.069867985213628
ATSC0s,224.67853535353544
ATSC0v,2489.4566169100904
ATSC1Z,-11.039338842975216
ATSC1c,-1.041453573551385
ATSC1d,4.177190082644631
ATSC1i,-3.2743131049251715
ATSC1m,-50.40694302587022
ATSC1p,-0.29530559501838327
ATSC1s,-25.648269054178133
ATSC1v,-18.609959169988095
ATSC2Z,54.882975206611576
ATSC2c,0.22656744737326082
ATSC2d,-1.5517355371900812
ATSC2i,43.92505845039987
ATSC2m,295.444811357013
ATSC2p,-0.23232535540388066
ATSC2s,144.77006198347107
ATSC2v,-218.53900912559885
ATSC3Z,36.10016528925622
ATSC3c,0.08326118567625412
ATSC3d,1.0952066115702483
ATSC3i,-35.81457876733306
ATSC3m,200.24163450030824
ATSC3p,-1.037191158993163
ATSC3s,1.2103696051423456
ATSC3v,110.45119922500811
ATSC4Z,-53.39669421487602
ATSC4c,-0.44490352205985995
ATSC4d,-0.8231404958677686
ATSC4i,-23.76971848423198
ATSC4m,-247.50347915457203
ATSC4p,-0.5346040964243965
ATSC4s,-42.171648301193756
ATSC4v,55.683269087017436
ATSC5Z,-45.35669421487606
ATSC5c,0.6020147130526923
ATSC5d,-0.5831404958677675
ATSC5i,3.4152488834569783
ATSC5m,-242.27885759427605
ATSC5p,0.6910867018446036
ATSC5s,51.58969008264466
ATSC5v,-92.07089697930653
ATSC6Z,-44.31404958677686
ATSC6c,-0.5810273450418166
ATSC6d,-5.110743801652892
ATSC6i,-21.5678689390431
ATSC6m,-199.65740101939002
ATSC6p,-2.076920238410767
ATSC6s,10.555325987144194
ATSC6v,-482.72339749671596
ATSC7Z,134.54611570247937
ATSC7c,0.2094981216947479
ATSC7d,-6.510082644628099
ATSC7i,-17.603884387232036
ATSC7m,643.1245370470224
ATSC7p,-3.4799020811426598
ATSC7s,60.8518319559229
ATSC7v,-343.50492557821406
ATSC8Z,45.83702479338844
ATSC8c,0.2132766652784752
ATSC8d,-3.8737190082644632
ATSC8i,-10.47866374705793
ATSC8m,206.11333559917048
ATSC8p,-1.5231719884959354
ATSC8s,15.39678145087238
ATSC8v,-193.18809575595492
AXp-0d,0.7664451021248782
AXp-1d,0.48660722175071214
AXp-2d,0.3457769408215106
AXp-3d,0.210876495020583
AXp-4d,0.1376016925261774
AXp-5d,0.09194765328373099
AXp-6d,0.05566437603145571
AXp-7d,0.039311020777305354
GATS1Z,0.7701963847355497
GATS1c,1.660048473475899
GATS1d,1.2102689486552565
GATS1i,1.104230602536547
GATS1m,0.7670735494745425
GATS1p,1.2956101713597756
GATS1s,0.7355570866119604
GATS1v,1.1138522196085936
GATS2Z,0.8216715269715574
GATS2c,0.7503999255329753
GATS2d,1.1116796241861486
GATS2i,0.8805470027053344
GATS2m,0.8147175109277931
GATS2p,1.1313467281791507
GATS2s,0.4148436366095024
GATS2v,1.089265457103013
GATS3Z,0.8610185893919703
GATS3c,0.6931886797955481
GATS3d,1.0095000342755294
GATS3i,0.9688334269961643
GATS3m,0.8520606737623851
GATS3p,1.0584585554517199
GATS3s,0.6603827621638722
GATS3v,1.0111210132146988
GATS4Z,1.0278636783881145
GATS4c,0.854813829768243
GATS4d,0.9509256025148445
GATS4i,1.1038909141080588
GATS4m,1.0289163350041883
GATS4p,1.0016325555823118
GATS4s,0.9443889610440694
GATS4v,0.9753155228713619
GATS5Z,1.0077122317871672
GATS5c,0.4981750345519838
GATS5d,0.9077017114914424
GATS5i,0.936928044812707
GATS5m,1.0135551912840008
GATS5p,0.956946701433109
GATS5s,0.6626932648166591
GATS5v,1.0167234026473777
GATS6Z,0.909506806516402
GATS6c,0.7549208030036884
GATS6d,0.9984718826405867
GATS6i,0.8599062325161135
GATS6m,0.9036622542693327
GATS6p,1.1635308912810562
GATS6s,0.43404606131993284
GATS6v,1.203366964436727
GATS7Z,0.7326853973010758
GATS7c,0.4317133184807531
GATS7d,0.9817998103887031
GATS7i,0.9081525000821667
GATS7m,0.7372039024336684
GATS7p,1.183516872017508
GATS7s,0.3458342404181166
GATS7v,1.153785736567379
GATS8Z,0.9344556836347567
GATS8c,0.5116163915847564
GATS8d,0.9169639738536
GATS8i,1.0367216467266689
GATS8m,0.9465056680043007
GATS8p,1.0165044177741056
GATS8s,0.7184754883422962
GATS8v,1.0497174068816648
MATS1Z,-0.023001093781425563
MATS1c,-0.5955235807904317
MATS1d,0.14303178484107587
MATS1i,-0.025251183154888876
MATS1m,-0.021881666302823663
MATS1p,-0.024919428904841483
MATS1s,-0.11626939332909805
MATS1v,-0.007613945916853453
MATS2Z,0.06938200157636025
MATS2c,0.07860683551206231
MATS2d,-0.03223812532622726
MATS2i,0.2055311380260603
MATS2m,0.07781622365302311
MATS2p,-0.01189506372571594
MATS2s,0.3981895507071521
MATS2v,-0.054249668676001096
MATS3Z,0.03795985959409094
MATS3c,0.02402766794874653
MATS3d,0.018925804903685766
MATS3i,-0.1393899156855676
MATS3m,0.043868662589548545
MATS3p,-0.044170793179034516
MATS3s,0.002769078941141998
MATS3v,0.02280577236188943
MATS4Z,-0.05721689107094147
MATS4c,-0.13083663106632049
MATS4d,-0.01449528466643381
MATS4i,-0.09427358544726162
MATS4m,-0.05525553644671324
MATS4p,-0.02320081027545121
MATS4s,-0.09831785212660467
MATS4v,0.01171638279072754
MATS5Z,-0.05428911036511924
MATS5c,0.19775708868838474
MATS5d,-0.011470634136190996
MATS5i,0.015130378412975947
MATS5m,-0.06041871078744962
MATS5p,0.033501546241960375
MATS5s,0.13434953595256535
MATS5v,-0.021639770359217447
MATS6Z,-0.05539851388992204
MATS6c,-0.19934569942078437
MATS6d,-0.10499864167345828
MATS6i,-0.0997975803879994
MATS6m,-0.05200279598490785
MATS6p,-0.1051568282386556
MATS6s,0.028709805242382147
MATS6v,-0.11849880403607886
MATS7Z,0.15447004510351336
MATS7c,0.06600956426870068
MATS7d,-0.12282944962826203
MATS7i,-0.07480622126504946
MATS7m,0.15383416348311535
MATS7p,-0.16180842014358426
MATS7s,0.1520017846336401
MATS7v,-0.07743994223096787
MATS8Z,0.05262468745587946
MATS8c,0.06720012394300437
MATS8d,-0.07308767027593434
MATS8i,-0.04452819738994663
MATS8m,0.049301917028699405
MATS8p,-0.07082442187125013
MATS8s,0.038459618764508464
MATS8v,-0.043552432180904564
MAXdsN,3.9877787226001513
MAXsOH,7.812222222222222
MAXssO,5.063387542517007
MINdsN,3.9877787226001513
MINsOH,7.812222222222222
MINssO,4.968416734079613
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.463929430249551
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.342906387493779
SssssN,0
TMPC10,403
TMWC10,131.5008083939496
TSRW10,64.08247332147027
Xc-3dv,0.4852731830104811
Xc-4dv,0.013498731178900972
Xc-5dv,0.0620665995490222
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.08977918909913549
Xp-0dv,16.392619938829675
Xp-1dv,8.808040627342198
Xp-2dv,5.694703863354516
Xp-3dv,3.3098609213891206
Xp-4dv,1.951971066750928
Xp-5dv,1.2268131633300698
Xp-6dv,0.6964776576104347
Xp-7dv,0.4242637720731732
Xpc-4d,3.3820410292874294
Xpc-5d,3.8794154739451785
Xpc-6d,4.95371332554682
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,0
nSpiro,0
naRing,1
piPC10,5.128047890778223
AATS0dv,10.0
AATS0pe,6.93733636363636
AATS0se,8.358999490909088
AATS1dv,7.648148148148148
AATS1pe,6.818048148148148
AATS1se,8.111482814814813
AATS2dv,6.910112359550562
AATS2pe,6.854852808988764
AATS2se,8.238250426966289
AATS3dv,4.186915887850467
AATS3pe,6.399804672897198
AATS3se,7.888123925233644
AATS4dv,4.0285714285714285
AATS4pe,6.574586666666668
AATS4se,8.07829180952381
AATS5dv,4.308510638297872
AATS5pe,6.593190425531913
AATS5se,8.097024680851062
AATS6dv,3.2
AATS6pe,6.1648788888888895
AATS6se,7.665671644444445
AATS7dv,3.3877551020408165
AATS7pe,6.136216326530611
AATS7se,7.6344710204081645
AATS8dv,2.938775510204082
AATS8pe,6.344286734693876
AATS8se,7.881303102040817
AATSC0Z,8.887933884297524
AATSC0c,0.032385245370788324
AATSC0d,0.5408264462809919
AATSC0i,2.401290565160906
AATSC0m,42.65954406616782
AATSC0p,0.21945214518570233
AATSC0s,4.08506427915519
AATSC0v,45.26284758018346
AATSC1Z,-0.20443220079583732
AATSC1c,-0.01928617728798861
AATSC1d,0.0773553719008265
AATSC1i,-0.060635427868984654
AATSC1m,-0.9334619078864855
AATSC1p,-0.005468622129970061
AATSC1s,-0.4749679454477432
AATSC1v,-0.3446288735182981
AATSC2Z,0.6166626427709165
AATSC2c,0.002545701655879335
AATSC2d,-0.01743523075494473
AATSC2i,0.4935399825887625
AATSC2m,3.31960462198891
AATSC2p,-0.002610397251728996
AATSC2s,1.6266299099266412
AATSC2v,-2.4554944845572906
AATSC3Z,0.33738472232949734
AATSC3c,0.0007781419222079825
AATSC3d,0.010235575809067742
AATSC3i,-0.33471568941432767
AATSC3m,1.8714171448626937
AATSC3p,-0.009693375317693112
AATSC3s,0.011311865468620052
AATSC3v,1.032254198364562
AATSC4Z,-0.5085399449035811
AATSC4c,-0.004237176400570095
AATSC4d,-0.00783943329397875
AATSC4i,-0.22637827127839982
AATSC4m,-2.357175991948305
AATSC4p,-0.005091467584994253
AATSC4s,-0.40163474572565483
AATSC4v,0.5303168484477851
AATSC5Z,-0.4825180235625112
AATSC5c,0.006404411840986088
AATSC5d,-0.006203622296465611
AATSC5i,0.036332434930393384
AATSC5m,-2.577434655258256
AATSC5p,0.007351986189836209
AATSC5s,0.5488264902409006
AATSC5v,-0.9794776274394311
AATSC6Z,-0.49237832874196513
AATSC6c,-0.006455859389353518
AATSC6d,-0.05678604224058769
AATSC6i,-0.23964298821159002
AATSC6m,-2.2184155668821113
AATSC6p,-0.023076891537897413
AATSC6s,0.11728139985715771
AATSC6v,-5.363593305519066
AATSC7Z,1.3729195479844833
AATSC7c,0.002137735935660693
AATSC7d,-0.06642941474110305
AATSC7i,-0.1796314733391024
AATSC7m,6.562495275990024
