DLiP-ID,C100OU
AATSC5s,-0.2808616780045352
AATSC5v,6.668945849697734
AATSC6Z,0.1948779511804721
AATSC6c,-0.0034854694544937653
AATSC6d,-0.058679471788715486
AATSC6i,0.2846088438418156
AATSC6m,1.0059959939015604
AATSC6p,0.02516333190678431
AATSC6s,0.05554399537592817
AATSC6v,5.173719453027425
AATSC7Z,-0.26394557823129244
AATSC7c,-1.7429770485533358e-05
AATSC7d,-0.04426303854875284
AATSC7i,0.17742171797669706
AATSC7m,-1.4319881285260772
AATSC7p,-0.018554525480382115
AATSC7s,0.16772990677752586
AATSC7v,-5.143099542327527
AATSC8Z,-0.03682342502218289
AATSC8c,0.0027894850672579062
AATSC8d,-0.07694764862466726
AATSC8i,0.2915780173549541
AATSC8m,-0.35639731687666315
AATSC8p,0.0023670576621406397
AATSC8s,0.06639258601991521
AATSC8v,-2.6523157448462427
ATS0are,232.52960000000002
ATS1are,246.50779999999997
ATS2are,374.33889999999997
ATS3are,461.151
ATS4are,488.62800000000004
ATS5are,449.3839
ATS6are,329.5859
ATS7are,296.92089999999996
ATS8are,291.85699999999997
ATSC0dv,142.57142857142858
ATSC0pe,4.801417142857142
ATSC0se,3.3574221714285697
ATSC1dv,27.65306122448979
ATSC1pe,-0.22105240816326496
ATSC1se,-0.13890435265306095
ATSC2dv,6.612244897959176
ATSC2pe,1.3829377959183673
ATSC2se,1.1286444636734692
ATSC3dv,-59.3469387755102
ATSC3pe,-1.1277409795918363
ATSC3se,-0.8243722383673477
ATSC4dv,-57.22448979591837
ATSC4pe,-2.488311020408163
ATSC4se,-1.7283312816326521
ATSC5dv,-5.0
ATSC5pe,-1.1582228571428574
ATSC5se,-0.8971962285714283
ATSC6dv,-5.204081632653064
ATSC6pe,-0.32183355102040834
ATSC6se,-0.22908316408163282
ATSC7dv,3.6938775510204067
ATSC7pe,0.8925122448979599
ATSC7se,0.7605345795918369
ATSC8dv,13.591836734693882
ATSC8pe,1.37464318367347
ATSC8se,1.2032485746938766
AXp-0dv,0.5164718980358183
AXp-1dv,0.26829409010969696
AXp-2dv,0.1384409721564633
AXp-3dv,0.07369371606108449
AXp-4dv,0.038318597179093535
AXp-5dv,0.020219001672184652
AXp-6dv,0.009881484664312278
AXp-7dv,0.005077125590997662
BertzCT,884.3508230756735
ECIndex,492
ETA_eta,13.333668574830389
GATS1dv,0.4801765693549261
GATS1pe,0.7069759584493328
GATS1se,0.7310883120378325
GATS2dv,0.7175227648279013
GATS2pe,0.48778581160750023
GATS2se,0.4733000674963478
GATS3dv,1.068178022712091
GATS3pe,0.8918628455196823
GATS3se,0.8880661554490583
GATS4dv,1.1367401469605878
GATS4pe,1.2078853306801483
GATS4se,1.1950227392144808
GATS5dv,1.117434869739479
GATS5pe,1.1303130147289844
GATS5se,1.063109779053617
GATS6dv,1.031062124248497
GATS6pe,0.9257614021891948
GATS6se,0.8501848107230388
GATS7dv,0.887664217323536
GATS7pe,0.7786691812681755
GATS7se,0.7501968554892358
GATS8dv,0.8968807179576543
GATS8pe,0.698056588261933
GATS8se,0.6209671736440114
LogEE_A,4.066048954248754
LogEE_D,118.69215096729094
MATS1dv,0.18347505822455717
MATS1pe,-0.04355039837659249
MATS1se,-0.039135980689166815
MATS2dv,0.028478008648876663
MATS2pe,0.17685868683381198
MATS2se,0.20641649064965772
MATS3dv,-0.20234914272990423
MATS3pe,-0.1141761701439469
MATS3se,-0.11935838994933229
MATS4dv,-0.18730794923179694
MATS4pe,-0.24184772432266033
MATS4se,-0.24023031865309089
MATS5dv,-0.01753507014028056
MATS5pe,-0.12061260484999672
MATS5se,-0.13361385354015146
MATS6dv,-0.02505010020040081
MATS6pe,-0.04600020283460666
MATS6se,-0.046825787198385004
MATS7dv,0.020151413938989077
MATS7pe,0.14457735493965287
MATS7se,0.17618484213035474
MATS8dv,0.07253637710203016
MATS8pe,0.217836553328148
MATS8se,0.2726839739329617
MAXaaCH,1.7762165425296739
MAXaasC,0.7428757768539517
MAXaasN,1.5207147581254723
MAXdssC,-0.5171775851110405
MAXsNH2,5.263376168171234
MDEC-22,9.364055400158273
MDEC-23,17.845272352588903
MDEC-33,5.003563474449709
MDEN-12,0.3086066999241838
MDEN-13,0.19999999999999996
MDEN-22,1.0
MDEN-23,1.4142135623730951
MDEO-11,0.43067436424814404
MINaaCH,1.5043630040527587
MINaasC,0.20398260242776867
MINaasN,1.5207147581254723
MINdssC,-0.9828972067864432
MINsNH2,5.263376168171234
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3214285714285716
SM1_Dzi,1.4204008994654949
SM1_Dzm,1.3177974512248314
SM1_Dzp,-5.319610065744728
SM1_Dzv,-2.474281947147792
SddssSe,0
SpAD_Dt,376.9021767603341
SpAbs_A,29.656679088548792
SpAbs_D,237.384301934582
SpMAD_A,1.289420829936904
SpMAD_D,10.32105660585139
SpMax_A,2.407081174349548
SpMax_D,118.69215096729094
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,111.10000000000001
TpiPC10,8.869182801299656
VAdjMat,5.643856189774724
VE1_DzZ,4.712616175830199
VE1_Dzi,4.708120520527451
VE1_Dzm,4.712616271866332
VE1_Dzp,4.7091131722148285
VE1_Dzv,4.71609861669539
VE2_DzZ,0.20489635547087823
VE2_Dzi,0.20470089219684567
VE2_Dzm,0.20489635964636224
VE2_Dzp,0.2047440509658621
VE2_Dzv,0.20504776594327784
VE3_DzZ,2.3831523281014237
VE3_Dzi,2.382197911097975
VE3_Dzm,2.3831523484799417
VE3_Dzp,2.382408727081403
VE3_Dzv,2.3838910164805243
VR1_DzZ,129.64332319401208
VR1_Dzi,130.02753982075123
VR1_Dzm,129.64356073526713
VR1_Dzp,130.29489767269692
VR1_Dzv,129.6016336716977
VR2_DzZ,5.6366662258266125
VR2_Dzi,5.653371296554401
VR2_Dzm,5.636676553707266
VR2_Dzp,5.664995550986823
VR2_Dzv,5.6348536378999
VR3_DzZ,5.697696134897277
VR3_Dzi,5.70065539572976
VR3_Dzm,5.697697967163155
VR3_Dzp,5.702709447992957
VR3_Dzv,5.697374512265324
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.08137544453027167
Xch-7dv,0.09035847848534173
Xpc-4dv,1.052069438911905
Xpc-5dv,1.1412567097628006
Xpc-6dv,1.2749166322238177
Zagreb1,120.0
Zagreb2,140.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,25
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.643702857142857
AATS1are,6.662372972972972
AATS2are,6.567349122807017
AATS3are,6.4048750000000005
AATS4are,6.515040000000001
AATS5are,6.41977
AATS6are,6.46246862745098
AATS7are,6.598242222222221
AATS8are,6.344717391304347
AATSC0dv,4.073469387755102
AATSC0pe,0.13718334693877549
AATSC0se,0.09592634775510199
AATSC1dv,0.7473800330943187
AATSC1pe,-0.005974389409817972
AATSC1se,-0.0037541716933259714
AATSC2dv,0.11600429645542414
AATSC2pe,0.024262066595059074
AATSC2se,0.019800780064446827
AATSC3dv,-0.8242630385487528
AATSC3pe,-0.015663069160997727
AATSC3se,-0.01144961442176872
AATSC4dv,-0.7629931972789117
AATSC4pe,-0.033177480272108845
AATSC4se,-0.02304441708843536
AATSC5dv,-0.07142857142857142
AATSC5pe,-0.016546040816326536
AATSC5se,-0.012817088979591834
AATSC6dv,-0.10204081632653066
AATSC6pe,-0.006310461784713889
AATSC6se,-0.004491826746698683
AATSC7dv,0.08208616780045348
AATSC7pe,0.019833605442176886
AATSC7se,0.016900768435374153
AATSC8dv,0.29547471162378003
AATSC8pe,0.029883547471162394
AATSC8se,0.026157577710736447
AETA_eta,0.5797247206447995
ATSC0are,5.2989599999999975
ATSC1are,-0.199752
ATSC2are,1.6327479999999996
ATSC3are,-1.2957119999999995
ATSC4are,-2.8047599999999986
ATSC5are,-1.4082599999999994
ATSC6are,-0.4106759999999997
ATSC7are,1.1490599999999997
ATSC8are,1.7621039999999992
BCUTZ-1h,8.029049144295724
BCUTZ-1l,5.687010343340595
BCUTc-1h,0.4567240078926257
BCUTc-1l,-0.3870712004982423
BCUTd-1h,3.1615025898142566
BCUTd-1l,0.971528467798908
BCUTi-1h,14.751067104864969
BCUTi-1l,10.947878043431784
BCUTm-1h,16.01443239050735
BCUTm-1l,11.698575390365564
BCUTp-1h,1.9966444817470654
BCUTp-1l,0.7414953843827709
BCUTs-1h,7.009375835644821
BCUTs-1l,1.4772391752497402
BCUTv-1h,20.901979848054186
BCUTv-1l,14.700681289300922
BalabanJ,1.470468722683971
Diameter,13
ETA_beta,33.25
GATS1are,0.7208339504865617
GATS2are,0.48774979744452995
GATS3are,0.8956828321029032
GATS4are,1.215552485770793
GATS5are,1.1297273427238552
GATS6are,0.9257414033445557
GATS7are,0.7619063195629164
GATS8are,0.6510645895404579
HybRatio,0.0
Lipinski,True
LogEE_Dt,188.45108838016705
MATS1are,-0.03565880750082936
MATS2are,0.18920025088008008
MATS3are,-0.11886483385419029
MATS4are,-0.2470084695864849
MATS5are,-0.13288079170252276
MATS6are,-0.05318712928352643
MATS7are,0.16865825243695623
MATS8are,0.2530178194113234
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.420899632802938
SM1_Dzse,1.3065363731051547
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,173.17270668012213
SpAD_Dzi,169.99745312348452
SpAD_Dzm,173.1968241176652
SpAD_Dzp,221.35350969837475
SpAD_Dzv,203.56024829598232
SpAbs_Dt,376.90217676033427
SpDiam_A,4.726018195831047
SpDiam_D,182.28721414176457
SpMAD_Dt,16.38705116349279
SpMax_Dt,188.45108838016705
SsssssAs,0
VE1_Dzpe,4.712098672613939
VE1_Dzse,4.7126841521922715
VE2_Dzpe,0.20487385533104083
VE2_Dzse,0.20489931096488137
VE3_Dzpe,2.3830425097726784
VE3_Dzse,2.3831667523340125
VMcGowan,218.24999999999974
VR1_Dzpe,129.6818362051359
VR1_Dzse,129.63839935134249
VR2_Dzpe,5.638340704571126
VR2_Dzse,5.6364521457105425
VR3_Dzpe,5.697993159771348
VR3_Dzse,5.697658154258905
mZagreb1,7.638888888888889
mZagreb2,5.027777777777779
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15139885714285706
AATSC1are,-0.005398702702702703
AATSC2are,0.028644701754385958
AATSC3are,-0.017995999999999995
AATSC4are,-0.03739679999999998
AATSC5are,-0.02011799999999999
AATSC6are,-0.008052470588235288
AATSC7are,0.02553466666666666
AATSC8are,0.03830660869565216
AETA_beta,1.4456521739130435
BCUTdv-1h,6.023243331486328
BCUTdv-1l,2.7771458400879685
BCUTpe-1h,3.501238018639922
BCUTpe-1l,2.2359184041052886
BCUTse-1h,3.714136717593209
BCUTse-1l,2.431831216257088
ETA_alpha,10.600000000000001
ETA_dBeta,4.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,24.756944555199375
ETA_eta_L,4.0347545442082176
ETA_eta_R,38.090613130029766
ETA_psi_1,0.5300000000000001
LabuteASA,130.52797941602662
LogEE_DzZ,86.64380675621014
LogEE_Dzi,85.06048312258858
LogEE_Dzm,86.6557076001902
LogEE_Dzp,109.52031787837328
LogEE_Dzv,101.24223676817644
PEOE_VSA1,10.84019487200289
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.476340119217006
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.4124863010397
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.126902983393991
PEOE_VSA9,17.447681337993632
SM1_Dzare,1.599813866914844
SpAD_Dzpe,172.21270156576054
SpAD_Dzse,173.31145567329625
SpAbs_DzZ,171.96618494099167
SpAbs_Dzi,168.80746019022723
SpAbs_Dzm,171.99361774915548
SpAbs_Dzp,224.3602458224914
SpAbs_Dzv,204.95875548350065
SpDiam_Dt,275.12036814440745
SpMAD_DzZ,7.529248116527049
SpMAD_Dzi,7.3911936140645444
SpMAD_Dzm,7.5302967007680515
SpMAD_Dzp,9.624065639059772
SpMAD_Dzv,8.850445578086187
SpMax_DzZ,86.64380675621014
SpMax_Dzi,85.06048312258858
SpMax_Dzm,86.6557076001902
SpMax_Dzp,109.52031787837328
SpMax_Dzv,101.24223676817644
VE1_Dzare,4.711670022904284
VE2_Dzare,0.20485521838714277
VE3_Dzare,2.3829515377372217
VR1_Dzare,129.7074434120923
VR2_Dzare,5.639454061395317
VR3_Dzare,5.698190602064085
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46086956521739136
AETA_dBeta,0.20652173913043478
AETA_eta_B,0.016195637683256582
AETA_eta_F,1.0763888937043207
AETA_eta_L,0.1754241106177486
AETA_eta_R,1.6561136143491202
BCUTare-1h,3.5551674908577096
BCUTare-1l,2.186163899910969
ETA_beta_s,14.25
ETA_dPsi_A,0.18399999999999983
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149014
ETA_eta_FL,7.006959351449977
ETA_eta_RL,11.041713895658194
LogEE_Dzpe,86.16812902778476
LogEE_Dzse,86.71253376591356
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,31.976882251245147
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
SpAD_Dzare,170.78917776155996
SpAbs_Dzpe,170.91535842276656
SpAbs_Dzse,172.11853115872185
SpDiam_DzZ,133.5060246089204
SpDiam_Dzi,130.83800116324937
SpDiam_Dzm,133.5234221485327
SpDiam_Dzp,167.14279966574603
SpDiam_Dzv,155.37664527057723
SpMAD_Dzpe,7.487508763728719
SpMAD_Dzse,7.535280681447663
SpMax_Dzpe,86.16812902778476
SpMax_Dzse,86.71253376591356
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6195652173913043
AETA_eta_BR,0.02741302898760441
AETA_eta_FL,0.3046504065847816
AETA_eta_RL,0.4800745172025302
DetourIndex,2124
EState_VSA1,11.876485017303356
EState_VSA2,5.563451491696996
EState_VSA3,16.944765761229018
EState_VSA4,5.563451491696996
EState_VSA5,16.814537072068404
EState_VSA6,42.595045982382736
EState_VSA7,0.0
EState_VSA8,10.312066903955905
EState_VSA9,10.84019487200289
ETA_beta_ns,19.0
ETA_shape_p,0.13207547169811318
ETA_shape_x,0.0
ETA_shape_y,0.3679245283018867
GhoseFilter,True
LogEE_Dzare,85.46414600542846
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,169.32847814394205
SpDiam_Dzpe,132.76858930288284
SpDiam_Dzse,133.61208360044594
SpMAD_Dzare,7.42561642441565
SpMax_Dzare,85.46414600542846
TopoPSA(NO),111.10000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5207147581254723
VSA_EState9,60.1459519085412
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8260869565217391
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.039130434782608636
FilterItLogS,-2.658419283731781
SpDiam_Dzare,131.706074218281
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6742857142857144
ETA_epsilon_2,0.8695652173913042
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5673469387755105
ETA_epsilon_5,0.8038461538461538
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.23274725274725244
ETA_dEpsilon_B,0.10693877551020392
ETA_dEpsilon_C,-0.12580847723704852
ETA_dEpsilon_D,0.06571906354515045
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.0,0.0,0.0,0.0,9.364055400158273,17.845272352588903,0.0,5.003563474449709,0.0,0.0,0.43067436424814404,0.0,0.0,0.0,0.3086066999241838,0.19999999999999996,1.0,1.4142135623730951,0.0"
APolDescriptor,42.967515999999996
BCUTDescriptor,"11.850000000000005,15.996932809386125,-0.3277856462203907,0.29070431952830367,4.1397809212136885,9.729842823787891"
BPolDescriptor,16.354483999999996
TPSADescriptor,111.10000000000001
ALOGPDescriptor,"2.4135999999999997,5.825464959999999,84.966"
XLogPDescriptor,1.981
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,308.0909403400001
ChiPathDescriptor,"16.396976746569035,11.041713895658194,10.182870792170464,8.304523922768595,6.492529609212167,4.983651044390354,3.6119184775592634,2.6795250052656208,11.87885365482382,6.707352252742425,4.845434025476218,3.316217222748802,2.1075228448501444,1.3546731120363715,0.7411113498234214,0.4214014240528063"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4241838895256699,0.0,0.0,0.025819888974716113,0.08137544453027167,0.09035847848534172"
AtomCountDescriptor,35
BondCountDescriptor,25
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.6666666666666667,0.0,0.49999999999999994,0.0,0.5513894601633886,0.0,0.07561795363779855,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,0,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.7284719459622,2.031672693302704,19.404948480695047,7.2577838330918025,12.147164647603246"
FractionalPSADescriptor,0.3606078123472028
WienerNumbersDescriptor,"1315.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8799939708726057,4.906146970071409,6.005595879789835,1.0520694389119052,1.1412567097628006,1.1471245342388092"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.8112,7.92,4.345679012345679"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,863.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"26.763328311728756,27.380964266672436,39.17982426390573,37.820553127780265,34.31909892732162"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.41366419715789965,-0.17699779956173717,-0.009925739404080086,-8.746018618757943E-4,-0.03520509673306981"
EccentricConnectivityIndexDescriptor,492
AutocorrelationDescriptorPolarizability,"1382.0683926055524,1616.4961082025454,2226.6567532015943,2094.5766426455666,1805.0052731845535"
