DLiP-ID,C001RV
IC0,1.4507299246166407
IC1,3.2433537642454864
IC2,4.2062290804566995
IC3,4.818386050855649
IC4,4.996134782833771
IC5,4.996134782833771
Mpe,0.9685706166524582
Mse,1.0074627653398356
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,128.73120000000011
SdO,30.484751511715796
SdS,0
Spe,66.83137254901962
SsF,0
SsI,0
Sse,69.51493080844865
StN,0
fMF,0.2753623188405797
nBr,0
nCl,0
BIC0,0.2308094015468185
BIC1,0.5160137173898446
BIC2,0.6692060323258182
BIC3,0.7665994765451698
BIC4,0.7948790879031677
BIC5,0.7948790879031677
CIC0,4.657794532161528
CIC1,2.8651706925326828
CIC2,1.9022953763214696
CIC3,1.2901384059225203
CIC4,1.1123896739443984
CIC5,1.1123896739443984
GGI1,8.0
GGI2,3.1111111111111116
GGI3,1.875
GGI4,1.0222222222222226
GGI5,0.5694444444444444
GGI6,0.24326530612244893
GGI7,0.10069444444444445
GGI8,0.08163265306122448
GGI9,0.08250000000000002
JGI1,0.23529411764705882
JGI2,0.07235142118863051
JGI3,0.046875
JGI4,0.028395061728395066
JGI5,0.01898148148148148
JGI6,0.010576752440106477
JGI7,0.0050347222222222225
JGI8,0.004801920768307323
JGI9,0.006874999999999999
MIC0,13.471634354425879
MIC1,28.242989871719512
MIC2,32.91620222351051
MIC3,36.246779514346194
MIC4,36.425950236180135
MIC5,36.425950236180135
MPC2,43
MPC3,46
MPC4,50
MPC5,48
MPC6,33
MPC7,30
MPC8,29
MPC9,28
Mare,0.9830144927536228
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,4
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12773482798146293
RPCG,0.089314119102473
SIC0,0.23749269318335545
SIC1,0.5309553538165147
SIC2,0.6885834885688906
SIC3,0.7887970466434081
SIC4,0.8178955193164426
SIC5,0.8178955193164426
SaaN,0
SaaO,0
SaaS,0
Sare,67.82799999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,33.81098922902494
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,100.10036479854821
TIC1,223.79140973293855
TIC2,290.22980655151224
TIC3,332.46863750903975
TIC4,344.7333000155302
TIC5,344.7333000155302
Vabc,469.09583454876747
WPol,40
apol,73.47175499999997
bpol,39.42624500000002
nRot,14
ABCGG,21.91724800962468
ATS0Z,1468.0
ATS0d,189.0
ATS0i,11278.170142616216
ATS0m,5774.401442000002
ATS0p,93.78527966971498
ATS0s,409.7013888888889
ATS0v,13857.420112537317
ATS1Z,1544.0
ATS1d,229.0
ATS1i,10094.9789096395
ATS1m,5752.028753999999
ATS1p,118.47892555399999
ATS1s,231.66666666666666
ATS1v,17131.432929898765
ATS2Z,2154.0
ATS2d,352.0
ATS2i,18110.504588716583
ATS2m,7828.500643000001
ATS2p,170.79208632818802
ATS2s,423.99999999999994
ATS2v,23630.031357647324
ATS3Z,2247.0
ATS3d,387.0
ATS3i,25955.665730471825
ATS3m,7739.635544
ATS3p,195.30752273547
ATS3s,512.6388888888888
ATS3v,25916.579944984194
ATS4Z,2172.0
ATS4d,358.0
ATS4i,28226.24753947141
ATS4m,7441.638923999999
ATS4p,185.07913141875196
ATS4s,591.8611111111112
ATS4v,23996.186107104993
ATS5Z,1937.0
ATS5d,303.0
ATS5i,27026.041470342698
ATS5m,6587.747054
ATS5p,161.44075222099696
ATS5s,690.5
ATS5v,20523.568337087047
ATS6Z,1390.0
ATS6d,266.0
ATS6i,23339.25353687424
ATS6m,4662.136046999999
ATS6p,135.97693582924205
ATS6s,425.5833333333333
ATS6v,16587.073433269634
ATS7Z,1090.0
ATS7d,228.0
ATS7i,17165.508958681865
ATS7m,3621.4725719999997
ATS7p,123.05994954886599
ATS7s,210.66666666666669
ATS7v,15046.502646810857
ATS8Z,987.0
ATS8d,208.0
ATS8i,15748.590286871226
ATS8m,3184.126697
ATS8p,122.35204858122499
ATS8s,188.44444444444446
ATS8v,14576.063807062152
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,6
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.4230769230769231
GGI10,0.04122028364452607
JGI10,0.004122028364452607
JGT10,0.4333075058406545
Kier1,32.029411764705884
Kier2,18.275824770146023
Kier3,15.001890359168241
MAXdO,10.315555555555555
MINdO,10.08459797808012
MPC10,28
MWC01,34.0
MWC02,5.043425116919247
MWC03,5.808142489980444
MWC04,6.6293632534374485
MWC05,7.4127640174265625
MWC06,8.236685322712457
MWC07,9.02749867993534
MWC08,9.853088594952276
MWC09,10.647731758224072
MWC10,11.475213213516309
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.3254
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.484796933490655
SRW05,0.0
SRW06,6.912742820493176
SRW07,0.0
SRW08,8.423541635334782
SRW09,0.0
SRW10,9.97808469074291
SaaCH,21.615815303623748
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.91266410627612
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-5.018888888888888
SdssS,0
SsCH3,2.2688832199546485
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.575277777777778
SsssP,0
WPath,27300001428
Xc-3d,2.520130008979603
Xc-4d,0.14433756729740643
Xc-5d,0.5525858577612694
Xc-6d,0.14433756729740643
Xp-0d,25.399130457682162
Xp-1d,16.15772150720816
Xp-2d,14.148825438644918
Xp-3d,9.619298871255253
Xp-4d,7.31460748351538
Xp-5d,4.885098064191988
Xp-6d,2.2631520988174483
Xp-7d,1.3939505508593788
ZMIC0,119.53015351471835
ZMIC1,68.37241219798825
ZMIC2,49.1199118334996
ZMIC3,36.95932747456575
ZMIC4,35.80403222445942
ZMIC5,35.80403222445942
nAcid,3
nAtom,69
nBase,1
nRing,2
piPC1,3.784189633918261
piPC2,4.204692619390966
piPC3,4.471638793363569
piPC4,4.822295664976738
piPC5,5.152568789984922
piPC6,4.6064194053885235
piPC7,4.575998808687811
piPC8,4.640778613455459
piPC9,4.735101355580122
AATS0Z,21.27536231884058
AATS0d,2.739130434782609
AATS0i,163.45174119733647
AATS0m,83.68697742028989
AATS0p,1.3592069517349998
AATS0s,5.937701288244767
AATS0v,200.8321755440191
AATS1Z,22.3768115942029
AATS1d,3.318840579710145
AATS1i,146.3040421686884
AATS1m,83.36273556521738
AATS1p,1.7170858775942026
AATS1s,3.357487922705314
AATS1v,248.2816366651995
AATS2Z,18.25423728813559
AATS2d,2.983050847457627
AATS2i,153.4788524467507
AATS2m,66.3432257881356
AATS2p,1.4473905621032883
AATS2s,3.59322033898305
AATS2v,200.25450303090952
AATS3Z,13.87037037037037
AATS3d,2.388888888888889
AATS3i,160.220158830073
AATS3m,47.775528049382714
AATS3p,1.2056019921942593
AATS3s,3.1644375857338813
AATS3v,159.97888854928516
AATS4Z,12.554913294797688
AATS4d,2.069364161849711
AATS4i,163.15750022815843
AATS4m,43.01525389595375
AATS4p,1.06982156889452
AATS4s,3.421162491971741
AATS4v,138.7062780757514
AATS5Z,11.883435582822086
AATS5d,1.8588957055214723
AATS5i,165.80393540087545
AATS5m,40.415626098159514
AATS5p,0.9904340627055028
AATS5s,4.236196319018405
AATS5v,125.91146219071808
AATS6Z,10.0
AATS6d,1.9136690647482015
AATS6i,167.90829882643337
AATS6m,33.540547100719415
AATS6p,0.978251336901022
AATS6s,3.0617505995203835
AATS6v,119.3314635487024
AATS7Z,10.283018867924529
AATS7d,2.150943396226415
AATS7i,161.93876376114966
AATS7m,34.16483558490566
AATS7p,1.1609429202723207
AATS7s,1.987421383647799
AATS7v,141.94813817746092
AATS8Z,9.87
AATS8d,2.08
AATS8i,157.48590286871226
AATS8m,31.841266970000003
AATS8p,1.22352048581225
AATS8s,1.8844444444444446
AATS8v,145.76063807062152
ATS0dv,456.0
ATS0pe,430.5417999999999
ATS0se,534.863304
ATS1dv,384.0
ATS1pe,444.90199999999993
ATS1se,536.053008
ATS2dv,475.0
ATS2pe,737.7527999999999
ATS2se,903.8064039999998
ATS3dv,439.0
ATS3pe,994.1922000000001
ATS3se,1240.4447519999999
ATS4dv,470.0
ATS4pe,1042.6074
ATS4se,1313.5734880000002
ATS5dv,470.0
ATS5pe,984.5318000000002
ATS5se,1246.0380400000004
ATS6dv,269.0
ATS6pe,801.9559
ATS6se,1027.56422
ATS7dv,130.0
ATS7pe,600.9730000000001
ATS7se,765.8743840000001
ATS8dv,100.0
ATS8pe,559.0785
ATS8se,711.29546
ATSC0Z,532.9855072463768
ATSC0c,1.8879729364785873
ATSC0d,35.24637681159421
ATSC0i,91.33183863360586
ATSC0m,2524.1875817681166
ATSC0p,15.551963977250868
ATSC0s,175.64090177133647
ATSC0v,3416.6242076905373
ATSC1Z,-16.81159420289853
ATSC1c,-1.1119923000537626
ATSC1d,6.579710144927536
ATSC1i,-1.4799061296521812
ATSC1m,-72.85363582608673
ATSC1p,0.6919894005217424
ATSC1s,-16.82115539452496
ATSC1v,75.43220455225256
ATSC2Z,-1.772316740180651
ATSC2c,0.4184987708870527
ATSC2d,-12.015542953161097
ATSC2i,-10.922544314742945
ATSC2m,-31.682673617937084
ATSC2p,-2.818094972513991
ATSC2s,65.30744737333427
ATSC2v,-566.2139011653425
ATSC3Z,-162.87901701323253
ATSC3c,-0.2723801776964248
ATSC3d,-11.824826717076244
ATSC3i,-4.730866452517129
ATSC3m,-776.8202302961562
ATSC3p,-2.5249024475950845
ATSC3s,-9.594601099208852
ATSC3v,-891.2500954111291
ATSC4Z,28.978365889518987
ATSC4c,-0.3965954905139062
ATSC4d,-8.849611426170972
ATSC4i,-22.476355695538672
ATSC4m,108.17180646544836
ATSC4p,-4.123323273725976
ATSC4s,63.506124705360676
ATSC4v,-665.1381043944756
ATSC5Z,103.88930896870401
ATSC5c,0.584244122987493
ATSC5d,6.417979416089056
ATSC5i,-12.890473242342306
ATSC5m,452.7330446347406
ATSC5p,-0.9081736553412156
ATSC5s,162.29627149991828
ATSC5v,-309.29747776157893
ATSC6Z,188.76832598193653
ATSC6c,0.047851194956477494
ATSC6d,5.5036756983826916
ATSC6i,22.234347065716605
ATSC6m,885.1608293222009
ATSC6p,4.743961524518869
ATSC6s,100.83038548157482
ATSC6v,1004.5137119141532
ATSC7Z,1.1237135055660632
ATSC7c,-0.2956773740347044
ATSC7d,-4.523419449695441
ATSC7i,12.419019974384252
ATSC7m,8.693757283763745
ATSC7p,1.7852267786543738
ATSC7s,10.334468132278483
ATSC7v,222.80862011844954
ATSC8Z,-94.83406847300988
ATSC8c,0.036017109079227665
ATSC8d,-5.052720016803193
ATSC8i,-12.66313241673606
ATSC8m,-463.98187205524056
ATSC8p,-3.3302684749895928
ATSC8s,15.645633503699052
ATSC8v,-866.4239844527834
AXp-0d,0.7470332487553577
AXp-1d,0.4752271031531811
AXp-2d,0.3290424520615097
AXp-3d,0.20911519285337507
AXp-4d,0.1462921496703076
AXp-5d,0.10177287633733308
AXp-6d,0.06858036663083177
AXp-7d,0.04646501836197929
GATS1Z,0.9263650206656516
GATS1c,1.5608883439773074
GATS1d,1.1463815789473681
GATS1i,1.2977725679635443
GATS1m,0.9321892725365458
GATS1p,1.1888261447416635
GATS1s,0.7955818580216922
GATS1v,1.1001729829459788
GATS2Z,0.9082194356673292
GATS2c,0.6774014905256094
GATS2d,1.7003791257805527
GATS2i,1.2589341575470303
GATS2m,0.9211544424778889
GATS2p,1.227389882533818
GATS2s,0.42166062357242645
GATS2v,1.1654477597629882
GATS3Z,1.094301637944231
GATS3c,0.9038870255471462
GATS3d,1.2087749756335282
GATS3i,1.0704871969195284
GATS3m,1.0971469855878058
GATS3p,1.082605312957107
GATS3s,0.8973588152480962
GATS3v,1.112338669344252
GATS4Z,0.9524491972019954
GATS4c,0.96270128536449
GATS4d,0.981365987222391
GATS4i,1.067746591335331
GATS4m,0.9581092144157256
GATS4p,1.0756456632455782
GATS4s,0.7503275899065107
GATS4v,1.0608370802131268
GATS5Z,0.9220430502154647
GATS5c,0.7547652461018171
GATS5d,0.5918025508556667
GATS5i,0.9727605302643781
GATS5m,0.9268570024489426
GATS5p,0.9521886890492557
GATS5s,0.6553504241179391
GATS5v,0.9929185796657083
GATS6Z,0.7755957513736674
GATS6c,0.6612294409437377
GATS6d,0.7078639719803104
GATS6i,0.7977104234055883
GATS6m,0.7809225642462133
GATS6p,0.7626922090206415
GATS6s,0.3874630329750119
GATS6v,0.8250696301698486
GATS7Z,0.8678065268160943
GATS7c,0.47968143362074345
GATS7d,0.8918352780536245
GATS7i,0.9323686048043217
GATS7m,0.8780311246940012
GATS7p,0.9437096180874652
GATS7s,0.286712776227934
GATS7v,1.0036660106602957
GATS8Z,0.9390123993909073
GATS8c,0.13844048879627494
GATS8d,0.7331249999999999
GATS8i,1.1462084623386841
GATS8m,0.9587239670773059
GATS8p,1.240353492268838
GATS8s,0.0963582188075876
GATS8v,1.2745746307772345
MATS1Z,-0.031542310202305815
MATS1c,-0.5889874153216573
MATS1d,0.18667763157894735
MATS1i,-0.01620361696197852
MATS1m,-0.02886221149026293
MATS1p,0.044495306286329625
MATS1s,-0.09577014934951826
MATS1v,0.022077992769137716
MATS2Z,-0.0019444331786021283
MATS2c,0.12961805661937403
MATS2d,-0.19934071141837634
MATS2i,-0.06993083246359191
MATS2m,-0.007339513625407574
MATS2p,-0.10595890631611785
MATS2s,0.21742232441280593
MATS2v,-0.09690593971374716
MATS3Z,-0.13016188093684292
MATS3c,-0.06144885720957672
MATS3d,-0.14289412768031187
MATS3i,-0.022062390337982674
MATS3m,-0.1310789571491032
MATS3p,-0.0691501995785021
MATS3s,-0.023266729536555727
MATS3v,-0.11110572865025432
MATS4Z,0.0216851024983622
MATS4c,-0.08378282402927263
MATS4d,-0.10014118116823849
MATS4i,-0.09815370177688851
MATS4m,0.017092100756013452
MATS4p,-0.10574628800457206
MATS4s,0.14420919126178902
MATS4v,-0.0776457344577802
MATS5Z,0.08251196766095785
MATS5c,0.13099661523402029
MATS5d,0.0770806425573135
MATS5i,-0.05974590546628211
MATS5m,0.07592452000602072
MATS5p,-0.024719810903952547
MATS5s,0.39115093333394835
MATS5v,-0.03832133684936592
MATS6Z,0.17581179780995734
MATS6c,0.012581467890096147
MATS6d,0.07751266092389242
MATS6i,0.12084716602971259
MATS6m,0.1740743778610799
MATS6p,0.1514224284407896
MATS6s,0.2849706019933717
MATS6v,0.14594625190523478
MATS7Z,0.0013724085847620134
MATS7c,-0.10194491156237051
MATS7d,-0.08354021847070503
MATS7i,0.08851326285415223
MATS7m,0.0022419664580939137
MATS7p,0.07472249704484224
MATS7s,0.03830061060024029
MATS7v,0.04245002993362897
MATS8Z,-0.12277164455079402
MATS8c,0.013163221137597566
MATS8d,-0.09891447368421052
MATS8i,-0.09566829594442071
MATS8m,-0.12683189396481478
MATS8p,-0.14775530930396472
MATS8s,0.061463400658274825
MATS8v,-0.1749775547239726
MAXsOH,9.068148148148149
MINsOH,8.194614984882842
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.1722669997751165
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-2.7384259259259256
SssssN,0
TMPC10,403
TMWC10,142.13391244710414
TSRW10,69.03327258465879
Xc-3dv,0.9634764166196876
Xc-4dv,0.05590169943749474
Xc-5dv,0.051689286688863204
Xc-6dv,0.010206207261596576
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2041241452319315
Xch-7d,0.14433756729740643
Xp-0dv,19.598276571466567
Xp-1dv,11.355277254538327
Xp-2dv,8.090333252193817
Xp-3dv,5.297886902863816
Xp-4dv,3.4450387319010045
Xp-5dv,1.9943896139832842
Xp-6dv,0.9940243417232176
Xp-7dv,0.6289349477154045
Xpc-4d,4.2602121763132565
Xpc-5d,5.7615478041496475
Xpc-6d,7.134416213461397
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,69
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,4.8959723857761155
AATS0dv,6.608695652173913
AATS0pe,6.239736231884057
AATS0se,7.7516420869565215
AATS1dv,5.565217391304348
AATS1pe,6.447855072463767
AATS1se,7.768884173913043
AATS2dv,4.02542372881356
AATS2pe,6.252142372881355
AATS2se,7.659376305084744
AATS3dv,2.7098765432098766
AATS3pe,6.136988888888889
AATS3se,7.657066370370369
AATS4dv,2.7167630057803467
AATS4pe,6.026632369942197
AATS4se,7.592910335260117
AATS5dv,2.8834355828220857
AATS5pe,6.040072392638038
AATS5se,7.644405153374235
AATS6dv,1.935251798561151
AATS6pe,5.76946690647482
AATS6se,7.392548345323741
AATS7dv,1.2264150943396226
AATS7pe,5.669556603773586
AATS7se,7.22523003773585
AATS8dv,1.0
AATS8pe,5.5907849999999994
AATS8se,7.1129546
AATSC0Z,7.724427641251837
AATSC0c,0.0273619266156317
AATSC0d,0.5108170552404958
AATSC0i,1.32364983526965
AATSC0m,36.582428721277054
AATSC0p,0.2253907822789981
AATSC0s,2.5455203155266157
AATSC0v,49.51629286508025
AATSC1Z,-0.24364629279563085
AATSC1c,-0.016115830435561775
AATSC1d,0.09535811804242807
AATSC1i,-0.02144791492249538
AATSC1m,-1.055849794580967
AATSC1p,0.010028831891619456
AATSC1s,-0.24378486079021683
AATSC1v,1.0932203558297473
AATSC2Z,-0.01501963339136145
AATSC2c,0.0035465997532801072
AATSC2d,-0.10182663519628048
AATSC2i,-0.09256393487070293
AATSC2m,-0.2684972340503143
AATSC2p,-0.023882160784016872
AATSC2s,0.5534529438418159
AATSC2v,-4.7984228912317155
AATSC3Z,-1.0054260309458798
AATSC3c,-0.001681359121582869
AATSC3d,-0.07299275751281632
AATSC3i,-0.02920287933652549
AATSC3m,-4.795186606766396
AATSC3p,-0.015585817577747435
AATSC3s,-0.05922593271116575
AATSC3v,-5.50154379883413
AATSC4Z,0.16750500514172825
AATSC4c,-0.002292459482739342
AATSC4d,-0.05115382327266458
AATSC4i,-0.12992113118808482
AATSC4m,0.6252705576037477
AATSC4p,-0.023834238576450728
AATSC4s,0.36708742604254724
AATSC4v,-3.844728927135697
AATSC5Z,0.6373577237343805
AATSC5c,0.003584319772929405
AATSC5d,0.03937410684717212
AATSC5i,-0.0790826579284804
AATSC5m,2.777503341317427
AATSC5p,-0.005571617517430771
AATSC5s,0.9956826472387624
AATSC5v,-1.8975305384145946
AATSC6Z,1.3580455106614138
AATSC6c,0.00034425320112573736
AATSC6d,0.03959478919699778
AATSC6i,0.15995933140803312
AATSC6m,6.368063520303604
AATSC6p,0.034129219600855173
AATSC6s,0.7253984567019771
AATSC6v,7.2267173519003824
AATSC7Z,0.010601070807227012
AATSC7c,-0.0027894091890066455
AATSC7d,-0.04267376839335322
AATSC7i,0.11716056579607785
AATSC7m,0.08201657814871458
AATSC7p,0.016841762062777113
AATSC7s,0.09749498237998569
AATSC7v,2.1019681143249955
AATSC8Z,-0.9483406847300988
AATSC8c,0.00036017109079227664
AATSC8d,-0.05052720016803194
AATSC8i,-0.1266313241673606
AATSC8m,-4.639818720552405
AATSC8p,-0.03330268474989593
