DLiP-ID,C001ZF
HeavyAtomMolWt,405.17900000000026
MaxEStateIndex,9.087367609577587
MinEStateIndex,0.0
NumHeteroatoms,6
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,1
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.6551724137931034
FpDensityMorgan2,1.1379310344827587
FpDensityMorgan3,1.6551724137931034
MaxPartialCharge,0.055799436060183005
MinPartialCharge,-0.3950445544207227
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,9.087367609577587
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,6
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.3950445544207227
MinAbsPartialCharge,0.055799436060183005
NumRadicalElectrons,0
NumValenceElectrons,158
fr_para_hydroxylation,2
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,435.18441797200086
MZ,0.6444444444444443
Mi,1.1303639675082668
Mm,0.6055851580495658
Mp,0.6740776746506987
Mv,0.6094788757717623
SZ,38.66666666666666
Si,67.82183805049601
Sm,36.33510948297395
Sp,40.44466047904192
Sv,36.56873254630574
nB,0
nC,23
nF,0
nH,31
nI,0
nN,3
nO,1
nP,0
nS,0
nX,2
ABC,21.051442977516906
AMW,7.253073632866681
IC0,1.5006089603840536
IC1,3.0544123226399833
IC2,3.864853097980517
IC3,4.673557262275185
IC4,4.840223928941852
IC5,5.006890595608518
Mpe,0.9524836601307191
Mse,0.9935421218742415
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,127.89680000000003
SdO,0
SdS,0
Spe,57.149019607843144
SsF,0
SsI,0
Sse,59.61252731245449
StN,0
fMF,0.4
nBr,0
nCl,2
BIC0,0.24650811011370952
BIC1,0.5017545736694172
BIC2,0.6348873412074402
BIC3,0.767734832088972
BIC4,0.795113507082647
BIC5,0.822492182076322
CIC0,4.406281635224465
CIC1,2.8524782729685354
CIC2,2.0420374976280016
CIC3,1.2333333333333334
CIC4,1.0666666666666664
CIC5,0.9000000000000004
GGI1,3.5
GGI2,2.666666666666668
GGI3,1.375
GGI4,1.2116666666666667
GGI5,0.5522222222222222
GGI6,0.3862585034013606
GGI7,0.2760062358276644
GGI8,0.1118827160493827
GGI9,0.1143827160493827
JGI1,0.11666666666666667
JGI2,0.06666666666666671
JGI3,0.030555555555555555
JGI4,0.030291666666666668
JGI5,0.015339506172839504
JGI6,0.013319258737977947
JGI7,0.010222453178802385
JGI8,0.004143804298125285
JGI9,0.004765946502057613
MIC0,17.266042422887473
MIC1,28.079527071470775
MIC2,34.557635235218285
MIC3,36.53964236616065
MIC4,37.807942366160646
MIC5,37.97594236616065
MPC2,40
MPC3,54
MPC4,71
MPC5,92
MPC6,99
MPC7,112
MPC8,124
MPC9,136
Mare,0.9604666666666668
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.18095675072012982
RPCG,0.09624134624397494
SIC0,0.2540438046202654
SIC1,0.5170930920763604
SIC2,0.654295696767068
SIC3,0.7912043039615029
SIC4,0.8194199385612998
SIC5,0.8476355731610966
SaaN,0
SaaO,0
SaaS,0
Sare,57.62800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.087367609577587
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,90.03653762304322
TIC1,183.264739358399
TIC2,231.89118587883104
TIC3,280.41343573651113
TIC4,290.41343573651113
TIC5,300.4134357365111
Vabc,405.9986333712461
WPol,45
apol,67.54258299999998
bpol,37.249417000000015
nRot,6
ABCGG,15.421308975861733
ATS0Z,1648.0
ATS0d,171.0
ATS0i,9804.20773268802
ATS0m,6707.533915000001
ATS0p,91.70570405031899
ATS0v,12658.760031049012
ATS1Z,1356.0
ATS1d,221.0
ATS1i,8987.450153742537
ATS1m,5018.181758000002
ATS1p,108.27156614600005
ATS1v,15207.122084364375
ATS2Z,1887.0
ATS2d,360.0
ATS2i,16583.454590992635
ATS2m,6817.634175999996
ATS2p,160.63052102564103
ATS2v,22057.825624438963
ATS3Z,2200.0
ATS3d,448.0
ATS3i,23779.459004536617
ATS3m,7793.1716449999985
ATS3p,203.57059268262088
ATS3v,26860.84849772382
ATS4Z,2082.0
ATS4d,434.0
ATS4i,26131.420404478467
ATS4m,7150.433112
ATS4p,214.20109605456403
ATS4v,27133.971259950235
ATS5Z,1962.0
ATS5d,424.0
ATS5i,28630.98419624535
ATS5m,6603.7765
ATS5p,210.53320159614805
ATS5v,26035.130131880676
ATS6Z,1653.0
ATS6d,368.0
ATS6i,26171.215509753896
ATS6m,5483.872737000001
ATS6p,178.71122157129898
ATS6v,21781.530338481585
ATS7Z,1463.0
ATS7d,325.0
ATS7i,21754.472901511006
ATS7m,4963.351807000002
ATS7p,152.41143834850698
ATS7v,18834.000963970728
ATS8Z,1397.0
ATS8d,295.0
ATS8i,18425.98382396892
ATS8m,4804.614531
ATS8p,142.908281012319
ATS8v,18073.15093464095
C1SP1,0
C1SP2,0
C1SP3,8
C2SP1,0
C2SP2,12
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.391304347826087
GGI10,0.1365146413631262
JGI10,0.008030273021360366
JGT10,0.3000017974667187
Kier1,25.26222222222222
Kier2,12.7575
Kier3,6.491083676268861
MPC10,150
MWC01,30.0
MWC02,4.948759890378168
MWC03,5.796057750765372
MWC04,6.660575149839686
MWC05,7.526717561352706
MWC06,8.400434630806041
MWC07,9.27453508401818
MWC08,10.1528055448198
MWC09,11.031351152809686
MWC10,11.91262062556759
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,4.1521000000000035
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.3981627015177525
SRW05,0.0
SRW06,6.892641641172089
SRW07,2.70805020110221
SRW08,8.482394685873542
SRW09,5.37989735354046
SRW10,10.121055589517152
SaaCH,17.356591281979018
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.162560923924561
SaasN,0
SdCH2,0
SddsN,0
SdsCH,4.461404058226402
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,7.386800845325376
SsssP,0
WPath,5500001980
Xc-3d,1.1498299142610593
Xc-4d,0.0
Xc-5d,0.24719387459906544
Xc-6d,0.0
Xp-1d,13.347667890550104
Xp-2d,11.264317652602227
Xp-3d,9.75695732648983
Xp-4d,8.349964627027923
Xp-5d,7.051623875530925
Xp-6d,4.858684893312869
Xp-7d,3.6983345010883126
ZMIC0,99.32382442131049
ZMIC1,69.58544726442881
ZMIC2,46.84360432736107
ZMIC3,38.54500704281879
ZMIC4,35.050531034462466
ZMIC5,33.90329303028431
nAcid,0
nAtom,60
nBase,2
nRing,4
piPC1,3.6375861597263857
piPC2,4.127134385045092
piPC3,4.677490847567717
piPC4,5.2190035598283115
piPC5,5.764014862696279
piPC6,6.010654241501123
piPC7,6.431632968728224
piPC8,6.822537746636165
piPC9,7.216020923713169
AATS0Z,27.466666666666665
AATS0d,2.85
AATS0i,163.403462211467
AATS0m,111.79223191666668
AATS0p,1.5284284008386497
AATS0v,210.9793338508169
AATS1Z,22.229508196721312
AATS1d,3.622950819672131
AATS1i,147.3352484220088
AATS1m,82.26527472131151
AATS1p,1.7749437073114762
AATS1v,249.29708335023565
AATS2Z,17.80188679245283
AATS2d,3.3962264150943398
AATS2i,156.44768482068523
AATS2m,64.31730354716977
AATS2p,1.5153822738268021
AATS2v,208.0926945701789
AATS3Z,14.765100671140939
AATS3d,3.0067114093959733
AATS3i,159.59368459420548
AATS3m,52.303165402684556
AATS3p,1.3662455884739657
AATS3v,180.27415099143502
AATS4Z,12.618181818181819
AATS4d,2.6303030303030304
AATS4i,158.37224487562708
AATS4m,43.33595825454545
AATS4p,1.2981884609367518
AATS4v,164.44831066636505
AATS5Z,11.02247191011236
AATS5d,2.3820224719101124
AATS5i,160.84822582160308
AATS5m,37.09986797752809
AATS5p,1.182770795483978
AATS5v,146.26477602180157
AATS6Z,10.33125
AATS6d,2.3
AATS6i,163.57009693596186
AATS6m,34.27420460625
AATS6p,1.1169451348206185
AATS6v,136.1345646155099
AATS7Z,11.0
AATS7d,2.443609022556391
AATS7i,163.56746542489478
AATS7m,37.31843463909776
AATS7p,1.1459506642744886
AATS7v,141.6090298042912
AATS8Z,12.147826086956522
AATS8d,2.5652173913043477
AATS8i,160.2259462953819
AATS8m,41.77925679130435
AATS8p,1.242680704454948
AATS8v,157.15783421426914
ATS0dv,290.8888888888889
ATS0pe,359.1270999999999
ATS0se,449.81212599999986
ATS1dv,307.0
ATS1pe,387.14200000000005
ATS1se,466.55998399999976
ATS2dv,408.0
ATS2pe,658.452
ATS2se,804.7815919999995
ATS3dv,460.0
ATS3pe,891.5767000000003
ATS3se,1107.9007479999996
ATS4dv,358.0
ATS4pe,957.7641000000001
ATS4se,1202.2966559999998
ATS5dv,323.0
ATS5pe,1017.006
ATS5se,1290.1550079999997
ATS6dv,276.0
ATS6pe,913.3701000000003
ATS6se,1162.172876
ATS7dv,260.0
ATS7pe,759.3251
ATS7se,963.88538
ATS8dv,222.0
ATS8pe,664.2784999999999
ATS8se,837.890116
ATSC0Z,750.9333333333333
ATSC0c,0.696920621099185
ATSC0d,32.98333333333332
ATSC0i,83.72611949896813
ATSC0m,3533.1457609833333
ATSC0p,15.672362078454181
ATSC0v,3219.4703817519658
ATSC1Z,-98.38222222222217
ATSC1c,-0.2101266776868224
ATSC1d,15.51694444444444
ATSC1i,-16.643869602876798
ATSC1m,-461.60990553305555
ATSC1p,-2.1901522864022493
ATSC1v,-190.81121845804498
ATSC2Z,-116.44888888888892
ATSC2c,-0.2333783619758294
ATSC2d,4.7461111111111105
ATSC2i,7.860373335701913
ATSC2m,-543.0465317538889
ATSC2p,0.08152539823676197
ATSC2v,-91.14161782714842
ATSC3Z,-42.151111111111106
ATSC3c,0.1512496326166215
ATSC3d,0.5580555555555591
ATSC3i,34.920724727840984
ATSC3m,-193.0139464419444
ATSC3p,2.6215906992781774
ATSC3v,318.2541284413241
ATSC4Z,-75.6
ATSC4c,-0.029948541855532616
ATSC4d,-8.487499999999999
ATSC4i,6.064611032988832
ATSC4m,-369.8080837041665
ATSC4p,-2.4029804509637382
ATSC4v,-580.3778122085309
ATSC5Z,21.96444444444447
ATSC5c,-0.1159292357090458
ATSC5d,-0.7172222222222211
ATSC5i,-8.471284932434708
ATSC5m,97.47863868277764
ATSC5p,-0.5075529676844779
ATSC5v,-152.75055123478342
ATSC6Z,39.311111111111124
ATSC6c,0.05912605127831004
ATSC6d,0.4611111111111108
ATSC6i,-4.272227518381577
ATSC6m,180.91631687777755
ATSC6p,0.5757962891042092
ATSC6v,-27.707321174203678
ATSC7Z,87.4977777777778
ATSC7c,0.09053824601469572
ATSC7d,1.5202777777777796
ATSC7i,4.7168891538354885
ATSC7m,410.0324654202777
ATSC7p,1.0431461951818255
ATSC7v,273.38070548055407
ATSC8Z,15.311111111111103
ATSC8c,-0.0849396426260781
ATSC8d,-3.1513888888888872
ATSC8i,2.5504904243783404
ATSC8m,72.21492364861103
ATSC8p,0.6323632387272144
ATSC8v,99.75911436384304
AXp-1d,0.4449222630183368
AXp-2d,0.2816079413150557
AXp-3d,0.18068439493499686
AXp-4d,0.11760513559194258
AXp-5d,0.07664808560359701
AXp-6d,0.04907762518497848
AXp-7d,0.033020843759717075
GATS1Z,0.8204653152943369
GATS1c,1.350659028790715
GATS1d,0.6451345687091512
GATS1i,1.4780267003009888
GATS1m,0.8265787694315967
GATS1p,1.1249108666235306
GATS1v,1.083670387107961
GATS2Z,0.6085383053709263
GATS2c,1.5027116932754276
GATS2d,1.1728336209444454
GATS2i,1.196141840813461
GATS2m,0.6174321913068302
GATS2p,0.8568814759670225
GATS2v,0.9604722174552599
GATS3Z,0.5557826323215376
GATS3c,1.0039614251572273
GATS3d,1.158506601191708
GATS3i,0.9747343839940302
GATS3m,0.5653926518945104
GATS3p,0.7970499121696957
GATS3v,0.9105115785707677
GATS4Z,0.5614104467975207
GATS4c,0.751561665616208
GATS4d,1.0190638063301027
GATS4i,1.046422482867752
GATS4m,0.5743244998934095
GATS4p,0.9510936467375438
GATS4v,1.0458700155175376
GATS5Z,0.5354161014108785
GATS5c,0.7506692285118164
GATS5d,0.8340950769597631
GATS5i,1.0254099069743945
GATS5m,0.5466463255204415
GATS5p,0.9006390206124711
GATS5v,0.9865426381231363
GATS6Z,0.5381969105113636
GATS6c,0.8424504330603846
GATS6d,0.7993620515411827
GATS6i,1.0011252364996641
GATS6m,0.5487216740133654
GATS6p,0.8514373673938829
GATS6v,0.9518429886966464
GATS7Z,0.49740606843814084
GATS7c,0.7758095256519759
GATS7d,0.8674921259692944
GATS7i,0.9880280783039467
GATS7m,0.50838652744397
GATS7p,0.8313054343344228
GATS7v,0.9124679228904448
GATS8Z,0.528802803853755
GATS8c,0.7961051129728087
GATS8d,1.0032735022079666
GATS8i,1.0180461270129628
GATS8m,0.5395492422310587
GATS8p,0.8651235678396918
GATS8v,0.9529064672525847
MATS1Z,-0.12886549925484345
MATS1c,-0.29656458970410843
MATS1d,0.46273577481589484
MATS1i,-0.1955306107518804
MATS1m,-0.12850942495679715
MATS1p,-0.13745523104785687
MATS1v,-0.0582962858612492
MATS2Z,-0.08777672062607206
MATS2c,-0.18954950622728034
MATS2d,0.08144956000266956
MATS2i,0.05314073974160288
MATS2m,-0.08700032494812888
MATS2p,0.0029444477865637085
MATS2v,-0.016024248984836186
MATS3Z,-0.022603340451494813
MATS3c,0.08739286869253479
MATS3d,0.00681314880066203
MATS3i,0.16795280716826663
MATS3m,-0.02199845182742409
MATS3p,0.06735896617289028
MATS3v,0.039806555016655025
MATS4Z,-0.03660898760330578
MATS4c,-0.01562642649227538
MATS4d,-0.09357343010703296
MATS4i,0.026339607234898886
MATS4m,-0.03806117151648119
MATS4p,-0.055754905910386544
MATS4v,-0.06555316624838513
MATS5Z,0.009859390960163444
MATS5c,-0.0560713362191673
MATS5d,-0.0073297715904639075
MATS5i,-0.03410511940784585
MATS5m,0.009299918632899364
MATS5p,-0.010916367880576589
MATS5v,-0.015992987587729324
MATS6Z,0.01963112571022728
MATS6c,0.03181462645544353
MATS6d,0.0052425467407781695
MATS6i,-0.01913483306022365
MATS6m,0.01920204356649146
MATS6p,0.013777349408671634
MATS6v,-0.0032273151196602202
MATS7Z,0.05256482826384144
MATS7c,0.058606848863173654
MATS7d,0.02079351992918125
MATS7i,0.02541524594424508
MATS7m,0.05235477520118389
MATS7p,0.030026888489899872
MATS7v,0.03830743164130662
MATS8Z,0.010637969367588927
MATS8c,-0.06358878463558067
MATS8d,-0.04984950677768745
MATS8i,0.01589337549811794
MATS8m,0.01066396747196592
MATS8p,0.02105162225329353
MATS8v,0.0161667067590204
MAXsOH,9.087367609577587
MINsOH,9.087367609577587
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.711941947633722
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,937
TMWC10,134.70385739035726
TSRW10,72.09307603689652
Xc-3dv,0.6910508190612947
Xc-4dv,0.0
Xc-5dv,0.08867669474995737
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25
Xch-7d,0.3640023202154327
Xp-0dv,18.3758078473582
Xp-1dv,10.04241986453687
Xp-2dv,7.363044507519223
Xp-3dv,5.634751408515425
Xp-4dv,4.12913882105493
Xp-5dv,3.0091535373126588
Xp-6dv,1.8190897071173553
Xp-7dv,1.1978267663810187
Xpc-4d,3.138327448742529
Xpc-5d,5.338845721571052
Xpc-6d,8.466954744390012
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,1
n8Ring,0
n9Ring,0
nARing,2
nBonds,61
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.547097790607481
AATS0dv,4.848148148148149
AATS0pe,5.985451666666665
AATS0se,7.4968687666666645
AATS1dv,5.032786885245901
AATS1pe,6.346590163934427
AATS1se,7.648524327868849
AATS2dv,3.849056603773585
AATS2pe,6.211811320754717
AATS2se,7.592279169811316
AATS3dv,3.087248322147651
AATS3pe,5.983736241610741
AATS3se,7.435575489932883
AATS4dv,2.16969696969697
AATS4pe,5.80463090909091
AATS4se,7.286646399999999
AATS5dv,1.8146067415730338
AATS5pe,5.7135168539325845
AATS5se,7.248061842696628
AATS6dv,1.725
AATS6pe,5.708563125000002
AATS6se,7.263580475
AATS7dv,1.9548872180451127
AATS7pe,5.709211278195489
AATS7se,7.247258496240602
AATS8dv,1.9304347826086956
AATS8pe,5.776334782608695
AATS8se,7.286001008695653
AATSC0Z,12.515555555555554
AATSC0c,0.011615343684986417
AATSC0d,0.549722222222222
AATSC0i,1.3954353249828022
AATSC0m,58.88576268305555
AATSC0p,0.26120603464090303
AATSC0v,53.657839695866095
AATSC1Z,-1.6128233151183962
AATSC1c,-0.0034446996342102033
AATSC1d,0.2543761384335154
AATSC1i,-0.272850321358636
AATSC1m,-7.567375500541894
AATSC1p,-0.03590413584265983
AATSC1v,-3.128052761607295
AATSC2Z,-1.098574423480084
AATSC2c,-0.002201682660149334
AATSC2d,0.04477463312368972
AATSC2i,0.07415446543115013
AATSC2m,-5.123080488244234
AATSC2p,0.0007691075305354903
AATSC2v,-0.8598265832749851
AATSC3Z,-0.2828933631618195
AATSC3c,0.0010150982054806812
AATSC3d,0.003745339299030598
AATSC3i,0.23436728005262406
AATSC3m,-1.2953956137043248
AATSC3p,0.017594568451531394
AATSC3v,2.1359337479283496
AATSC4Z,-0.45818181818181813
AATSC4c,-0.00018150631427595526
AATSC4d,-0.05143939393939393
AATSC4i,0.0367552183817505
AATSC4m,-2.241261113358585
AATSC4p,-0.014563517884628717
AATSC4v,-3.5174412861123088
AATSC5Z,0.12339575530586781
AATSC5c,-0.000651287841062055
AATSC5d,-0.00402933832709113
AATSC5i,-0.04759148838446465
AATSC5m,0.5476328015886385
AATSC5p,-0.0028514211667667296
AATSC5v,-0.8581491642403563
AATSC6Z,0.24569444444444452
AATSC6c,0.00036953782048943775
AATSC6d,0.0028819444444444426
AATSC6i,-0.026701421989884854
AATSC6m,1.1307269804861098
AATSC6p,0.0035987268069013075
AATSC6v,-0.173170757338773
AATSC7Z,0.6578780284043444
AATSC7c,0.0006807386918398175
AATSC7d,0.011430659983291576
AATSC7i,0.03546533198372548
AATSC7m,3.0829508678216366
AATSC7p,0.007843204475051319
AATSC7v,2.0554940261695793
AATSC8Z,0.1331400966183574
AATSC8c,-0.0007386055880528531
AATSC8d,-0.027403381642512062
AATSC8i,0.022178177603289915
AATSC8m,0.627955857814009
AATSC8p,0.005498810771540995
AATSC8v,0.8674705596855916
ATS0are,350.3325
ATS1are,376.977
ATS2are,647.191
ATS3are,877.6438999999999
ATS4are,941.4088999999998
ATS5are,1001.5540000000001
ATS6are,901.392
ATS7are,748.8808999999998
ATS8are,653.8389999999998
ATSC0dv,169.52592592592595
ATSC0pe,5.173218333333331
ATSC0se,3.2057857333333315
ATSC1dv,51.600493827160456
ATSC1pe,-0.2597503055555411
ATSC1se,-0.3002804622222248
ATSC2dv,-11.903209876543226
ATSC2pe,-1.7380940555555355
ATSC2se,-0.9566751288888918
ATSC3dv,4.7624691358024585
ATSC3pe,-0.6645355277777699
ATSC3se,-0.14183393777777736
ATSC4dv,-23.62962962962963
ATSC4pe,-0.4167220833333405
ATSC4se,0.07503626666667228
ATSC5dv,-13.84543209876542
ATSC5pe,-0.1594443888889061
ATSC5se,-0.021927608888881442
ATSC6dv,-10.498765432098754
ATSC6pe,0.1854394444444284
ATSC6se,0.26594337777778393
ATSC7dv,5.643456790123457
ATSC7pe,0.7150360277777634
ATSC7se,0.38563852444444985
ATSC8dv,-34.63209876543209
ATSC8pe,-0.23613180555556285
ATSC8se,-0.11154142222221836
AXp-0dv,0.6336485464606276
AXp-1dv,0.33474732881789565
AXp-2dv,0.18407611268798058
AXp-3dv,0.1043472483058412
AXp-4dv,0.05815688480359056
AXp-5dv,0.032708190622963686
AXp-6dv,0.01837464350623591
AXp-7dv,0.010694881842687668
BertzCT,741.6973439880414
ECIndex,6000000000
GATS1dv,0.7642065519331024
GATS1pe,0.912746650280183
GATS1se,0.9024209723712432
GATS2dv,1.3264515341833762
GATS2pe,1.1517489116038326
GATS2se,0.9839235193839144
GATS3dv,1.165548000682695
GATS3pe,0.8966274048345262
GATS3se,0.6931349584500696
GATS4dv,1.0071758836287368
GATS4pe,0.6864086511295159
