DLiP-ID,C004U2
fr_phenol,0
ExactMolWt,319.090996256
NumHDonors,0
PEOE_VSA10,14.09534396535438
PEOE_VSA11,0.0
PEOE_VSA12,5.3572304483063045
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,27.23969919981657
SlogP_VSA2,33.174666451655966
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,20.787695822635122
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,11.210628712464722
EState_VSA5,20.62168383316027
EState_VSA6,11.336785877934737
EState_VSA7,0.0
EState_VSA8,74.06432593180872
EState_VSA9,4.9839785209472085
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,11.336785877934737
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.117659202569917
VSA_EState9,34.9171093159486
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,2
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.25
VSA_EState10,1.7985648148148146
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.65
NumHAcceptors,3
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,21
HeavyAtomMolWt,301.717
MaxEStateIndex,4.7519567271352985
MinEStateIndex,0.0
NumHeteroatoms,5
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0476190476190477
FpDensityMorgan2,1.8095238095238095
FpDensityMorgan3,2.4761904761904763
MaxPartialCharge,0.2005037452356442
MinPartialCharge,-1.0
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,4.7519567271352985
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,1
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.2005037452356442
NumRadicalElectrons,0
NumValenceElectrons,110
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,1
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,319.0909962560005
MZ,0.7179487179487182
Mi,1.1200382783443625
Mm,0.6828163926656973
Mp,0.7232039613081533
Mv,0.6520064507037842
SZ,28.000000000000007
Si,43.681492855430136
Sm,26.629839313962194
Sp,28.20495449101798
Sv,25.428251577447583
nB,0
nC,16
nF,0
nH,18
nI,0
nN,3
nO,0
nP,0
nS,1
nX,1
ABC,15.83214792698924
AMW,8.181820416820525
IC0,1.5978756155769895
IC1,3.1305535004697416
IC2,3.6820861928883812
IC3,4.387465039153175
IC4,4.387465039153175
IC5,4.387465039153175
Mpe,0.9578682755153338
Mse,0.9954432554578228
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,87.68600000000004
SdO,0
SdS,0
Spe,37.35686274509802
SsF,0
SsI,0
Sse,38.82228696285509
StN,0
fMF,0.358974358974359
nBr,0
nCl,1
BIC0,0.2876676669047048
BIC1,0.5635976998593206
BIC2,0.6628908621699859
BIC3,0.789881151658604
BIC4,0.789881151658604
BIC5,0.789881151658604
CIC0,3.687526603285259
CIC1,2.154848718392507
CIC2,1.6033160259738675
CIC3,0.897937179709074
CIC4,0.897937179709074
CIC5,0.897937179709074
GGI1,5.0
GGI2,2.666666666666668
GGI3,1.125
GGI4,1.5911111111111114
GGI5,0.6388888888888891
GGI6,0.4440816326530612
GGI7,0.2986111111111111
GGI8,0.1567145376669186
GGI9,0.14250000000000002
JGI1,0.22727272727272724
JGI2,0.08333333333333337
JGI3,0.03409090909090909
JGI4,0.061196581196581196
JGI5,0.029040404040404047
JGI6,0.02467120181405896
JGI7,0.021329365079365076
JGI8,0.014246776151538056
JGI9,0.017812500000000002
MIC0,19.990492580987812
MIC1,33.97945056249851
MIC2,40.6039097311388
MIC3,41.31493160817371
MIC4,41.31493160817371
MIC5,41.31493160817371
MPC2,32
MPC3,42
MPC4,54
MPC5,76
MPC6,86
MPC7,100
MPC8,115
MPC9,130
Mare,0.9649230769230774
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.47448403434441416
RPCG,0.09513582594057306
SIC0,0.30231864093040645
SIC1,0.5923018477756711
SIC2,0.6966520314665849
SIC3,0.8301099627754789
SIC4,0.8301099627754789
SIC5,0.8301099627754789
SaaN,4.7519567271352985
SaaO,0
SaaS,1.7985648148148146
Sare,37.63200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,62.31714900750259
TIC1,122.09158651831991
TIC2,143.60136152264687
TIC3,171.1111365269738
TIC4,171.1111365269738
TIC5,171.1111365269738
Vabc,272.3344662971625
WPol,33
apol,47.10227399999998
bpol,25.077725999999995
nRot,1
ABCGG,12.26082619263487
ATS0Z,1286.0
ATS0d,126.0
ATS0i,6266.436857323482
ATS0m,5199.649335000003
ATS0p,69.41783228728197
ATS0v,9166.468542590808
ATS1Z,1068.0
ATS1d,152.0
ATS1i,5820.318382958198
ATS1m,4065.146971999999
ATS1p,77.89259758000003
ATS1v,10721.02046685577
ATS2Z,1608.0
ATS2d,250.0
ATS2i,10739.95697577339
ATS2m,6098.384171999999
ATS2p,117.34555417818801
ATS2v,15842.810516743984
ATS3Z,1844.0
ATS3d,268.0
ATS3i,11812.208250472553
ATS3m,6807.776687999999
ATS3p,142.28105416969805
ATS3v,18417.309006053223
ATS4Z,1578.0
ATS4d,252.0
ATS4i,15068.49903622144
ATS4m,5616.146917999999
ATS4p,137.54355231697997
ATS4v,16909.74217245602
ATS5Z,1356.0
ATS5d,228.0
ATS5i,13899.820822401532
ATS5m,4839.976554000001
ATS5p,122.25261870607402
ATS5v,14509.402806300037
ATS6Z,1046.0
ATS6d,185.0
ATS6i,10531.558509762248
ATS6m,3481.1385939999986
ATS6p,98.73904050788599
ATS6v,11626.487030727068
ATS7Z,750.0
ATS7d,150.0
ATS7i,8491.674253863197
ATS7m,2559.466318
ATS7p,69.554950019396
ATS7v,9155.804295764345
ATS8Z,618.0
ATS8d,120.0
ATS8i,7096.623212262349
ATS8m,2081.2841149999995
ATS8p,63.40231261454701
ATS8v,7982.752223690027
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.5129937979789171
Kier1,17.355371900826448
Kier2,7.05078125
Kier3,3.673469387755102
MPC10,110
MWC01,22.0
MWC02,4.6913478822291435
MWC03,5.54907608489522
MWC04,6.437751649736401
MWC05,7.319202458767849
MWC06,8.210939733379021
MWC07,9.10063710688422
MWC08,9.99474407280768
MWC09,10.888202994524125
MWC10,11.783921598203822
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,-0.497099999999999
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.153291594497779
SRW05,0.0
SRW06,6.70073110954781
SRW07,0.0
SRW08,8.340217320947035
SRW09,0.0
SRW10,10.02857716337495
SaaCH,12.82800359032502
SaaNH,0
SaaSe,0
SaaaC,2.282693688586546
SaasC,3.4897901444528436
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,8.239909507012682
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.117659202569917
SsssP,0
WPath,2000000805
Xc-3d,1.6666666666666667
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-1d,9.541713895658194
Xp-2d,9.146021383988968
Xp-3d,7.457443438662157
Xp-4d,5.9127366507983465
Xp-5d,5.255782004452252
Xp-6d,3.9244028366468777
Xp-7d,2.961558128871439
ZMIC0,70.34201030979014
ZMIC1,45.02266071073327
ZMIC2,31.121516290959683
ZMIC3,28.148822028240083
ZMIC4,28.148822028240083
ZMIC5,28.148822028240083
nAcid,1
nAtom,39
nBase,1
nRing,3
piPC1,3.449987545831587
piPC2,4.1666652238017265
piPC3,4.826311734631628
piPC4,5.459585514144159
piPC5,6.157773161669653
piPC6,6.64703965476017
piPC7,7.179933012310051
piPC8,7.715593915631814
piPC9,8.205672451554925
AATS0Z,32.97435897435897
AATS0d,3.230769230769231
AATS0i,160.67786813649954
AATS0m,133.324341923077
AATS0p,1.7799444176226145
AATS0v,235.03765493822584
AATS1Z,26.7
AATS1d,3.8
AATS1i,145.50795957395493
AATS1m,101.62867429999997
AATS1p,1.9473149395000007
AATS1v,268.02551167139427
AATS2Z,23.647058823529413
AATS2d,3.676470588235294
AATS2i,157.9405437613734
AATS2m,89.68212017647058
AATS2p,1.7256699143851177
AATS2v,232.98250759917624
AATS3Z,23.341772151898734
AATS3d,3.392405063291139
AATS3i,149.5216234237032
AATS3m,86.17438845569619
AATS3p,1.8010260021480766
AATS3v,233.13049374750915
AATS4Z,16.4375
AATS4d,2.625
AATS4i,156.96353162730665
AATS4m,58.50153039583332
AATS4p,1.432745336635208
AATS4v,176.1431476297502
AATS5Z,15.409090909090908
AATS5d,2.590909090909091
AATS5i,157.95250934547195
AATS5m,54.999733568181824
AATS5p,1.3892343034781138
AATS5v,164.8795773443186
AATS6Z,15.382352941176471
AATS6d,2.7205882352941178
AATS6i,154.8758604376801
AATS6m,51.19321461764704
AATS6p,1.4520447133512646
AATS6v,170.97775045186864
AATS7Z,14.423076923076923
AATS7d,2.8846153846153846
AATS7i,163.30142795890762
AATS7m,49.22050611538461
AATS7p,1.3375951926806924
AATS7v,176.0731595339297
AATS8Z,13.434782608695652
AATS8d,2.608695652173913
AATS8i,154.27441765787714
AATS8m,45.24530684782608
AATS8p,1.3783111437945001
AATS8v,173.5380918193484
ATS0dv,221.23456790123458
ATS0pe,235.5268
ATS0se,293.00498999999996
ATS1dv,245.33333333333334
ATS1pe,254.18400000000005
ATS1se,305.00920399999984
ATS2dv,329.33333333333337
ATS2pe,424.0380000000002
ATS2se,518.835128
ATS3dv,313.6666666666667
ATS3pe,489.3452000000001
ATS3se,597.5743139999998
ATS4dv,236.0
ATS4pe,560.7974
ATS4se,704.2533440000002
ATS5dv,215.66666666666666
ATS5pe,501.7102
ATS5se,636.4707999999999
ATS6dv,166.0
ATS6pe,397.5529999999999
ATS6se,502.4271439999999
ATS7dv,115.0
ATS7pe,321.225
ATS7se,395.61842400000006
ATS8dv,75.0
ATS8pe,272.9616
ATS8se,338.30926000000005
ATSC0Z,562.3076923076923
ATSC0c,1.476297737782124
ATSC0d,27.43589743589743
ATSC0i,63.030079345076906
ATSC0m,2576.452868307693
ATSC0p,12.53003187776723
ATSC0v,2144.81917317416
ATSC1Z,9.633136094674578
ATSC1c,-0.09520012168006882
ATSC1d,14.62984878369494
ATSC1i,-16.773799825110732
ATSC1m,39.619627786982576
ATSC1p,-0.7709166956534637
ATSC1v,-112.89245162709513
ATSC2Z,130.1301775147929
ATSC2c,-0.06586145887295401
ATSC2d,2.16305062458909
ATSC2i,46.36161870732859
ATSC2m,621.7224916686392
ATSC2p,8.214389566328213
ATSC2v,1324.995733372
ATSC3Z,-106.05917159763308
ATSC3c,0.1620219976599171
ATSC3d,0.2708744247205823
ATSC3i,-15.519410729982615
ATSC3m,-507.5740160591711
ATSC3p,-3.076280037426847
ATSC3v,-684.1591906267171
ATSC4Z,25.24260355029586
ATSC4c,0.05785284935706191
ATSC4d,4.9783037475345155
ATSC4i,-9.681331163296893
ATSC4m,98.61496708875717
ATSC4p,-1.2841331871728756
ATSC4v,-212.75187443267802
ATSC5Z,137.25443786982248
ATSC5c,0.296688739480335
ATSC5d,-1.086127547666008
ATSC5i,10.136454807949828
ATSC5m,639.1443652544375
ATSC5p,2.3194778919036314
ATSC5v,366.38645772991754
ATSC6Z,-380.1775147928995
ATSC6c,-0.07496161153759155
ATSC6d,-8.78566732412886
ATSC6i,-47.55005184890956
ATSC6m,-1670.6856912544383
ATSC6p,-11.151422422858712
ATSC6v,-885.3389364439997
ATSC7Z,-146.00000000000003
ATSC7c,-0.2329734889917333
ATSC7d,-14.27350427350427
ATSC7i,11.648432892282639
ATSC7m,-692.1717532307692
ATSC7p,-1.077052393195694
ATSC7v,-541.3633241785841
ATSC8Z,-113.64497041420117
ATSC8c,0.17152408337868236
ATSC8d,-14.924391847468767
ATSC8i,-20.175473206341337
ATSC8m,-556.3699954142013
ATSC8p,-4.885846455171885
ATSC8v,-1088.3660261707219
AXp-1d,0.4337142679844634
AXp-2d,0.28581316824965525
AXp-3d,0.17755817711100375
AXp-4d,0.10949512316293235
AXp-5d,0.06915502637437174
AXp-6d,0.04563259112380091
AXp-7d,0.02961558128871439
GATS1Z,0.5558344733242134
GATS1c,0.4434843494692276
GATS1d,0.5886448598130842
GATS1i,1.3999603499630693
GATS1m,0.5558486771934109
GATS1p,0.8999819589819273
GATS1v,0.947956966806511
GATS2Z,0.5664681741369599
GATS2c,0.5176789877681434
GATS2d,1.181363386476086
GATS2i,0.7318540747358236
GATS2m,0.5552768508656424
GATS2p,0.5124374438366254
GATS2v,0.5425699656680747
GATS3Z,0.8789502848534174
GATS3c,0.31556097023447305
GATS3d,1.0694664616112626
GATS3i,1.2570712538835978
GATS3m,0.8649897442414398
GATS3p,1.136740024520175
GATS3v,1.0937560351016042
GATS4Z,0.7328060875512996
GATS4c,0.24014754163919136
GATS4d,0.6925233644859815
GATS4i,1.0524648033714092
GATS4m,0.7296703972672165
GATS4p,1.0136791509702212
GATS4v,1.0200170889708318
GATS5Z,0.6919133192389006
GATS5c,0.1249073178565937
GATS5d,0.912871707731521
GATS5i,0.8680034649232343
GATS5m,0.6825399115650934
GATS5p,0.9463436771029308
GATS5v,0.9437043753946253
GATS6Z,1.6437515088114591
GATS6c,0.31346343294366474
GATS6d,1.0998900494777353
GATS6i,1.5196178050459637
GATS6m,1.5733861581486257
GATS6p,1.9311238520754703
GATS6v,1.2854161186476156
GATS7Z,0.6549931600547195
GATS7c,0.5650783448885427
GATS7d,1.4116822429906544
GATS7i,0.9534055538605942
GATS7m,0.6811313965839245
GATS7p,0.7014737469132224
GATS7v,1.0235562705354946
GATS8Z,0.6052697317551895
GATS8c,0.21862681721313743
GATS8d,1.4753758634701346
GATS8i,1.2267029960363198
GATS8m,0.6377155762389041
GATS8p,1.0290744455685354
GATS8v,1.348883441571753
MATS1Z,0.01670314637482904
MATS1c,-0.06287357642199798
MATS1d,0.5199065420560749
MATS1i,-0.2594706368676079
MATS1m,0.01499314719375442
MATS1p,-0.05998737956890698
MATS1v,-0.05131907701735191
MATS2Z,0.13272712641828277
MATS2c,-0.025586629850235125
MATS2d,0.045217152281473424
MATS2i,0.4218581379233278
MATS2m,0.138398081841029
MATS2p,0.3759921811804569
MATS2v,0.35430680266950515
MATS3Z,-0.09311330066321491
MATS3c,0.05417981827211277
MATS3d,0.004874009227493267
MATS3i,-0.12155277807127701
MATS3m,-0.09725561734092404
MATS3p,-0.12120239650698185
MATS3v,-0.1574722373233235
MATS4Z,0.018237004103967176
MATS4c,0.01592004068678929
MATS4d,0.07371495327102803
MATS4i,-0.06239942620977457
MATS4m,0.01554941325440274
MATS4p,-0.04163430008622935
MATS4v,-0.04029731273819477
MATS5Z,0.10817684367615969
MATS5c,0.08906540437737354
MATS5d,-0.01754460492778248
MATS5i,0.07127220080289995
MATS5m,0.10994075046293364
MATS5p,0.08203893169580317
MATS5v,0.07570606348769139
MATS6Z,-0.3877645449424641
MATS6c,-0.029121963591624937
MATS6d,-0.1836586036283672
MATS6i,-0.43267204404077036
MATS6m,-0.37190176988498186
MATS6p,-0.5104271724855001
MATS6v,-0.2367415984442464
MATS7Z,-0.19473324213406298
MATS7c,-0.11835696301093103
MATS7d,-0.3901869158878504
MATS7i,0.13860564289285393
MATS7m,-0.2014897385893418
MATS7p,-0.06446825537052928
MATS7v,-0.18930383419365718
MATS8Z,-0.1713495509427229
MATS8c,0.09850492126894682
MATS8d,-0.46119463632669644
MATS8i,-0.27138300758564043
MATS8m,-0.1830831069779565
MATS8p,-0.33059357884865265
MATS8v,-0.43022046832001876
MAXaaN,4.7519567271352985
MAXaaS,1.7985648148148146
MINaaN,4.7519567271352985
MINaaS,1.7985648148148146
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,788
TMWC10,116.97582358142748
TSRW10,55.02947967813789
Xc-3dv,1.1141285658001596
Xc-4dv,0.0
Xc-5dv,0.24915602550085397
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1916383190435099
Xch-7d,0.4281523501253911
Xp-0dv,14.143933849309082
Xp-1dv,7.516060199066613
Xp-2dv,6.526601140228698
Xp-3dv,4.551570966549155
Xp-4dv,3.241576317757787
Xp-5dv,2.614817264420961
Xp-6dv,1.6685328045073415
Xp-7dv,1.144056542187937
Xpc-4d,3.793489629541324
Xpc-5d,4.830766095410805
Xpc-6d,7.6680806609426435
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,8.418520764024544
AATS0dv,5.672681228236784
AATS0pe,6.039148717948718
AATS0se,7.5129484615384605
AATS1dv,6.133333333333334
AATS1pe,6.354600000000001
AATS1se,7.625230099999996
AATS2dv,4.843137254901961
AATS2pe,6.235852941176473
AATS2se,7.629928352941177
AATS3dv,3.970464135021097
AATS3pe,6.194243037974685
AATS3se,7.564231822784808
AATS4dv,2.4583333333333335
AATS4pe,5.841639583333333
AATS4se,7.335972333333335
AATS5dv,2.4507575757575757
AATS5pe,5.701252272727273
AATS5se,7.232622727272727
AATS6dv,2.4411764705882355
AATS6pe,5.8463676470588215
AATS6se,7.388634470588234
AATS7dv,2.2115384615384617
AATS7pe,6.1774038461538465
AATS7se,7.608046615384617
AATS8dv,1.6304347826086956
AATS8pe,5.933947826086956
AATS8se,7.354549130434783
AATSC0Z,14.418145956607495
AATSC0c,0.03785378814825959
AATSC0d,0.7034845496383957
AATSC0i,1.6161558806429976
AATSC0m,66.06289405917161
AATSC0p,0.3212828686606982
AATSC0v,54.99536341472205
AATSC1Z,0.24082840236686445
AATSC1c,-0.0023800030420017206
AATSC1d,0.36574621959237347
AATSC1i,-0.4193449956277683
AATSC1m,0.9904906946745644
AATSC1p,-0.019272917391336592
AATSC1v,-2.822311290677378
AATSC2Z,1.9136790810998956
AATSC2c,-0.0009685508657787355
AATSC2d,0.03180956800866309
AATSC2i,0.681788510401891
AATSC2m,9.14297781865646
AATSC2p,0.1207998465636502
AATSC2v,19.485231373117646
AATSC3Z,-1.3425211594637099
AATSC3c,0.002050911362783761
AATSC3d,0.003428790186336485
AATSC3i,-0.19644823708838755
AATSC3m,-6.424987545052798
AATSC3p,-0.03894025363831452
AATSC3v,-8.660242919325533
AATSC4Z,0.2629437869822486
AATSC4c,0.0006026338474693949
AATSC4d,0.051857330703484535
AATSC4i,-0.10084719961767596
AATSC4m,1.0272392405078872
AATSC4p,-0.013376387366384121
AATSC4v,-2.2161653586737295
AATSC5Z,1.5597095212479828
AATSC5c,0.0033714629486401703
AATSC5d,-0.012342358496204636
AATSC5i,0.11518698645397532
AATSC5m,7.263004150618608
AATSC5p,0.02635770331708672
AATSC5v,4.163482474203608
AATSC6Z,-5.590845805777934
AATSC6c,-0.0011023766402586993
AATSC6d,-0.12920099006071853
AATSC6i,-0.6992654683663171
AATSC6m,-24.568907224329976
AATSC6p,-0.16399150621851047
AATSC6v,-13.019690241823525
AATSC7Z,-2.8076923076923084
AATSC7c,-0.0044802594036871795
AATSC7d,-0.274490466798159
AATSC7i,0.2240083248515892
AATSC7m,-13.31099525443787
AATSC7p,-0.020712546022994112
AATSC7v,-10.410833157280463
AATSC8Z,-2.47054283509133
AATSC8c,0.0037287844212757033
AATSC8d,-0.3244433010319297
AATSC8i,-0.438597243616116
AATSC8m,-12.094999900308723
AATSC8p,-0.10621405337330185
AATSC8v,-23.660131003711346
ATS0are,229.3572
ATS1are,247.6
ATS2are,415.92799999999994
ATS3are,477.23079999999993
ATS4are,549.4416000000001
ATS5are,491.6757999999999
ATS6are,388.07599999999996
ATS7are,317.11600000000016
ATS8are,267.8029
ATSC0dv,124.07850585628367
ATSC0pe,2.8481435897435876
ATSC0se,1.5988557435897428
ATSC1dv,60.35189649434661
ATSC1pe,0.21244760026298234
ATSC1se,0.021703647600262832
ATSC2dv,21.020446262611486
ATSC2pe,-0.5422708744247241
ATSC2se,-0.5024842708744249
ATSC3dv,-22.4853937873881
ATSC3pe,-0.8711523997370167
ATSC3se,-0.31453809598948057
ATSC4dv,-6.2426279007475625
ATSC4pe,-0.19569191321498786
ATSC4se,0.10914924654832361
ATSC5dv,30.83362148034513
ATSC5pe,1.5357016436554927
ATSC5se,0.8390082708744248
ATSC6dv,0.79062669945861
ATSC6pe,0.4271496383957928
ATSC6se,-0.09405514266929614
ATSC7dv,-110.58678906827052
ATSC7pe,-1.9425145299145303
ATSC7se,-0.8429118632478629
ATSC8dv,-70.83302083586983
ATSC8pe,-0.3174821827744891
ATSC8se,0.10147968704799494
AXp-0dv,0.6735206594909087
AXp-1dv,0.34163909995757336
AXp-2dv,0.20395628563214682
AXp-3dv,0.1083707372987894
AXp-4dv,0.06002919106958865
AXp-5dv,0.03440549032132843
AXp-6dv,0.01940154423845746
AXp-7dv,0.01144056542187937
BertzCT,819.2799029657862
ECIndex,4400000000
GATS1dv,0.5712557148105436
GATS1pe,0.68838172592854
GATS1se,0.6302894767337937
GATS2dv,1.1419609664032766
GATS2pe,1.163659936307379
GATS2se,1.121445064410402
GATS3dv,1.187771668258348
GATS3pe,0.9346509996022393
