DLiP-ID,C004VE
fr_isocyan,0
fr_lactone,1
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.570356098935537
EState_VSA2,36.74351547695482
EState_VSA3,41.120972502532325
EState_VSA4,16.513127197858786
EState_VSA5,0.0
EState_VSA6,29.689938052866808
EState_VSA7,25.06162076466647
EState_VSA8,0.0
EState_VSA9,9.720841474747257
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6072345049130763
VSA_EState9,74.47609882842028
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,5
fr_priamide,0
fr_pyridine,2
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,19.802129157825057
EState_VSA11,0.0
FractionCSP3,0.34782608695652173
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.9399999999999995
NumHAcceptors,8
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,32
HeavyAtomMolWt,433.7220000000002
MaxEStateIndex,13.230322622136292
MinEStateIndex,-1.8406696762599535
NumHeteroatoms,9
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.25
FpDensityMorgan2,2.0
FpDensityMorgan3,2.6875
MaxPartialCharge,0.3426763382231084
MinPartialCharge,-0.5075981774496873
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,13.230322622136292
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,3
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5075981774496873
MinAbsPartialCharge,0.3426763382231084
NumRadicalElectrons,0
NumValenceElectrons,168
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,2
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,457.1404485480007
MZ,0.7142857142857144
Mi,1.1259686559987618
Mm,0.6807911200447209
Mp,0.68330872540633
Mv,0.650726352824867
SZ,40.00000000000001
Si,63.05424473593066
Sm,38.12430272250437
Sp,38.26528862275448
Sv,36.440675758192555
nB,0
nC,23
nF,0
nH,24
nI,0
nN,3
nO,5
nP,0
nS,0
nX,1
ABC,24.967424818516733
AMW,8.163222295500011
IC0,1.6922557616429732
IC1,3.9950894166780366
IC2,5.052628805870274
IC3,5.266914520155989
IC4,5.266914520155989
IC5,5.266914520155989
Mpe,0.9869047619047622
Mse,1.018969149932369
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,120.82860000000001
SdO,25.505111530339875
SdS,0
Spe,55.26666666666668
SsF,0
SsI,0
Sse,57.06227239621266
StN,0
fMF,0.375
nBr,0
nCl,1
BIC0,0.2779903230251819
BIC1,0.6562815282593926
BIC2,0.8300056916376158
BIC3,0.8652068452009125
BIC4,0.8652068452009125
BIC5,0.8652068452009125
CIC0,4.115099160414631
CIC1,1.812265505379567
CIC2,0.7547261161873298
CIC3,0.5404404019016145
CIC4,0.5404404019016145
CIC5,0.5404404019016145
GGI1,8.0
GGI2,5.555555555555557
GGI3,3.3888888888888893
GGI4,3.3150000000000004
GGI5,1.708888888888889
GGI6,1.0825396825396827
GGI7,0.6780753968253967
GGI8,0.49637030738221205
GGI9,0.30532407407407414
JGI1,0.22857142857142856
JGI2,0.10101010101010104
JGI3,0.052951388888888895
JGI4,0.05618644067796611
JGI5,0.03164609053497942
JGI6,0.023032759202971976
JGI7,0.018326362076362075
JGI8,0.015511572105694127
JGI9,0.011308299039780522
MIC0,18.684960727173273
MIC1,41.19514925948965
MIC2,46.33322039236683
MIC3,46.54922039236685
MIC4,46.54922039236685
MIC5,46.54922039236685
MPC2,55
MPC3,81
MPC4,114
MPC5,161
MPC6,203
MPC7,265
MPC8,346
MPC9,421
Mare,0.9988571428571429
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.16481072248689466
RPCG,0.11126268255230663
SIC0,0.2913987149666737
SIC1,0.687936155151085
SIC2,0.8700396090273879
SIC3,0.9069386305546948
SIC4,0.9069386305546948
SIC5,0.9069386305546948
SaaN,4.801626747921391
SaaO,0
SaaS,0
Sare,55.936
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,21.344984484231208
SsSH,0
SssO,5.1071112211460745
SssS,0
StCH,0
StsC,0
TIC0,94.7663226520065
TIC1,223.72500733397004
TIC2,282.94721312873537
TIC3,294.94721312873537
TIC4,294.94721312873537
TIC5,294.94721312873537
Vabc,388.86263735633486
WPol,64
apol,63.90303199999999
bpol,32.618967999999995
nRot,3
ABCGG,18.909801675772922
ATS0Z,1608.0
ATS0d,204.0
ATS0i,9083.429883911378
ATS0m,6467.5909710000005
ATS0p,86.413829716376
ATS0v,12802.765969476834
ATS1Z,1539.0
ATS1d,261.0
ATS1i,8654.28969098329
ATS1m,5850.671523000001
ATS1p,107.20651522200002
ATS1v,15976.972317335854
ATS2Z,2427.0
ATS2d,441.0
ATS2i,15946.722672429738
ATS2m,9238.045223
ATS2p,167.51970986503696
ATS2v,24959.319084384682
ATS3Z,3012.0
ATS3d,505.0
ATS3i,20083.2654892111
ATS3m,11288.216432000003
ATS3p,209.562912561943
ATS3v,30730.509718724352
ATS4Z,2972.0
ATS4d,520.0
ATS4i,26445.09702369393
ATS4m,10780.751099000003
ATS4p,215.37931809007395
ATS4v,30819.370743138898
ATS5Z,2722.0
ATS5d,471.0
ATS5i,23210.38603140249
ATS5m,9896.709594000004
ATS5p,200.26872359928203
ATS5v,28384.918964637072
ATS6Z,2480.0
ATS6d,434.0
ATS6i,23214.54489470328
ATS6m,8853.771442999998
ATS6p,189.12707744928196
ATS6v,26268.47944430194
ATS7Z,1991.0
ATS7d,374.0
ATS7i,22643.540013174163
ATS7m,6993.606652999997
ATS7p,161.734774982319
ATS7v,21860.156809933324
ATS8Z,1677.0
ATS8d,305.0
ATS8i,16923.595007087984
ATS8m,5964.69578
ATS8p,135.883996892131
ATS8v,18554.998343432733
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,8
C2SP3,1
C3SP2,5
C3SP3,1
C4SP3,0
FCSP3,0.34782608695652173
GGI10,0.2381430466278951
JGI10,0.01035404550556066
JGT10,0.5488984876137334
Kier1,25.103673469387754
Kier2,9.223140495867769
Kier3,3.978052126200274
MAXdO,13.230322622136292
MINdO,12.274788908203584
MPC10,500
MWC01,35.0
MWC02,5.198497031265826
MWC03,6.115892125483034
MWC04,7.060476365999801
MWC05,7.999342952713282
MWC06,8.948066103458935
MWC07,9.894598158690211
MWC08,10.845699410361682
MWC09,11.796019528587161
MWC10,12.74882998211257
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,7
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.2686000000000006
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.673323267171493
SRW05,2.3978952727983707
SRW06,7.292337176173877
SRW07,4.844187086458591
SRW08,9.01127949117793
SRW09,7.065613363597717
SRW10,10.783549889802996
SaaCH,7.047719155735704
SaaNH,0
SaaSe,0
SaaaC,1.5405790580120944
SaasC,3.65495401126985
SaasN,1.6072345049130763
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7357930387801204
SdssS,0
SsCH3,5.535844100626714
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.9698529198654766
SsssP,0
WPath,3100002485
Xc-3d,3.0009719176082896
Xc-4d,0.11785113019775792
Xc-5d,1.1492311060539815
Xc-6d,0.13144585576580214
Xp-1d,14.740237853411664
Xp-2d,14.433658955052003
Xp-3d,13.114109946098994
Xp-4d,11.068435030126313
Xp-5d,9.750661061714274
Xp-6d,7.607192157121259
Xp-7d,6.078240765890034
ZMIC0,104.29782197194456
ZMIC1,43.606164884634836
ZMIC2,29.139300764959835
ZMIC3,28.06524543565355
ZMIC4,28.06524543565355
ZMIC5,28.06524543565355
nAcid,0
nAtom,56
nBase,1
nRing,5
piPC1,3.8394523125933104
piPC2,4.553876891600541
piPC3,5.243068892317559
piPC4,5.90229174501205
piPC5,6.578643388433883
piPC6,7.088617438039741
piPC7,7.6358321283574995
piPC8,8.202991734675553
piPC9,8.703688318403772
AATS0Z,28.714285714285715
AATS0d,3.642857142857143
AATS0i,162.20410506984604
AATS0m,115.49269591071429
AATS0p,1.5431041020781429
AATS0v,228.62082088351488
AATS1Z,26.084745762711865
AATS1d,4.423728813559322
AATS1i,146.68287611836087
AATS1m,99.16392411864409
AATS1p,1.8170595800338987
AATS1v,270.79614097179416
AATS2Z,23.563106796116504
AATS2d,4.281553398058253
AATS2i,154.82255021776444
AATS2m,89.68975944660194
AATS2p,1.6264049501459898
AATS2v,242.32348625616197
AATS3Z,22.646616541353385
AATS3d,3.7969924812030076
AATS3i,151.00199615948193
AATS3m,84.87380775939852
AATS3p,1.5756609967063384
AATS3v,231.05646405055904
AATS4Z,18.01212121212121
AATS4d,3.1515151515151514
AATS4i,160.2733152951147
AATS4m,65.33788544848487
AATS4p,1.3053292005459027
AATS4v,186.78406510993273
AATS5Z,18.517006802721088
AATS5d,3.204081632653061
AATS5i,157.89378252654754
AATS5m,67.32455506122452
AATS5p,1.362372269382871
AATS5v,193.0946868342658
AATS6Z,16.986301369863014
AATS6d,2.9726027397260273
AATS6i,159.0037321555019
AATS6m,60.642270157534234
AATS6p,1.2953909414334381
AATS6v,179.92109208425984
AATS7Z,14.532846715328468
AATS7d,2.72992700729927
AATS7i,165.2813139647749
AATS7m,51.04822374452553
AATS7p,1.1805458027906497
AATS7v,159.5631883936739
AATS8Z,15.672897196261681
AATS8d,2.850467289719626
AATS8i,158.1644393185793
AATS8m,55.74482037383178
AATS8p,1.2699438961881402
AATS8v,173.41119947133396
ATS0dv,480.44444444444446
ATS0pe,362.59590000000003
ATS0se,444.11411699999996
ATS1dv,493.0
ATS1pe,391.09850000000006
ATS1se,466.1397399999999
ATS2dv,792.0
ATS2pe,672.5606999999999
ATS2se,810.9585079999999
ATS3dv,893.0
ATS3pe,868.0983
ATS3se,1046.7779839999998
ATS4dv,833.0
ATS4pe,1061.6228
ATS4se,1304.2691320000001
ATS5dv,732.0
ATS5pe,942.787
ATS5se,1154.12324
ATS6dv,634.0
ATS6pe,926.7922999999997
ATS6se,1139.6124119999997
ATS7dv,500.0
ATS7pe,847.1699000000003
ATS7se,1054.3854999999999
ATS8dv,418.0
ATS8pe,658.2644999999999
ATS8se,816.2951439999999
ATSC0Z,579.4285714285713
ATSC0c,1.4952969574767168
ATSC0d,46.214285714285715
ATSC0i,81.39789936989479
ATSC0m,2723.2609009821426
ATSC0p,13.492445809357715
ATSC0v,2759.9486288893986
ATSC1Z,-47.326530612244895
ATSC1c,-0.8013078754359291
ATSC1d,26.059948979591837
ATSC1i,-12.198086509402033
ATSC1m,-217.42647835618652
ATSC1p,-0.8154248678383089
ATSC1v,-2.506254938296088
ATSC2Z,123.12244897959187
ATSC2c,-0.1345786488807912
ATSC2d,9.427295918367347
ATSC2i,37.150855262829516
ATSC2m,598.1981431221299
ATSC2p,5.7806347558932005
ATSC2v,1349.9332375826639
ATSC3Z,-13.714285714285682
ATSC3c,0.39092711394214175
ATSC3d,0.1696428571428522
ATSC3i,-34.44196102335376
ATSC3m,-84.5541771718753
ATSC3p,-5.2683167845417165
ATSC3v,-713.2661753775321
ATSC4Z,-57.38775510204081
ATSC4c,-0.2129677656765293
ATSC4d,1.261479591836732
ATSC4i,6.697087445936075
ATSC4m,-254.15128059024232
ATSC4p,2.131526323795163
ATSC4v,229.1346922632152
ATSC5Z,-76.57142857142858
ATSC5c,0.13983856065071276
ATSC5d,-11.16964285714286
ATSC5i,-7.33700457930454
ATSC5m,-369.30034939955357
ATSC5p,-2.0694595678260006
ATSC5v,-572.3597316997322
ATSC6Z,-144.08163265306123
ATSC6c,-0.32775893222234403
ATSC6d,-9.022959183673471
ATSC6i,-37.98513575980413
ATSC6m,-693.9477120070151
ATSC6p,-5.163755328491613
ATSC6v,-1201.8546385426575
ATSC7Z,3.040816326530601
ATSC7c,0.2913661179370161
ATSC7d,-5.417091836734694
ATSC7i,47.61801679731218
ATSC7m,18.19567766868647
ATSC7p,2.6827760716805926
ATSC7v,387.65354333094797
ATSC8Z,-17.693877551020446
ATSC8c,-0.200509595858723
ATSC8d,-9.552295918367347
ATSC8i,-25.07652530697293
ATSC8m,-93.71950635873705
ATSC8p,-3.93824017130449
ATSC8v,-554.2990471547507
AXp-1d,0.421149652954619
AXp-2d,0.26243016281912734
AXp-3d,0.16190259192714807
AXp-4d,0.0970915353519852
AXp-5d,0.06056311218456071
AXp-6d,0.03747385299074512
AXp-7d,0.022936757607132204
GATS1Z,0.732823103667302
GATS1c,1.4834049781723893
GATS1d,0.6353967463914285
GATS1i,1.3416511041232742
GATS1m,0.736892954137494
GATS1p,1.056432717068328
GATS1v,0.9431096916567251
GATS2Z,0.4971838436644262
GATS2c,1.0381080360523325
GATS2d,1.1669992947284704
GATS2i,0.9244013548385215
GATS2m,0.5006622570951386
GATS2p,0.6897098496047575
GATS2v,0.6659017238996918
GATS3Z,0.6130618706529638
GATS3c,0.8749589873903668
GATS3d,1.109574554624583
GATS3i,1.29420000583744
GATS3m,0.623142254298031
GATS3p,1.120233677105389
GATS3v,1.0550416448276398
GATS4Z,0.7513149243918475
GATS4c,1.08645255068483
GATS4d,0.9448737764039156
GATS4i,0.9898680087525714
GATS4m,0.7533001045156874
GATS4p,0.8543510968677419
GATS4v,0.9090107680393466
GATS5Z,0.733862825208979
GATS5c,0.9745789127166617
GATS5d,1.0524766320747774
GATS5i,1.0821919953317831
GATS5m,0.7406836236419535
GATS5p,0.9800389135838765
GATS5v,1.0262784140894352
GATS6Z,0.7905757747696631
GATS6c,1.064579346203831
GATS6d,0.9985496813533484
GATS6i,1.2144806502303092
GATS6m,0.7987642539812023
GATS6p,1.061469725602591
GATS6v,1.1196594220548426
GATS7Z,0.7410081846844903
GATS7c,0.8241245751410028
GATS7d,0.8947528740170805
GATS7i,0.789471989134687
GATS7m,0.7471597812115749
GATS7p,0.8020825575963533
GATS7v,0.9091949566277754
GATS8Z,0.7150131799664511
GATS8c,0.8537834339134323
GATS8d,1.0288318479250025
GATS8i,1.1507891572316222
GATS8m,0.7248545717036443
GATS8p,1.0996878961114458
GATS8v,1.1061165212546595
MATS1Z,-0.07752482198375289
MATS1c,-0.5086370325242014
MATS1d,0.5352212296649465
MATS1i,-0.14223763650054808
MATS1m,-0.07578080184551143
MATS1p,-0.05736266036258736
MATS1v,-0.0008619067114577258
MATS2Z,0.11552823576722013
MATS2c,-0.048932737930698966
MATS2d,0.11090769946429375
MATS2i,0.2481455099707916
MATS2m,0.11942812448647427
MATS2p,0.232935483028963
MATS2v,0.26592679183536166
MATS3Z,-0.009965742759265005
MATS3c,0.11007906440113571
MATS3d,0.0015455950540957818
MATS3i,-0.17816035103955263
MATS3m,-0.013073208959292476
MATS3p,-0.16440597038265395
MATS3v,-0.10881456162458014
MATS4Z,-0.03361424899886439
MATS4c,-0.04833820372299403
MATS4d,0.009264203081822846
MATS4i,0.027923950228899853
MATS4m,-0.03167430791902021
MATS4p,0.05361719633166787
MATS4v,0.028176946862349377
MATS5Z,-0.05034281957358882
MATS5c,0.03562625628473028
MATS5d,-0.09207330536542284
MATS5i,-0.034338101906575026
MATS5m,-0.05166080390592317
MATS5p,-0.05843014385881228
MATS5v,-0.07900212354315406
MATS6Z,-0.09537705006619657
MATS6c,-0.08407410594692272
MATS6d,-0.07488725625119097
MATS6i,-0.17899283920265574
MATS6m,-0.09774007516407295
MATS6p,-0.14679462197932297
MATS6v,-0.16702678302979232
MATS7Z,0.002145150376481082
MATS7c,0.07964876713031832
MATS7d,-0.04791344667697064
MATS7i,0.2391253212617481
MATS7m,0.0027311556022230708
MATS7p,0.08127579037024943
MATS7v,0.057412997170593116
MATS8Z,-0.015981861416800344
MATS8c,-0.07017977335284885
MATS8d,-0.1081772089731182
MATS8i,-0.16123466181653284
MATS8m,-0.018011297137990972
MATS8p,-0.15276215091382542
MATS8v,-0.10511080998301456
MAXaaN,4.801626747921391
MAXsOH,10.951453401114225
MAXssO,5.1071112211460745
MINaaN,4.801626747921391
MINsOH,10.393531083116983
MINssO,5.1071112211460745
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8315437411616927
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.8406696762599535
SssssN,0
TMPC10,2213
TMWC10,147.6074216586725
TSRW10,83.3308654242223
Xc-3dv,1.4577260526985851
Xc-4dv,0.03952847075210474
Xc-5dv,0.2865380938476707
Xc-6dv,0.017998965073375083
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.41661214253554946
Xch-7d,1.048400173013916
Xp-0dv,18.82338592178766
Xp-1dv,10.206275564285928
Xp-2dv,8.466876053849
Xp-3dv,6.25254668624455
Xp-4dv,4.58203555683446
Xp-5dv,3.3477729846077224
Xp-6dv,2.162632759240483
Xp-7dv,1.4800092370576363
Xpc-4d,7.869971771841335
Xpc-5d,12.895339289076492
Xpc-6d,21.65017201854556
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,59
nFRing,1
nHBAcc,8
nHBDon,2
nHRing,4
nSpiro,0
naRing,3
piPC10,9.137480868958518
AATS0dv,8.579365079365079
AATS0pe,6.4749267857142865
AATS0se,7.9306092321428565
AATS1dv,8.35593220338983
AATS1pe,6.628788135593221
AATS1se,7.9006735593220325
AATS2dv,7.689320388349515
AATS2pe,6.529715533980581
AATS2se,7.873383572815533
AATS3dv,6.714285714285714
AATS3pe,6.527054887218045
AATS3se,7.870511157894736
AATS4dv,5.048484848484849
AATS4pe,6.434077575757576
AATS4se,7.904661406060606
AATS5dv,4.979591836734694
AATS5pe,6.413517006802722
AATS5se,7.85117850340136
AATS6dv,4.342465753424658
AATS6pe,6.347892465753422
AATS6se,7.805564465753423
AATS7dv,3.6496350364963503
AATS7pe,6.183721897810221
AATS7se,7.696244525547444
AATS8dv,3.9065420560747666
AATS8pe,6.1520046728971955
AATS8se,7.628926579439252
AATSC0Z,10.346938775510202
AATSC0c,0.0267017313835128
AATSC0d,0.8252551020408163
AATSC0i,1.4535339173195498
AATSC0m,48.62965894610969
AATSC0p,0.2409365323099592
AATSC0v,49.28479694445355
AATSC1Z,-0.8021445866482185
AATSC1c,-0.013581489414168289
AATSC1d,0.4416940505015566
AATSC1i,-0.2067472289729158
AATSC1m,-3.685194548409941
AATSC1p,-0.013820760471835744
AATSC1v,-0.04247889725925573
AATSC2Z,1.1953635823261346
AATSC2c,-0.0013065888240853516
AATSC2d,0.09152714483851794
AATSC2i,0.3606879151731021
AATSC2m,5.807748962350775
AATSC2p,0.0561226675329437
AATSC2v,13.106147937695766
AATSC3Z,-0.10311493018259911
AATSC3c,0.002939301608587532
AATSC3d,0.0012755102040815955
AATSC3i,-0.25896211295754706
AATSC3m,-0.6357456930216188
AATSC3p,-0.0396114043950505
AATSC3v,-5.362903574267159
AATSC4Z,-0.3478045763760049
AATSC4c,-0.001290713731372905
AATSC4d,0.007645330859616558
AATSC4i,0.04058840876324894
AATSC4m,-1.5403107914560141
AATSC4p,0.012918341356334323
AATSC4v,1.3886951046255467
AATSC5Z,-0.5208940719144801
AATSC5c,0.0009512827255150528
AATSC5d,-0.07598396501457727
AATSC5i,-0.049911595777581905
AATSC5m,-2.512247274826895
AATSC5p,-0.01407795624371429
AATSC5v,-3.8936036170049806
AATSC6Z,-0.9868604976237071
AATSC6c,-0.0022449241933037265
AATSC6d,-0.06180109029913337
AATSC6i,-0.26017216273838445
AATSC6m,-4.753066520595993
AATSC6p,-0.0353681871814494
AATSC6v,-8.231881085908613
AATSC7Z,0.02219573960971242
AATSC7c,0.0021267599849417234
AATSC7d,-0.039540816326530615
AATSC7i,0.3475767649438845
AATSC7m,0.13281516546486474
AATSC7p,0.01958230709255907
AATSC7v,2.8295879075251675
AATSC8Z,-0.16536334159832192
AATSC8c,-0.0018739214566235794
AATSC8d,-0.08927379362960138
AATSC8i,-0.23436004959787785
AATSC8m,-0.8758832369975426
AATSC8p,-0.03680598290938776
AATSC8v,-5.180364926679913
ATS0are,357.44360000000006
ATS1are,382.276
ATS2are,661.93
ATS3are,853.4129
ATS4are,1050.662
ATS5are,931.3499
ATS6are,915.9590000000002
ATS7are,839.5258999999998
ATS8are,649.1759999999999
ATSC0dv,245.65079365079367
ATSC0pe,7.930455357142853
ATSC0se,5.673112553571427
ATSC1dv,100.14965986394553
ATSC1pe,-0.66218332270408
ATSC1se,-0.6423613332270406
ATSC2dv,93.56689342403625
ATSC2pe,0.6279410395408169
ATSC2se,0.20988899968112254
ATSC3dv,41.873015873015845
ATSC3pe,1.576982812500002
ATSC3se,1.0141484174107136
ATSC4dv,-62.10204081632655
ATSC4pe,-2.373084534438772
ATSC4se,-1.6642431846301007
ATSC5dv,-62.476190476190496
ATSC5pe,-0.056720312499997635
ATSC5se,0.19436642187499997
ATSC6dv,-64.33560090702947
ATSC6pe,-1.018737181122447
ATSC6se,-0.3654382289540816
ATSC7dv,-31.30839002267572
ATSC7pe,-0.5110175701530627
ATSC7se,-0.16893280070153133
ATSC8dv,-7.709750566893425
ATSC8pe,-0.28889684311224717
ATSC8se,-0.42359821843112344
AXp-0dv,0.5882308100558644
AXp-1dv,0.29160787326531223
AXp-2dv,0.15394320097907274
