DLiP-ID,C004RE
SlogP_VSA5,0.0
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.011146117099809
EState_VSA2,12.407033161179976
EState_VSA3,5.752853606746789
EState_VSA4,0.0
EState_VSA5,7.109797541277533
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,17.36565210181304
EState_VSA9,5.733667477162185
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,25.035822309192966
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,20.439228395061726
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.75
VSA_EState10,3.782993827160494
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,0.0699999999999999
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,9
HeavyAtomMolWt,161.56900000000002
MaxEStateIndex,10.346712962962963
MinEStateIndex,-0.5802469135802473
NumHeteroatoms,5
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.8888888888888888
FpDensityMorgan2,2.3333333333333335
FpDensityMorgan3,2.4444444444444446
MaxPartialCharge,0.3229826371738943
MinPartialCharge,-0.46783126781400536
NumAromaticRings,0
fr_unbrch_alkane,0
MaxAbsEStateIndex,10.346712962962963
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,2
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.46783126781400536
MinAbsPartialCharge,0.3229826371738943
NumRadicalElectrons,0
NumValenceElectrons,56
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,171.01207724
MZ,0.7894736842105262
Mi,1.1504015738572917
Mm,0.7521131944840039
Mp,0.6659921210211156
Mv,0.5881374441599625
SZ,14.999999999999998
Si,21.857629903288544
Sm,14.290150695196074
Sp,12.653850299401197
Sv,11.174611439039287
nB,0
nC,4
nF,0
nH,10
nI,0
nN,1
nO,2
nP,0
nS,1
nX,1
ABC,5.128086953268309
AMW,9.000635644210526
IC0,1.9732285161344474
IC1,3.3263604079526927
IC2,3.7871439606981383
IC3,3.7871439606981383
IC4,3.7871439606981383
IC5,3.7871439606981383
Mpe,0.9878224974200207
Mse,1.0318932801778662
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,41.09240000000001
SdO,10.346712962962963
SdS,0
Spe,18.768627450980393
SsF,0
SsI,0
Sse,19.605972323379458
StN,0
fMF,0.0
nBr,0
nCl,1
BIC0,0.4732047975567758
BIC1,0.7977026941257113
BIC2,0.9082043344636233
BIC3,0.9082043344636233
BIC4,0.9082043344636233
BIC5,0.9082043344636233
CIC0,2.274698997309138
CIC1,0.9215671054908925
CIC2,0.4607835527454469
CIC3,0.4607835527454469
CIC4,0.4607835527454469
CIC5,0.4607835527454469
GGI1,2.0
GGI2,1.333333333333334
GGI3,0.375
GGI4,0.08000000000000002
GGI5,0.0
GGI6,0.0
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.2857142857142857
JGI2,0.16666666666666674
JGI3,0.046875
JGI4,0.020000000000000004
JGI5,0.0
JGI6,0.0
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,29.872709187295442
MIC1,37.447508239511386
MIC2,37.9119780606788
MIC3,37.9119780606788
MIC4,37.9119780606788
MIC5,37.9119780606788
MPC2,8
MPC3,8
MPC4,4
MPC5,1
MPC6,0
MPC7,0
MPC8,0
MPC9,0
Mare,0.9966315789473682
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,1
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.3440744855104957
RPCG,0.23754308948544356
SIC0,0.4645155808072743
SIC1,0.7830548891019509
SIC2,0.8915274445509753
SIC3,0.8915274445509753
SIC4,0.8915274445509753
SIC5,0.8915274445509753
SaaN,0
SaaO,0
SaaS,0
Sare,18.935999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,3.782993827160494
SssO,4.290046296296296
SssS,0
StCH,0
StsC,0
TIC0,37.4913418065545
TIC1,63.200847751101165
TIC2,71.95573525326463
TIC3,71.95573525326463
TIC4,71.95573525326463
TIC5,71.95573525326463
Vabc,145.95770684809224
WPol,8
apol,21.131929999999986
bpol,15.036069999999997
nRot,2
ABCGG,5.729866397159094
ATS0Z,876.0
ATS0d,40.0
ATS0i,3213.98581403449
ATS0m,3579.8952750000003
ATS0p,31.260537048489997
ATS0v,3781.7489736367547
ATS1Z,437.0
ATS1d,44.0
ATS1i,2625.17097421252
ATS1m,1587.2616659999999
ATS1p,27.8113389
ATS1v,3702.6822497792823
ATS2Z,522.0
ATS2d,61.0
ATS2i,4221.100193410654
ATS2m,1867.335963
ATS2p,33.63973435224499
ATS2v,4377.62149301507
ATS3Z,612.0
ATS3d,57.0
ATS3i,4797.168993232824
ATS3m,2223.064994
ATS3p,34.877620801094004
ATS3v,4482.44281063102
ATS4Z,496.0
ATS4d,42.0
ATS4i,4779.248134359555
ATS4m,1660.1227660000002
ATS4p,27.551605620245
ATS4v,3453.85547865272
ATS5Z,180.0
ATS5d,22.0
ATS5i,3076.394859325745
ATS5m,549.5137480000001
ATS5p,18.130827566245
ATS5v,1886.2385737701063
ATS6Z,66.0
ATS6d,16.0
ATS6i,2794.774388397178
ATS6m,121.24929600000002
ATS6p,12.249998268187998
ATS6v,896.3374868546464
ATS7Z,3.0
ATS7d,3.0
ATS7i,554.7529560727469
ATS7m,3.0481920000000002
ATS7p,1.3338387145469999
ATS7v,93.25123329279079
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8v,0.0
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,0
C2SP3,1
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.75
GGI10,0.0
JGI10,0.0
JGT10,0.5192559523809525
Kier1,11.755102040816327
Kier2,6.125
Kier3,4.5
MAXdO,10.346712962962963
MINdO,10.346712962962963
MPC10,0
MWC01,7.0
MWC02,3.4339872044851463
MWC03,4.143134726391533
MWC04,4.875197323201151
MWC05,5.60947179518496
MWC06,6.3473892096560105
MWC07,7.085901464365611
MWC08,7.8252452914317745
MWC09,8.564649132572534
MWC10,9.30428598481871
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-0.16169999999999973
SRW02,2.70805020110221
SRW03,0.0
SRW04,3.8501476017100584
SRW05,0.0
SRW06,5.209486152841421
SRW07,0.0
SRW08,6.642486801367256
SRW09,0.0
SRW10,8.103191752285786
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4166666666666663
SdssS,0
SsCH3,1.2972530864197531
SsNH2,5.176064814814815
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,800000068
Xc-3d,0.4714045207910317
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-1d,3.718744015013406
Xp-2d,2.7710643493131504
Xp-3d,2.2593056225097894
Xp-4d,0.804737854124365
Xp-5d,0.16666666666666666
Xp-6d,0.0
Xp-7d,0.0
ZMIC0,30.644829690218145
ZMIC1,22.167816137587145
ZMIC2,21.185688886203586
ZMIC3,21.185688886203586
ZMIC4,21.185688886203586
ZMIC5,21.185688886203586
nAcid,0
nAtom,19
nBase,1
nRing,0
piPC1,2.1972245773362196
piPC2,2.3978952727983707
piPC3,2.4849066497880004
piPC4,1.791759469228055
piPC5,0.6931471805599453
piPC6,0.0
piPC7,0.0
piPC8,0.0
piPC9,0.0
AATS0Z,46.10526315789474
AATS0d,2.1052631578947367
AATS0i,169.15714810707843
AATS0m,188.4155407894737
AATS0p,1.6452914236047367
AATS0v,199.03941966509237
AATS1Z,25.705882352941178
AATS1d,2.588235294117647
AATS1i,154.42182201250117
AATS1m,93.36833329411763
AATS1p,1.635961111764706
AATS1v,217.80483822231074
AATS2Z,20.076923076923077
AATS2d,2.3461538461538463
AATS2i,162.35000743887133
AATS2m,71.82061396153846
AATS2p,1.2938359366248073
AATS2v,168.37005742365653
AATS3Z,21.103448275862068
AATS3d,1.9655172413793103
AATS3i,165.41962045630427
AATS3m,76.65741358620689
AATS3p,1.2026765793480692
AATS3v,154.56699347003516
AATS4Z,17.714285714285715
AATS4d,1.5
AATS4i,170.6874333699841
AATS4m,59.29009878571429
AATS4p,0.98398591500875
AATS4v,123.35198138045429
AATS5Z,10.0
AATS5d,1.2222222222222223
AATS5i,170.91082551809694
AATS5m,30.52854155555556
AATS5p,1.0072681981247222
AATS5v,104.79103187611702
AATS6Z,4.125
AATS6d,1.0
AATS6i,174.67339927482362
AATS6m,7.578081000000001
AATS6p,0.7656248917617499
AATS6v,56.0210929284154
AATS7Z,1.0
AATS7d,1.0
AATS7i,184.91765202424895
AATS7m,1.016064
AATS7p,0.44461290484899996
AATS7v,31.083744430930263
ATS0dv,111.75308641975309
ATS0pe,123.96080000000002
ATS0se,155.07124600000003
ATS1dv,82.11111111111111
ATS1pe,113.316
ATS1se,138.00856199999998
ATS2dv,103.66666666666666
ATS2pe,168.6796
ATS2se,209.59907
ATS3dv,72.88888888888889
ATS3pe,187.4839
ATS3se,233.20018
ATS4dv,11.666666666666668
ATS4pe,185.5429
ATS4se,234.89226000000005
ATS5dv,0.5555555555555556
ATS5pe,105.24900000000001
ATS5se,135.314546
ATS6dv,0.0
ATS6pe,80.71800000000002
ATS6se,110.732832
ATS7dv,0.0
ATS7pe,14.520000000000003
ATS7se,20.155392
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,449.68421052631584
ATSC0c,0.6396192283187006
ATSC0d,9.68421052631579
ATSC0i,25.735156937600507
ATSC0m,2029.371784421052
ATSC0p,7.757459915600526
ATSC0v,998.308053175573
ATSC1Z,-100.50692520775624
ATSC1c,-0.36138760287455146
ATSC1d,4.177285318559558
ATSC1i,-2.09724144889991
ATSC1m,-456.6992259556787
ATSC1p,-1.6581536908304706
ATSC1v,-181.58106284405426
ATSC2Z,-50.40997229916898
ATSC2c,-0.1000157230870437
ATSC2d,-2.3573407202216052
ATSC2i,-3.6367751931504344
ATSC2m,-216.5383659972299
ATSC2p,-0.5638081833415097
ATSC2v,-50.65568278120057
ATSC3Z,21.639889196675895
ATSC3c,0.33607858171217253
ATSC3d,-4.096952908587258
ATSC3i,-5.315248549516788
ATSC3m,94.51840593628815
ATSC3p,-1.0282115557183822
ATSC3v,-153.8637449440065
ATSC4Z,-102.58725761772854
ATSC4c,-0.16535924554398954
ATSC4d,-1.745152354570637
ATSC4i,-4.250438840575786
ATSC4m,-477.4089573047091
ATSC4p,-1.122427446771039
ATSC4v,-268.7841372623023
ATSC5Z,1.2465373961218655
ATSC5c,-0.08632333654042894
ATSC5d,0.19390581717451483
ATSC5i,2.740807508623442
ATSC5m,-8.201270240997076
ATSC5p,0.542696822099238
ATSC5v,-172.25307079360147
ATSC6Z,36.58171745152353
ATSC6c,0.036645127361472025
ATSC6d,1.1080332409972293
ATSC6i,-1.1217065605456185
ATSC6m,194.63043622437684
ATSC6p,-0.25665036273244324
ATSC6v,214.69969101715347
ATSC7Z,41.89196675900276
ATSC7c,0.020552584813018804
ATSC7d,0.2077562326869805
ATSC7i,1.2464352699790129
ATSC7m,193.23228672299172
ATSC7p,0.5951804722169168
ATSC7v,127.85650312224249
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8v,0.0
AXp-1d,0.5312491450019151
AXp-2d,0.3463830436641438
AXp-3d,0.2824132028137237
AXp-4d,0.20118446353109126
AXp-5d,0.16666666666666666
GATS1Z,0.9606741573033707
GATS1c,1.7226470743821134
GATS1d,1.038682864450128
GATS1i,1.5149498147508877
GATS1m,0.9570138900201294
GATS1p,1.214016769423697
GATS1v,1.2382008983990285
GATS2Z,0.7066497407087293
GATS2c,1.3299875180503393
GATS2d,1.6084866220735787
GATS2i,1.257416762091055
GATS2m,0.6926616063871517
GATS2p,0.9340047020391693
GATS2v,0.9608052118376038
GATS3Z,0.5797171638899651
GATS3c,0.9100189556287769
GATS3d,1.4420914542728636
GATS3i,1.2480893279375171
GATS3m,0.5728348327028364
GATS3p,0.906300985635733
GATS3v,0.9861704546480793
GATS4Z,0.9142129815409309
GATS4c,1.3247605178046562
GATS4d,0.7302018633540373
GATS4i,1.0133844596652484
GATS4m,0.9019707939114312
GATS4p,1.016122072921069
GATS4v,0.9880299853781574
GATS5Z,0.534819756554307
GATS5c,0.7619024749120751
GATS5d,0.20652173913043478
GATS5i,0.8102931320413496
GATS5m,0.5434703108453046
GATS5p,0.5902342309092742
GATS5v,1.0312456900180798
GATS6Z,0.8756144662921347
GATS6c,0.17586326703667163
GATS6d,0.0
GATS6i,0.8071723609946261
GATS6m,0.8353482619973074
GATS6p,1.1578579260973116
GATS6v,0.7277103936430107
GATS7Z,0.0
GATS7c,0.01754232980298118
GATS7d,0.0
GATS7i,0.0
GATS7m,0.0
GATS7p,0.0
GATS7v,0.0
MATS1Z,-0.24980034148490857
MATS1c,-0.6314753740435968
MATS1d,0.48209718670076734
MATS1i,-0.09108068556524332
MATS1m,-0.25152047080518763
MATS1p,-0.23889657385236926
MATS1v,-0.20328749245300928
MATS2Z,-0.08191983578219533
MATS2c,-0.1142686301305655
MATS2d,-0.17788461538461528
MATS2i,-0.10326898012796641
MATS2m,-0.07797466012220383
MATS2p,-0.05311193057063672
MATS2v,-0.037080352324472134
MATS3Z,0.03152847733436651
MATS3c,0.3442507758613128
MATS3d,-0.2771739130434783
MATS3i,-0.13531699964142122
MATS3m,0.030514789177883823
MATS3p,-0.08683974576461928
MATS3v,-0.10097813079795132
MATS4Z,-0.15480370518994113
MATS4c,-0.17542946570138
MATS4d,-0.12228260869565219
MATS4i,-0.11207339295028666
MATS4m,-0.15963367612478763
MATS4p,-0.09818254999829333
MATS4v,-0.18269835189573744
MATS5Z,0.0029260299625467733
MATS5c,-0.14245831492411
MATS5d,0.021135265700483047
MATS5i,0.11241721196612993
MATS5m,-0.0042658010877817485
MATS5p,0.07384461560635083
MATS5v,-0.18213084153665857
MATS6Z,0.0966028792134831
MATS6c,0.06803436609642612
MATS6d,0.1358695652173912
MATS6i,-0.05175902147702688
MATS6m,0.11388925616820056
MATS6p,-0.03928764171012582
MATS6v,0.2553879859747365
MATS7Z,0.59000468164794
MATS7c,0.20350603096252598
MATS7d,0.1358695652173912
MATS7i,0.30674341960847756
MATS7m,0.6030459731300936
MATS7p,0.4859163134649169
MATS7v,0.8111302423452684
MAXsSH,3.782993827160494
MAXssO,4.290046296296296
MINsSH,3.782993827160494
MINssO,4.290046296296296
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.32606481481481486
SssNH2,0
SsssAs,0
SsssCH,-0.5802469135802473
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,37
TMWC10,73.18926213210743
TSRW10,35.51336250930673
Xc-3dv,0.16596365263022672
Xc-4dv,0.0
Xc-5dv,0.019641855032959652
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.0
Xch-7d,0.0
Xp-0dv,6.744689558384989
Xp-1dv,2.7954366373702486
Xp-2dv,1.6773753687600605
Xp-3dv,1.0940229384551332
Xp-4dv,0.3749815128272894
Xp-5dv,0.11180339887498948
Xp-6dv,0.0
Xp-7dv,0.0
Xpc-4d,1.2761423749153968
Xpc-5d,1.1380711874576983
Xpc-6d,0.6666666666666666
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,17
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,0
piPC10,0.0
AATS0dv,5.88174139051332
AATS0pe,6.524252631578949
AATS0se,8.161644526315792
AATS1dv,4.830065359477125
AATS1pe,6.66564705882353
AATS1se,8.118150705882352
AATS2dv,3.987179487179487
AATS2pe,6.487676923076923
AATS2se,8.061502692307693
AATS3dv,2.5134099616858236
AATS3pe,6.464962068965518
AATS3se,8.041385517241379
AATS4dv,0.4166666666666667
AATS4pe,6.626532142857143
AATS4se,8.389009285714288
AATS5dv,0.0308641975308642
AATS5pe,5.847166666666667
AATS5se,7.517474777777778
AATS6dv,0.0
AATS6pe,5.044875000000001
AATS6se,6.920802
AATS7dv,0.0
AATS7pe,4.840000000000001
AATS7se,6.718464
AATSC0Z,23.667590027700832
AATSC0c,0.033664169911510555
AATSC0d,0.5096952908587258
AATSC0i,1.3544819440842373
AATSC0m,106.80904128531853
AATSC0p,0.408287363978975
AATSC0v,52.54252911450384
AATSC1Z,-5.912172071044485
AATSC1c,-0.021258094286738322
AATSC1d,0.24572266579762103
AATSC1i,-0.12336714405293589
AATSC1m,-26.86466035033404
AATSC1p,-0.09753845240179239
AATSC1v,-10.68123899082672
AATSC2Z,-1.938845088429576
AATSC2c,-0.0038467585802709117
AATSC2d,-0.09066695077775405
AATSC2i,-0.1398759689673244
AATSC2m,-8.32839869220115
AATSC2p,-0.021684930128519606
AATSC2v,-1.9482954915846373
AATSC3Z,0.7462030757474447
AATSC3c,0.01158891661076457
AATSC3d,-0.14127423822714683
AATSC3i,-0.18328443274195821
AATSC3m,3.2592553771133845
AATSC3p,-0.035455570886840766
AATSC3v,-5.305646377379534
AATSC4Z,-3.6638306292045906
AATSC4c,-0.005905687340856769
AATSC4d,-0.062326869806094184
AATSC4i,-0.15180138716342093
AATSC4m,-17.05031990373961
AATSC4p,-0.0400866945275371
AATSC4v,-9.599433473653653
AATSC5Z,0.06925207756232586
AATSC5c,-0.004795740918912719
AATSC5d,0.010772545398584157
AATSC5i,0.15226708381241344
AATSC5m,-0.4556261244998375
AATSC5p,0.030149823449957664
AATSC5v,-9.56961504408897
AATSC6Z,2.2863573407202207
AATSC6c,0.0022903204600920016
AATSC6d,0.06925207756232683
AATSC6i,-0.07010666003410115
AATSC6m,12.164402264023552
AATSC6p,-0.016040647670777702
AATSC6v,13.418730688572092
AATSC7Z,13.963988919667587
AATSC7c,0.0068508616043396016
AATSC7d,0.06925207756232683
AATSC7i,0.4154784233263376
AATSC7m,64.41076224099724
AATSC7p,0.19839349073897228
AATSC7v,42.618834374080826
ATS0are,121.28740000000002
ATS1are,110.62700000000001
ATS2are,166.99
ATS3are,185.8968
ATS4are,184.895
ATS5are,104.46200000000002
ATS6are,79.68400000000001
ATS7are,14.520000000000003
ATS8are,0.0
ATSC0dv,75.5633528265107
ATSC0pe,3.4039789473684197
ATSC0se,2.5170226315789472
ATSC1dv,25.090489381348107
ATSC1pe,-0.5099285318559578
ATSC1se,-0.47455572299168935
ATSC2dv,17.01792004377415
ATSC2pe,0.2945972299168962
ATSC2se,0.16939913573407211
ATSC3dv,-19.086624944427342
ATSC3pe,0.652247922437672
ATSC3se,0.378569246537396
ATSC4dv,-78.83995075407817
ATSC4pe,-2.847847922437675
ATSC4se,-1.7506556675900258
ATSC5dv,-10.089908005882153
ATSC5pe,-0.644895844875343
ATSC5se,-0.2285098614958458
ATSC6dv,26.79525324031325
ATSC6pe,1.152407202216073
ATSC6se,0.6320340997229894
ATSC7dv,5.7141684620909
ATSC7pe,0.30518227146814536
ATSC7se,0.1750811634349025
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.7494099509316654
AXp-1dv,0.39934809105289265
AXp-2dv,0.20967192109500757
AXp-3dv,0.13675286730689165
AXp-4dv,0.09374537820682236
AXp-5dv,0.11180339887498948
BertzCT,90.63682062300137
ECIndex,1400000000
GATS1dv,0.5313465495578069
GATS1pe,0.9066465833282704
GATS1se,0.9462093285286164
GATS2dv,0.9922052975401447
GATS2pe,0.8674237864999143
GATS2se,0.8627301633722855
GATS3dv,1.2984461231359352
GATS3pe,0.7990790536366004
GATS3se,0.78271825092342
GATS4dv,2.186013900968499
GATS4pe,1.9111898459388081
GATS4se,1.8294625219718206
GATS5dv,0.7622579369174151
GATS5pe,0.8887246504091185
GATS5se,0.7058802244004663
GATS6dv,0.014336755752760298
GATS6pe,0.09182819718719266
GATS6se,0.09461871121540205
GATS7dv,0.0
GATS7pe,0.0
GATS7se,0.0
MATS1dv,0.3711099443388955
MATS1pe,-0.16742762885757884
MATS1se,-0.21071952289790105
MATS2dv,0.1645794141537615
MATS2pe,0.06324439557992835
MATS2se,0.049181789055152414
MATS3dv,-0.16549067329919812
MATS3pe,0.1255398027844428
MATS3se,0.09854028483095216
MATS4dv,-0.7079958208647201
MATS4pe,-0.5677086324451797
MATS4se,-0.47196433690706424
MATS5dv,-0.14094740442640563
MATS5pe,-0.199978731460464
MATS5se,-0.09582943386164984
MATS6dv,0.4210951742166271
MATS6pe,0.4020246816419199
MATS6se,0.29818583432848605
MATS7dv,0.47893234272348933
MATS7pe,0.567812281602338
MATS7se,0.44053929214194665
MAXdssC,-0.4166666666666663
MAXsCH3,1.2972530864197531
MAXsNH2,5.176064814814815
MDEC-12,0.25
MDEC-13,0.8164965809277259
MDEC-23,1.4142135623730951
MDEC-33,1.0
MDEO-12,0.4999999999999999
MINdssC,-0.4166666666666663
MINsCH3,1.2972530864197531
MINsNH2,5.176064814814815
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
