DLiP-ID,C003CQ
SMR_VSA10,29.229322235219
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,266.02013878
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,51.38453490628663
SlogP_VSA1,51.38453490628663
SlogP_VSA2,10.486626031907615
SlogP_VSA3,17.36565210181304
SlogP_VSA4,23.671624184645573
SlogP_VSA5,32.10410811463005
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,51.38453490628663
EState_VSA3,10.486626031907615
EState_VSA4,23.671624184645573
EState_VSA5,32.10410811463005
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,29.583525544859736
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,12.217873443046695
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.3306453136810279
VSA_EState9,16.61526455026455
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,5
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.9090909090909091
VSA_EState10,9.720756802721088
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,1.7463636363636361
NumHAcceptors,3
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,15
HeavyAtomMolWt,251.35199999999998
MaxEStateIndex,5.599537037037037
MinEStateIndex,0.0
NumHeteroatoms,4
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1333333333333333
FpDensityMorgan2,1.8666666666666667
FpDensityMorgan3,2.6
MaxPartialCharge,1.0
MinPartialCharge,-0.5100512112575627
NumAromaticRings,0
fr_unbrch_alkane,0
MaxAbsEStateIndex,5.599537037037037
MinAbsEStateIndex,0.0
NumAliphaticRings,3
NumRotatableBonds,1
NumSaturatedRings,3
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.5100512112575627
NumRadicalElectrons,0
NumValenceElectrons,78
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,3
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,3
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,266.02013878000025
MZ,0.777777777777778
Mi,1.0849879023353433
Mm,0.7394840840340797
Mp,1.5575627744510983
Mv,0.7461882285093966
SZ,23.33333333333334
Si,32.5496370700603
Sm,22.18452252102239
Sp,46.726883233532945
Sv,22.385646855281898
nB,0
nC,11
nF,0
nH,15
nI,0
nN,0
nO,1
nP,0
nS,2
nX,0
ABC,11.370727640387594
AMW,8.867337959333343
IC0,1.6183203709705838
IC1,2.2997906153230323
IC2,3.399581230646065
IC3,4.306890595608519
IC4,4.440223928941853
IC5,4.573557262275186
Mpe,0.9211764705882355
Mse,0.9601723719349357
NdO,0
NdS,1
NsF,0
NsI,0
NtN,0
SMR,61.881000000000036
SdO,0
SdS,4.860378401360544
Spe,27.635294117647064
SsF,0
SsI,0
Sse,28.80517115804807
StN,0
fMF,0.3333333333333333
nBr,0
nCl,0
BIC0,0.32366407419411675
BIC1,0.4599581230646065
BIC2,0.679916246129213
BIC3,0.8613781191217038
BIC4,0.8880447857883705
BIC5,0.9147114524550372
CIC0,3.288570224637935
CIC1,2.6070999802854864
CIC2,1.5073093649624538
CIC3,0.5999999999999996
CIC4,0.4666666666666659
CIC5,0.33333333333333304
GGI1,3.0
GGI2,1.5555555555555562
GGI3,0.9097222222222223
GGI4,0.5683333333333334
GGI5,0.41361111111111115
GGI6,0.18770975056689343
GGI7,0.08163265306122447
GGI8,0.0
GGI9,0.0
JGI1,0.1875
JGI2,0.06481481481481485
JGI3,0.053513071895424834
JGI4,0.0405952380952381
JGI5,0.04136111111111111
JGI6,0.03128495842781557
JGI7,0.020408163265306117
JGI8,0.0
JGI9,0.0
MIC0,24.242640003380465
MIC1,33.76484577496439
MIC2,40.59853051988429
MIC3,42.24663169309977
MIC4,43.114565026433105
MIC5,43.248965026433105
MPC2,24
MPC3,34
MPC4,51
MPC5,59
MPC6,68
MPC7,70
MPC8,61
MPC9,42
Mare,0.9305333333333331
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.3182055762494121
RPCG,0.6238698570381914
SIC0,0.32980567620947554
SIC1,0.4686859367480616
SIC2,0.6928178169875158
SIC3,0.8777229717456964
SIC4,0.9048956446910973
SIC5,0.932068317636498
SaaN,0
SaaO,0
SaaS,0
Sare,27.915999999999993
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.599537037037037
SssS,0
StCH,0
StsC,0
TIC0,48.549611129117515
TIC1,68.99371845969097
TIC2,101.98743691938195
TIC3,129.20671786825557
TIC4,133.2067178682556
TIC5,137.20671786825557
WPol,17
apol,78.03389499999999
bpol,19.244104999999998
nRot,1
ABCGG,10.50529924779939
ATS0Z,1348.0
ATS0d,95.0
ATS0i,4587.454955440402
ATS0m,5442.478554890002
ATS0p,1908.9738975727353
ATS0v,14123.692128911807
ATS1Z,810.0
ATS1d,133.0
ATS1i,4358.3707868095
ATS1m,3067.249069999998
ATS1p,62.53464464999996
ATS1v,8414.18657283942
ATS2Z,1509.0
ATS2d,238.0
ATS2i,9421.214657157096
ATS2m,5611.8940610000045
ATS2p,109.34771905024499
ATS2v,14106.247671974661
ATS3Z,1128.0
ATS3d,261.0
ATS3i,15170.82485927223
ATS3m,3780.1418270000013
ATS3p,117.350137794376
ATS3v,13954.221638843159
ATS4Z,1077.0
ATS4d,200.0
ATS4i,14641.57289647567
ATS4m,3667.1828339999993
ATS4p,104.90385386371501
ATS4v,11708.709664516911
ATS5Z,1021.0
ATS5d,128.0
ATS5i,10652.686505793054
ATS5m,3517.3295719999987
ATS5p,86.13427959922498
ATS5v,8833.451251491411
ATS6Z,650.0
ATS6d,63.0
ATS6i,6006.043220618722
ATS6m,2204.4369779999993
ATS6p,53.01290895158398
ATS6v,5117.178256450949
ATS7Z,504.0
ATS7d,26.0
ATS7i,1924.3975060501805
ATS7m,1782.6178720000003
ATS7p,35.42837543999999
ATS7v,3287.0893443840796
ATS8Z,128.0
ATS8d,8.0
ATS8i,1127.04004371544
ATS8m,258.53184000000005
ATS8p,15.469597599999998
ATS8v,1089.5891661679054
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,0
C2SP3,6
C3SP2,0
C3SP3,4
C4SP3,0
FCSP3,0.9090909090909091
GGI10,0.0
JGI10,0.0
JGT10,0.4394773576097106
Kier1,11.484375
Kier2,4.107638888888889
Kier3,1.7439446366782008
MAXdS,4.860378401360544
MINdS,4.860378401360544
MPC10,24
MWC01,16.0
MWC02,4.394449154672439
MWC03,5.2832037287379885
MWC04,6.212606095751519
MWC05,7.130098510125578
MWC06,8.067462667010057
MWC07,8.996280439395015
MWC08,9.936099940263604
MWC09,10.870034040741325
MWC10,11.810634598004643
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-0.3364999999999996
SRW02,3.4965075614664802
SRW03,0.0
SRW04,4.859812404361672
SRW05,3.4339872044851463
SRW06,6.411818267709897
SRW07,5.820082930352362
SRW08,8.073714641109857
SRW09,7.946971357693591
SRW10,9.80493712880685
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.3306453136810279
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,1400000285
Xc-3d,1.1498299142610593
Xc-4d,0.0
Xc-5d,0.24719387459906544
Xc-6d,0.0
Xp-1d,6.754020195423489
Xp-2d,6.543580433421207
Xp-3d,5.340367055641812
Xp-4d,5.08668114640397
Xp-5d,3.6926113249637544
Xp-6d,2.8105166017161585
Xp-7d,1.9427951299603683
ZMIC0,55.279408716049396
ZMIC1,41.33983681915987
ZMIC2,29.76800296477099
ZMIC3,25.732839414822173
ZMIC4,24.376290470204864
ZMIC5,23.867786311375923
nAcid,1
nAtom,30
nBase,1
nRing,3
piPC1,2.8903717578961645
piPC2,3.295836866004329
piPC3,3.58351893845611
piPC4,3.9889840465642745
piPC5,4.143134726391533
piPC6,4.30406509320417
piPC7,4.3694478524670215
piPC8,4.276666119016055
piPC9,3.9512437185814275
AATS0Z,44.93333333333333
AATS0d,3.1666666666666665
AATS0i,152.91516518134674
AATS0m,181.41595182966674
AATS0p,63.63246325242451
AATS0v,470.7897376303936
AATS1Z,26.129032258064516
AATS1d,4.290322580645161
AATS1i,140.5926060261129
AATS1m,98.94351838709672
AATS1p,2.017246601612902
AATS1v,271.42537331740067
AATS2Z,23.578125
AATS2d,3.71875
AATS2i,147.20647901807962
AATS2m,87.68584470312507
AATS2p,1.708558110160078
AATS2v,220.41011987460408
AATS3Z,11.75
AATS3d,2.71875
AATS3i,158.02942561741907
AATS3m,39.376477364583344
AATS3p,1.2223972686914166
AATS3v,145.35647540461625
AATS4Z,11.966666666666667
AATS4d,2.2222222222222223
AATS4i,162.68414329417413
AATS4m,40.74647593333332
AATS4p,1.1655983762635
AATS4v,130.0967740501879
AATS5Z,15.469696969696969
AATS5d,1.9393939393939394
AATS5i,161.40434099686445
AATS5m,53.292872303030286
AATS5p,1.3050648424124998
AATS5v,133.8401704771426
AATS6Z,17.56756756756757
AATS6d,1.7027027027027026
AATS6i,162.32549244915467
AATS6m,59.57937778378376
AATS6p,1.4327813230157833
AATS6v,138.30211503921484
AATS7Z,36.0
AATS7d,1.8571428571428572
AATS7i,137.45696471787002
AATS7m,127.32984800000001
AATS7p,2.530598245714285
AATS7v,234.79209602743427
AATS8Z,16.0
AATS8d,1.0
AATS8i,140.88000546443
AATS8m,32.316480000000006
AATS8p,1.9336996999999998
AATS8v,136.19864577098818
ATS0dv,118.04938271604938
ATS0pe,169.9463
ATS0se,214.76007500000009
ATS1dv,127.77777777777777
ATS1pe,192.88200000000006
ATS1se,233.55828400000007
ATS2dv,170.1851851851852
ATS2pe,388.00629999999984
ATS2se,478.75415299999975
ATS3dv,129.33333333333334
ATS3pe,548.0880000000001
ATS3se,696.6011920000001
ATS4dv,93.22222222222223
ATS4pe,503.2540000000002
ATS4se,650.3487040000002
ATS5dv,55.55555555555555
ATS5pe,371.2029999999999
ATS5se,482.818604
ATS6dv,23.22222222222222
ATS6pe,209.27100000000007
ATS6se,275.6100639999999
ATS7dv,5.777777777777778
ATS7pe,82.81200000000003
ATS7se,106.93748000000005
ATS8dv,0.0
ATS8pe,45.40800000000001
ATS8se,61.316352
ATSC0Z,694.6666666666667
ATSC0c,1.6070998358845885
ATSC0d,21.366666666666667
ATSC0i,109.59023734777216
ATSC0m,3075.811033593667
ATSC0p,1705.997605277035
ATSC0v,7049.305540266952
ATSC1Z,-12.888888888888898
ATSC1c,-0.0778004336045208
ATSC1d,5.4211111111111165
ATSC1i,-7.962531111735061
ATSC1m,-62.488023037122
ATSC1p,40.21468726352339
ATSC1v,-350.90405182590257
ATSC2Z,135.4444444444444
ATSC2c,0.5105503634469954
ATSC2d,1.8511111111111105
ATSC2i,-20.50088872432425
ATSC2m,513.9727716088446
ATSC2p,102.26386535630425
ATSC2v,-670.147763449892
ATSC3Z,96.66666666666674
ATSC3c,-0.0821641000816406
ATSC3d,-15.673333333333334
ATSC3i,-6.621716056441843
ATSC3m,368.0328041249322
ATSC3p,208.77148880362847
ATSC3v,70.37954504601589
ATSC4Z,251.0000000000001
ATSC4c,-0.05982621283550506
ATSC4d,-2.100000000000001
ATSC4i,34.8677450749324
ATSC4m,1131.4404157989982
ATSC4p,215.93480274749797
ATSC4v,1809.0812252163018
ATSC5Z,45.666666666666714
ATSC5c,0.035295538920562926
ATSC5d,-1.4066666666666674
ATSC5i,18.83903314239163
ATSC5m,244.07818661526593
ATSC5p,143.55249351984898
ATSC5v,1086.3746695196312
ATSC6Z,-116.8888888888889
ATSC6c,-0.062286110221933415
ATSC6d,3.414444444444444
ATSC6i,22.71452221737644
ATSC6m,-456.42534633118936
ATSC6p,75.18632561959684
ATSC6v,936.8715016758406
ATSC7Z,-208.4444444444445
ATSC7c,0.01657755169748451
ATSC7d,-2.304444444444444
ATSC7i,-13.568540933880158
ATSC7m,-903.4664772083772
ATSC7p,2.622633788415389
ATSC7v,-547.2379047593103
ATSC8Z,-332.4444444444444
ATSC8c,-0.08389651526373718
ATSC8d,2.5688888888888886
ATSC8i,-20.521505505904056
ATSC8m,-1460.0216381609773
ATSC8p,-4.624924574142444
ATSC8v,-709.9245786441533
AXp-1d,0.42212626221396804
AXp-2d,0.2726491847258836
AXp-3d,0.1570696192835827
AXp-4d,0.09973884600792099
AXp-5d,0.06258663262650431
AXp-6d,0.04133112649582586
AXp-7d,0.027754216142290976
GATS1Z,0.39255309268775923
GATS1c,0.3182693572484006
GATS1d,1.006995118514418
GATS1i,0.40437120225660245
GATS1m,0.4032504403171624
GATS1p,0.005381784923780583
GATS1v,0.23060594364261827
GATS2Z,0.33756073056621877
GATS2c,0.15552277128066674
GATS2d,1.1557868564742588
GATS2i,0.4511456277525244
GATS2m,0.3600984419347565
GATS2p,0.005915967217279373
GATS2v,0.2569756843667984
GATS3Z,0.360717070537428
GATS3c,0.2187929774446401
GATS3d,1.2088046021840873
GATS3i,0.4170259963793429
GATS3m,0.38407305410625664
GATS3p,0.005106293652661625
GATS3v,0.25904484838153474
GATS4Z,0.44738483685220726
GATS4c,0.2859082766356387
GATS4d,0.7841913676547061
GATS4i,0.3332451477016336
GATS4m,0.4559337963115567
GATS4p,0.004989243074206574
GATS4v,0.20689042366771473
GATS5Z,0.8396767579829
GATS5c,0.44330404400951484
GATS5d,0.6991916040277973
GATS5i,0.3992967735644602
GATS5m,0.8261703093459082
GATS5p,0.008074931743795886
GATS5v,0.23354798871499083
GATS6Z,1.3939993256212067
GATS6c,0.7492235273883494
GATS6d,0.5135556773622296
GATS6i,0.3702705244445231
GATS6m,1.3484892746008457
GATS6p,0.011265576427271587
GATS6v,0.21748836821457204
GATS7Z,2.758260213874417
GATS7c,0.977564894091131
GATS7d,0.9694673501225762
GATS7i,0.8319948730368842
GATS7m,2.652572647401311
GATS7p,0.024284424619229424
GATS7v,0.45437314593093137
GATS8Z,4.696497120921305
GATS8c,1.5756454522880026
GATS8d,0.0
GATS8i,1.3876053557765358
GATS8m,4.54556117241857
GATS8p,0.04238845095481093
GATS8v,0.731167555522211
MATS1Z,-0.017955544548325195
MATS1c,-0.0468488270092327
MATS1d,0.2455336923154348
MATS1i,-0.07031351930526385
MATS1m,-0.019660596733035163
MATS1p,0.02281213007972595
MATS1v,-0.04817276884132216
MATS2Z,0.09139575335892511
MATS2c,0.14891450893220398
MATS2d,0.040610374414976586
MATS2i,-0.08768839106563307
MATS2m,0.07832884857369085
MATS2p,0.028098624955562767
MATS2v,-0.044562086622966963
MATS3Z,0.04348608445297508
MATS3c,-0.015976780472620616
MATS3d,-0.2292316692667707
MATS3i,-0.0188820310797524
MATS3m,0.03739184560849548
MATS3p,0.03824219333563453
MATS3v,0.003119968016884552
MATS4Z,0.12044145873320541
MATS4c,-0.012408731865865528
MATS4d,-0.03276131045241811
MATS4i,0.1060549002623399
MATS4m,0.12261702723189985
MATS4p,0.042191306341728914
MATS4v,0.08554418185273671
MATS5Z,0.029881347059849968
MATS5c,0.009982843892982759
MATS5d,-0.02992483335697066
MATS5i,0.07813831861437578
MATS5m,0.036070041061671665
MATS5p,0.03824808031164681
MATS5v,0.07005039931135808
MATS6Z,-0.13643201743009803
MATS6c,-0.03142446436969464
MATS6d,0.1295695071046085
MATS6i,0.16805493465450158
MATS6m,-0.12031773119072758
MATS6p,0.035733863546432945
MATS6v,0.10775891859988292
MATS7Z,-0.6429942418426106
MATS7c,0.022103993960328725
MATS7d,-0.2311121016269222
MATS7i,-0.2653105382557664
MATS7m,-0.6294273519644668
MATS7p,0.0032942188952790412
MATS7v,-0.16635009595729017
MATS8Z,-1.7946257197696733
MATS8c,-0.1957637759734099
MATS8d,0.45085803432137284
MATS8i,-0.7022126013189498
MATS8m,-1.780044704731674
MATS8p,-0.010166173211138699
MATS8v,-0.3776566577669945
MAXssO,5.599537037037037
MINssO,5.599537037037037
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.945132275132275
SssNH2,0
SsssAs,0
SsssCH,4.070595238095237
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,464
TMWC10,103.70086917470216
TSRW10,64.84783149598586
Xc-3dv,0.9546133567523877
Xc-4dv,0.0
Xc-5dv,0.21843620292100757
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2926435951945342
Xch-6d,0.5726237653350121
Xch-7d,1.0647922974581474
Xp-1dv,6.401968626953594
Xp-2dv,5.986074588042941
Xp-3dv,4.797157421067514
Xp-4dv,4.4976870149954085
Xp-5dv,3.125513868887974
Xp-6dv,2.2795863747866107
Xp-7dv,1.5013610020299442
Xpc-4d,2.4038423392892265
Xpc-5d,4.4383306208865365
Xpc-6d,6.407863667989096
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,31
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,0
nSpiro,0
naRing,0
piPC10,3.4657359027997265
AATS0dv,3.9349794238683127
AATS0pe,5.664876666666667
AATS0se,7.1586691666666695
AATS1dv,4.121863799283154
AATS1pe,6.222000000000002
AATS1se,7.534138193548389
AATS2dv,2.6591435185185186
AATS2pe,6.0625984374999975
AATS2se,7.480533640624996
AATS3dv,1.3472222222222223
AATS3pe,5.709250000000001
AATS3se,7.256262416666668
AATS4dv,1.0358024691358025
AATS4pe,5.591711111111113
AATS4se,7.226096711111113
AATS5dv,0.8417508417508417
AATS5pe,5.624287878787878
AATS5se,7.315433393939394
AATS6dv,0.6276276276276276
AATS6pe,5.655972972972975
AATS6se,7.448920648648646
AATS7dv,0.4126984126984127
AATS7pe,5.915142857142859
AATS7se,7.638391428571432
AATS8dv,0.0
AATS8pe,5.676000000000001
AATS8se,7.664544
AATSC0Z,23.15555555555556
AATSC0c,0.053569994529486284
AATSC0d,0.7122222222222222
AATSC0i,3.6530079115924052
AATSC0m,102.52703445312224
AATSC0p,56.866586842567834
AATSC0v,234.97685134223175
AATSC1Z,-0.41577060931899673
AATSC1c,-0.002509691406597445
AATSC1d,0.17487455197132634
AATSC1i,-0.2568558423140342
AATSC1m,-2.0157426786168386
AATSC1p,1.2972479762426898
AATSC1v,-11.319485542771051
AATSC2Z,2.1163194444444438
AATSC2c,0.007977349428859304
AATSC2d,0.0289236111111111
AATSC2i,-0.3203263863175664
AATSC2m,8.030824556388197
AATSC2p,1.597872896192254
AATSC2v,-10.471058803904562
AATSC3Z,1.0069444444444453
AATSC3c,-0.0008558760425170896
AATSC3d,-0.1632638888888889
AATSC3i,-0.0689762089212692
AATSC3m,3.833675042968044
AATSC3p,2.17470300837113
AATSC3v,0.7331202608959989
AATSC4Z,2.78888888888889
AATSC4c,-0.0006647356981722784
AATSC4d,-0.023333333333333345
AATSC4i,0.3874193897214711
AATSC4m,12.571560175544423
AATSC4p,2.3992755860833106
AATSC4v,20.100902502403354
AATSC5Z,0.6919191919191926
AATSC5c,0.000534780892735802
AATSC5d,-0.021313131313131325
AATSC5i,0.2854398960968429
AATSC5m,3.6981543426555445
AATSC5p,2.1750377806037724
AATSC5v,16.46022226544896
AATSC6Z,-3.1591591591591595
AATSC6c,-0.0016834083843765787
AATSC6d,0.09228228228228227
AATSC6i,0.613906005875039
AATSC6m,-12.335820171113227
AATSC6p,2.0320628545836983
AATSC6v,25.32085139664434
AATSC7Z,-14.888888888888895
AATSC7c,0.0011841108355346078
AATSC7d,-0.16460317460317458
AATSC7i,-0.9691814952771541
AATSC7m,-64.53331980059838
AATSC7p,0.1873309848868135
AATSC7v,-39.08842176852216
AATSC8Z,-41.55555555555555
AATSC8c,-0.010487064407967147
AATSC8d,0.32111111111111107
AATSC8i,-2.565188188238007
AATSC8m,-182.50270477012216
AATSC8p,-0.5781155717678055
AATSC8v,-88.74057233051916
ATS0are,166.33530000000002
ATS1are,187.2
ATS2are,378.1836000000002
ATS3are,538.7099999999999
ATS4are,495.3359999999999
ATS5are,363.9079999999999
ATS6are,204.58400000000003
ATS7are,78.608
ATS8are,42.94400000000001
ATSC0dv,73.77613168724277
ATSC0pe,4.412269999999998
ATSC0se,6.205014966666667
ATSC1dv,21.13503429355282
ATSC1pe,0.5670209999999936
ATSC1se,0.3629187011111126
ATSC2dv,-9.778381344307267
ATSC2pe,0.6937839999999906
ATSC2se,1.0028724711111128
ATSC3dv,-33.235884773662555
ATSC3pe,-0.27665400000000406
ATSC3se,0.20515877333333574
ATSC4dv,-1.5333333333333314
ATSC4pe,-0.04274000000000172
ATSC4se,0.1470141000000019
ATSC5dv,-2.1346502057613153
ATSC5pe,-7.400000000179485e-05
ATSC5se,0.17707174000000186
ATSC6dv,-3.161755829903977
ATSC6pe,-0.3936930000000013
ATSC6se,-0.11472429222222055
ATSC7dv,-11.490589849108368
ATSC7pe,-0.14058600000000124
ATSC7se,0.03482994888888967
ATSC8dv,4.78727023319616
ATSC8pe,-0.2753520000000002
ATSC8se,-0.11439225777777715
AXp-1dv,0.4001230391845996
AXp-2dv,0.2494197745017892
AXp-3dv,0.1410928653255151
AXp-4dv,0.0881899414704982
AXp-5dv,0.0529748113370843
AXp-6dv,0.03352332904097957
AXp-7dv,0.02144801431471349
BertzCT,271.3135362459449
ECIndex,3200000000
GATS1dv,0.7956330084663117
GATS1pe,0.3629230568684672
GATS1se,0.15782652789764723
GATS2dv,1.1200611243278524
GATS2pe,0.45011907136235974
GATS2se,0.16630611326782235
GATS3dv,1.1124659045270984
GATS3pe,0.45737287250478004
GATS3se,0.17475510326327487
GATS4dv,0.9558501974608987
GATS4pe,0.44965579571915987
GATS4se,0.19304460733980458
GATS5dv,0.9772983353245077
GATS5pe,0.48616183341619446
GATS5se,0.23441443714848473
