DLiP-ID,I001IQ
AATSC5Z,-1.3897070894473498
AATSC5c,-0.00042017842110252405
AATSC5d,-0.02562095912745263
AATSC5i,-0.13969569158891368
AATSC5m,-6.581582631578118
AATSC5p,-0.02270306826930235
AATSC5s,-0.23749667360056975
AATSC5v,-7.627629332428657
AATSC6Z,-0.34606095699320955
AATSC6c,-0.0008197104217902676
AATSC6d,0.04035795125546138
AATSC6i,-0.09116282095782188
AATSC6m,-1.6058345302353019
AATSC6p,-0.0023102069717557713
AATSC6s,-0.08153907342094946
AATSC6v,-1.4147865875664596
AATSC7Z,1.1020523415977963
AATSC7c,0.0006036828604312983
AATSC7d,0.009364095500459135
AATSC7i,0.1494369446321634
AATSC7m,5.197578162054635
AATSC7p,0.019181885700285495
AATSC7s,0.2921024640342822
AATSC7v,5.747400198536104
AATSC8Z,0.041847350510452096
AATSC8c,0.0008234918989870968
AATSC8d,-0.05208972845336481
AATSC8i,-0.17574618625051908
AATSC8m,0.10165260911452134
AATSC8p,-0.02068081752528689
AATSC8s,0.09336173036707797
AATSC8v,-3.215360139404707
ATS0are,336.0246999999999
ATS1are,365.15
ATS2are,634.5320000000002
ATS3are,842.7469000000001
ATS4are,894.7550000000002
ATS5are,904.0920000000002
ATS6are,926.7710000000001
ATS7are,838.7849000000001
ATS8are,700.006
ATSC0dv,213.34545454545466
ATSC0pe,5.772698181818181
ATSC0se,3.667539927272726
ATSC1dv,75.12661157024797
ATSC1pe,0.30102919008264895
ATSC1se,-0.012430396033062457
ATSC2dv,31.038347107438035
ATSC2pe,0.6160487933884365
ATSC2se,0.3079913335537089
ATSC3dv,-43.520661157024804
ATSC3pe,0.28682082644628853
ATSC3se,0.27080592396692754
ATSC4dv,-152.62545454545452
ATSC4pe,-3.1209170909090798
ATSC4se,-1.8682025745454742
ATSC5dv,-98.88694214876034
ATSC5pe,-2.5923405950413136
ATSC5se,-1.3093910783471199
ATSC6dv,9.322975206611563
ATSC6pe,-1.1614293553719037
ATSC6se,-0.7534103378512351
ATSC7dv,77.16826446280992
ATSC7pe,2.6219283966942055
ATSC7se,1.5578993176859617
ATSC8dv,-9.911074380165298
ATSC8pe,1.0343148429752027
ATSC8se,0.7627138300826518
AXp-0dv,0.5731086500305415
AXp-1dv,0.3089588627262043
AXp-2dv,0.1648731229351703
AXp-3dv,0.08831801581331765
AXp-4dv,0.04980844029337936
AXp-5dv,0.027470781943666655
AXp-6dv,0.013991243403594637
AXp-7dv,0.007496625021209704
BertzCT,1048.510213770826
ECIndex,809
ETA_eta,25.73280054657202
GATS1dv,0.4822193684136283
GATS1pe,0.6573627750890864
GATS1se,0.6976511312892589
GATS2dv,0.9084415770706094
GATS2pe,0.8885964324373111
GATS2se,0.8952043949055533
GATS3dv,1.1783705471280035
GATS3pe,1.1218324249822986
GATS3se,1.1629753144014854
GATS4dv,1.4124634526884392
GATS4pe,1.5224805978428668
GATS4se,1.6500576636220892
GATS5dv,1.2233679904550872
GATS5pe,1.4100260996976512
GATS5se,1.5036889508131663
GATS6dv,0.9681078123456357
GATS6pe,1.0967561162573123
GATS6se,1.1062837632496079
GATS7dv,0.8199729418783019
GATS7pe,0.7087955010166977
GATS7se,0.6365165877651275
GATS8dv,0.9401251552265695
GATS8pe,0.7645160077773536
GATS8se,0.7077526289237479
LogEE_A,4.3330851540204485
LogEE_D,185.85846435258046
MATS1dv,0.333922053801802
MATS1pe,0.049449790330738846
MATS1se,-0.003213992144013654
MATS2dv,0.07922395273445873
MATS2pe,0.05811357265622085
MATS2se,0.04573039591964479
MATS3dv,-0.08310765171170827
MATS3pe,0.02024234172868676
MATS3se,0.0300823826275223
MATS4dv,-0.27515045036776736
MATS4pe,-0.20793616597752862
MATS4se,-0.195918644649244
MATS5dv,-0.1734206892233627
MATS5pe,-0.1680190651472301
MATS5se,-0.13357952096155307
MATS6dv,0.015308554052190847
MATS6pe,-0.07048179958930871
MATS6se,-0.07196474014728496
MATS7dv,0.1381514781357119
MATS7pe,0.17347710781114636
MATS7se,0.16224253892074833
MATS8dv,-0.02147103941286759
MATS8pe,0.08281130595573724
MATS8se,0.0961175072137498
MAXaaCH,1.9359647762150467
MAXaaaC,0.8805329335279941
MAXaasC,0.6719843562193575
MAXdssC,0.0019470626198276886
MAXsCH3,1.9691355400184765
MAXsssN,1.811187592703646
MDEC-11,0.19999999999999996
MDEC-12,4.422821591541871
MDEC-13,4.174661302525438
MDEC-22,15.740114601011143
MDEC-23,22.62035673493533
MDEC-33,7.154454284104172
MDEN-23,0.23904572186687872
MDEN-33,0.33333333333333337
MDEO-11,0.14285714285714285
MDEO-12,0.40824829046386313
MINaaCH,1.734716409740344
MINaaaC,0.8296812188879501
MINaasC,0.6453651937611731
MINdssC,-0.0738856869908453
MINsCH3,1.7695944087511548
MINsssN,1.8083536470143613
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,646.9375364241364
SpAbs_A,39.5289212601593
SpAbs_D,371.7169287051611
SpMAD_A,1.3176307086719767
SpMAD_D,12.390564290172032
SpMax_A,2.4143474395872215
SpMax_D,185.85846435258046
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,62.74
TpiPC10,8.432508508981439
VAdjMat,6.044394119358453
VE1_DzZ,5.409909898001016
VE1_Dzi,5.409692381236984
VE1_Dzm,5.409926266509691
VE1_Dzp,5.427715451073552
VE1_Dzv,5.422477587836769
VE2_DzZ,0.1803303299333672
VE2_Dzi,0.18032307937456613
VE2_Dzm,0.18033087555032304
VE2_Dzp,0.1809238483691184
VE2_Dzv,0.18074925292789232
VE3_DzZ,2.7868447266745027
VE3_Dzi,2.7868045187706545
VE3_Dzm,2.7868477523226596
VE3_Dzp,2.7901306068409752
VE3_Dzv,2.7891651191994415
VR1_DzZ,190.2537444207183
VR1_Dzi,190.3612698782361
VR1_Dzm,190.25189017821847
VR1_Dzp,188.10979294794217
VR1_Dzv,188.714259717016
VR2_DzZ,6.341791480690611
VR2_Dzi,6.34537566260787
VR2_Dzm,6.341729672607283
VR2_Dzp,6.270326431598073
VR2_Dzv,6.290475323900534
VR3_DzZ,6.3469709667968734
VR3_Dzi,6.347535975828776
VR3_Dzm,6.346961220594288
VR3_Dzp,6.335638086075725
VR3_Dzv,6.338846306375166
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.11847267936319668
Xch-7dv,0.15533615599622652
Xpc-4dv,1.9063164629149243
Xpc-5dv,2.6139631544264357
Xpc-6dv,3.399197083791204
Zagreb1,158.0
Zagreb2,187.0
fragCpx,219.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,33
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.109539999999998
AATS1are,6.2956896551724135
AATS2are,6.282495049504952
AATS3are,6.242569629629631
AATS4are,6.257027972027974
AATS5are,6.150285714285716
AATS6are,5.9030000000000005
AATS7are,5.824895138888889
AATS8are,5.8824033613445375
AATSC0dv,3.879008264462812
AATSC0pe,0.10495814876033056
AATSC0se,0.06668254413223138
AATSC1dv,1.2952864063835858
AATSC1pe,0.005190158449700844
AATSC1se,-0.00021431717298383545
AATSC2dv,0.3073103674003766
AATSC2pe,0.006099493003845906
AATSC2se,0.0030494191440961277
AATSC3dv,-0.32237526782981335
AATSC3pe,0.002124598714416952
AATSC3se,0.002005969807162426
AATSC4dv,-1.0673108709472343
AATSC4pe,-0.021824595041322236
AATSC4se,-0.01306435366815017
AATSC5dv,-0.6727002867262608
AATSC5pe,-0.01763497003429465
AATSC5se,-0.008907422301681088
AATSC6dv,0.05938200768542397
AATSC6pe,-0.007397639206190469
AATSC6se,-0.004798791960835893
AATSC7dv,0.53589072543618
AATSC7pe,0.018207836088154204
AATSC7se,0.010818745261708068
AATSC8dv,-0.08328633932912015
AATSC8pe,0.008691721369539518
AATSC8se,0.00640935991666094
AETA_eta,0.8577600182190673
ATSC0are,6.083170909090906
ATSC1are,0.20301976859504617
ATSC2are,0.6027716033057934
ATSC3are,0.29950595041323325
ATSC4are,-3.2561498181818047
ATSC5are,-2.4497440661156937
ATSC6are,-1.1952005950413258
ATSC7are,2.6895834380165193
ATSC8are,1.1389811239669374
BCUTZ-1h,8.023629239196108
BCUTZ-1l,5.673990305500128
BCUTc-1h,0.4305102794033585
BCUTc-1l,-0.5119357455501763
BCUTd-1h,3.240005522468224
BCUTd-1l,0.9772786122290102
BCUTi-1h,14.548625466952737
BCUTi-1l,10.937121641653345
BCUTm-1h,16.01155965611228
BCUTm-1l,11.687184861200057
BCUTp-1h,2.009094820643534
BCUTp-1l,0.7510341679667459
BCUTs-1h,7.00935888433473
BCUTs-1l,1.2576163063795196
BCUTv-1h,20.911286548783245
BCUTv-1l,14.701777626495922
BalabanJ,1.2807571378077622
Diameter,16
ETA_beta,39.0
GATS1are,0.6771887941299712
GATS2are,0.909403909344925
GATS3are,1.1500219383192498
GATS4are,1.5644319607698158
GATS5are,1.4242340570648588
GATS6are,1.09213899332299
GATS7are,0.691612986528557
GATS8are,0.7424934056947745
HybRatio,0.2916666666666667
Lipinski,True
LogEE_Dt,323.46876821206814
MATS1are,0.0316477621553921
MATS2are,0.053959023525985056
MATS3are,0.02005877273291705
MATS4are,-0.2058737677111341
MATS5are,-0.1506732134915279
MATS6are,-0.06882937396529851
MATS7are,0.16887104889409035
MATS8are,0.08653707993390573
MAXssCH2,0.5086460712741376
MAXsssCH,-0.08412367724867775
MINssCH2,0.48945090073066266
MINsssCH,-0.6299713030809713
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,25.99328161627751
SMR_VSA6,19.634269217737724
SMR_VSA7,72.42396574792618
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,298.46664340600444
SpAD_Dzi,293.22723865039495
SpAD_Dzm,298.5515372027745
SpAD_Dzp,454.12115483022205
SpAD_Dzv,390.4258469902712
SpAbs_Dt,646.9375364241364
SpDiam_A,4.828694879174442
SpDiam_D,284.99172626974405
SpMAD_Dt,21.564584547471213
SpMax_Dt,323.46876821206814
SsssssAs,0
VE1_Dzpe,5.409488093604894
VE1_Dzse,5.409972624469822
VE2_Dzpe,0.1803162697868298
VE2_Dzse,0.18033242081566075
VE3_Dzpe,2.7867667547953534
VE3_Dzse,2.7868563213417605
VMcGowan,310.13000000000096
VR1_Dzpe,190.31121695318447
VR1_Dzse,190.24536121164292
VR2_Dzpe,6.343707231772815
VR2_Dzse,6.341512040388097
VR3_Dzpe,6.347273004760093
VR3_Dzse,6.34692690251944
mZagreb1,9.11111111111111
mZagreb2,6.611111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11060310743801646
AATSC1are,0.0035003408378456234
AATSC2are,0.0059680356762949836
AATSC3are,0.0022185625956535797
AATSC4are,-0.02277027844882381
AATSC5are,-0.016664925619834653
AATSC6are,-0.007612742643575324
AATSC7are,0.018677662764003608
AATSC8are,0.009571269949301995
AETA_beta,1.3
BCUTdv-1h,6.023521295036479
BCUTdv-1l,0.9930509564625988
BCUTpe-1h,3.491407253595759
BCUTpe-1l,2.220365316854808
BCUTse-1h,3.7042624917807854
BCUTse-1l,2.4159228473655294
ETA_alpha,14.200000000000001
ETA_dBeta,0.0
ETA_eta_B,0.3724996667149014
ETA_eta_F,30.346185435214455
ETA_eta_L,6.77425757400041
ETA_eta_R,56.078985981786474
ETA_psi_1,0.5795918367346943
LabuteASA,175.6247144842841
LogEE_DzZ,149.21550047134468
LogEE_Dzi,146.52688308638997
LogEE_Dzm,149.2579729803801
LogEE_Dzp,226.10029176559848
LogEE_Dzv,194.78193203135473
PEOE_VSA1,14.536682415501005
PEOE_VSA2,14.573052889090853
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,50.24567681015091
PEOE_VSA8,42.822629324660554
PEOE_VSA9,5.516700717616262
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,295.792730711193
SpAD_Dzse,298.8609160176119
SpAbs_DzZ,297.49876536077653
SpAbs_Dzi,292.27111759918864
SpAbs_Dzm,297.58630606562497
SpAbs_Dzp,457.00201177875965
SpAbs_Dzv,391.7188213816138
SpDiam_Dt,459.7311599445444
SpMAD_DzZ,9.948888113533481
SpMAD_Dzi,9.774241288346499
SpMAD_Dzm,9.95171790675915
SpMAD_Dzp,15.137371827674068
SpMAD_Dzv,13.014194899675708
SpMax_DzZ,149.21550047134468
SpMax_Dzi,146.52688308638997
SpMax_Dzm,149.2579729803801
SpMax_Dzp,226.10029176559848
SpMax_Dzv,194.78193203135473
VE1_Dzare,5.408669277055077
VE2_Dzare,0.1802889759018359
VE3_Dzare,2.7866153766034256
VR1_Dzare,190.41164539451876
VR2_Dzare,6.3470548464839585
VR3_Dzare,6.347800571941346
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4733333333333334
AETA_dBeta,0.0
AETA_eta_B,0.01241665555716338
AETA_eta_F,1.0115395145071484
AETA_eta_L,0.22580858580001367
AETA_eta_R,1.8692995327262159
BCUTare-1h,3.5459930646480955
BCUTare-1l,2.1712032535428643
ETA_beta_s,19.5
ETA_dPsi_A,0.1344081632653057
ETA_dPsi_B,0.0
ETA_eta_BR,0.7164996667149014
ETA_eta_FL,7.767456321657784
ETA_eta_RL,14.541713895658194
LogEE_Dzpe,147.8714104802909
LogEE_Dzse,149.4135889162291
PEOE_VSA10,5.749511833283905
PEOE_VSA11,6.103966387748303
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,4.736862953800049
SlogP_VSA2,58.37823387598516
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,24.205463075150064
SlogP_VSA6,66.86051425622918
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,291.3304726975636
SpAbs_Dzpe,294.764738664113
SpAbs_Dzse,297.90231757971463
SpDiam_DzZ,233.42928164960523
SpDiam_Dzi,228.77305301369415
SpDiam_Dzm,233.49962537013715
SpDiam_Dzp,362.48248601368994
SpDiam_Dzv,309.7987144864359
SpMAD_Dzpe,9.8597576903731
SpMAD_Dzse,9.962030533920396
SpMax_Dzpe,147.8714104802909
SpMax_Dzse,149.4135889162291
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.65
AETA_eta_BR,0.023883322223830047
AETA_eta_FL,0.25891521072192614
AETA_eta_RL,0.4847237965219398
DetourIndex,4657
EState_VSA1,6.103966387748303
EState_VSA2,17.85620028785097
EState_VSA3,30.947232542718627
EState_VSA4,10.902924932081056
EState_VSA5,0.0
EState_VSA6,13.1205807713037
EState_VSA7,77.38722734600768
EState_VSA8,4.9839785209472085
EState_VSA9,4.736862953800049
ETA_beta_ns,19.5
ETA_shape_p,0.11737089201877933
ETA_shape_x,0.0
ETA_shape_y,0.33802816901408445
GhoseFilter,True
LogEE_Dzare,145.63375125170055
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,290.1836024243046
SpDiam_Dzpe,231.17309241735273
SpDiam_Dzse,233.7613660881557
SpMAD_Dzare,9.711015756585454
SpMax_Dzare,145.63375125170055
TopoPSA(NO),62.74
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,67.66666666666666
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.65
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02666666666666663
FilterItLogS,-4.48361665623581
SpDiam_Dzare,227.44310363178195
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5818181818181818
ETA_epsilon_2,0.8166666666666662
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5246376811594197
ETA_epsilon_5,0.8166666666666662
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.13896103896103934
ETA_dEpsilon_B,0.05718050065876212
ETA_dEpsilon_C,-0.08178053830227722
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8666666666666667
MDEDescriptor,"0.19999999999999996,4.422821591541871,4.174661302525438,0.0,15.740114601011143,22.62035673493533,0.0,7.154454284104172,0.0,0.0,0.14285714285714285,0.4082482904638629,0.0,0.0,0.0,0.0,0.0,0.23904572186687872,0.33333333333333337"
APolDescriptor,64.61582499999996
BCUTDescriptor,"11.889999999999992,15.99693735391929,-0.3328107784472548,0.23445057952034135,5.4978189744569415,10.104739119999449"
BPolDescriptor,36.44217499999999
TPSADescriptor,62.74
ALOGPDescriptor,"2.368800000000003,5.6112134400000135,114.30329999999998"
XLogPDescriptor,3.4890000000000003
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,403.18959186
ChiPathDescriptor,"21.087211190881018,14.541713895658196,12.942955064872883,11.383846252296207,9.243212361820275,7.370955967708638,4.57594415379828,3.3787981656619515,17.193259500916245,10.195642469964744,7.584163655017834,5.475716980425694,3.8850583428835916,2.6371950665919974,1.32916812334149,0.8096355022906488"
ChiChainDescriptor,"0.0,0.0,0.0,0.32147816943725344,0.456910021803449,0.0,0.0,0.0,0.11847267936319668,0.15533615599622652"
AtomCountDescriptor,55
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.7951368938933578,0.0,0.6394080817025601,0.0,0.8808413864712732,0.0,0.18126340469211288,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,2,5,2,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.4399999999999995
WeightedPathDescriptor,"61.524233623951176,2.0508077874650392,18.138366000102803,8.203236543263106,9.93512945683969"
FractionalPSADescriptor,0.15560917560040907
WienerNumbersDescriptor,"2697.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.944558668050045,7.673881080599795,10.832093692951801,1.9063164629149238,2.6139631544264357,3.138954847500464"
FractionalCSP3Descriptor,0.2916666666666667
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,11,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.744801512287335,5.506763787721124"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2494.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2916666666666667
AutocorrelationDescriptorMass,"33.40334801045228,35.65782337397383,50.761294388733056,56.17210423747279,50.53565692174004"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6313398293822816,-0.3546297007559822,-0.05884072915611079,0.23109124532587874,-0.14380695266013444"
EccentricConnectivityIndexDescriptor,809
AutocorrelationDescriptorPolarizability,"2024.7750316169638,2369.0442097559526,3275.781849624155,3416.8438504813475,2982.0918868967497"
