DLiP-ID,C001ZW
MolMR,112.04100000000003
MolWt,391.93900000000014
fr_SH,0
Kappa1,23.159808917197456
Kappa2,11.07477516083501
Kappa3,8.565083745169442
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,698.2041197999512
MolLogP,4.051700000000004
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.6449951514817383e-06
SMR_VSA1,14.637927532712578
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,45.25574648505554
SMR_VSA6,13.151638370425493
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,167.91017498743116
NHOHCount,2
PEOE_VSA1,15.160178952647087
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,42.46456947923127
PEOE_VSA7,44.8882188506181
PEOE_VSA8,18.50450328122193
PEOE_VSA9,5.563451491696996
RingCount,2
SMR_VSA10,18.190278107544916
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,391.1914215
NumHDonors,2
PEOE_VSA10,18.460360185545124
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,35.68430235176279
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,43.11347338946369
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,6.103966387748303
EState_VSA2,30.33608532444118
EState_VSA3,30.699362976745494
EState_VSA4,5.563451491696996
EState_VSA5,0.0
EState_VSA6,12.13273413692322
EState_VSA7,63.23578107830314
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,58.25000000000001
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.901064578912528
EState_VSA11,0.0
FractionCSP3,0.4090909090909091
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.8799999999999994
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,27
HeavyAtomMolWt,361.69900000000007
MaxEStateIndex,12.585836037008926
MinEStateIndex,-0.6373130342714581
NumHeteroatoms,5
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,1
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0740740740740742
FpDensityMorgan2,1.7037037037037037
FpDensityMorgan3,2.3703703703703702
MaxPartialCharge,0.16642694970190108
MinPartialCharge,-0.49008209008161435
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.585836037008926
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,9
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,1
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49008209008161435
MinAbsPartialCharge,0.16642694970190108
NumRadicalElectrons,0
NumValenceElectrons,148
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,391.19142150000084
MZ,0.6140350877192982
Mi,1.1280678072364465
Mm,0.572481073635717
Mp,0.6558439962180902
Mv,0.5986076110283853
SZ,34.99999999999999
Si,64.29986501247745
Sm,32.631421197235866
Sp,37.38310778443114
Sv,34.12063382861796
nB,0
nC,22
nF,0
nH,30
nI,0
nN,1
nO,3
nP,0
nS,0
nX,1
ABC,19.70653833027305
AMW,6.863007394736857
IC0,1.4457128039815916
IC1,3.396535846549184
IC2,4.33423776850576
IC3,4.904927681014195
IC4,5.108605584074491
IC5,5.108605584074491
Mpe,0.9536979704162369
Mse,0.9954063965448946
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,112.04100000000003
SdO,12.585836037008926
SdS,0
Spe,54.3607843137255
SsF,0
SsI,0
Sse,56.73816460305899
StN,0
fMF,0.2631578947368421
nBr,0
nCl,1
BIC0,0.24095213399693194
BIC1,0.5660893077581973
BIC2,0.7223729614176267
BIC3,0.8174879468356991
BIC4,0.8514342640124152
BIC5,0.8514342640124152
CIC0,4.387177210183149
CIC1,2.436354167615557
CIC2,1.498652245658981
CIC3,0.9279623331505462
CIC4,0.7242844300902505
CIC5,0.7242844300902505
GGI1,6.0
GGI2,2.666666666666668
GGI3,1.1875
GGI4,1.1333333333333335
GGI5,0.7222222222222221
GGI6,0.47020408163265304
GGI7,0.3246527777777778
GGI8,0.23406399596875785
GGI9,0.2625
JGI1,0.2222222222222222
JGI2,0.0740740740740741
JGI3,0.03598484848484849
JGI4,0.03777777777777777
JGI5,0.02256944444444444
JGI6,0.016213933849401826
JGI7,0.01119492337164751
JGI8,0.008669036887731772
JGI9,0.010937500000000003
MIC0,15.496668995288475
MIC1,30.84073199829934
MIC2,35.43809850015086
MIC3,38.25442189933179
MIC4,38.45972922561658
MIC5,38.45972922561658
MPC2,36
MPC3,39
MPC4,45
MPC5,54
MPC6,46
MPC7,49
MPC8,51
MPC9,54
Mare,0.9642105263157895
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.21037037931836888
RPCG,0.09043999386583229
SIC0,0.2478553170848045
SIC1,0.5823075419390642
SIC2,0.7430686603005345
SIC3,0.8409086523323672
SIC4,0.8758275180345627
SIC5,0.8758275180345627
SaaN,0
SaaO,0
SaaS,0
Sare,54.96
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.082931781063962
SsSH,0
SssO,5.726497071050643
SssS,0
StCH,0
StsC,0
TIC0,82.40562982695073
TIC1,193.6025432533035
TIC2,247.05155280482833
TIC3,279.5808778178091
TIC4,291.190518292246
TIC5,291.190518292246
Vabc,385.23497177276585
WPol,33
apol,62.429789999999976
bpol,33.78021
nRot,9
ABCGG,15.857046148591357
ATS0Z,1352.0
ATS0d,156.0
ATS0i,9272.758742741871
ATS0m,5425.095134
ATS0p,82.58619914547
ATS0v,11646.341633941005
ATS1Z,1226.0
ATS1d,187.0
ATS1i,8296.845216760838
ATS1m,4527.549675000002
ATS1p,100.38580539600002
ATS1v,14138.823268890153
ATS2Z,1719.0
ATS2d,302.0
ATS2i,14990.052172658885
ATS2m,6247.243047999999
ATS2p,144.29304596103708
ATS2v,19863.543622374775
ATS3Z,1856.0
ATS3d,326.0
ATS3i,20969.83296149388
ATS3m,6362.768969
ATS3p,166.65167470528192
ATS3v,21940.53937091284
ATS4Z,1678.0
ATS4d,326.0
ATS4i,24665.00993470415
ATS4m,5739.819737999999
ATS4p,159.95257097069504
ATS4v,20248.477972842462
ATS5Z,1686.0
ATS5d,308.0
ATS5i,20116.83567471566
ATS5m,5930.233208000002
ATS5p,149.46671661056396
ATS5v,19698.773573485945
ATS6Z,1668.0
ATS6d,290.0
ATS6i,20393.98577081453
ATS6m,5677.072468999999
ATS6p,146.37462833807402
ATS6v,19382.026088976585
ATS7Z,1543.0
ATS7d,285.0
ATS7i,20814.42371562475
ATS7m,5377.175520999999
ATS7p,135.93935688705398
ATS7v,17838.14750287134
ATS8Z,1402.0
ATS8d,257.0
ATS8i,15622.68225526913
ATS8m,4878.887631
ATS8p,129.306414091282
ATS8v,17078.759067288698
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,11
C2SP3,3
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.4090909090909091
GGI10,0.12376288133863891
JGI10,0.006513835859928364
JGT10,0.44615759697207646
Kier1,25.037037037037038
Kier2,12.53858024691358
Kier3,9.846153846153847
MAXdO,12.585836037008926
MINdO,12.585836037008926
MPC10,54
MWC01,27.0
MWC02,4.844187086458591
MWC03,5.6240175061873385
MWC04,6.466144724237619
MWC05,7.266128779556451
MWC06,8.107418811719974
MWC07,8.917444732471514
MWC08,9.757825740104776
MWC09,10.574465808325012
MWC10,11.41452952911396
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.051700000000004
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.293304824724492
SRW05,0.0
SRW06,6.748759547491679
SRW07,0.0
SRW08,8.27563105457801
SRW09,0.0
SRW10,9.840281476632336
SaaCH,17.190445681952628
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.238618887227415
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.04792535378348872
SdssS,0
SsCH3,6.128814189481231
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2368138020520014
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2600001966
Xc-3d,2.591911142156702
Xc-4d,0.3535533905932738
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-1d,12.34915520981396
Xp-2d,11.548918605505948
Xp-3d,7.871168311584809
Xp-4d,5.854720512867243
Xp-5d,4.921050492050471
Xp-6d,2.6499648467950916
Xp-7d,1.8509969157598065
ZMIC0,92.416891203863
ZMIC1,52.13219971585791
ZMIC2,36.50342294640267
ZMIC3,28.10140074338678
ZMIC4,27.073162183542735
ZMIC5,27.073162183542735
nAcid,0
nAtom,57
nBase,1
nRing,2
piPC1,3.5553480614894135
piPC2,4.04305126783455
piPC3,4.436751534363128
piPC4,4.871373226762748
piPC5,5.31443674842792
piPC6,5.1412979926163
piPC7,5.35141372194368
piPC8,5.482460180512514
piPC9,5.758408750152853
AATS0Z,23.719298245614034
AATS0d,2.736842105263158
AATS0i,162.67997794283986
AATS0m,95.1771076140351
AATS0p,1.4488806867626316
AATS0v,204.32178305159658
AATS1Z,21.50877192982456
AATS1d,3.280701754385965
AATS1i,145.55868801334802
AATS1m,79.43069605263162
AATS1p,1.7611544806315793
AATS1v,248.04953103316058
AATS2Z,17.540816326530614
AATS2d,3.0816326530612246
AATS2i,152.95971604753964
AATS2m,63.74737804081632
AATS2p,1.4723780200105825
AATS2v,202.6892206364773
AATS3Z,14.06060606060606
AATS3d,2.4696969696969697
AATS3i,158.86237092040818
AATS3m,48.20279521969697
AATS3p,1.2625126871612267
AATS3v,166.21620735540031
AATS4Z,11.186666666666667
AATS4d,2.1733333333333333
AATS4i,164.43339956469433
AATS4m,38.26546491999999
AATS4p,1.066350473137967
AATS4v,134.98985315228308
AATS5Z,13.380952380952381
AATS5d,2.4444444444444446
AATS5i,159.65742598980682
AATS5m,47.06534292063494
AATS5p,1.1862437826235235
AATS5v,156.33947280544402
AATS6Z,13.133858267716535
AATS6d,2.283464566929134
AATS6i,160.58256512452385
AATS6m,44.701358023622035
AATS6p,1.152556128646252
AATS6v,152.61437865335893
AATS7Z,12.246031746031745
AATS7d,2.261904761904762
AATS7i,165.19383901289484
AATS7m,42.67599619841269
AATS7p,1.0788837848178887
AATS7v,141.5725992291376
AATS8Z,14.16161616161616
AATS8d,2.595959595959596
AATS8i,157.80487126534476
AATS8m,49.28169324242424
AATS8p,1.3061253948614342
AATS8v,172.512717851401
ATS0dv,302.44444444444446
ATS0pe,342.983
ATS0se,429.7776809999999
ATS1dv,286.0
ATS1pe,359.82250000000005
ATS1se,434.9610999999998
ATS2dv,353.0
ATS2pe,600.8145000000001
ATS2se,739.3200239999996
ATS3dv,377.0
ATS3pe,808.9787000000002
ATS3se,1005.3633639999998
ATS4dv,352.0
ATS4pe,871.9536999999998
ATS4se,1110.4376880000002
ATS5dv,328.0
ATS5pe,745.6620000000001
ATS5se,938.7623440000001
ATS6dv,337.0
ATS6pe,776.8125000000002
ATS6se,973.22874
ATS7dv,327.0
ATS7pe,748.5091000000003
ATS7se,949.296292
ATS8dv,254.0
ATS8pe,598.6681000000002
ATS8se,746.453548
ATSC0Z,578.3157894736842
ATSC0c,0.8506462170901223
ATSC0d,32.21052631578947
ATSC0i,75.77986134725762
ATSC0m,2730.1156937192986
ATSC0p,14.209380207854212
ATSC0v,2996.0635058015164
ATSC1Z,-56.10526315789473
ATSC1c,-0.31947439403643213
ATSC1d,8.684210526315791
ATSC1i,0.9170379160330856
ATSC1m,-262.28642885964945
ATSC1p,-0.721977657684211
ATSC1v,-44.51097556464105
ATSC2Z,2.351800554016627
ATSC2c,-0.17366144857102597
ATSC2d,-8.326869806094178
ATSC2i,-8.493557675643542
ATSC2m,11.114127219451959
ATSC2p,-0.9866026823648004
ATSC2v,0.022078425390517964
ATSC3Z,-209.67867036011074
ATSC3c,0.03966207165657296
ATSC3d,4.038781163434902
ATSC3i,-5.516528179978451
ATSC3m,-1005.9560728762698
ATSC3p,-4.719775110519857
ATSC3v,-1292.750351629268
ATSC4Z,151.37950138504155
ATSC4c,0.04331755474406026
ATSC4d,3.3407202216066474
ATSC4i,24.927110604339532
ATSC4m,719.4601244228996
ATSC4p,4.011877592012868
ATSC4v,922.1512285588333
ATSC5Z,91.51246537396122
ATSC5c,0.028221068613940036
ATSC5d,-3.4127423822714644
ATSC5i,-8.940411699750928
ATSC5m,430.8268327608495
ATSC5p,-0.6872197433221491
ATSC5v,252.793250068546
ATSC6Z,-145.0193905817174
ATSC6c,-0.10116461270746564
ATSC6d,5.811634349030472
ATSC6i,-19.380626955587907
ATSC6m,-682.1172384447523
ATSC6p,-2.699363036541346
ATSC6v,-743.8614733566889
ATSC7Z,140.0914127423823
ATSC7c,0.11443233850602619
ATSC7d,4.534626038781162
ATSC7i,28.047440245445443
ATSC7m,683.032600076639
ATSC7p,6.69577596956943
ATSC7v,1340.6689900455547
ATSC8Z,-87.39058171745152
ATSC8c,-0.01866396881505685
ATSC8d,-5.470914127423822
ATSC8i,5.65992322546916
ATSC8m,-408.81757188088653
ATSC8p,0.27752945218837094
ATSC8v,-211.9190715171204
AXp-1d,0.45737611888199853
AXp-2d,0.32080329459738743
AXp-3d,0.2018248285021746
AXp-4d,0.13010490028593874
AXp-5d,0.0911305646676013
AXp-6d,0.05760793145206721
AXp-7d,0.037775447260404216
GATS1Z,0.8782914694818591
GATS1c,1.3419451158782645
GATS1d,1.0827886710239651
GATS1i,1.2481797453032004
GATS1m,0.8853106233398326
GATS1p,1.1523342935400005
GATS1v,1.1041741337895596
GATS2Z,0.6674554058973426
GATS2c,1.1775702535449775
GATS2d,1.7296918767507004
GATS2i,1.2218858115532405
GATS2m,0.6767172884573466
GATS2p,1.0312386242927554
GATS2v,1.020125342041988
GATS3Z,0.8645271425577213
GATS3c,1.3057426553324725
GATS3d,0.9153792830263419
GATS3i,1.1298678157531488
GATS3m,0.8728472611142346
GATS3p,1.0616276220685943
GATS3v,1.1414372130191308
GATS4Z,0.6142434170610364
GATS4c,1.0641922666243062
GATS4d,0.8229193899782135
GATS4i,0.8181233100496219
GATS4m,0.6195490114251211
GATS4p,0.7807341174441806
GATS4v,0.8240389045097148
GATS5Z,0.6297981636532783
GATS5c,1.0381738844208581
GATS5d,1.1383442265795207
GATS5i,1.0443946516828342
GATS5m,0.6367448962772628
GATS5p,0.9548670825752325
GATS5v,0.9353795789542065
GATS6Z,0.8577718283940391
GATS6c,1.4715412239687278
GATS6d,0.7666100560959291
GATS6i,1.0989082174999114
GATS6m,0.8597294728702979
GATS6p,0.9906665604445399
GATS6v,1.0445520388195781
GATS7Z,0.6336407393924686
GATS7c,1.4435765752230054
GATS7d,0.8002904865649964
GATS7i,0.7718172022775622
GATS7m,0.6333429905471912
GATS7p,0.6595036205729561
GATS7v,0.7160831063443863
GATS8Z,0.7839553158082463
GATS8c,1.169109364008612
GATS8d,1.1941638608305274
GATS8i,1.029288011680946
GATS8m,0.79002149493476
GATS8p,0.9318212122058587
GATS8v,1.0182160256513462
MATS1Z,-0.09701492537313433
MATS1c,-0.3755667016651003
MATS1d,0.26960784313725494
MATS1i,0.012101340642876116
MATS1m,-0.09607154358441516
MATS1p,-0.050809933095121135
MATS1v,-0.014856486011878889
MATS2Z,0.0023652890351626705
MATS2c,-0.11874168959728641
MATS2d,-0.15036014405762296
MATS2i,-0.06519054531091271
MATS2m,0.0023677895101592915
MATS2p,-0.04038461405543713
MATS2v,4.286135160498161e-06
MATS3Z,-0.15656335837442495
MATS3c,0.02013387390173895
MATS3d,0.054144385026737955
MATS3i,-0.03143496340948722
MATS3m,-0.15911051805522924
MATS3p,-0.14343234377589845
MATS3v,-0.1863221875318779
MATS4Z,0.09946851110302149
MATS4c,0.01935078352437904
MATS4d,0.03941176470588235
MATS4i,0.12499761626961346
MATS4m,0.1001403888888862
MATS4p,0.10728923166699542
MATS4v,0.11695929214244469
MATS5Z,0.07158458578189193
MATS5c,0.01500820627928546
MATS5d,-0.04793028322440082
MATS5i,-0.053371329631728054
MATS5m,0.07138812958146423
MATS5p,-0.021878865751458056
MATS5v,0.03816970201066931
MATS6Z,-0.1125465432583577
MATS6c,-0.05337658481646878
MATS6d,0.08097884823220629
MATS6i,-0.11478500318015017
MATS6m,-0.11213704522588921
MATS6p,-0.08526234956504508
MATS6v,-0.1114325800573644
MATS7Z,0.10958491514552675
MATS7c,0.060856098853433405
MATS7d,0.06368658574540925
MATS7i,0.167434032004093
MATS7m,0.11317869745987313
MATS7p,0.21317196568285335
MATS7v,0.20242999301250347
MATS8Z,-0.0870040043684019
MATS8c,-0.012632656471137451
MATS8d,-0.09779164190928896
MATS8i,0.04300276639907117
MATS8m,-0.08621605840907587
MATS8p,0.011245366247922692
MATS8v,-0.04072477457077532
MAXsOH,10.082931781063962
MAXssO,5.726497071050643
MINsOH,10.082931781063962
MINssO,5.726497071050643
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7126332296536044
SssNH2,0
SsssAs,0
SsssCH,-0.6373130342714581
SsssNH,0
SssssB,0
SssssC,-0.06320299900244297
SssssN,0
TMPC10,482
TMWC10,126.97216271817526
TSRW10,61.16531008865899
Xc-3dv,1.7002137074676238
Xc-4dv,0.25
Xc-5dv,0.03784367876932762
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.179206871180051
Xp-0dv,17.090384864461726
Xp-1dv,9.07031293922597
Xp-2dv,7.50066289312009
Xp-3dv,3.9702691904172065
Xp-4dv,2.528977463761195
Xp-5dv,1.7939747239931465
Xp-6dv,0.8271363515567443
Xp-7dv,0.49295271817363234
Xpc-4d,3.0314384675832855
Xpc-5d,3.9476144170698984
Xpc-6d,5.683424916429092
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,57
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,5.953486811138396
AATS0dv,5.306042884990253
AATS0pe,6.017245614035088
AATS0se,7.539959315789472
AATS1dv,5.017543859649122
AATS1pe,6.312675438596492
AATS1se,7.630896491228067
AATS2dv,3.6020408163265305
AATS2pe,6.130760204081633
AATS2se,7.544081877551017
AATS3dv,2.856060606060606
AATS3pe,6.128626515151517
AATS3se,7.61638912121212
AATS4dv,2.3466666666666667
AATS4pe,5.813024666666665
AATS4se,7.402917920000001
AATS5dv,2.6031746031746033
AATS5pe,5.917952380952382
AATS5se,7.450494793650795
AATS6dv,2.6535433070866143
AATS6pe,6.116633858267718
AATS6se,7.663218425196851
AATS7dv,2.5952380952380953
AATS7pe,5.940548412698416
AATS7se,7.534097555555555
AATS8dv,2.5656565656565657
AATS8pe,6.047152525252527
AATS8se,7.539934828282828
AATSC0Z,10.145891043397969
AATSC0c,0.014923617843686357
AATSC0d,0.5650969529085872
AATSC0i,1.3294712517062741
AATSC0m,47.89676655647892
AATSC0p,0.24928737206761775
AATSC0v,52.56251764564064
AATSC1Z,-0.9843028624192058
AATSC1c,-0.005604813930463722
AATSC1d,0.15235457063711913
AATSC1i,0.016088384491808518
AATSC1m,-4.601516295783323
AATSC1p,-0.012666274696214227
AATSC1v,-0.7808943081515973
AATSC2Z,0.02399796483690436
AATSC2c,-0.0017720555976635302
AATSC2d,-0.08496805924585896
AATSC2i,-0.0866689558739137
AATSC2m,0.11340946142297917
AATSC2p,-0.010067374309844902
AATSC2v,0.00022529005500528535
AATSC3Z,-1.5884747754553845
AATSC3c,0.00030047023982252247
AATSC3d,0.030596826995718956
AATSC3i,-0.0417918801513519
AATSC3m,-7.620879339971741
AATSC3p,-0.03575587204939285
AATSC3v,-9.793563269918696
AATSC4Z,1.009196675900277
AATSC4c,0.00028878369829373504
AATSC4d,0.022271468144044317
AATSC4i,0.16618073736226355
AATSC4m,4.796400829485997
AATSC4p,0.026745850613419123
AATSC4v,6.147674857058888
AATSC5Z,0.726289407729851
AATSC5c,0.00022397673503127014
AATSC5d,-0.02708525700215448
AATSC5i,-0.07095564841072165
AATSC5m,3.41926057746706
AATSC5p,-0.0054541249470011835
AATSC5v,2.006295635464651
AATSC6Z,-1.1418849652103733
AATSC6c,-0.0007965717536020917
AATSC6d,0.04576090038606671
AATSC6i,-0.15260336185502288
AATSC6m,-5.371001877517735
AATSC6p,-0.021254827059380678
AATSC6v,-5.857176955564479
AATSC7Z,1.1118366090665261
AATSC7c,0.0009081931627462396
AATSC7d,0.035989095545882234
AATSC7i,0.22259873210670986
AATSC7m,5.420893651401897
AATSC7p,0.05314107912356691
AATSC7v,10.640230079726624
AATSC8Z,-0.8827331486611265
AATSC8c,-0.00018852493752582677
AATSC8d,-0.05526175886286689
AATSC8i,0.057170941671405656
AATSC8m,-4.129470423039258
AATSC8p,0.0028033277998825348
AATSC8v,-2.140596681991115
ATS0are,336.8838
ATS1are,350.78000000000003
ATS2are,589.728
ATS3are,798.4300000000002
ATS4are,862.757
ATS5are,735.3650000000001
ATS6are,768.3400000000001
ATS7are,741.719
ATS8are,590.023
ATSC0dv,182.55360623781675
ATSC0pe,5.868887719298243
ATSC0se,3.907947508771929
ATSC1dv,55.40350877192982
ATSC1pe,-0.3706263157894681
ATSC1se,-0.2868807368421073
ATSC2dv,-10.836804486850673
ATSC2pe,-0.020215727916277265
ATSC2se,-0.2308289799938459
ATSC3dv,-13.942854211552287
ATSC3pe,-1.1828820867959273
ATSC3se,-0.0827398097876311
ATSC4dv,69.98173797065762
ATSC4pe,1.7349709141274183
ATSC4se,0.9943045207756256
ATSC5dv,14.355186211141877
ATSC5pe,0.7695745152354554
ATSC5se,-0.017339300092335738
ATSC6dv,-23.85140727061319
ATSC6pe,-2.5113586026469603
ATSC6se,-1.6606502914743053
ATSC7dv,20.60664819944597
ATSC7pe,0.28493065558633374
ATSC7se,-0.09439561588181174
ATSC8dv,-67.12526931363497
ATSC8pe,-1.1891506001846675
ATSC8se,-0.5447267433056339
AXp-0dv,0.6329772172022862
AXp-1dv,0.3359375162676285
AXp-2dv,0.20835174703111362
AXp-3dv,0.1018017741132617
AXp-4dv,0.05619949919469322
AXp-5dv,0.03322175414802123
AXp-6dv,0.017981225033842266
AXp-7dv,0.010060259554563925
BertzCT,698.2041197999512
ECIndex,5400000000
GATS1dv,0.6604591564335291
GATS1pe,0.8471230688381731
GATS1se,0.8308167223492666
