DLiP-ID,C001GY
Chi4v,2.7394073214128256
MolMR,100.87109999999998
MolWt,391.2940000000001
fr_SH,0
Kappa1,17.237275349337754
Kappa2,7.431316813874197
Kappa3,3.6235817439922484
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,895.4708659004301
MolLogP,3.090270000000001
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.919998719467563e-06
SMR_VSA1,0.0
SMR_VSA2,5.409283605791522
SMR_VSA3,9.551078168738563
SMR_VSA4,5.733667477162185
SMR_VSA5,5.752853606746789
SMR_VSA6,0.0
SMR_VSA7,70.77551219327825
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,147.37188946871177
NHOHCount,3
PEOE_VSA1,5.733667477162185
PEOE_VSA2,14.770920437654699
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,16.981450852126283
PEOE_VSA6,42.093720291699164
PEOE_VSA7,24.26546827384644
PEOE_VSA8,0.0
PEOE_VSA9,22.343164813511407
RingCount,3
SMR_VSA10,44.8139125031765
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,390.0149942
NumHDonors,2
PEOE_VSA10,5.824404497999927
PEOE_VSA11,5.167651769578048
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
PEOE_VSA14,0.0
SlogP_VSA1,11.29293437221419
SlogP_VSA2,14.71872993831661
SlogP_VSA3,5.752853606746789
SlogP_VSA4,5.409283605791522
SlogP_VSA5,5.824404497999927
SlogP_VSA6,59.39184080022631
SlogP_VSA7,0.0
SlogP_VSA8,16.590311206764618
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,27.708369516756335
EState_VSA3,22.480183036827775
EState_VSA4,17.44927122407468
EState_VSA5,0.0
EState_VSA6,10.633466716252965
EState_VSA7,48.53093654769288
EState_VSA8,4.9839785209472085
EState_VSA9,11.142951082953708
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,28.743335801517397
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5816203703703704
VSA_EState9,49.60237859032502
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.0625
VSA_EState10,1.1493343726379441
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.1199999999999997
NumHAcceptors,5
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,23
HeavyAtomMolWt,376.1740000000002
MaxEStateIndex,12.823176020408162
MinEStateIndex,-0.11485922146636418
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1304347826086956
FpDensityMorgan2,1.7826086956521738
FpDensityMorgan3,2.4782608695652173
MaxPartialCharge,0.26549041553179886
MinPartialCharge,-0.37870554536230855
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.823176020408162
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,3
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.37870554536230855
MinAbsPartialCharge,0.26549041553179886
NumRadicalElectrons,0
NumValenceElectrons,118
fr_para_hydroxylation,2
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,390.0149942000004
MZ,0.8684210526315785
Mi,1.1172687859583064
Mm,0.8572996682865273
Mp,0.7543948156318944
Mv,0.6917412075374676
SZ,32.999999999999986
Si,42.45621386641564
Sm,32.577387394888035
Sp,28.667002994011987
Sv,26.286165886423767
nB,0
nC,16
nF,0
nH,15
nI,0
nN,4
nO,1
nP,0
nS,1
nX,1
ABC,17.096531575101274
AMW,10.263552478947378
IC0,1.810997015177065
IC1,3.641120933813016
IC2,4.08637579009049
IC3,4.837147500958406
IC4,5.142664355548851
IC5,5.142664355548851
Mpe,0.9797729618163051
Mse,1.0102924828458624
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,100.87109999999998
SdO,12.823176020408162
SdS,0
Spe,37.231372549019596
SsF,0
SsI,0
Sse,38.39111434814277
StN,0
fMF,0.42105263157894735
nBr,1
nCl,0
BIC0,0.324263057261928
BIC1,0.6519508292746563
BIC2,0.7316747049891272
BIC3,0.8661020553555752
BIC4,0.9208055300075526
BIC5,0.9208055300075526
CIC0,3.4369304982665203
CIC1,1.606806579630569
CIC2,1.161551723353095
CIC3,0.41078001248517904
CIC4,0.1052631578947345
CIC5,0.1052631578947345
GGI1,3.5
GGI2,2.222222222222223
GGI3,1.75
GGI4,1.528888888888889
GGI5,0.6805555555555556
GGI6,0.5469387755102041
GGI7,0.3194444444444444
GGI8,0.13958175862937763
GGI9,0.0625
JGI1,0.14583333333333331
JGI2,0.06734006734006737
JGI3,0.05
JGI4,0.04496732026143791
JGI5,0.020622895622895623
JGI6,0.01885995777621393
JGI7,0.013310185185185185
JGI8,0.009970125616384117
JGI9,0.0125
MIC0,29.30658849052088
MIC1,44.158612265826235
MIC2,49.50656834457497
MIC3,53.624948180188476
MIC4,53.93290916961564
MIC5,53.93290916961564
MPC2,33
MPC3,44
MPC4,60
MPC5,79
MPC6,85
MPC7,98
MPC8,103
MPC9,102
Mare,0.9890526315789478
NaaN,1
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.18209523646924095
RPCG,0.12765733322000503
SIC0,0.3450880391426605
SIC1,0.6938207367547623
SIC2,0.778664678508315
SIC3,0.9217252884242615
SIC4,0.9799419565866558
SIC5,0.9799419565866558
SaaN,4.574250755857898
SaaO,0
SaaS,0
Sare,37.58400000000002
SdNH,7.360956632653061
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,1.1493343726379441
StCH,0
StsC,0
TIC0,68.81788657672847
TIC1,138.36259548489463
TIC2,155.28228002343863
TIC3,183.81160503641942
TIC4,195.42124551085632
TIC5,195.42124551085632
Vabc,290.9210872274929
WPol,35
apol,47.873895
bpol,22.036104999999996
nRot,3
ABCGG,13.854861552614732
ATS0Z,2332.0
ATS0d,129.0
ATS0i,6079.7816924863355
ATS0m,10776.711908999998
ATS0p,74.48729757273497
ATS0v,9732.359763800345
ATS1Z,1160.0
ATS1d,159.0
ATS1i,5745.306940465198
ATS1m,4415.751910000001
ATS1p,79.41206296000001
ATS1v,11155.382328177653
ATS2Z,1672.0
ATS2d,242.0
ATS2i,8919.668179519056
ATS2m,6355.668529999997
ATS2p,112.08078433969797
ATS2v,15551.068087793046
ATS3Z,1771.0
ATS3d,274.0
ATS3i,11869.244570948933
ATS3m,6589.685161
ATS3p,122.72900294394302
ATS3v,17135.26959115342
ATS4Z,1773.0
ATS4d,260.0
ATS4i,12124.471167408343
ATS4m,6640.482711000001
ATS4p,120.84292967479199
ATS4v,16795.970603529855
ATS5Z,1869.0
ATS5d,248.0
ATS5i,12322.126497330042
ATS5m,6997.154128
ATS5p,124.603041299641
ATS5v,16885.399398422418
ATS6Z,1641.0
ATS6d,222.0
ATS6i,11642.164545398435
ATS6m,5991.686597
ATS6p,124.045018937094
ATS6v,16132.003383484907
ATS7Z,1365.0
ATS7d,191.0
ATS7i,11461.653296577262
ATS7m,4876.728974
ATS7p,110.92287467449002
ATS7v,14040.334027586825
ATS8Z,846.0
ATS8d,137.0
ATS8i,10689.167869177501
ATS8m,2794.6979819999992
ATS8p,80.26793981649003
ATS8v,10017.092244169917
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0625
GGI10,0.0
JGI10,0.0
JGT10,0.3834038851355175
Kier1,19.32638888888889
Kier2,8.909090909090908
Kier3,4.545454545454546
MAXdO,12.823176020408162
MINdO,12.823176020408162
MPC10,83
MWC01,24.0
MWC02,4.74493212836325
MWC03,5.594711379601839
MWC04,6.478509642208569
MWC05,7.356918242356021
MWC06,8.254008590564844
MWC07,9.145588494746486
MWC08,10.0489289881863
MWC09,10.947027485325746
MWC10,11.853439522417773
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.090270000000001
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.198497031265826
SRW05,0.0
SRW06,6.720220155135295
SRW07,0.0
SRW08,8.34972083747249
SRW09,0.0
SRW10,10.04146529547803
SaaCH,16.623579249601075
SaaNH,0
SaaSe,0
SaaaC,1.2238529856387
SaasC,1.3333380574452007
SaasN,1.5816203703703704
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.0018696984966832808
SdssS,0
SsCH3,0
SsNH2,5.410835537918872
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2200000995
Xc-3d,1.3478922547928038
Xc-4d,0.0
Xc-5d,0.3218699428968853
Xc-6d,0.0
Xp-1d,10.66470379794645
Xp-2d,9.509927473312718
Xp-3d,7.709138552640293
Xp-4d,6.672897196217694
Xp-5d,5.632201806453751
Xp-6d,3.7790592434476244
Xp-7d,2.9489582755248818
ZMIC0,76.10383084108135
ZMIC1,49.99182496508895
ZMIC2,38.27974476175898
ZMIC3,28.92083435821821
ZMIC4,27.68635151883169
ZMIC5,27.68635151883169
nAcid,0
nAtom,38
nBase,2
nRing,3
piPC1,3.56953269648137
piPC2,4.219507705176107
piPC3,4.863680881139593
piPC4,5.536349530355997
piPC5,6.153795959025435
piPC6,6.522414437615111
piPC7,6.994190969462749
piPC8,7.408213281716522
piPC9,7.774747436218157
AATS0Z,61.36842105263158
AATS0d,3.3947368421052633
AATS0i,159.99425506542988
AATS0m,283.59768181578943
AATS0p,1.9601920413877625
AATS0v,256.11473062632484
AATS1Z,29.743589743589745
AATS1d,4.076923076923077
AATS1i,147.31556257603071
AATS1m,113.22440794871797
AATS1p,2.036206742564103
AATS1v,286.03544431224753
AATS2Z,27.866666666666667
AATS2d,4.033333333333333
AATS2i,148.6611363253176
AATS2m,105.92780883333329
AATS2p,1.8680130723282995
AATS2v,259.1844681298841
AATS3Z,23.30263157894737
AATS3d,3.6052631578947367
AATS3i,156.1742706703807
AATS3m,86.70638369736842
AATS3p,1.614855301893987
AATS3v,225.46407356780819
AATS4Z,23.025974025974026
AATS4d,3.3766233766233764
AATS4i,157.46066451179667
AATS4m,86.24003520779222
AATS4p,1.5693886970752207
AATS4v,218.1294883575306
AATS5Z,23.96153846153846
AATS5d,3.1794871794871793
AATS5i,157.97598073500055
AATS5m,89.7071042051282
AATS5p,1.597474888456936
AATS5v,216.47947946695407
AATS6Z,21.88
AATS6d,2.96
AATS6i,155.22886060531246
AATS6m,79.88915462666667
AATS6p,1.65393358582792
AATS6v,215.09337844646544
AATS7Z,18.445945945945947
AATS7d,2.581081081081081
AATS7i,154.88720671050353
AATS7m,65.90174289189189
AATS7p,1.4989577658714868
AATS7v,189.73424361603819
AATS8Z,12.818181818181818
AATS8d,2.0757575757575757
AATS8i,161.95708892693185
AATS8m,42.34390881818181
AATS8p,1.216180906310455
AATS8v,151.7741249116654
ATS0dv,292.4938271604938
ATS0pe,240.858
ATS0se,294.6892859999999
ATS1dv,307.0
ATS1pe,255.51500000000004
ATS1se,304.71016399999985
ATS2dv,429.33333333333337
ATS2pe,387.85170000000005
ATS2se,466.2536940000001
ATS3dv,464.66666666666663
ATS3pe,487.43989999999997
ATS3se,592.283528
ATS4dv,442.0
ATS4pe,495.8421
ATS4se,602.6843539999999
ATS5dv,379.66666666666663
ATS5pe,502.51059999999995
ATS5se,614.0236619999998
ATS6dv,315.0
ATS6pe,471.378
ATS6se,578.7591320000001
ATS7dv,260.0
ATS7pe,450.21919999999994
ATS7se,557.8259
ATS8dv,144.0
ATS8pe,397.525
ATS8se,496.6558
ATSC0Z,1300.3157894736844
ATSC0c,0.7265846797268154
ATSC0d,24.552631578947363
ATSC0i,65.29109146562378
ATSC0m,6747.619372973688
ATSC0p,14.17388119191855
ATSC0v,2031.457015684653
ATSC1Z,-146.7451523545707
ATSC1c,-0.5199458570138559
ATSC1d,10.880193905817167
ATSC1i,1.2525300941778301
ATSC1m,-755.0849299729912
ATSC1p,-0.39896176550482765
ATSC1v,10.121522653044149
ATSC2Z,-49.393351800554015
ATSC2c,0.37880052314374374
ATSC2d,5.706371191135732
ATSC2i,-15.737603669763526
ATSC2m,-240.36373485318552
ATSC2p,-4.0142128898895795
ATSC2v,-365.2001758670652
ATSC3Z,-83.94736842105262
ATSC3c,-0.34293677021687047
ATSC3d,2.105263157894734
ATSC3i,-14.690207110799138
ATSC3m,-361.45631481578954
ATSC3p,-3.3510242525630507
ATSC3v,-120.66826160315571
ATSC4Z,44.20221606648198
ATSC4c,-0.025866024384429497
ATSC4d,-4.172437673130195
ATSC4i,-2.0270867050186427
ATSC4m,218.71162905332375
ATSC4p,0.8774827626178272
ATSC4v,15.99359096086406
ATSC5Z,63.14127423822713
ATSC5c,0.47897849952964733
ATSC5d,-3.476454293628809
ATSC5i,39.557138191651816
ATSC5m,299.5259820277005
ATSC5p,3.8356566836408112
ATSC5v,291.2739378065704
ATSC6Z,-157.7285318559557
ATSC6c,-0.5725440622833037
ATSC6d,-12.85387811634349
ATSC6i,5.7299295547591775
ATSC6m,-695.5732563954296
ATSC6p,-0.6731362198266955
ATSC6v,-337.77236515354684
ATSC7Z,-90.93074792243773
ATSC7c,0.3820912130931781
ATSC7d,-13.444598337950135
ATSC7i,-31.122828642787983
ATSC7m,-371.48053463296435
ATSC7p,-5.291595904817445
ATSC7v,-804.2473298991893
ATSC8Z,-82.02216066482
ATSC8c,-0.11994808315653102
ATSC8d,-4.880886426592797
ATSC8i,-30.90041364365628
ATSC8m,-332.18211500692576
ATSC8p,-4.10069075318591
ATSC8v,-902.1889567898263
AXp-1d,0.4443626582477687
AXp-2d,0.2881796204034157
AXp-3d,0.17520769437818848
AXp-4d,0.1112149532702949
AXp-5d,0.07129369375257913
AXp-6d,0.04445952051114852
AXp-7d,0.03009141097474369
GATS1Z,0.6384050796339308
GATS1c,1.7209613580623602
GATS1d,0.6182427790144833
GATS1i,1.0763659939280321
GATS1m,0.626441121139114
GATS1p,0.7820218838499249
GATS1v,0.8066059851988092
GATS2Z,0.3080213308508054
GATS2c,0.5806498204408015
GATS2d,0.9544122901036086
GATS2i,1.2457467280498324
GATS2m,0.2656950528355859
GATS2p,0.9621980502997534
GATS2v,0.9514355174789089
GATS3Z,0.32722820367522054
GATS3c,1.257558241558206
GATS3d,1.0310825294748127
GATS3i,1.190359793358269
GATS3m,0.284274852796701
GATS3p,0.8709911412294854
GATS3v,0.87959065666882
GATS4Z,0.24555973048242127
GATS4c,1.1669453704431334
GATS4d,1.1644743252460297
GATS4i,1.0406380688859282
GATS4m,0.217248733119429
GATS4p,0.652804217852527
GATS4v,0.8375164836135861
GATS5Z,0.2898359061538046
GATS5c,0.7099370885576842
GATS5d,1.0529447330090418
GATS5i,0.7234347568942631
GATS5m,0.25284444995312233
GATS5p,0.6539149541659544
GATS5v,0.7983644967757353
GATS6Z,0.41467875549798966
GATS6c,1.2574676119047918
GATS6d,1.1252018578063596
GATS6i,1.002668032207686
GATS6m,0.35758567670116215
GATS6p,0.899710080197918
GATS6v,0.9897173497238292
GATS7Z,0.3931737229822715
GATS7c,0.5664386302013231
GATS7d,1.079314040728832
GATS7i,1.2166366299214542
GATS7m,0.34125325366199777
GATS7p,1.0613860121861003
GATS7v,1.1678560650432632
GATS8Z,0.34404230109726747
GATS8c,1.1185351841290543
GATS8d,0.764899801877294
GATS8i,1.208280338728287
GATS8m,0.30746200008731794
GATS8p,0.8890041642932404
GATS8v,1.2061626146949396
MATS1Z,-0.10995979384225157
MATS1c,-0.697253776604122
MATS1d,0.4317750845082033
MATS1i,0.018691890586013817
MATS1m,-0.10903457015806255
MATS1p,-0.027425937284374223
MATS1v,0.004854641941733371
MATS2Z,-0.024057583852775302
MATS2c,0.3301844983591438
MATS2d,0.1471954269381922
MATS2i,-0.1526571047766602
MATS2m,-0.022560603524370004
MATS2p,-0.1793675843503578
MATS2v,-0.113855938338846
MATS3Z,-0.03227960819234193
MATS3c,-0.23599229366204735
MATS3d,0.0428724544480171
MATS3i,-0.11249779090102695
MATS3m,-0.026783988162071972
MATS3p,-0.11821124387841232
MATS3v,-0.02969992982167221
MATS4Z,0.016775986904700568
MATS4c,-0.017568566130120884
MATS4d,-0.0838657591069167
MATS4i,-0.015321852175715115
MATS4m,0.015996102206878235
MATS4p,0.03055221328783403
MATS4v,0.0038853595880851306
MATS5Z,0.023656663905996043
MATS5c,0.32115802367122476
MATS5d,-0.06898067991315582
MATS5i,0.2951616501715794
MATS5m,0.021625836647759657
MATS5p,0.1318377959311627
MATS5v,0.0698526656255781
MATS6Z,-0.06145875495830973
MATS6c,-0.3992500800676706
MATS6d,-0.2652518756698822
MATS6i,0.04446493759831212
MATS6m,-0.05222935138456648
MATS6p,-0.02406226495722642
MATS6v,-0.08424396727232047
MATS7Z,-0.035909867610669055
MATS7c,0.27004285500747144
MATS7d,-0.28119115900466385
MATS7i,-0.24478060832007542
MATS7m,-0.02827075209744434
MATS7p,-0.19171220418623505
MATS7v,-0.20329835626436116
MATS8Z,-0.03631800887528244
MATS8c,-0.09504882156466371
MATS8d,-0.11445646172334276
MATS8i,-0.2724896590026378
MATS8m,-0.028344273539265268
MATS8p,-0.16657425972583914
MATS8v,-0.25569929495234794
MAXaaN,4.574250755857898
MAXdNH,7.360956632653061
MAXssS,1.1493343726379441
MINaaN,4.574250755857898
MINdNH,7.360956632653061
MINssS,1.1493343726379441
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.36537887377173117
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,734
TMWC10,121.42406447377085
TSRW10,57.201723617462264
Xc-3dv,0.5602867246470368
Xc-4dv,0.0
Xc-5dv,0.07953251268671939
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.23075632711195052
Xch-7d,0.33373875870176206
Xp-0dv,14.62935016949782
Xp-1dv,7.680818370362732
Xp-2dv,5.691394722818955
Xp-3dv,3.92987462684996
Xp-4dv,2.7394073214128234
Xp-5dv,1.9971761697404977
Xp-6dv,1.1659378986027193
Xp-7dv,0.7751044157435012
Xpc-4d,3.013778336222483
Xpc-5d,5.295700060640533
Xpc-6d,8.872645734632677
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.905430126132541
AATS0dv,7.697205977907732
AATS0pe,6.338368421052632
AATS0se,7.754981210526314
AATS1dv,7.871794871794871
AATS1pe,6.551666666666668
AATS1se,7.813081128205124
AATS2dv,7.155555555555556
AATS2pe,6.464195000000001
AATS2se,7.770894900000002
AATS3dv,6.114035087719298
AATS3pe,6.413682894736842
AATS3se,7.793204315789474
AATS4dv,5.740259740259741
AATS4pe,6.439507792207793
AATS4se,7.827069532467531
AATS5dv,4.867521367521367
AATS5pe,6.442443589743589
AATS5se,7.872098230769229
AATS6dv,4.2
AATS6pe,6.2850399999999995
AATS6se,7.716788426666668
AATS7dv,3.5135135135135136
AATS7pe,6.084043243243243
AATS7se,7.538187837837839
AATS8dv,2.1818181818181817
AATS8pe,6.02310606060606
AATS8se,7.525087878787879
AATSC0Z,34.21883656509696
AATSC0c,0.01912064946649514
AATSC0d,0.6461218836565096
AATSC0i,1.7181866175164153
AATSC0m,177.56893086772862
AATSC0p,0.3729968734715408
AATSC0v,53.45939514959613
AATSC1Z,-3.7626962142197615
AATSC1c,-0.01333194505163733
AATSC1d,0.2789793309183889
AATSC1i,0.03211615626097
AATSC1m,-19.361152050589517
AATSC1p,-0.010229788859098145
AATSC1v,0.2595262218729269
AATSC2Z,-0.8232225300092336
AATSC2c,0.006313342052395729
AATSC2d,0.09510618651892887
AATSC2i,-0.26229339449605876
AATSC2m,-4.006062247553092
AATSC2p,-0.06690354816482633
AATSC2v,-6.08666959778442
AATSC3Z,-1.1045706371191133
AATSC3c,-0.0045123259239061905
AATSC3d,0.027700831024930712
AATSC3i,-0.19329219882630444
AATSC3m,-4.75600414231302
AATSC3p,-0.044092424375829616
AATSC3v,-1.587740284252049
AATSC4Z,0.5740547541101556
AATSC4c,-0.0003359223946029805
AATSC4d,-0.05418750224844408
AATSC4i,-0.02632580136387848
AATSC4m,2.8404107669262824
AATSC4p,0.011395880033997757
AATSC4v,0.20770897351771506
AATSC5Z,0.8095035158747068
AATSC5c,0.006140749993969838
AATSC5d,-0.04456992684139499
AATSC5i,0.5071427973288695
AATSC5m,3.8400766926628265
AATSC5p,0.04917508568770271
AATSC5v,3.73428125393039
AATSC6Z,-2.103047091412743
AATSC6c,-0.007633920830444049
AATSC6d,-0.17138504155124654
AATSC6i,0.07639906073012237
AATSC6m,-9.274310085272393
AATSC6p,-0.008975149597689273
AATSC6v,-4.503631535380625
AATSC7Z,-1.2287938908437532
AATSC7c,0.005163394771529434
AATSC7d,-0.18168376132365047
AATSC7i,-0.42057876544308087
AATSC7m,-5.020007224769788
AATSC7p,-0.07150805276780331
AATSC7v,-10.868207160799855
AATSC8Z,-1.2427600100730305
AATSC8c,-0.0018173951993413792
AATSC8d,-0.0739528246453454
AATSC8i,-0.4681880855099436
AATSC8m,-5.033062348589784
AATSC8p,-0.0621316780785744
AATSC8v,-13.669529648330702
ATS0are,236.01080000000002
ATS1are,248.965
ATS2are,378.8174
ATS3are,478.50559999999996
ATS4are,488.001
ATS5are,494.69860000000006
ATS6are,462.155
ATS7are,441.41599999999994
ATS8are,392.15999999999997
ATSC0dv,136.91747888239118
ATSC0pe,3.657905263157892
ATSC0se,2.2209153684210503
ATSC1dv,40.63407544201637
ATSC1pe,-0.5021501385041561
ATSC1se,-0.36095408864265915
ATSC2dv,32.890530419616326
ATSC2pe,1.2591759002770084
ATSC2se,0.8954335761772848
ATSC3dv,10.302794022092288
ATSC3pe,-0.7765578947368434
ATSC3se,-0.573734578947368
ATSC4dv,-15.688861530043411
ATSC4pe,-0.323281717451525
ATSC4se,-0.3315301939058168
ATSC5dv,-62.462193495434484
ATSC5pe,-0.6792897506925204
ATSC5se,-0.24945201939058118
ATSC6dv,-55.10321124448548
ATSC6pe,-1.8689709141274229
ATSC6se,-1.08201791135734
ATSC7dv,-17.74898259293458
ATSC7pe,1.11092132963989
ATSC7se,0.7801403878116336
ATSC8dv,-53.86642043705756
ATSC8pe,-1.20853545706371
ATSC8se,-0.6048805872576178
AXp-0dv,0.6360587030216444
AXp-1dv,0.32003409876511385
AXp-2dv,0.17246650675208955
AXp-3dv,0.08931533242840818
AXp-4dv,0.04565678869021372
AXp-5dv,0.02528071100937339
AXp-6dv,0.013716916454149639
AXp-7dv,0.007909228732076543
BertzCT,895.4708659004301
ECIndex,4800000000
GATS1dv,0.5333285511036607
GATS1pe,0.8450629620029138
GATS1se,0.8670892695854835
