DLiP-ID,C003DV
SIC2,0.7601930854370962
SIC3,0.8186153701009667
SIC4,0.823926486888591
SIC5,0.823926486888591
SaaN,0
SaaO,0
SaaS,0
Sare,61.49200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.977020988070771
SsSH,0
SssO,0
SssS,1.232613811728395
StCH,0
StsC,0
TIC0,107.37127894415416
TIC1,216.75509765236956
TIC2,286.2648726566966
TIC3,308.26487265669664
TIC4,310.2648726566965
TIC5,310.2648726566965
Vabc,454.8782663649908
WPol,46
apol,72.61858299999997
bpol,47.443417000000046
nRot,7
ABCGG,21.26440078461967
ATS0Z,1994.0
ATS0d,189.0
ATS0i,10219.43779997202
ATS0m,7901.299597000002
ATS0p,106.57161605031897
ATS0s,298.372170781893
ATS0v,13666.805253666504
ATS1Z,1958.0
ATS1d,231.0
ATS1i,9323.715354961658
ATS1m,7472.946710000005
ATS1p,122.78523728600005
ATS1s,163.45524691358025
ATS1v,16581.225968932722
ATS2Z,2767.0
ATS2d,361.0
ATS2i,17799.794866654174
ATS2m,10368.362136000005
ATS2p,179.01224953728203
ATS2s,400.6256858710561
ATS2v,23527.147563655282
ATS3Z,2755.0
ATS3d,395.0
ATS3i,22348.383602085833
ATS3m,10089.777014000003
ATS3p,202.81762704346988
ATS3s,364.6404320987654
ATS3v,26206.498858325478
ATS4Z,2555.0
ATS4d,380.0
ATS4i,22614.515681944253
ATS4m,8936.849461000003
ATS4p,209.04214889582897
ATS4s,372.58333333333326
ATS4v,25727.661507024266
ATS5Z,2364.0
ATS5d,366.0
ATS5i,24469.58067689159
ATS5m,8409.283477
ATS5p,195.298903205054
ATS5s,364.2808641975308
ATS5v,23566.108062625382
ATS6Z,2423.0
ATS6d,332.0
ATS6i,20747.390540901026
ATS6m,8871.731657999999
ATS6p,179.38795033165795
ATS6s,316.1574074074073
ATS6v,21594.581568332338
ATS7Z,2567.0
ATS7d,269.0
ATS7i,15427.309450772906
ATS7m,9459.196394000006
ATS7p,161.248631175584
ATS7s,342.9847393689985
ATS7v,19641.900229856594
ATS8Z,2295.0
ATS8d,206.0
ATS8i,14409.597637422543
ATS8m,8421.370602
ATS8p,123.21316978243301
ATS8s,351.04012345679007
ATS8v,15686.227120403062
C1SP1,0
C1SP2,1
C1SP3,8
C2SP1,0
C2SP2,9
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.45454545454545453
GGI10,0.0
JGI10,0.0
JGT10,0.5220233981855797
Kier1,28.238751147842056
Kier2,13.185255198487713
Kier3,8.033240997229917
MAXdO,12.468860990383808
MAXdS,5.196862669807746
MINdO,11.023316857505169
MINdS,5.196862669807746
MPC10,120
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.8998973535824915
MWC04,6.78105762593618
MWC05,7.640603826393634
MWC06,8.533656917446903
MWC07,9.410256237171089
MWC08,10.311050458726438
MWC09,11.199323694032696
MWC10,12.105207565797457
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,4
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,3.847500000000003
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,2.3978952727983707
SRW06,7.039660349862076
SRW07,4.844187086458591
SRW08,8.64241515616962
SRW09,6.985641817639208
SRW10,10.297116218868338
SaaCH,7.661598455740321
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.862770219198791
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.7678035635550513
SdssC,1.5206498671999664
SdssS,0
SsCH3,8.195822070295826
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,5.703934529058537
SsssP,0
WPath,17500001488
Xc-3d,3.096384477485503
Xc-4d,0.3535533905932738
Xc-5d,0.560469343141548
Xc-6d,0.0
Xp-0d,23.88854057813175
Xp-1d,15.122740779693759
Xp-2d,13.752184046560522
Xp-3d,10.730986850030181
Xp-4d,8.121817226384845
Xp-5d,5.7951313388178
Xp-6d,4.1217980167832895
Xp-7d,3.168110034589081
ZMIC0,108.0843867658075
ZMIC1,53.576893085711774
ZMIC2,37.91507510436176
ZMIC3,35.14450502334597
ZMIC4,35.018242168631694
ZMIC5,35.018242168631694
nAcid,1
nAtom,63
nBase,1
nRing,3
piPC1,3.7612001156935624
piPC2,4.297285406218791
piPC3,4.6798137289838575
piPC4,5.146767468420836
piPC5,5.630539512888483
piPC6,5.919901411033447
piPC7,6.353228084665748
piPC8,6.738596708714463
piPC9,7.072527916970017
AATS0Z,31.650793650793652
AATS0d,3.0
AATS0i,162.2132984122543
AATS0m,125.41745392063496
AATS0p,1.6916129531796662
AATS0s,4.73606620288719
AATS0v,216.93341672486514
AATS1Z,30.59375
AATS1d,3.609375
AATS1i,145.6830524212759
AATS1m,116.76479234375007
AATS1p,1.9185193325937508
AATS1s,2.5539882330246915
AATS1v,259.0816557645738
AATS2Z,24.486725663716815
AATS2d,3.1946902654867255
AATS2i,157.5203085544617
AATS2m,91.7554171327434
AATS2p,1.5841791994449737
AATS2s,3.5453600519562483
AATS2v,208.20484569606444
AATS3Z,19.678571428571427
AATS3d,2.8214285714285716
AATS3i,159.63131144347022
AATS3m,72.06983581428574
AATS3p,1.4486973360247848
AATS3s,2.6045745149911816
AATS3v,187.1892775594677
AATS4Z,17.620689655172413
AATS4d,2.6206896551724137
AATS4i,155.9621771168569
AATS4m,61.63344455862072
AATS4p,1.4416699923850274
AATS4s,2.569540229885057
AATS4v,177.43214832430527
AATS5Z,15.552631578947368
AATS5d,2.4078947368421053
AATS5i,160.98408340060257
AATS5m,55.324233401315794
AATS5p,1.284861205296408
AATS5s,2.396584632878492
AATS5v,155.0401846225354
AATS6Z,18.782945736434108
AATS6d,2.5736434108527133
AATS6i,160.83248481318626
AATS6m,68.77311362790697
AATS6p,1.3906042661368834
AATS6s,2.4508326155612967
AATS6v,167.39985711885532
AATS7Z,25.67
AATS7d,2.69
AATS7i,154.27309450772907
AATS7m,94.59196394000006
AATS7p,1.61248631175584
AATS7s,3.4298473936899847
AATS7v,196.41900229856594
AATS8Z,25.5
AATS8d,2.2888888888888888
AATS8i,160.10664041580603
AATS8m,93.57078446666668
AATS8p,1.3690352198048112
AATS8s,3.9004458161865565
AATS8v,174.29141244892293
ATS0dv,387.33333333333337
ATS0pe,388.1233999999999
ATS0se,484.40705499999984
ATS1dv,315.6666666666667
ATS1pe,411.3896000000001
ATS1se,497.51310599999965
ATS2dv,539.7777777777778
ATS2pe,716.5176999999999
ATS2se,880.3333069999995
ATS3dv,416.3333333333333
ATS3pe,858.4514000000001
ATS3se,1069.9504200000001
ATS4dv,369.0
ATS4pe,879.2335999999999
ATS4se,1100.0184040000001
ATS5dv,377.66666666666663
ATS5pe,890.9614999999998
ATS5se,1129.3526739999998
ATS6dv,368.66666666666663
ATS6pe,762.1030000000001
ATS6se,965.93506
ATS7dv,402.1111111111111
ATS7pe,628.1764000000002
ATS7se,782.5736409999997
ATS8dv,302.66666666666663
ATS8pe,583.1210000000001
ATS8se,729.1529959999998
ATSC0Z,887.7142857142856
ATSC0c,0.8573814636239379
ATSC0d,39.65079365079367
ATSC0i,100.46896317238763
ATSC0m,3969.6749943174605
ATSC0p,22.865924035590606
ATSC0s,122.47596457421557
ATSC0v,3393.293634969482
ATSC1Z,140.13151927437644
ATSC1c,-0.46952901738719566
ATSC1d,16.275384227765166
ATSC1i,-24.86068740156339
ATSC1m,608.2218921854382
ATSC1p,-1.737563302750336
ATSC1s,-25.275235224913516
ATSC1v,-77.70938882425132
ATSC2Z,242.33786848072563
ATSC2c,0.18112895918786243
ATSC2d,6.8485764676240874
ATSC2i,10.07742539469443
ATSC2m,1071.7244640020165
ATSC2p,4.339168619046985
ATSC2s,82.03549445358597
ATSC2v,643.6854458899775
ATSC3Z,142.9365079365079
ATSC3c,-0.23694527401588364
ATSC3d,-4.462081128747796
ATSC3i,38.42260492574437
ATSC3m,665.584759548501
ATSC3p,7.199644121032215
ATSC3s,-21.105186098470273
ATSC3v,1116.3134208447786
ATSC4Z,-333.83446712018156
ATSC4c,-0.0016298529135835432
ATSC4d,4.7084908037289015
ATSC4i,-19.35421126194011
ATSC4m,-1529.159931111614
ATSC4p,-8.058254464216954
ATSC4s,-20.986230002339806
ATSC4v,-1354.996531663419
ATSC5Z,214.08616780045355
ATSC5c,0.22799205955140095
ATSC5d,16.540942302847068
ATSC5i,10.685992393142298
ATSC5m,980.4489402340637
ATSC5p,4.796469561737148
ATSC5s,-2.736057929751171
ATSC5v,620.5537044796164
ATSC6Z,300.82312925170083
ATSC6c,-0.1615874975967764
ATSC6d,3.461073318216179
ATSC6i,34.42865128002476
ATSC6m,1423.3194262705974
ATSC6p,8.981112876180193
ATSC6s,4.829027652060682
ATSC6v,1542.281742995297
ATSC7Z,19.39002267573688
ATSC7c,0.08922103516788481
ATSC7d,-9.731418493323257
ATSC7i,-22.653151657775
ATSC7m,92.6588399087939
ATSC7p,-2.199247810685825
ATSC7s,11.011891045347664
ATSC7v,-294.2058496115752
ATSC8Z,41.12244897959182
ATSC8c,-0.21365181869605687
ATSC8d,-7.136054421768704
ATSC8i,-24.877736327759493
ATSC8m,187.83775446712093
ATSC8p,-5.494409282608989
ATSC8s,-32.029159823508756
ATSC8v,-234.9400571581161
AXp-0d,0.7465168930666172
AXp-1d,0.45826487211193206
AXp-2d,0.2989605227513157
AXp-3d,0.18826292719351195
AXp-4d,0.11602596037692636
AXp-5d,0.06898965879545
AXp-6d,0.04384891507216265
AXp-7d,0.028286696737402507
GATS1Z,0.7660826359832636
GATS1c,1.6832238244476312
GATS1d,0.9039856885508402
GATS1i,1.4517091315404156
GATS1m,0.7675211520194272
GATS1p,1.125783630086125
GATS1s,0.7990005873159534
GATS1v,1.0616859255410234
GATS2Z,0.7521952997940705
GATS2c,1.1483880960976098
GATS2d,1.162359976476756
GATS2i,1.0628610235075866
GATS2m,0.7567224681829562
GATS2p,0.8313876124689605
GATS2s,0.39544255223955127
GATS2v,0.8580460407193808
GATS3Z,0.7757483102671389
GATS3c,1.2397855972981298
GATS3d,1.2006605284227376
GATS3i,0.8530692358755739
GATS3m,0.7810114051714165
GATS3p,0.7457740815636087
GATS3s,0.9259241587302866
GATS3v,0.81775181782889
GATS4Z,1.1466177596750387
GATS4c,0.8812777804514063
GATS4d,0.9327986527152751
GATS4i,1.1155248093991303
GATS4m,1.1483744255033892
GATS4p,1.17954515433229
GATS4s,0.9032798242817087
GATS4v,1.1879610268071314
GATS5Z,0.7443717920485152
GATS5c,0.6601394459981192
GATS5d,0.7561075175930213
GATS5i,0.8823164455530247
GATS5m,0.7520882143931532
GATS5p,0.8025670117983565
GATS5s,0.7264942934892106
GATS5v,0.9184162142017847
GATS6Z,0.883315494145503
GATS6c,0.9991192436976956
GATS6d,1.0060699722568747
GATS6i,0.8147815077252601
GATS6m,0.8697921621795218
GATS6p,0.8558916767736495
GATS6s,0.7696612725613858
GATS6v,0.7958529180439072
GATS7Z,1.3944013517862892
GATS7c,1.0901413743952497
GATS7d,1.352558046437149
GATS7i,1.2493676094562187
GATS7m,1.3620508484900928
GATS7p,1.4113202240008569
GATS7s,1.2955247678819755
GATS7v,1.106781820726966
GATS8Z,1.4352590923720634
GATS8c,1.5975666552866625
GATS8d,1.242233787029623
GATS8i,1.2172183120869013
GATS8m,1.401895337306425
GATS8p,1.48419938027056
GATS8s,2.3077645984592454
GATS8v,1.0282875721890854
MATS1Z,0.1553900466688124
MATS1c,-0.5390746664115499
MATS1d,0.4040544935948753
MATS1i,-0.24358009068854194
MATS1m,0.15082303361789026
MATS1p,-0.07480186995647402
MATS1s,-0.20314442724350018
MATS1v,-0.02254304750863695
MATS2Z,0.1521984328849216
MATS2c,0.11778118178372991
MATS2d,0.09629650623153387
MATS2i,0.05592162427108172
MATS2m,0.15051864453757108
MATS2p,0.10579858923081305
MATS2s,0.37343329576087697
MATS2v,0.10575827367658353
MATS3Z,0.07245735436112005
MATS3c,-0.1243616497800976
MATS3d,-0.05064051240992791
MATS3i,0.17209466158138784
MATS3m,0.07545029309088899
MATS3p,0.1416885602095815
MATS3s,-0.07754446986662934
MATS3v,0.14803936629688938
MATS4Z,-0.16339189594131173
MATS4c,-0.0008259369021655803
MATS4d,0.051594378951437016
MATS4i,-0.0836981972789629
MATS4m,-0.16736725958489523
MATS4p,-0.15311747838534434
MATS4s,-0.07444852658367627
MATS4v,-0.1734959288319544
MATS5Z,0.09995680382159133
MATS5c,0.11021547922624875
MATS5d,0.17290411276389528
MATS5i,0.044083889161191304
MATS5m,0.1023686536103919
MATS5p,0.08694205435837728
MATS5s,-0.0092591555763598
MATS5v,0.07579750172385832
MATS6Z,0.16549651574464275
MATS6c,-0.09204167311265946
MATS6d,0.042629452399128624
MATS6i,0.16735509111150615
MATS6m,0.17510488597768625
MATS6p,0.19181927160220025
MATS6s,0.01925571560022277
MATS6v,0.22196940314743566
MATS7Z,0.013760862568393891
MATS7c,0.0655592108536904
MATS7d,-0.15461969575660525
MATS7i,-0.14204869935714184
MATS7m,0.014705251494417886
MATS7p,-0.06059348918397133
MATS7s,0.05664369644025284
MATS7v,-0.05462235373478351
MATS8Z,0.03242677824267782
MATS8c,-0.17443376073830977
MATS8d,-0.12598078462770204
MATS8i,-0.1733312943575567
MATS8m,0.03312271868986902
MATS8p,-0.1682016651432889
MATS8s,-0.18305968811431772
MATS8v,-0.04846560825619806
MAXsOH,8.977020988070771
MAXssS,1.232613811728395
MINsOH,8.977020988070771
MINssS,1.232613811728395
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,-4.029037107898715
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.81113289451583
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,908
TMWC10,141.9499578813071
TSRW10,81.93706146031894
Xc-3dv,1.6474062798339848
Xc-4dv,0.06454972243679029
Xc-5dv,0.32516631261707885
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4199520704470561
Xch-7d,0.6870134115664805
Xp-0dv,21.39457616982323
Xp-1dv,13.420895479448372
Xp-2dv,10.465650576082643
Xp-3dv,7.6243192518244856
Xp-4dv,5.102604158725081
Xp-5dv,3.0283979798641374
Xp-6dv,1.9991203343087627
Xp-7dv,1.3866641489982716
Xpc-4d,5.325965406081276
Xpc-5d,7.824783960001109
Xpc-6d,10.699245326873138
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,64
nFRing,1
nHBAcc,7
nHBDon,1
nHRing,2
nSpiro,0
naRing,1
piPC10,7.212870445661491
AATS0dv,6.148148148148149
AATS0pe,6.160688888888887
AATS0se,7.68900087301587
AATS1dv,4.932291666666667
AATS1pe,6.427962500000001
AATS1se,7.773642281249995
AATS2dv,4.776794493608653
AATS2pe,6.34086460176991
AATS2se,7.790560238938049
AATS3dv,2.9738095238095235
AATS3pe,6.131795714285715
AATS3se,7.6425030000000005
AATS4dv,2.5448275862068965
AATS4pe,6.06368
AATS4se,7.5863338206896564
AATS5dv,2.484649122807017
AATS5pe,5.861588815789472
AATS5se,7.429951802631577
AATS6dv,2.8578811369509043
AATS6pe,5.90777519379845
AATS6se,7.487868682170543
AATS7dv,4.021111111111111
AATS7pe,6.281764000000002
AATS7se,7.8257364099999975
AATS8dv,3.3629629629629627
AATS8pe,6.479122222222223
AATS8se,8.101699955555553
AATSC0Z,14.090702947845802
AATSC0c,0.013609229581332347
AATSC0d,0.629377676996725
AATSC0i,1.594745447180756
AATSC0m,63.01071419551525
AATSC0p,0.3629511751681049
AATSC0s,1.9440629297494534
AATSC0v,53.861803729674314
AATSC1Z,2.189554988662132
AATSC1c,-0.007336390896674932
AATSC1d,0.2543028785588307
AATSC1i,-0.38844824064942796
AATSC1m,9.503467065397471
AATSC1p,-0.027149426605474
AATSC1s,-0.3949255503892737
AATSC1v,-1.2142092003789269
AATSC2Z,2.1445829069090765
AATSC2c,0.0016029111432554197
AATSC2d,0.06060687139490343
AATSC2i,0.08918075570526045
AATSC2m,9.484287292053244
AATSC2p,0.0383997222924512
AATSC2s,0.7259778270228847
AATSC2v,5.696331379557323
AATSC3Z,1.020975056689342
AATSC3c,-0.0016924662429705975
AATSC3d,-0.031872008062484254
AATSC3i,0.27444717804103125
AATSC3m,4.754176853917865
AATSC3p,0.05142602943594439
AATSC3s,-0.15075132927478765
AATSC3v,7.973667291748419
AATSC4Z,-2.3023066697943557
AATSC4c,-1.1240364921265815e-05
AATSC4d,0.03247235037054415
AATSC4i,-0.13347731904786284
AATSC4m,-10.545930559390442
AATSC4p,-0.05557416871873762
AATSC4s,-0.14473262070579176
AATSC4v,-9.34480366664427
AATSC5Z,1.4084616302661417
AATSC5c,0.0014999477602065851
AATSC5d,0.10882198883452018
AATSC5i,0.07030258153383091
AATSC5m,6.450321975224103
AATSC5p,0.031555720800902284
AATSC5s,-0.01800038111678402
AATSC5v,4.082590161050108
AATSC6Z,2.331962242261247
AATSC6c,-0.0012526162604401272
AATSC6d,0.026830025722606038
AATSC6i,0.26688876961259506
AATSC6m,11.033483924578274
AATSC6p,0.06962103004790847
AATSC6s,0.03743432288419133
AATSC6v,11.955672426320131
AATSC7Z,0.1939002267573688
AATSC7c,0.0008922103516788481
AATSC7d,-0.09731418493323257
AATSC7i,-0.22653151657774998
AATSC7m,0.9265883990879389
