DLiP-ID,C001NO
JGI4,0.04525252525252525
JGI5,0.02187499999999999
JGI6,0.02606413994169096
JGI7,0.02163461538461538
JGI8,0.015192743764172331
JGI9,0.015625
MIC0,28.096911725976426
MIC1,39.30919184488826
MIC2,44.29955154865206
MIC3,46.87449387436098
MIC4,47.68454139242152
MIC5,47.736233700113836
MPC2,27
MPC3,31
MPC4,39
MPC5,49
MPC6,44
MPC7,47
MPC8,46
MPC9,42
Mare,0.9515897435897438
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.48853035473992423
RPCG,0.08237139248975446
SIC0,0.2701787180447516
SIC1,0.5298203199249706
SIC2,0.6776536619044832
SIC3,0.7632861543347276
SIC4,0.8094208427896814
SIC5,0.8191234253290082
SaaN,0
SaaO,0
SaaS,0
Sare,37.11200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,55.692124637880426
TIC1,109.2122262866601
TIC2,139.68521456175324
TIC3,157.33669901615647
TIC4,166.84647402048338
TIC5,168.8464740204834
WPol,25
apol,47.30785999999998
bpol,23.212139999999994
nRot,4
ABCGG,11.80765972980127
ATS0Z,3518.0
ATS0d,112.0
ATS0i,6232.98292212508
ATS0m,18885.455771980894
ATS0p,83.99036209697996
ATS0v,8914.877545137477
ATS1Z,840.0
ATS1d,135.0
ATS1i,5645.5485728529975
ATS1m,3126.9557509999986
ATS1p,70.00282620000003
ATS1v,9810.739978505031
ATS2Z,1210.0
ATS2d,229.0
ATS2i,10784.007090214034
ATS2m,4423.533038999998
ATS2p,106.67910345333895
ATS2v,14684.156467325083
ATS3Z,1311.0
ATS3d,243.0
ATS3i,14138.01959599764
ATS3m,4509.803097
ATS3p,132.204853765641
ATS3v,17051.281035404514
ATS4Z,1173.0
ATS4d,241.0
ATS4i,18871.660701015553
ATS4m,4015.8768139999997
ATS4p,123.19417300560097
ATS4v,15131.789790223078
ATS5Z,1061.0
ATS5d,194.0
ATS5i,13274.630467692923
ATS5m,3714.1402919999996
ATS5p,97.449293753225
ATS5v,12612.239657073857
ATS6Z,834.0
ATS6d,162.0
ATS6i,11113.007470131737
ATS6m,2733.6588219999994
ATS6p,81.30064369533902
ATS6v,10470.81570159782
ATS7Z,718.0
ATS7d,142.0
ATS7i,9611.440975915439
ATS7m,2403.4472169999995
ATS7p,77.48402967418801
ATS7v,9613.459414714456
ATS8Z,620.0
ATS8d,130.0
ATS8i,10553.742724335534
ATS8m,1962.1005899999998
ATS8p,76.78353144243302
ATS8v,9052.502866242381
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,1
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.3125
GGI10,0.0
JGI10,0.0
JGT10,0.512290656355133
Kier1,17.05263157894737
Kier2,7.135802469135802
Kier3,4.795005202913631
MAXdO,12.295327853363569
MINdO,12.295327853363569
MPC10,31
MWC01,19.0
MWC02,4.532599493153256
MWC03,5.342334251964811
MWC04,6.22455842927536
MWC05,7.060476365999801
MWC06,7.9420068084898565
MWC07,8.790116892892472
MWC08,9.669851648501433
MWC09,10.525326683651683
MWC10,11.403746557412857
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.12280000000000024
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.990432586778736
SRW05,0.0
SRW06,6.505784060128229
SRW07,0.0
SRW08,8.106212902619962
SRW09,0.0
SRW10,9.753187781764911
SaaCH,13.995819475938523
SaaNH,0
SaaSe,0
SaaaC,2.1944515306122456
SaasC,0.8486574074074076
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.23597222222222225
SdssS,0
SsCH3,6.322560941043084
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,1800000618
Xc-3d,2.235194625817912
Xc-4d,0.3535533905932738
Xc-5d,0.21982198216447035
Xc-6d,0.0
Xp-1d,8.472145112102217
Xp-2d,8.379768777154078
Xp-3d,5.710768185293417
Xp-4d,4.56950155255711
Xp-5d,3.9630970963806544
Xp-6d,2.246889687780389
Xp-7d,1.6168172655816344
ZMIC0,69.72243099089745
ZMIC1,50.56464014890409
ZMIC2,38.664786367154996
ZMIC3,33.03711499659408
ZMIC4,31.299947719620008
ZMIC5,31.131465554550147
nAcid,1
nAtom,39
nBase,1
nRing,2
piPC1,3.2771447329921766
piPC2,3.8815637979434374
piPC3,4.436751534363128
piPC4,5.044231243524771
piPC5,5.627396268270915
piPC6,5.811140992976701
piPC7,6.18999517015694
piPC8,6.471524859843322
piPC9,6.730136708291798
AATS0Z,90.2051282051282
AATS0d,2.871794871794872
AATS0i,159.82007492628412
AATS0m,484.2424556918178
AATS0p,2.1535990281276916
AATS0v,228.58660372147375
AATS1Z,21.53846153846154
AATS1d,3.4615384615384617
AATS1i,144.75765571417944
AATS1m,80.17835258974355
AATS1p,1.7949442615384623
AATS1v,251.55743534628286
AATS2Z,17.536231884057973
AATS2d,3.318840579710145
AATS2i,156.2899578291889
AATS2m,64.10917447826084
AATS2p,1.546073963091869
AATS2v,212.81386184529106
AATS3Z,14.096774193548388
AATS3d,2.6129032258064515
AATS3i,152.02171608599613
AATS3m,48.49250641935484
AATS3p,1.4215575673724838
AATS3v,183.34710790757543
AATS4Z,10.2
AATS4d,2.0956521739130434
AATS4i,164.10139740013526
AATS4m,34.92066794782608
AATS4p,1.0712536783095736
AATS4v,131.5807807845485
AATS5Z,12.783132530120483
AATS5d,2.3373493975903616
AATS5i,159.93530683967379
AATS5m,44.74867821686747
AATS5p,1.1740878765448797
AATS5v,151.95469466354044
AATS6Z,12.08695652173913
AATS6d,2.347826086956522
AATS6i,161.05807927727156
AATS6m,39.61824379710144
AATS6p,1.1782701984831743
AATS6v,151.75095219706984
AATS7Z,11.770491803278688
AATS7d,2.3278688524590163
AATS7i,157.5646061625482
AATS7m,39.40077404918032
AATS7p,1.2702299946588198
AATS7v,157.5976953231878
AATS8Z,9.393939393939394
AATS8d,1.9696969696969697
AATS8i,159.90519279296265
AATS8m,29.728796818181817
AATS8p,1.1633868400368639
AATS8v,137.15913433700578
ATS0dv,190.0316049382716
ATS0pe,228.9908
ATS0se,286.288172
ATS1dv,197.0
ATS1pe,243.01500000000004
ATS1se,293.0366439999998
ATS2dv,257.0
ATS2pe,420.3640000000001
ATS2se,517.133948
ATS3dv,267.0
ATS3pe,551.2425000000001
ATS3se,684.6591799999999
ATS4dv,239.0
ATS4pe,644.9421
ATS4se,828.173176
ATS5dv,180.0
ATS5pe,484.262
ATS5se,611.369632
ATS6dv,103.0
ATS6pe,421.707
ATS6se,528.233776
ATS7dv,72.0
ATS7pe,352.43499999999995
ATS7se,443.24962000000005
ATS8dv,39.0
ATS8pe,370.57850000000013
ATS8se,471.92055200000004
ATSC0Z,2649.897435897435
ATSC0c,1.3912358938380764
ATSC0d,25.743589743589748
ATSC0i,58.037489504954294
ATSC0m,15389.48255127678
ATSC0p,26.6048847180159
ATSC0v,2411.934511253461
ATSC1Z,-56.410256410256416
ATSC1c,-0.057557398686053085
ATSC1d,8.589743589743582
ATSC1i,-14.060902068277015
ATSC1m,-276.9620524471565
ATSC1p,-2.463111143589741
ATSC1v,-206.06823577550065
ATSC2Z,14.181459566074937
ATSC2c,-0.24374201847487187
ATSC2d,-3.5719921104536496
ATSC2i,42.94341138019634
ATSC2m,134.5479792998629
ATSC2p,3.5534182015590794
ATSC2v,709.1907322485422
ATSC3Z,-129.0631163708087
ATSC3c,0.1502306168218879
ATSC3d,5.508875739644969
ATSC3i,-28.474885617553568
ATSC3m,-529.2957809929834
ATSC3p,-6.700739780917936
ATSC3v,-1378.9801425177025
ATSC4Z,496.2767915844839
ATSC4c,0.4943316645860209
ATSC4d,4.576594345825115
ATSC4i,23.68361080379542
ATSC4m,2660.0008751111372
ATSC4p,8.040691619388474
ATSC4v,1358.1348782862838
ATSC5Z,200.39776462853388
ATSC5c,0.1665376775192739
ATSC5d,-4.63379355687048
ATSC5i,-12.853772795701936
ATSC5m,1104.5545936713434
ATSC5p,0.19773294583475398
ATSC5v,123.64653996899332
ATSC6Z,-121.20315581854041
ATSC6c,-0.2375464534528304
ATSC6d,-5.136094674556213
ATSC6i,-7.316804147812
ATSC6m,-465.20651181988103
ATSC6p,0.045371204360614203
ATSC6v,-666.2952873649623
ATSC7Z,4.621959237343859
ATSC7c,-0.0396462760181479
ATSC7d,-10.111768573307039
ATSC7i,-17.182986049111626
ATSC7m,116.1012039705547
ATSC7p,-2.3755619766322513
ATSC7v,-613.3795582447746
ATSC8Z,55.66074950690337
ATSC8c,-0.07222269273267296
ATSC8d,-11.053254437869823
ATSC8i,-11.714662483991004
ATSC8m,396.70045621749364
ATSC8p,-1.900882921051854
ATSC8v,-619.4188082111685
AXp-1d,0.4459023743211693
AXp-2d,0.31036180656126217
AXp-3d,0.18421832855785217
AXp-4d,0.11716670647582333
AXp-5d,0.08087953257919703
AXp-6d,0.051065674722281566
AXp-7d,0.034400367352800734
GATS1Z,0.093395003193157
GATS1c,0.3544951922002694
GATS1d,0.9651394422310756
GATS1i,1.3243419448302138
GATS1m,0.07765884368189616
GATS1p,0.40618016704743837
GATS1v,0.9364599807089619
GATS2Z,0.0940424694083783
GATS2c,0.5229825401333645
GATS2d,1.7221115537848606
GATS2i,0.6680528745210824
GATS2m,0.07722260884451994
GATS2p,0.24865604638981212
GATS2v,0.6509067442391768
GATS3Z,0.12011826229833643
GATS3c,0.20866410737479477
GATS3d,0.8888317696954119
GATS3i,1.1610414039690513
GATS3m,0.09953520784971266
GATS3p,0.4480775182284051
GATS3v,1.0908203092493833
GATS4Z,0.07394543782431161
GATS4c,0.14558696686687686
GATS4d,0.6931231595357699
GATS4i,0.7184547141836843
GATS4m,0.061124557827390236
GATS4p,0.27319340003485515
GATS4v,0.658251025000259
GATS5Z,0.08845989108058813
GATS5c,0.2524386231349367
GATS5d,0.9692435078961261
GATS5i,0.992375240084205
GATS5m,0.07305361467896562
GATS5p,0.3565453698373408
GATS5v,0.8093692523367518
GATS6Z,0.14610354915820983
GATS6c,0.5090936996112643
GATS6d,1.0803308505109994
GATS6i,0.9871845649788931
GATS6m,0.11892755282539501
GATS6p,0.3450123817000102
GATS6v,0.9349857307710682
GATS7Z,0.11154777537052839
GATS7c,0.27312552780600724
GATS7d,1.2704101626281756
GATS7i,1.150172757481636
GATS7m,0.09249063106839264
GATS7p,0.4048474229096468
GATS7v,1.0057382711350544
GATS8Z,0.109615448898053
GATS8c,0.25277749259226284
GATS8d,1.084706628033321
GATS8i,1.0424053002667109
GATS8m,0.09108578498801623
GATS8p,0.4016489610655279
GATS8v,1.0062656002826478
MATS1Z,-0.02128771311903703
MATS1c,-0.04137141583320312
MATS1d,0.333665338645418
MATS1i,-0.24227274798088438
MATS1m,-0.017996839823843102
MATS1p,-0.09258116205712436
MATS1v,-0.08543691166324777
MATS2Z,0.0030248746507090135
MATS2c,-0.0990250671678384
MATS2d,-0.078425428719903
MATS2i,0.4182186921085213
MATS2m,0.004941612403909614
MATS2p,0.0754919176454298
MATS2v,0.16619312578699522
MATS3Z,-0.020424655541703637
MATS3c,0.04528343206614435
MATS3d,0.08973782290194059
MATS3i,-0.20574771871216713
MATS3m,-0.014423015597078035
MATS3p,-0.10561923796495665
MATS3v,-0.23975858073726514
MATS4Z,0.06351285971397055
MATS4c,0.1204992719641401
MATS4d,0.060289277671921
MATS4i,0.13839043172995277
MATS4m,0.05861712700819291
MATS4p,0.1024940823363
MATS4v,0.19096077012774731
MATS5Z,0.03553450929489639
MATS5c,0.05624685504465745
MATS5d,-0.0845773532376518
MATS5i,-0.10406591701626847
MATS5m,0.03372482332849878
MATS5p,0.0034922407024350834
MATS5v,0.024088123595753474
MATS6Z,-0.025852370971636857
MATS6c,-0.09650799503440313
MATS6d,-0.11276632600034642
MATS6i,-0.07125713032018903
MATS6m,-0.017085877329047264
MATS6p,0.0009639054647614084
MATS6v,-0.15614092439312882
MATS7Z,0.0011151462237468741
MATS7c,-0.018219497646543712
MATS7d,-0.2511266409770753
MATS7i,-0.18928874479758753
MATS7m,0.004823335570692518
MATS7p,-0.05708733323161945
MATS7v,-0.16259176994365662
MATS8Z,0.012411968268992253
MATS8c,-0.030675635882233418
MATS8d,-0.25371242303513214
MATS8i,-0.11927291510655444
MATS8m,0.015232084975284159
MATS8p,-0.04221965292120748
MATS8v,-0.15175379063747327
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,1
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4578989512471656
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0.8159782848324514
TMPC10,394
TMWC10,109.49101713134154
TSRW10,52.019178977421475
Xc-3dv,1.8604998560592643
Xc-4dv,0.3535533905932738
Xc-5dv,0.06572292788290107
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.24254684246220476
Xp-0dv,13.735621982290628
Xp-1dv,6.482598131464398
Xp-2dv,6.010545513297229
Xp-3dv,3.1921056091826623
Xp-4dv,2.0917589398117027
Xp-5dv,1.4889575257861936
Xp-6dv,0.7779237425530587
Xp-7dv,0.4873752681533848
Xpc-4d,2.6359874500856937
Xpc-5d,3.8473956068679263
Xpc-6d,6.005124953371637
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,1
nHBAcc,1
nHBDon,0
nHRing,0
nSpiro,0
naRing,2
piPC10,6.323851301061027
AATS0dv,4.872605254827477
AATS0pe,5.871558974358974
AATS0se,7.340722358974358
AATS1dv,5.051282051282051
AATS1pe,6.231153846153847
AATS1se,7.513760102564097
AATS2dv,3.7246376811594204
AATS2pe,6.092231884057973
AATS2se,7.494694898550725
AATS3dv,2.870967741935484
AATS3pe,5.92733870967742
AATS3se,7.361926666666665
AATS4dv,2.0782608695652174
AATS4pe,5.608192173913043
AATS4se,7.201505878260869
AATS5dv,2.1686746987951806
AATS5pe,5.8344819277108435
AATS5se,7.3658991807228915
AATS6dv,1.4927536231884058
AATS6pe,6.111695652173913
AATS6se,7.655561971014493
AATS7dv,1.180327868852459
AATS7pe,5.777622950819671
AATS7se,7.266387213114755
AATS8dv,0.5909090909090909
AATS8pe,5.614825757575759
AATS8se,7.150311393939394
AATSC0Z,67.94608809993423
AATSC0c,0.035672715226617344
AATSC0d,0.6600920447074294
AATSC0i,1.4881407565372895
AATSC0m,394.60211669940463
AATSC0p,0.6821765312311769
AATSC0v,61.84447464752464
AATSC1Z,-1.4464168310322159
AATSC1c,-0.0014758307355398226
AATSC1d,0.22024983563445083
AATSC1i,-0.3605359504686414
AATSC1m,-7.101591088388629
AATSC1p,-0.06315669598948054
AATSC1v,-5.283800917320529
AATSC2Z,0.2055283995083324
AATSC2c,-0.0035324930213749546
AATSC2d,-0.05176800160077753
AATSC2i,0.6223682808724107
AATSC2m,1.9499707144907668
AATSC2p,0.051498814515348976
AATSC2v,10.278126554326699
AATSC3Z,-1.3877754448474053
AATSC3c,0.0016153829765794398
AATSC3d,0.05923522300693515
AATSC3i,-0.3061815657801459
AATSC3m,-5.69135248379552
AATSC3p,-0.07205096538621436
AATSC3v,-14.827743467932285
AATSC4Z,4.315450361604207
AATSC4c,0.004298536213791486
AATSC4d,0.03979647257239231
AATSC4i,0.20594444177213408
AATSC4m,23.13044239227076
AATSC4p,0.06991905755989977
AATSC4v,11.80986850683725
AATSC5Z,2.4144308991389622
AATSC5c,0.0020064780424008904
AATSC5d,-0.0558288380345841
AATSC5i,-0.15486473247833657
AATSC5m,13.307886670739077
AATSC5p,0.002382324648611494
AATSC5v,1.4897173490240159
AATSC6Z,-1.7565674756310203
AATSC6c,-0.003442702223954064
AATSC6d,-0.07443615470371323
AATSC6i,-0.10604063982336233
AATSC6m,-6.742123359708421
AATSC6p,0.0006575536863857131
AATSC6v,-9.656453440071918
AATSC7Z,0.07576982356301408
AATSC7c,-0.0006499389511171787
AATSC7d,-0.1657666979230662
AATSC7i,-0.28168829588707583
AATSC7m,1.9032984257467984
AATSC7p,-0.03894363896118445
AATSC7v,-10.055402594176632
AATSC8Z,0.8433446894985359
AATSC8c,-0.0010942832232223175
AATSC8d,-0.16747355208893672
AATSC8i,-0.17749488612107583
AATSC8m,6.010612972992328
AATSC8p,-0.028801256379573547
AATSC8v,-9.385133457744978
ATS0are,223.359
ATS1are,236.95
ATS2are,412.70900000000006
ATS3are,540.143
ATS4are,636.68
ATS5are,477.24999999999994
ATS6are,417.16900000000004
ATS7are,346.31299999999993
ATS8are,364.4669999999999
ATSC0dv,114.76925609370058
ATSC0pe,2.715835897435896
ATSC0se,1.4271052307692298
ATSC1dv,48.60536878759101
ATSC1pe,0.19214358974358858
ATSC1se,0.05692061538461535
ATSC2dv,19.247061630993265
ATSC2pe,-0.7002788954635123
ATSC2se,-0.41024556213017727
ATSC3dv,24.162923028222185
ATSC3pe,-0.97832406311637
ATSC3se,-0.28833678106508853
ATSC4dv,74.73712551034487
ATSC4pe,1.7964967126890201
ATSC4se,0.7317183195266269
ATSC5dv,-23.789815991753322
ATSC5pe,0.8891287310979605
ATSC5se,0.2355308165680472
ATSC6dv,-116.6936791097475
ATSC6pe,-2.5367865877712026
ATSC6se,-1.2073304852071
ATSC7dv,-56.16572787558543
ATSC7pe,-0.46194332675871064
ATSC7se,-0.14270736094674547
ATSC8dv,-54.5115805878199
ATSC8pe,-0.44744280078895304
ATSC8se,-0.08956177514792893
AXp-0dv,0.7229274727521383
AXp-1dv,0.34118937534023147
AXp-2dv,0.22261279678878626
AXp-3dv,0.10297114868331168
AXp-4dv,0.05363484461055648
AXp-5dv,0.030386888281350888
AXp-6dv,0.017680085058024063
AXp-7dv,0.010369686556454994
BertzCT,566.9657959157684
ECIndex,3800000000
GATS1dv,0.5560767316327999
GATS1pe,0.7538643247203483
GATS1se,0.7174358191543708
GATS2dv,1.0148907889972674
GATS2pe,1.2203363746912694
GATS2se,1.217601363864179
GATS3dv,0.9078524330769424
GATS3pe,1.0411483899718024
GATS3se,0.9962302931222955
GATS4dv,0.7744840347241558
GATS4pe,0.7550635506321401
GATS4se,0.838365378807005
GATS5dv,1.276526737933844
GATS5pe,1.0719901744943625
