DLiP-ID,T003QU
AATSC4s,-0.01691829441705805
AATSC4v,-2.9307276418221386
AATSC5Z,-1.9575863890146374
AATSC5c,0.0003018592950146312
AATSC5d,0.0549117247623359
AATSC5i,0.052790703955161056
AATSC5m,-8.882369614565413
AATSC5p,-0.0006851434814682966
AATSC5s,-0.37688282090423636
AATSC5v,-3.8150375025943974
AATSC6Z,0.8869938295017511
AATSC6c,-0.0023780074761936168
AATSC6d,-0.10627286408182743
AATSC6i,-0.10715739294657114
AATSC6m,4.054871648032824
AATSC6p,0.0032686988327918502
AATSC6s,-0.2349763972261583
AATSC6v,2.656294416767344
AATSC7Z,-2.0150853460442577
AATSC7c,0.003932788487593394
AATSC7d,-0.17679457477875712
AATSC7i,-0.3865050863250654
AATSC7m,-9.19552850110066
AATSC7p,-0.09162757786189273
AATSC7s,0.40728933011987767
AATSC7v,-13.037430372269549
AATSC8Z,-3.0764636744593634
AATSC8c,-0.0025350795223062065
AATSC8d,0.033810807331143236
AATSC8i,0.06516453975846255
AATSC8m,-14.496696878956403
AATSC8p,-0.013086458840376349
AATSC8s,-0.49418517078018664
AATSC8v,-11.177262125998611
ATS0are,288.54829999999987
ATS1are,309.8738
ATS2are,553.998
ATS3are,697.8708999999998
ATS4are,775.9747999999997
ATS5are,756.9789999999998
ATS6are,665.1698000000002
ATS7are,632.5718999999999
ATS8are,657.0809999999997
ATSC0dv,184.77541371158404
ATSC0pe,5.594693617021271
ATSC0se,3.6539362127659563
ATSC1dv,44.63130627232029
ATSC1pe,0.4579875056586664
ATSC1se,0.6877064803078313
ATSC2dv,78.17941753432923
ATSC2pe,2.424069533725663
ATSC2se,1.498566724762335
ATSC3dv,-19.876062572305226
ATSC3pe,-1.0868909008601206
ATSC3se,-0.9061564096876414
ATSC4dv,-37.84467582113574
ATSC4pe,-1.2461955183340911
ATSC4se,-1.361987532367586
ATSC5dv,-66.30838489009606
ATSC5pe,-3.384892213671347
ATSC5se,-2.1764409900407404
ATSC6dv,-19.810019616719483
ATSC6pe,-0.4726444997736535
ATSC6se,-0.5413001407876866
ATSC7dv,-11.931039686132493
ATSC7pe,3.346818107741057
ATSC7se,2.5056491127206857
ATSC8dv,-146.43423369045814
ATSC8pe,-5.549336260751467
ATSC8se,-2.7882600466274328
AXp-0dv,0.6264388141578263
AXp-1dv,0.3705908603319318
AXp-2dv,0.2112213954995457
AXp-3dv,0.12409983217966408
AXp-4dv,0.0736963292952817
AXp-5dv,0.04302441559894926
AXp-6dv,0.025643711611673614
AXp-7dv,0.015172613391186977
BertzCT,817.2608157081334
ECIndex,446
ETA_eta,22.651673268315907
GATS1dv,0.5997965972468821
GATS1pe,0.6366152627380294
GATS1se,0.531061268453591
GATS2dv,0.7544672121720926
GATS2pe,0.6372756118235976
GATS2se,0.6357436983252301
GATS3dv,1.0177625967426238
GATS3pe,1.0038578655845454
GATS3se,1.022847825714276
GATS4dv,1.1143981858332186
GATS4pe,1.1340801021449916
GATS4se,1.2302146325299066
GATS5dv,1.3326939397816437
GATS5pe,1.5900879670934396
GATS5se,1.720022091895202
GATS6dv,1.0858893053749752
GATS6pe,1.0375408951373417
GATS6se,1.1042491666716077
GATS7dv,1.057634415076163
GATS7pe,0.7753942278548916
GATS7se,0.7853052240083606
GATS8dv,1.3555260674410516
GATS8pe,1.560776452258166
GATS8se,1.477739098127923
LogEE_A,4.111976796769363
LogEE_D,113.18132073673299
MATS1dv,0.2316846134564366
MATS1pe,0.07851978466600121
MATS1se,0.18052773492480784
MATS2dv,0.22343751796947756
MATS2pe,0.22881085101839543
MATS2se,0.21658230664689151
MATS3dv,-0.04434852484332633
MATS3pe,-0.08009449203326474
MATS3se,-0.10224338322601834
MATS4dv,-0.0757974758017069
MATS4pe,-0.08243355203792657
MATS4se,-0.13794510925718695
MATS5dv,-0.14055324547935846
MATS5pe,-0.23696551430826462
MATS5se,-0.23329345071425786
MATS6dv,-0.04539579241472791
MATS6pe,-0.03577117280337587
MATS6se,-0.0627266447375676
MATS7dv,-0.02975307062436028
MATS7pe,0.27564713825394155
MATS7se,0.3159780958430861
MATS8dv,-0.3417195261660387
MATS8pe,-0.42769689108311754
MATS8se,-0.32903619488795866
MAXaaCH,1.9058045162509447
MAXaasC,0.852576898043168
MAXsCH3,1.852986924708155
MAXssNH,3.224574280520799
MDEC-11,0.516459056608978
MDEC-12,3.5290858828345923
MDEC-13,6.198694710190766
MDEC-22,5.61419311594246
MDEC-23,12.656848398034343
MDEC-33,7.32232107540351
MDEN-22,0.5047172597219922
MDEO-11,0.4999999999999999
MDEO-12,0.2857142857142857
MINaaCH,1.708784722222222
MINaasC,0.3107161753590324
MINsCH3,1.8103137597631644
MINssNH,2.8247196239606955
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714286
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,391.639671939546
SpAbs_A,30.30136719037582
SpAbs_D,226.36264147346583
SpMAD_A,1.2625569662656593
SpMAD_D,9.431776728061083
SpMax_A,2.465451460714634
SpMax_D,113.18132073673299
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,92.61
TpiPC10,8.33591484029398
VAdjMat,5.700439718141092
VE1_DzZ,4.796067964551809
VE1_Dzi,4.8209858264808005
VE1_Dzm,4.796045951461026
VE1_Dzp,4.797678978126365
VE1_Dzv,4.807962653345394
VE2_DzZ,0.19983616518965872
VE2_Dzi,0.2008744094367
VE2_Dzm,0.19983524797754273
VE2_Dzp,0.19990329075526522
VE2_Dzv,0.20033177722272474
VE3_DzZ,2.443265145509628
VE3_Dzi,2.4484471728188635
VE3_Dzm,2.4432605556786533
VE3_Dzp,2.4436009920978954
VE3_Dzv,2.445742166949607
VR1_DzZ,139.29272459016087
VR1_Dzi,137.5004531974648
VR1_Dzm,139.2945160833597
VR1_Dzp,139.50128576268668
VR1_Dzv,138.56075447115123
VR2_DzZ,5.803863524590036
VR2_Dzi,5.729185549894367
VR2_Dzm,5.803938170139987
VR2_Dzp,5.812553573445278
VR2_Dzv,5.773364769631301
VR3_DzZ,5.812046388420801
VR3_Dzi,5.799095950436657
VR3_Dzm,5.81205924969323
VR3_Dzp,5.813542555509667
VR3_Dzv,5.806777627239454
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.15327947793839242
Xch-7dv,0.1604512695742748
Xpc-4dv,2.6058614834942038
Xpc-5dv,3.958193884144362
Xpc-6dv,4.863392846748299
Zagreb1,128.0
Zagreb2,151.0
fragCpx,124.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,26
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.139325531914891
AATS1are,6.3239551020408165
AATS2are,6.224696629213484
AATS3are,6.121674561403506
AATS4are,6.110037795275589
AATS5are,6.308158333333332
AATS6are,5.992520720720723
AATS7are,6.201685294117646
AATS8are,6.028266055045869
AATSC0dv,3.9313917810975325
AATSC0pe,0.11903603440470789
AATSC0se,0.0777433236758714
AATSC1dv,0.9108429851493937
AATSC1pe,0.009346683788952375
AATSC1se,0.014034826128731252
AATSC2dv,0.8784204217340363
AATSC2pe,0.027236736333996214
AATSC2se,0.016837828368116124
AATSC3dv,-0.17435142607285287
AATSC3pe,-0.009534130709299303
AATSC3se,-0.007948740435856505
AATSC4dv,-0.2979895733947696
AATSC4pe,-0.009812563136488907
AATSC4se,-0.01072431127848493
AATSC5dv,-0.5525698740841338
AATSC5pe,-0.02820743511392789
AATSC5se,-0.018137008250339502
AATSC6dv,-0.17846864519567102
AATSC6pe,-0.004258058556519401
AATSC6se,-0.004876577844934114
AATSC7dv,-0.11697097731502444
AATSC7pe,0.03281194223275546
AATSC7se,0.024565187379614564
AATSC8dv,-1.3434333366097078
AATSC8pe,-0.05091134184175658
AATSC8se,-0.025580367400251675
AETA_eta,0.9438197195131628
ATSC0are,5.94058723404255
ATSC1are,0.2540750113173368
ATSC2are,2.5864880036215463
ATSC3are,-1.2244349932095977
ATSC4are,-1.4717527387958353
ATSC5are,-3.3637014486192847
ATSC6are,-0.8619847442281577
ATSC7are,4.18236174739701
ATSC8are,-5.503719330013578
BCUTZ-1h,16.01312269729464
BCUTZ-1l,5.68200660727242
BCUTc-1h,0.44605775370947964
BCUTc-1l,-0.4660065614359937
BCUTd-1h,4.043941099535491
BCUTd-1l,0.9715582568384014
BCUTi-1h,14.565059907005018
BCUTi-1l,10.319761981852464
BCUTm-1h,32.06654395369378
BCUTm-1l,11.69332140378187
BCUTp-1h,2.954578415076413
BCUTp-1l,0.7157152873066037
BCUTs-1h,7.0142064305653875
BCUTs-1l,0.2989194578617378
BCUTv-1h,24.44183130540249
BCUTv-1l,14.681717622548002
BalabanJ,1.6555636874638422
Diameter,11
ETA_beta,28.0
GATS1are,0.6744609109669578
GATS2are,0.6395609164626102
GATS3are,1.0117831332344724
GATS4are,1.1528708613204395
GATS5are,1.6174131930267426
GATS6are,1.0638794145217327
GATS7are,0.7404229389339901
GATS8are,1.547649024327313
HybRatio,0.47058823529411764
Lipinski,True
LogEE_Dt,195.819835969773
MATS1are,0.04102365525340484
MATS2are,0.22992645430549188
MATS3are,-0.08497660220529371
MATS4are,-0.09168527923900911
MATS5are,-0.22177096003117408
MATS6are,-0.06143913336518413
MATS7are,0.32440676512288885
MATS8are,-0.39948296142040035
MAXddssS,-3.5708678193499614
MAXssCH2,0.9774670780591596
MAXsssCH,-0.06400898631057439
MINddssS,-3.5708678193499614
MINssCH2,0.6684872868900646
MINsssCH,-0.06400898631057439
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,12.940891921302285
SMR_VSA2,0.0
SMR_VSA3,15.195546725583863
SMR_VSA4,0.0
SMR_VSA5,44.550179149589624
SMR_VSA6,13.08951281182515
SMR_VSA7,35.21672811080473
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,158.4838221692313
SpAD_Dzi,183.7031697094105
SpAD_Dzm,158.4880634195188
SpAD_Dzp,201.42748790027358
SpAD_Dzv,203.9690372107534
SpAbs_Dt,391.63967193954625
SpDiam_A,4.903460301167424
SpDiam_D,166.35373997126578
SpMAD_Dt,16.31831966414775
SpMax_Dt,195.819835969773
SsssssAs,0
VE1_Dzpe,4.816543269595168
VE1_Dzse,4.8145708599203765
VE2_Dzpe,0.20068930289979867
VE2_Dzse,0.20060711916334903
VE3_Dzpe,2.4475252441468958
VE3_Dzse,2.447115652966511
VMcGowan,260.21
VR1_Dzpe,137.7050689008584
VR1_Dzse,137.85070208509018
VR2_Dzpe,5.737711204202434
VR2_Dzse,5.743779253545424
VR3_Dzpe,5.80058295360096
VR3_Dzse,5.801639967919841
mZagreb1,8.590277777777779
mZagreb2,5.152777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,42
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1263954730647351
AATSC1are,0.00518520431259871
AATSC2are,0.029061662962039846
AATSC3are,-0.01074065783517191
AATSC4are,-0.011588604242486892
AATSC5are,-0.028030845405160706
AATSC6are,-0.007765628326379799
AATSC7are,0.04100354654310794
AATSC8are,-0.050492837890032824
AETA_beta,1.1666666666666667
BCUTdv-1h,6.033455968566563
BCUTdv-1l,0.6442306077582202
BCUTpe-1h,3.537099616534523
BCUTpe-1l,2.226671518849718
BCUTse-1h,3.7682752204629253
BCUTse-1l,2.4248311096927133
ETA_alpha,11.533333333333333
ETA_dBeta,-2.0
ETA_eta_B,0.5323662821080308
ETA_eta_F,20.597122926631233
ETA_eta_L,6.194589101504626
ETA_eta_R,43.24879619494714
ETA_psi_1,0.560777957860616
LabuteASA,142.22803689762844
LogEE_DzZ,78.93190761825588
LogEE_Dzi,91.89776197215267
LogEE_Dzm,78.93361017540857
LogEE_Dzp,100.01478177112129
LogEE_Dzv,101.73484629991009
PEOE_VSA1,9.83988354097968
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.289397394048667
PEOE_VSA7,57.350881302692066
PEOE_VSA8,18.150048726757532
PEOE_VSA9,10.589411470366237
SM1_Dzare,1.389555950537421
SpAD_Dzpe,182.67814698400332
SpAD_Dzse,181.35985015983383
SpAbs_DzZ,157.00235754637737
SpAbs_Dzi,182.74352698724846
SpAbs_Dzm,157.00891658031614
SpAbs_Dzp,204.406853858771
SpAbs_Dzv,205.46707104355318
SpDiam_Dt,280.69671607060724
SpMAD_DzZ,6.603492590384637
SpMAD_Dzi,7.654298737892105
SpMAD_Dzm,6.603669309146617
SpMAD_Dzp,8.392811995844733
SpMAD_Dzv,8.498709883781393
SpMax_DzZ,78.93190761825588
SpMax_Dzi,91.89776197215267
SpMax_Dzm,78.93361017540857
SpMax_Dzp,100.01478177112129
SpMax_Dzv,101.73484629991009
VE1_Dzare,4.817842915735421
VE2_Dzare,0.20074345482230918
VE3_Dzare,2.4477950373902093
VR1_Dzare,137.59893312906001
VR2_Dzare,5.733288880377501
VR3_Dzare,5.799811909400557
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48055555555555557
AETA_dBeta,-0.08333333333333333
AETA_eta_B,0.02218192842116795
AETA_eta_F,0.8582134552763013
AETA_eta_L,0.2581078792293594
AETA_eta_R,1.8020331747894642
BCUTare-1h,3.581300509656589
BCUTare-1l,2.1741086205182443
ETA_beta_s,15.0
ETA_dPsi_A,0.15322204213938395
ETA_dPsi_B,0.0
ETA_eta_BR,0.7903662821080308
ETA_eta_FL,5.187258178760439
ETA_eta_RL,11.381847280265065
LogEE_Dzpe,91.39204613072056
LogEE_Dzse,90.73149297508995
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,10.038883468458419
SlogP_VSA2,32.70581388242749
SlogP_VSA3,10.023291153407584
SlogP_VSA4,20.771211599071872
SlogP_VSA5,29.859270151271918
SlogP_VSA6,27.617679617875954
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,182.64703075333188
SpAbs_Dzpe,181.54051341042373
SpAbs_Dzse,180.24614047569986
SpDiam_DzZ,114.33370809273714
SpDiam_Dzi,136.51674606346626
SpDiam_Dzm,114.33384758275676
SpDiam_Dzp,145.62176227223932
SpDiam_Dzv,150.19908624646538
SpMAD_Dzpe,7.611589457666805
SpMAD_Dzse,7.556660423326409
SpMax_Dzpe,91.39204613072056
SpMax_Dzse,90.73149297508995
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.625
AETA_eta_BR,0.032931928421167954
AETA_eta_FL,0.21613575744835165
AETA_eta_RL,0.474243636677711
DetourIndex,2274
EState_VSA1,10.023291153407584
EState_VSA2,6.041840829147961
EState_VSA3,17.200487300304793
EState_VSA4,41.77068212170404
EState_VSA5,0.0
EState_VSA6,6.06636706846161
EState_VSA7,32.903945735995094
EState_VSA8,15.195546725583863
EState_VSA9,4.523094936973348
ETA_beta_ns,13.0
ETA_shape_p,0.18786127167630057
ETA_shape_x,0.07225433526011561
ETA_shape_y,0.30346820809248554
GhoseFilter,True
LogEE_Dzare,91.38141354127167
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,181.41062795148707
SpDiam_Dzpe,135.52199579282876
SpDiam_Dzse,134.25197217154977
SpMAD_Dzare,7.610292948055495
SpMax_Dzare,91.38141354127167
TopoPSA(NO),84.23
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,30.873475229993538
VSA_EState9,28.44739258935643
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5416666666666666
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.019444444444444448
FilterItLogS,-5.610554135817703
SpDiam_Dzare,135.69033710160448
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5843971631205677
ETA_epsilon_2,0.8569444444444443
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5430303030303033
ETA_epsilon_5,0.814102564102564
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.143220692532332
ETA_dEpsilon_B,0.04136686009026436
ETA_dEpsilon_C,-0.10185383244206764
ETA_dEpsilon_D,0.0428418803418803
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7916666666666666
MDEDescriptor,"0.516459056608978,3.5290858828345923,6.198694710190766,0.0,5.61419311594246,12.656848398034343,0.0,7.32232107540351,0.0,0.0,0.4999999999999999,0.2857142857142857,0.0,0.0,0.0,0.0,0.5047172597219922,0.0,0.0"
APolDescriptor,53.86223899999998
BCUTDescriptor,"11.900000000000004,31.972072207803038,-0.3149047412449639,0.24148230255441094,6.252922796875732,12.823694607952547"
BPolDescriptor,34.855761
TPSADescriptor,92.61000000000001
ALOGPDescriptor,"0.9529999999999985,0.9082089999999972,91.18069999999999"
XLogPDescriptor,2.251
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,349.14601278000004
ChiPathDescriptor,"17.319626477379405,11.381847280265065,10.962918633816415,8.715471811546834,7.48073000978174,5.327944711549979,3.162677871149107,2.5589241653017187,14.421776729758347,8.52229535126465,6.763823460442559,4.833245025438305,3.560076978528259,2.227266663218649,1.1489022168669805,0.7767406400426488"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4181090996453738,0.4994181424384757,0.0,0.0,0.02282177322938192,0.15327947793839242,0.14571067980270141"
AtomCountDescriptor,47
BondCountDescriptor,26
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.3573366500459643,0.20412414523193154,0.5805415260169907,0.08333333333333333,0.9636273878126258,0.025499585890087693,0.17608292596477326,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,6,3,5,3,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"48.43206786804254,2.018002827835106,20.455218777960212,7.961330141272088,9.007572997978201"
FractionalPSADescriptor,0.2652471934667471
WienerNumbersDescriptor,"1315.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.585860277089461,8.05652185681092,10.356463321665593,1.8373500520311903,2.674051261254432,2.8609698006120663"
FractionalCSP3Descriptor,0.47058823529411764
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,3,1,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,7.7091412742382275,4.233236151603498"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1849.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.47058823529411764
AutocorrelationDescriptorMass,"33.531101048902286,36.446320685800586,47.88066319443948,50.36273374018455,49.10500620935452"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.34211510598931244,-0.13326382890383773,-0.009749546725128996,0.03064283870340176,-0.08935945104322081"
EccentricConnectivityIndexDescriptor,446
AutocorrelationDescriptorPolarizability,"1932.7112907059486,2274.50953513306,3274.514173819393,3247.032570014762,3013.6257499698777"
