DLiP-ID,P000CP
AATSC5m,-5.998559752821716
AATSC5p,-0.0188897055205583
AATSC5s,-0.1729022491349481
AATSC5v,-5.858189633131029
AATSC6Z,-1.822857142857143
AATSC6c,-0.0019488088402677616
AATSC6d,-0.1043444828911957
AATSC6i,-0.2649542518068109
AATSC6m,-8.678614040118635
AATSC6p,-0.05162364651730708
AATSC6s,-0.25617839292579775
AATSC6v,-12.33438722956429
AATSC7Z,0.9548022598870056
AATSC7c,0.0015170281635704152
AATSC7d,-0.033689780332205994
AATSC7i,-0.07317668295967375
AATSC7m,4.3923880623814835
AATSC7p,-0.010789402164431592
AATSC7s,0.2763137602443215
AATSC7v,0.729574958400161
AATSC8Z,0.6571428571428571
AATSC8c,-0.001279927209373
AATSC8d,-0.051123194375789535
AATSC8i,-0.11275566546869839
AATSC8m,2.9713031223183397
AATSC8p,-0.014990141229362822
AATSC8s,0.23310265282583623
AATSC8v,-0.8305001161091903
ATS0are,325.4949
ATS1are,342.80400000000003
ATS2are,580.834
ATS3are,749.415
ATS4are,898.9019999999999
ATS5are,1059.719
ATS6are,1101.658
ATS7are,1067.579
ATS8are,850.4620000000001
ATSC0dv,234.0
ATSC0pe,7.71356470588235
ATSC0se,5.5843027450980385
ATSC1dv,85.0
ATSC1pe,-0.2815868512110723
ATSC1se,-0.4135613625528666
ATSC2dv,34.0
ATSC2pe,-0.6758487889273357
ATSC2se,-0.9376052118416034
ATSC3dv,7.0
ATSC3pe,0.6564979238754343
ATSC3se,0.8495284229142576
ATSC4dv,-94.0
ATSC4pe,-0.24021280276816523
ATSC4se,-0.24991930488273714
ATSC5dv,-206.0
ATSC5pe,-4.314060207612453
ATSC5se,-2.87915249365629
ATSC6dv,-88.0
ATSC6pe,-4.313996539792383
ATSC6se,-2.696474517493277
ATSC7dv,138.0
ATSC7pe,4.29868719723183
ATSC7se,2.6075313356401493
ATSC8dv,58.0
ATSC8pe,3.0568733564013817
ATSC8se,2.1076748958093083
AXp-0dv,0.5817649984335892
AXp-1dv,0.2957836162150066
AXp-2dv,0.1527304945706906
AXp-3dv,0.08157004615088741
AXp-4dv,0.04457217202440216
AXp-5dv,0.024693607148163942
AXp-6dv,0.013382199556955143
AXp-7dv,0.007306137891243594
BertzCT,985.4365560257471
ECIndex,471
ETA_eta,25.80108203130902
GATS1dv,0.4676665054023545
GATS1pe,0.759798477156966
GATS1se,0.8286256024491122
GATS2dv,0.9040105193951349
GATS2pe,0.9643850071256032
GATS2se,1.0313938279351413
GATS3dv,0.9283819628647216
GATS3pe,0.8184808727408741
GATS3se,0.8153833381956379
GATS4dv,1.041479887633734
GATS4pe,0.8004063295505567
GATS4se,0.809694965436985
GATS5dv,1.2597934472934473
GATS5pe,1.1283076166959105
GATS5se,1.1375919301065238
GATS6dv,1.0927960927960927
GATS6pe,1.1753542978199922
GATS6se,1.174819133873899
GATS7dv,0.7919262156550293
GATS7pe,0.8041853319114359
GATS7se,0.7993540522434942
GATS8dv,0.9149877899877901
GATS8pe,0.9288159775717599
GATS8se,0.9090836946268472
LogEE_A,4.253048174109988
LogEE_D,130.28252476979722
MATS1dv,0.34954039671020803
MATS1pe,-0.03512784848888512
MATS1se,-0.0712631982120342
MATS2dv,0.08143138912369681
MATS2pe,-0.04910471521697279
MATS2se,-0.09409788057275607
MATS3dv,0.013152077807250223
MATS3pe,0.03741884834266581
MATS3se,0.06688383175046296
MATS4dv,-0.14326698942083554
MATS4pe,-0.011106447350161596
MATS4se,-0.015961179730378135
MATS5dv,-0.2672466422466423
MATS5pe,-0.16978212669550152
MATS5se,-0.15651523125988515
MATS6dv,-0.10959706959706961
MATS6pe,-0.1629884361740998
MATS6se,-0.14072118801517736
MATS7dv,0.16992611907866145
MATS7pe,0.16057488760008873
MATS7se,0.1345418797171798
MATS8dv,0.0902930402930403
MATS8pe,0.1443658459581516
MATS8se,0.13749180335466982
MAXaaCH,1.8765655706727133
MAXaasC,0.9321674225245655
MAXdssC,-0.20165808453010814
MAXsCH3,1.551775002394591
MAXssNH,2.9052517164273115
MDEC-11,0.837713708358105
MDEC-12,4.187205079338451
MDEC-13,8.968567952931053
MDEC-22,4.806721123065109
MDEC-23,22.680324221567155
MDEC-33,18.187165294089947
MDEO-11,0.5436901865014462
MDEO-12,1.099778353424797
MDEO-22,0.9085602964160698
MINaaCH,1.3583751417233558
MINaasC,-0.3651463162425459
MINdssC,-0.20165808453010814
MINsCH3,1.433399418409339
MINssNH,2.9052517164273115
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6428571428571428
SM1_Dzi,1.264054700727455
SM1_Dzm,1.63809365307435
SM1_Dzp,-7.0119474042167305
SM1_Dzv,-2.713291496591583
SddssSe,0
SpAD_Dt,739.8171875325168
SpAbs_A,35.44423194745639
SpAbs_D,260.56504953959444
SpMAD_A,1.265865426694871
SpMAD_D,9.305894626414087
SpMax_A,2.525740688421552
SpMax_D,130.28252476979722
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.09
TpiPC10,9.154058504004691
VAdjMat,5.906890595608519
VE1_DzZ,5.202312242729967
VE1_Dzi,5.200953965906325
VE1_Dzm,5.202265795443057
VE1_Dzp,5.120513809999152
VE1_Dzv,5.157441269966416
VE2_DzZ,0.18579686581178453
VE2_Dzi,0.1857483559252259
VE2_Dzm,0.18579520698010918
VE2_Dzp,0.18287549321425542
VE2_Dzv,0.18419433107022914
VE3_DzZ,2.678722605999117
VE3_Dzi,2.6784614809247183
VE3_Dzm,2.678713677758733
VE3_Dzp,2.6628742047129568
VE3_Dzv,2.670059995773032
VR1_DzZ,174.64831408022758
VR1_Dzi,175.052759699298
VR1_Dzm,174.65531892138307
VR1_Dzp,185.19930054641404
VR1_Dzv,180.6075323650984
VR2_DzZ,6.2374397885795565
VR2_Dzi,6.251884274974929
VR2_Dzm,6.237689961477967
VR2_Dzp,6.614260733800501
VR2_Dzv,6.450269013039228
VR3_DzZ,6.192393735253869
VR3_Dzi,6.1947068296634935
VR3_Dzm,6.1924338427162295
VR3_Dzp,6.251051962638881
VR3_Dzv,6.225945764742255
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.018042195912175804
Xch-7dv,0.07394627046545624
Xpc-4dv,1.779647245378242
Xpc-5dv,2.7050737333278336
Xpc-6dv,3.992345380778095
Zagreb1,146.0
Zagreb2,176.0
fragCpx,144.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,1
n7FRing,0
n7HRing,0
n7aRing,1
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,13
nBondsD,2
nBondsM,15
nBondsO,30
nBondsS,38
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.38225294117647
AATS1are,6.468000000000001
AATS2are,6.382791208791208
AATS3are,6.460474137931034
AATS4are,6.286027972027972
AATS5are,6.307851190476191
AATS6are,6.295188571428571
AATS7are,6.031519774011299
AATS8are,6.074728571428572
AATSC0dv,4.588235294117647
AATSC0pe,0.15124636678200687
AATSC0se,0.10949613225682428
AATSC1dv,1.6037735849056605
AATSC1pe,-0.005312959456812685
AATSC1se,-0.007803044576469181
AATSC2dv,0.37362637362637363
AATSC2pe,-0.00742690976843226
AATSC2se,-0.010303353976281356
AATSC3dv,0.0603448275862069
AATSC3pe,0.005659464860995123
AATSC3se,0.0073235208871918756
AATSC4dv,-0.6573426573426573
AATSC4pe,-0.001679809809567589
AATSC4se,-0.0017476874467324275
AATSC5dv,-1.2261904761904763
AATSC5pe,-0.025678929807216984
AATSC5se,-0.01713781246223982
AATSC6dv,-0.5028571428571429
AATSC6pe,-0.024651408798813616
AATSC6se,-0.015408425814247296
AATSC7dv,0.7796610169491526
AATSC7pe,0.024286368345942545
AATSC7se,0.014731815455594063
AATSC8dv,0.4142857142857143
AATSC8pe,0.021834809688581296
AATSC8se,0.015054820684352202
AETA_eta,0.9214672154038935
ATSC0are,8.39276470588235
ATSC1are,-0.43765743944636704
ATSC2are,-1.0032193771626303
ATSC3are,0.8310685121107271
ATSC4are,-0.3028422145328722
ATSC5are,-4.536954325259515
ATSC6are,-4.352837716262974
ATSC7are,4.524340138408302
ATSC8are,3.2707145328719722
BCUTZ-1h,8.024673276391402
BCUTZ-1l,5.676366290192899
BCUTc-1h,0.4661888107145545
BCUTc-1l,-0.5277156064826475
BCUTd-1h,3.2939251061607697
BCUTd-1l,0.9725559103973108
BCUTi-1h,14.540290215947232
BCUTi-1l,10.936863253517634
BCUTm-1h,16.013033652535174
BCUTm-1l,11.687967641873911
BCUTp-1h,2.0156940097936293
BCUTp-1l,0.750449011066345
BCUTs-1h,7.009366737807693
BCUTs-1l,1.2475779158278466
BCUTv-1h,20.921015353581947
BCUTv-1l,14.701780233922348
BalabanJ,1.965013210129545
Diameter,10
ETA_beta,35.25
GATS1are,0.7860937642367025
GATS2are,0.9913857143088204
GATS3are,0.8242732016106792
GATS4are,0.8032289031153599
GATS5are,1.1298245003616227
GATS6are,1.1707941714501986
GATS7are,0.7963814121019034
GATS8are,0.9223612225015745
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,366.31097959204385
MATS1are,-0.05017918160838558
MATS2are,-0.06699149165559315
MATS3are,0.04353554314749524
MATS4are,-0.012869020842275132
MATS5are,-0.16410441066184464
MATS6are,-0.15114700837756412
MATS7are,0.1553270555526451
MATS8are,0.14196449222469537
MAXssCH2,0.6205964191232047
MAXsssCH,-0.38787414965986455
MINssCH2,0.5718577569916855
MINsssCH,-0.38787414965986455
NsssssAs,0
RotRatio,0.13333333333333333
SM1_Dzpe,1.7135097919216646
SM1_Dzse,1.6312317944257138
SMR_VSA1,24.111653440312672
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,25.807221274690605
SMR_VSA6,21.3293926238326
SMR_VSA7,45.6156988332128
SMR_VSA8,0.0
SMR_VSA9,34.12495031652961
SpAD_DzZ,200.09944705347436
SpAD_Dzi,201.38823192319444
SpAD_Dzm,200.14419796477694
SpAD_Dzp,286.349160590289
SpAD_Dzv,245.16049805657673
SpAbs_Dt,739.8171875325168
SpDiam_A,4.996156889682824
SpDiam_D,176.14995883131
SpMAD_Dt,26.422042411875598
SpMax_Dt,366.31097959204385
SsssssAs,0
VE1_Dzpe,5.203322533159059
VE1_Dzse,5.202156425265035
VE2_Dzpe,0.18583294761282354
VE2_Dzse,0.18579130090232268
VE3_Dzpe,2.6789167874121733
VE3_Dzse,2.678692653971788
VMcGowan,284.9700000000004
VR1_Dzpe,174.5244966698484
VR1_Dzse,174.6680031492484
VR2_Dzpe,6.233017738208871
VR2_Dzse,6.238142969616014
VR3_Dzpe,6.191684531033169
VR3_Dzse,6.192506464422651
mZagreb1,10.722222222222223
mZagreb2,6.388888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1645640138408304
AATSC1are,-0.008257687536723906
AATSC2are,-0.011024388760028904
AATSC3are,0.007164383725092475
AATSC4are,-0.0021177777240060994
AATSC5are,-0.027005680507497114
AATSC6are,-0.024873358378645568
AATSC7are,0.025561243719820916
AATSC8are,0.02336224666337123
AETA_beta,1.2589285714285714
BCUTdv-1h,6.023876310193056
BCUTdv-1l,0.995319366645976
BCUTpe-1h,3.492782739170808
BCUTpe-1l,2.225110189805529
BCUTse-1h,3.7057099105016875
BCUTse-1l,2.421145409404939
ETA_alpha,12.9
ETA_dBeta,-0.25
ETA_eta_B,0.5095976993580607
ETA_eta_F,30.92057539638113
ETA_eta_L,6.178560130147239
ETA_eta_R,56.72165742769015
ETA_psi_1,0.5243902439024393
LabuteASA,162.42046647154908
LogEE_DzZ,100.10839699612494
LogEE_Dzi,100.73926077233749
LogEE_Dzm,100.13060232714112
LogEE_Dzp,142.20487863993816
LogEE_Dzv,122.28953922508214
PEOE_VSA1,24.63390486024718
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,47.731098926327846
PEOE_VSA8,12.487188691387619
PEOE_VSA9,27.37123345298056
SM1_Dzare,1.8999534667287108
SpAD_Dzpe,199.16388509452378
SpAD_Dzse,200.244679029088
SpAbs_DzZ,198.57393684939274
SpAbs_Dzi,200.2144668439475
SpAbs_Dzm,198.62311100120786
SpAbs_Dzp,291.421704684093
SpAbs_Dzv,247.2923699467558
SpDiam_Dt,435.7050954462555
SpMAD_DzZ,7.14640882333837
SpMAD_Dzi,7.192436854399801
SpMAD_Dzm,7.148007070170605
SpMAD_Dzp,10.226755735367464
SpMAD_Dzv,8.755732073449169
SpMax_DzZ,100.10839699612494
SpMax_Dzi,100.73926077233749
SpMax_Dzm,100.13060232714112
SpMax_Dzp,142.20487863993816
SpMax_Dzv,122.28953922508214
VE1_Dzare,5.205401631415678
VE2_Dzare,0.1859072011219885
VE3_Dzare,2.6793162788870934
VR1_Dzare,174.2318907234048
VR2_Dzare,6.222567525835886
VR3_Dzare,6.190006534439114
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,13
nAromBond,13
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46071428571428574
AETA_dBeta,-0.008928571428571428
AETA_eta_B,0.018199917834216452
AETA_eta_F,1.104306264156469
AETA_eta_L,0.2206628617909728
AETA_eta_R,2.0257734795603626
BCUTare-1h,3.5471617130220574
BCUTare-1l,2.1753374383803092
ETA_beta_s,17.75
ETA_dPsi_A,0.1896097560975607
ETA_dPsi_B,0.0
ETA_eta_BR,0.7675976993580607
ETA_eta_FL,7.226055732867796
ETA_eta_RL,13.404615863015035
LogEE_Dzpe,99.64313932554481
LogEE_Dzse,100.18059779291634
PEOE_VSA10,0.0
PEOE_VSA11,17.248535499851716
PEOE_VSA12,17.08548195453595
PEOE_VSA13,0.0
SlogP_VSA1,24.95616785730702
SlogP_VSA2,32.34309974802481
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,30.513302635158585
SlogP_VSA6,29.060005457918262
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,197.1965647532179
SpAbs_Dzpe,197.57276885916792
SpAbs_Dzse,198.729963791407
SpDiam_DzZ,136.96255360116368
SpDiam_Dzi,137.43751469571976
SpDiam_Dzm,136.9874475303841
SpDiam_Dzp,184.80150651049576
SpDiam_Dzv,162.393758744013
SpMAD_Dzpe,7.112995896232992
SpMAD_Dzse,7.151595679610286
SpMax_Dzpe,99.64313932554481
SpMax_Dzse,100.18059779291634
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6339285714285714
AETA_eta_BR,0.027414203548502165
AETA_eta_FL,0.25807341903099273
AETA_eta_RL,0.47873628082196557
DetourIndex,5112
EState_VSA1,5.428790391900541
EState_VSA2,17.69853239178337
EState_VSA3,41.21708172909773
EState_VSA4,11.126902983393991
EState_VSA5,33.27606641916891
EState_VSA6,13.176164609739143
EState_VSA7,6.06636706846161
EState_VSA8,5.316788604006331
EState_VSA9,14.210588861400147
ETA_beta_ns,17.5
ETA_shape_p,0.23255813953488372
ETA_shape_x,0.0
ETA_shape_y,0.4263565891472868
GhoseFilter,True
LogEE_Dzare,98.66613785756354
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,195.43232224839838
SpDiam_Dzpe,136.41087647186174
SpDiam_Dzse,137.0475524891611
SpMAD_Dzare,7.0427344554720674
SpMax_Dzare,98.66613785756354
TopoPSA(NO),94.09
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,70.0
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.625
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03928571428571427
FilterItLogS,-5.363133601124126
SpDiam_Dzare,135.29266588309878
ETA_beta_ns_d,2.5
ETA_epsilon_1,0.6176470588235295
ETA_epsilon_2,0.8785714285714282
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5571428571428568
ETA_epsilon_5,0.8399999999999997
AETA_beta_ns_d,0.08928571428571429
ETA_dEpsilon_A,0.1776470588235297
ETA_dEpsilon_B,0.06050420168067272
ETA_dEpsilon_C,-0.117142857142857
ETA_dEpsilon_D,0.03857142857142848
PetitjeanIndex,0.4
TopoShapeIndex,0.6666666666666666
CDK Descriptors
FMFDescriptor,0.5714285714285714
MDEDescriptor,"0.837713708358105,4.187205079338451,8.968567952931053,0.0,4.806721123065109,22.680324221567155,0.0,18.187165294089947,0.0,0.0,0.5436901865014462,1.099778353424797,0.9085602964160698,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,58.20823899999998
BCUTDescriptor,"11.899999999999999,15.999949392169501,-0.35726296021898524,0.20867472323775024,4.562003720678474,12.653467501676417"
BPolDescriptor,33.467760999999996
TPSADescriptor,94.09
ALOGPDescriptor,"2.178200000000001,4.744555240000003,96.6145"
XLogPDescriptor,3.064
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,385.15253764
ChiPathDescriptor,"20.42192077295136,13.404615863015035,11.94797448689096,10.169775293676969,8.71383799179677,7.547879882134709,5.906015946374104,4.496669655382842,16.2894199561405,8.8735084864502,6.567411266539696,4.894202769053242,3.6994902780253778,2.790377607742524,1.913654536644585,1.2201250278376787"
ChiChainDescriptor,"0.0,0.0,0.0,0.045360921162651446,0.15448919986386303,0.0,0.0,0.0,0.018042195912175808,0.04387594394516324"
AtomCountDescriptor,51
BondCountDescriptor,30
SmallRingDescriptor,"3,2,1,2,0,0,0,1,2,0,0"
ChiClusterDescriptor,"2.0350949763178234,0.0,0.5601379391465906,0.0,0.8086512600804477,0.0,0.14749382966987531,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,4,1,3,0,0"
ZagrebIndexDescriptor,146.0
LargestChainDescriptor,11
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"56.60465948571626,2.0215949816327234,18.948143510818305,15.951348450422982,2.9967950603953355"
FractionalPSADescriptor,0.24429282116776657
WienerNumbersDescriptor,"1757.0,57.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.942703498480929,8.264568939235705,12.833851863546919,1.7796472453782415,2.705073733327834,3.617743968518699"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,2,0,0,4,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.4
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,9.871281773931855,4.694444444444445"
AromaticAtomsCountDescriptor,13
AromaticBondsCountDescriptor,13
FragmentComplexityDescriptor,2053.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"33.006794514522156,33.321191660553964,47.70501914506614,63.807056631754925,65.74894433378142"
PetitjeanShapeIndexDescriptor,"0.6666666666666666,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.8351595606514135,-0.395566703004542,-0.15969817575457157,0.28286428378025336,-0.0976142803361184"
EccentricConnectivityIndexDescriptor,471
AutocorrelationDescriptorPolarizability,"2207.6838276565727,2668.416620040902,3927.7559361293866,5155.06998719073,4674.536768618991"
