DLiP-ID,C003F1
fr_lactam,0
fr_phenol,0
ExactMolWt,299.03022584
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,11.444666136763054
SlogP_VSA3,19.51033443475116
SlogP_VSA4,0.0
SlogP_VSA5,16.00405017709529
SlogP_VSA6,35.711898112773966
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,24.65690253147905
EState_VSA5,17.54772460632
EState_VSA6,4.877147193701299
EState_VSA7,23.469520014857956
EState_VSA8,28.479073706701225
EState_VSA9,11.600939890232516
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,35.34475892934723
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,24.529014742728368
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.2857142857142857
VSA_EState10,8.082096368382743
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,1
HallKierAlpha,-0.5400000000000001
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,18
HeavyAtomMolWt,285.134
MaxEStateIndex,6.197967984518909
MinEStateIndex,0.0
NumHeteroatoms,4
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.2222222222222223
FpDensityMorgan2,2.0555555555555554
FpDensityMorgan3,2.888888888888889
MaxPartialCharge,0.04505297260104157
MinPartialCharge,-0.2943775234430562
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,6.197967984518909
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,2
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.2943775234430562
MinAbsPartialCharge,0.04505297260104157
NumRadicalElectrons,0
NumValenceElectrons,96
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,299.0302258400004
MZ,0.7878787878787878
Mi,1.1099607793430337
Mm,0.7574899776215237
Mp,0.7574286880783888
Mv,0.6724375343090996
SZ,26.0
Si,36.62870571832011
Sm,24.997169261510283
Sp,24.99514670658683
Sv,22.190438632200287
nB,0
nC,14
nF,0
nH,15
nI,0
nN,1
nO,0
nP,0
nS,1
nX,2
ABC,13.463538413245823
AMW,9.061521995151528
IC0,1.5926872150271127
IC1,3.374108801820158
IC2,4.207738347405823
IC3,4.62015169511603
IC4,4.801969876934213
IC5,4.801969876934213
Mpe,0.9582887700534761
Mse,0.9978701803173764
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,80.83700000000003
SdO,0
SdS,0
Spe,31.62352941176471
SsF,0
SsI,0
Sse,32.92971595047342
StN,0
fMF,0.48484848484848486
nBr,0
nCl,2
BIC0,0.3013369936810522
BIC1,0.6383825983534094
BIC2,0.7961056080821023
BIC3,0.8741343617384294
BIC4,0.9085344271051332
BIC5,0.9085344271051332
CIC0,3.4517069043313406
CIC1,1.6702853175382955
CIC2,0.8366557719526302
CIC3,0.424242424242423
CIC4,0.24242424242424043
CIC5,0.24242424242424043
GGI1,3.0
GGI2,1.7777777777777786
GGI3,0.8819444444444446
GGI4,0.7505555555555556
GGI5,0.20500000000000007
GGI6,0.2473015873015873
GGI7,0.16145833333333331
GGI8,0.06477544721592339
GGI9,0.006558641975308643
JGI1,0.15789473684210525
JGI2,0.0683760683760684
JGI3,0.03834541062801933
JGI4,0.04415032679738563
JGI5,0.013666666666666667
JGI6,0.01766439909297052
JGI7,0.013454861111111112
JGI8,0.008096930901990424
JGI9,0.0032793209876543217
MIC0,22.557556561956908
MIC1,39.00867475669791
MIC2,43.71990891865518
MIC3,45.469318542844036
MIC4,45.652591270116766
MIC5,45.652591270116766
MPC2,26
MPC3,34
MPC4,43
MPC5,50
MPC6,48
MPC7,53
MPC8,60
MPC9,53
Mare,0.9596363636363635
NaaN,0
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2969356034864263
RPCG,0.14786289530841787
SIC0,0.31573409558047594
SIC1,0.668882867195412
SIC2,0.8341414742472509
SIC3,0.9158982398670352
SIC4,0.9519418513525918
SIC5,0.9519418513525918
SaaN,0
SaaO,0
SaaS,1.8841283838638334
Sare,31.667999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.197967984518909
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,52.55867809589472
TIC1,111.34559046006521
TIC2,138.85536546439218
TIC3,152.465005938829
TIC4,158.46500593882902
TIC5,158.46500593882902
Vabc,247.13296057939797
WPol,23
apol,41.741894999999985
bpol,20.238104999999997
nRot,2
ABCGG,11.167696633725726
ATS0Z,1402.0
ATS0d,105.0
ATS0i,5203.774491267635
ATS0m,5772.383303
ATS0p,64.83859357273501
ATS0v,8243.526117769079
ATS1Z,989.0
ATS1d,133.0
ATS1i,4838.68989853569
ATS1m,3781.3159059999994
ATS1p,72.13652908
ATS1v,9667.696019378802
ATS2Z,1454.0
ATS2d,212.0
ATS2i,8697.253556267127
ATS2m,5483.610209
ATS2p,109.018815629396
ATS2v,14210.340060489132
ATS3Z,1479.0
ATS3d,222.0
ATS3i,11240.263479830273
ATS3m,5357.177092000001
ATS3p,120.480095148792
ATS3v,14806.3555370624
ATS4Z,1229.0
ATS4d,202.0
ATS4i,12722.746050951664
ATS4m,4205.497746
ATS4p,107.41076149728201
ATS4v,12609.60629674422
ATS5Z,951.0
ATS5d,163.0
ATS5i,10230.976469616122
ATS5m,3403.976239999999
ATS5p,85.692922892131
ATS5v,10366.2286757421
ATS6Z,947.0
ATS6d,141.0
ATS6i,8575.900870681307
ATS6m,3323.7930109999998
ATS6p,83.050736338188
ATS6v,9842.633902022395
ATS7Z,844.0
ATS7d,112.0
ATS7i,7020.7266837402685
ATS7m,3089.5328279999994
ATS7p,68.678314228188
ATS7v,8120.925404175797
ATS8Z,830.0
ATS8d,72.0
ATS8i,4992.926817481762
ATS8m,3144.105554
ATS8p,52.669100613641
ATS8v,5742.642927668444
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,7
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2857142857142857
GGI10,0.0
JGI10,0.0
JGT10,0.36492872140397165
Kier1,14.409972299168976
Kier2,6.437869822485207
Kier3,3.3217993079584773
MPC10,50
MWC01,19.0
MWC02,4.51085950651685
MWC03,5.351858133476067
MWC04,6.212606095751519
MWC05,7.067319848653476
MWC06,7.930565854233965
MWC07,8.789812386190972
MWC08,9.653935855445614
MWC09,10.51528909364212
MWC10,11.379999603260565
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.381600000000003
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.962844630259907
SRW05,2.3978952727983707
SRW06,6.459904454377535
SRW07,4.59511985013459
SRW08,8.045267716607803
SRW09,6.580639137284949
SRW10,9.672752760526098
SaaCH,12.574350679572241
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.157568525867138
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.4685185185185183
SsssP,0
WPath,1700000533
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-1d,8.326499840494924
Xp-2d,7.387663754274415
Xp-3d,6.32348663468107
Xp-4d,5.185202637899379
Xp-5d,3.9793269633703185
Xp-6d,2.4915710369476445
Xp-7d,1.7635848920884931
ZMIC0,63.68897738579251
ZMIC1,38.35722017616052
ZMIC2,28.592149315431577
ZMIC3,25.264381114193064
ZMIC4,24.58426168408444
ZMIC5,24.58426168408444
nAcid,0
nAtom,33
nBase,1
nRing,3
piPC1,3.2386784521643803
piPC2,3.8010914447208646
piPC3,4.319153392855371
piPC4,4.801456283132419
piPC5,5.067724261080383
piPC6,5.030846334712386
piPC7,5.248503240808848
piPC8,5.57583072492777
piPC9,5.734150011272598
AATS0Z,42.484848484848484
AATS0d,3.1818181818181817
AATS0i,157.69013609901924
AATS0m,174.92070615151513
AATS0p,1.9648058658404548
AATS0v,249.80382175057815
AATS1Z,29.08823529411765
AATS1d,3.911764705882353
AATS1i,142.31440878046146
AATS1m,111.21517370588234
AATS1p,2.12166262
AATS1v,284.34400056996475
AATS2Z,25.06896551724138
AATS2d,3.6551724137931036
AATS2i,149.952647521847
AATS2m,94.54500360344828
AATS2p,1.8796347522309655
AATS2v,245.00586311188158
AATS3Z,19.986486486486488
AATS3d,3.0
AATS3i,151.89545243013882
AATS3m,72.39428502702704
AATS3p,1.6281093939025946
AATS3v,200.08588563597837
AATS4Z,15.3625
AATS4d,2.525
AATS4i,159.0343256368958
AATS4m,52.568721825
AATS4p,1.3426345187160251
AATS4v,157.62007870930273
AATS5Z,14.859375
AATS5d,2.546875
AATS5i,159.8590073377519
AATS5m,53.187128749999985
AATS5p,1.3389519201895468
AATS5v,161.97232305847032
AATS6Z,17.21818181818182
AATS6d,2.5636363636363635
AATS6i,155.92547037602378
AATS6m,60.432600199999996
AATS6p,1.5100133879670545
AATS6v,178.95698003677083
AATS7Z,18.755555555555556
AATS7d,2.488888888888889
AATS7i,156.0161485275615
AATS7m,68.65628506666665
AATS7p,1.5261847606264
AATS7v,180.46500898168438
AATS8Z,25.9375
AATS8d,2.25
AATS8i,156.02896304630505
AATS8m,98.2532985625
AATS8p,1.6459093941762812
AATS8v,179.45759148963887
ATS0dv,160.49382716049382
ATS0pe,199.5042
ATS0se,249.44091900000004
ATS1dv,169.77777777777777
ATS1pe,214.4965
ATS1se,258.775122
ATS2dv,219.44444444444446
ATS2pe,359.128
ATS2se,439.16768600000006
ATS3dv,181.88888888888889
ATS3pe,443.0210000000001
ATS3se,551.175638
ATS4dv,138.55555555555554
ATS4pe,467.6491
ATS4se,592.6381500000001
ATS5dv,119.44444444444444
ATS5pe,366.8105
ATS5se,465.474014
ATS6dv,116.33333333333333
ATS6pe,321.57050000000004
ATS6se,406.99650599999995
ATS7dv,91.11111111111111
ATS7pe,259.868
ATS7se,329.5196480000001
ATS8dv,45.85185185185185
ATS8pe,184.49679999999998
ATS8se,235.886969
ATSC0Z,664.5454545454545
ATSC0c,0.21822810300790602
ATSC0d,19.87878787878788
ATSC0i,48.769041160173586
ATSC0m,3040.7269975151517
ATSC0p,12.039023930582728
ATSC0v,1923.9408093613513
ATSC1Z,-38.10743801652893
ATSC1c,-0.04578351713128229
ATSC1d,7.094582185491278
ATSC1i,-1.4673509286035513
ATSC1m,-179.3886503792468
ATSC1p,-0.31107587932872055
ATSC1v,-23.817144420563977
ATSC2Z,-24.776859504132236
ATSC2c,-0.08420737405024131
ATSC2d,-2.9687786960514195
ATSC2i,14.137294594957515
ATSC2m,-107.3293645720843
ATSC2p,1.4385613917102957
ATSC2v,112.41097923503217
ATSC3Z,-143.31404958677686
ATSC3c,-0.010483971913750913
ATSC3d,-7.910009182736453
ATSC3i,-27.840724411602615
ATSC3m,-658.199591094582
ATSC3p,-4.919830295210934
ATSC3v,-876.9621277474849
ATSC4Z,-188.3223140495868
ATSC4c,0.048726594483146694
ATSC4d,-2.797061524334252
ATSC4i,-23.43296429216788
ATSC4m,-866.855867612489
ATSC4p,-6.389990099365065
ATSC4v,-757.0000329061688
ATSC5Z,135.76033057851242
ATSC5c,-0.020965830529763595
ATSC5d,0.4471992653810832
ATSC5i,10.640411065738162
ATSC5m,626.5793623342511
ATSC5p,3.3880937343057127
ATSC5v,433.478020972941
ATSC6Z,-149.72727272727275
ATSC6c,-0.024600758799907297
ATSC6d,1.808080808080808
ATSC6i,2.5049265294970926
ATSC6m,-683.2991934343435
ATSC6p,-1.8753044389810911
ATSC6v,-192.92994917914098
ATSC7Z,57.98347107438017
ATSC7c,0.015224914751235668
ATSC7d,0.013774104683195204
ATSC7i,6.072595454453947
ATSC7m,266.4535515702477
ATSC7p,1.9736034546660997
ATSC7v,241.11659159592685
ATSC8Z,164.7438016528926
ATSC8c,0.02290763117147281
ATSC8d,-1.2460973370064283
ATSC8i,1.1915302259345946
ATSC8m,733.304867258035
ATSC8p,2.392657876932447
ATSC8v,205.51283656619466
AXp-1d,0.4382368337102591
AXp-2d,0.2841409136259391
AXp-3d,0.18598490102003148
AXp-4d,0.1205861078581251
AXp-5d,0.07958653926740637
AXp-6d,0.05190772993640926
AXp-7d,0.03327518664317911
GATS1Z,0.6585660255894423
GATS1c,1.173479341295882
GATS1d,0.6865136298421808
GATS1i,1.0963948988788264
GATS1m,0.657186345776194
GATS1p,0.8068012052940159
GATS1v,0.8668679351698148
GATS2Z,0.6272371338270674
GATS2c,1.548253766628571
GATS2d,1.26282590412111
GATS2i,0.9670360786038346
GATS2m,0.6202754028400561
GATS2p,0.7626172905865343
GATS2v,0.833320025425248
GATS3Z,0.8117721004177914
GATS3c,0.9181176816722751
GATS3d,1.131179960448253
GATS3i,1.281823313959067
GATS3m,0.8080814919118385
GATS3p,1.0770410918161941
GATS3v,1.1261947448364664
GATS4Z,0.955841313269494
GATS4c,0.8563940007771941
GATS4d,0.9054878048780488
GATS4i,1.1957564437861379
GATS4m,0.9553124912475887
GATS4p,1.1686897991704528
GATS4v,1.1272709437032238
GATS5Z,0.5104993160054719
GATS5c,0.7869812132953675
GATS5d,0.8551829268292683
GATS5i,0.8331220643323357
GATS5m,0.5217181175082112
GATS5p,0.6515858745359103
GATS5v,0.8428095778879356
GATS6Z,1.0514911080711355
GATS6c,0.6244966272944338
GATS6d,0.7463414634146341
GATS6i,0.8968706369300108
GATS6m,1.053013336732312
GATS6p,1.0510235630437263
GATS6v,1.0470836839687128
GATS7Z,0.7645660434716522
GATS7c,0.4049484992316072
GATS7d,0.7869918699186992
GATS7i,0.8174088159848848
GATS7m,0.7688752092215245
GATS7p,0.8047208970927153
GATS7v,0.9025022701438584
GATS8Z,0.8487004103967168
GATS8c,0.49825776733024874
GATS8d,0.729420731707317
GATS8i,0.9564565760212175
GATS8m,0.8368294510093786
GATS8p,1.0036039786975215
GATS8v,0.936594607702584
MATS1Z,-0.055657037096644414
MATS1c,-0.20362612553342596
MATS1d,0.34639526542324256
MATS1i,-0.029202820364521525
MATS1m,-0.057260159739979756
MATS1p,-0.02507899232538651
MATS1v,-0.012015255386455396
MATS2Z,-0.021213264776640414
MATS2c,-0.2195459313977454
MATS2d,-0.08497161480235481
MATS2i,0.1649331817944876
MATS2m,-0.020082929996296135
MATS2p,0.06798656029237657
MATS2v,0.033243211346663394
MATS3Z,-0.09617147927681444
MATS3c,-0.021423843711728563
MATS3d,-0.17744726433750818
MATS3i,-0.2545766307517932
MATS3m,-0.09653002045621678
MATS3p,-0.18223889142025876
MATS3v,-0.20326909420198805
MATS4Z,-0.11689637482900138
MATS4c,0.09210417882599582
MATS4d,-0.05804115853658537
MATS4i,-0.19820151351289855
MATS4m,-0.11759623461177558
MATS4p,-0.21894390535201008
MATS4v,-0.16230359689571197
MATS5Z,0.10533729480164161
MATS5c,-0.049537645325715494
MATS5d,0.011599657012195112
MATS5i,0.11249886865218227
MATS5m,0.10625090117186303
MATS5p,0.1451102549363255
MATS5v,0.11617410654040192
MATS6Z,-0.13518467852257185
MATS6c,-0.06763773811207824
MATS6d,0.05457317073170731
MATS6i,0.030817827907710003
MATS6m,-0.13482943927410676
MATS6p,-0.09346128638637836
MATS6v,-0.06016711581990416
MATS7Z,0.06398540811673507
MATS7c,0.0511617767388786
MATS7d,0.0005081300813007986
MATS7i,0.09131277877647147
MATS7m,0.06426070847898976
MATS7p,0.12021815127486159
MATS7v,0.09190450817232143
MATS8Z,0.2556515047879618
MATS8c,0.10825138614125009
MATS8d,-0.06464367378048783
MATS8i,0.025195605988220682
MATS8m,0.2486973164568288
MATS8p,0.2049525318509068
MATS8v,0.11015677388705099
MAXaaS,1.8841283838638334
MAXsCl,6.197967984518909
MINaaS,1.8841283838638334
MINsCl,6.197967984518909
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.3285770187704715
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,454
TMWC10,108.41224637717116
TSRW10,64.3779854681189
Xc-3dv,0.7424077968634545
Xc-4dv,0.0
Xc-5dv,0.15520365812642456
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3180413817439771
Xch-7d,0.45256011835984555
Xp-0dv,12.323125497194766
Xp-1dv,7.095128133344291
Xp-2dv,5.828947005630661
Xp-3dv,4.630239604504097
Xp-4dv,3.394561822777054
Xp-5dv,2.3564851504256006
Xp-6dv,1.4357103806908265
Xp-7dv,0.9309107226180026
Xpc-4d,2.299816755869285
Xpc-5d,3.400951751801014
Xpc-6d,4.6046692847894946
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,34
nFRing,1
nHBAcc,2
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.043078102706436
AATS0dv,4.863449307893752
AATS0pe,6.045581818181818
AATS0se,7.558815727272728
AATS1dv,4.993464052287582
AATS1pe,6.308720588235294
AATS1se,7.611033
AATS2dv,3.7835249042145596
AATS2pe,6.191862068965517
AATS2se,7.5718566551724145
AATS3dv,2.457957957957958
AATS3pe,5.986770270270271
AATS3se,7.448319432432433
AATS4dv,1.7319444444444443
AATS4pe,5.84561375
AATS4se,7.407976875000001
AATS5dv,1.8663194444444444
AATS5pe,5.7314140625
AATS5se,7.27303146875
AATS6dv,2.1151515151515152
AATS6pe,5.8467363636363645
AATS6se,7.399936472727272
AATS7dv,2.0246913580246915
AATS7pe,5.774844444444445
AATS7se,7.3226588444444465
AATS8dv,1.4328703703703702
AATS8pe,5.765524999999999
AATS8se,7.37146778125
AATSC0Z,20.137741046831955
AATSC0c,0.006612972818421395
AATSC0d,0.6023875114784206
AATSC0i,1.4778497321264723
AATSC0m,92.14324234894399
AATSC0p,0.36481890698735536
AATSC0v,58.30123664731367
AATSC1Z,-1.120807000486145
AATSC1c,-0.0013465740332730086
AATSC1d,0.20866418192621405
AATSC1i,-0.04315738025304563
AATSC1m,-5.2761367758602
AATSC1p,-0.00914929056849178
AATSC1v,-0.7005042476636464
AATSC2Z,-0.42718723282986615
AATSC2c,-0.0014518512767282986
AATSC2d,-0.05118583958709344
AATSC2i,0.24374645853375027
AATSC2m,-1.8505062857255914
AATSC2p,0.024802782615694755
AATSC2v,1.9381203316384856
AATSC3Z,-1.936676345767255
AATSC3c,-0.0001416752961317691
AATSC3d,-0.10689201598292504
AATSC3i,-0.3762260055621975
AATSC3m,-8.894589068845704
AATSC3p,-0.06648419317852614
AATSC3v,-11.850839564155201
AATSC4Z,-2.354028925619835
AATSC4c,0.0006090824310393337
AATSC4d,-0.034963269054178146
AATSC4i,-0.2929120536520985
AATSC4m,-10.835698345156112
AATSC4p,-0.07987487624206331
AATSC4v,-9.46250041132711
AATSC5Z,2.1212551652892566
AATSC5c,-0.0003275911020275562
AATSC5d,0.006987488521579425
AATSC5i,0.16625642290215878
AATSC5m,9.790302536472673
AATSC5p,0.05293896459852676
AATSC5v,6.773094077702203
AATSC6Z,-2.7223140495867773
AATSC6c,-0.0004472865236346781
AATSC6d,0.032874196510560144
AATSC6i,0.045544118718128954
AATSC6m,-12.423621698806246
AATSC6p,-0.03409644434511075
AATSC6v,-3.507817257802563
AATSC7Z,1.2885215794306704
AATSC7c,0.0003383314389163482
AATSC7d,0.00030609121518211565
AATSC7i,0.13494656565453217
AATSC7m,5.921190034894394
AATSC7p,0.043857854548135546
AATSC7v,5.358146479909485
AATSC8Z,5.148243801652894
AATSC8c,0.0007158634741085253
AATSC8d,-0.038940541781450885
AATSC8i,0.03723531956045608
AATSC8m,22.915777101813593
AATSC8p,0.07477055865413897
AATSC8v,6.422276142693583
ATS0are,191.4963
ATS1are,206.776
ATS2are,348.72700000000003
ATS3are,429.683
ATS4are,454.53290000000004
ATS5are,358.123
ATS6are,310.47400000000005
ATS7are,251.382
ATS8are,177.83419999999998
ATSC0dv,87.40591096146653
ATSC0pe,2.449363636363635
ATSC0se,1.6627182424242422
ATSC1dv,19.202439660352127
ATSC1pe,-0.09475950413223229
ATSC1se,-0.10575752249770494
ATSC2dv,-24.482592479225463
ATSC2pe,-0.6219239669421496
ATSC2se,-0.344977820018366
ATSC3dv,-28.420512646101873
ATSC3pe,-0.3790396694214871
ATSC3se,-0.16966711937557302
ATSC4dv,-10.180809214479254
ATSC4pe,-0.060678512396692905
ATSC4se,0.11085865472911076
ATSC5dv,-3.7116507385867683
ATSC5pe,0.1984008264462818
ATSC5se,0.09681092378329004
ATSC6dv,7.969198154383339
ATSC6pe,-0.476336363636363
ATSC6se,-0.3124025858585847
ATSC7dv,1.1116552732714329
ATSC7pe,0.14277685950413269
ATSC7se,0.040591457300276884
ATSC8dv,-3.8204718339398513
ATSC8pe,0.2377322314049591
ATSC8se,0.21160231037649285
AXp-0dv,0.6846180831774871
AXp-1dv,0.3734277964918048
AXp-2dv,0.2241902694473331
AXp-3dv,0.13618351777953228
AXp-4dv,0.07894329820411754
AXp-5dv,0.04712970300851201
AXp-6dv,0.029910632931058886
AXp-7dv,0.017564353256943444
BertzCT,524.0174727266439
ECIndex,3800000000
GATS1dv,0.8365713180784989
GATS1pe,0.7167864183865282
GATS1se,0.6606638781753738
GATS2dv,1.426870327612478
GATS2pe,0.948052017861462
GATS2se,0.7638911342465777
GATS3dv,1.1573568123757305
GATS3pe,0.8277494731119045
GATS3se,0.6850189553780688
GATS4dv,1.0290854149189335
GATS4pe,0.921145380989496
