DLiP-ID,C003EX
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.170417006584485
VSA_EState9,40.32958299341552
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.39041504767482
EState_VSA11,0.0
FractionCSP3,0.3684210526315789
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,1
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.9799999999999995
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,25
HeavyAtomMolWt,344.6640000000001
MaxEStateIndex,13.170417006584485
MinEStateIndex,-0.19366267224284184
NumHeteroatoms,6
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.08
FpDensityMorgan2,1.88
FpDensityMorgan3,2.72
MaxPartialCharge,0.2308037389803867
MinPartialCharge,-0.49308836831085356
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,13.170417006584485
MinAbsEStateIndex,0.0
NumAliphaticRings,2
NumRotatableBonds,4
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49308836831085356
MinAbsPartialCharge,0.2308037389803867
NumRadicalElectrons,0
NumValenceElectrons,134
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,365.11939943200053
MZ,0.6956521739130435
Mi,1.129963876551285
Mm,0.6621274759007141
Mp,0.6765901197604793
Mv,0.6375861600545136
SZ,32.0
Si,51.97833832135911
Sm,30.457863891432847
Sp,31.12314550898205
Sv,29.32896336250763
nB,0
nC,19
nF,1
nH,21
nI,0
nN,1
nO,3
nP,0
nS,0
nX,2
ABC,19.07995254821832
AMW,7.937378248521751
IC0,1.6604276922321093
IC1,3.4837294794964198
IC2,4.661573163569986
IC3,5.2626923908396215
IC4,5.306170651709187
IC5,5.306170651709187
Mpe,0.9816709292412614
Mse,1.0152078913201814
NdO,0
NdS,0
NsF,1
NsI,0
NtN,0
SMR,95.42570000000003
SdO,0
SdS,0
Spe,45.156862745098024
SsF,13.170417006584485
SsI,0
Sse,46.69956300072835
StN,0
fMF,0.5
nBr,0
nCl,1
BIC0,0.2885247872539463
BIC1,0.6053514474760386
BIC2,0.8100198590880419
BIC3,0.9144735477211652
BIC4,0.9220285626286191
BIC5,0.9220285626286191
CIC0,3.8631342638249038
CIC1,2.0398324765605933
CIC2,0.8619887924870273
CIC3,0.2608695652173916
CIC4,0.21739130434782616
CIC5,0.21739130434782616
GGI1,4.0
GGI2,2.666666666666668
GGI3,1.1319444444444444
GGI4,0.8927777777777779
GGI5,0.48277777777777786
GGI6,0.3984126984126984
GGI7,0.26994756235827666
GGI8,0.163769211388259
GGI9,0.1428163580246914
JGI1,0.14814814814814814
JGI2,0.0720720720720721
JGI3,0.03234126984126984
JGI4,0.03078544061302682
JGI5,0.017880658436213993
JGI6,0.015323565323565323
JGI7,0.010797902494331067
JGI8,0.007120400495141695
JGI9,0.007516650422352178
MIC0,19.17892189652843
MIC1,34.00615078374025
MIC2,41.45071785170023
MIC3,43.665211250179325
MIC4,43.709037337135854
MIC5,43.709037337135854
MPC2,37
MPC3,49
MPC4,63
MPC5,77
MPC6,77
MPC7,85
MPC8,92
MPC9,91
Mare,0.99304347826087
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.20969522354955353
RPCG,0.098153687557792
SIC0,0.3006081411671905
SIC1,0.6307034314472096
SIC2,0.8439433106128573
SIC3,0.9527714964921634
SIC4,0.9606429137434696
SIC5,0.9606429137434696
SaaN,0
SaaO,0
SaaS,0
Sare,45.68000000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,16.69309194802358
SssS,0
StCH,0
StsC,0
TIC0,76.37967384267702
TIC1,160.2515560568353
TIC2,214.43236552421934
TIC3,242.0838499786226
TIC4,244.0838499786226
TIC5,244.0838499786226
Vabc,317.3381161072598
WPol,35
apol,51.97565299999998
bpol,28.468346999999994
nRot,4
ABCGG,14.588403300674916
ATS0Z,1316.0
ATS0d,149.0
ATS0i,7531.67076609363
ATS0m,5344.097519149773
ATS0p,70.52823200182897
ATS0v,10273.081234496796
ATS1Z,1212.0
ATS1d,192.0
ATS1i,7009.170101761486
ATS1m,4594.291414835204
ATS1p,86.18485293000005
ATS1v,12747.651828776037
ATS2Z,1765.0
ATS2d,304.0
ATS2i,12874.582017833638
ATS2m,6546.320056670397
ATS2p,129.274443560245
ATS2v,18780.0311720027
ATS3Z,1795.0
ATS3d,339.0
ATS3i,17686.91863399903
ATS3m,6421.071863521599
ATS3p,148.57756770928196
ATS3v,20353.33442988209
ATS4Z,1613.0
ATS4d,314.0
ATS4i,18962.403342110927
ATS4m,5582.204349686399
ATS4p,143.14245235037603
ATS4v,18835.08291792739
ATS5Z,1466.0
ATS5d,291.0
ATS5i,18262.184819855967
ATS5m,5116.665558835201
ATS5p,134.34983870916798
ATS5v,17340.985362238163
ATS6Z,1405.0
ATS6d,276.0
ATS6i,17258.486365690078
ATS6m,4907.4586800960005
ATS6p,123.409110234772
ATS6v,16297.654608972658
ATS7Z,1346.0
ATS7d,255.0
ATS7i,15264.636123887882
ATS7m,4761.5492437824
ATS7p,110.525292084829
ATS7v,14997.206683240107
ATS8Z,1259.0
ATS8d,219.0
ATS8i,13247.842073621938
ATS8m,4479.109981972799
ATS8p,97.25950763273501
ATS8v,13400.634700100984
C1SP1,0
C1SP2,0
C1SP3,3
C2SP1,0
C2SP2,11
C2SP3,1
C3SP2,1
C3SP3,2
C4SP3,0
FCSP3,0.3684210526315789
GGI10,0.06928068564432201
JGI10,0.004948620403165857
JGT10,0.346934728249287
Kier1,19.753086419753085
Kier2,9.273922571219869
Kier3,4.837984173261141
MAXsF,13.170417006584485
MINsF,13.170417006584485
MPC10,101
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.707110264748875
MWC04,6.5722825426940075
MWC05,7.43307534889858
MWC06,8.301273485191347
MWC07,9.166283985779263
MWC08,10.035261151145571
MWC09,10.901966381397214
MWC10,11.771165853321868
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.748300000000002
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,2.3978952727983707
SRW06,6.816735880594968
SRW07,4.59511985013459
SRW08,8.40804774415544
SRW09,6.580639137284949
SRW10,10.043466862589568
SaaCH,12.48058742010221
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2462371196277924
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.42512831212732
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2400001445
Xc-3d,1.2955487099813654
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,11.79282633568371
Xp-2d,10.435834398684358
Xp-3d,8.977874555572235
Xp-4d,7.4410992810679355
Xp-5d,6.025580020292598
Xp-6d,3.9858470854496866
Xp-7d,2.8755277502988186
ZMIC0,81.03825537414038
ZMIC1,48.71653528617905
ZMIC2,29.37651521712663
ZMIC3,23.974057370339796
ZMIC4,23.820859024424273
ZMIC5,23.820859024424273
nAcid,0
nAtom,46
nBase,1
nRing,4
piPC1,3.5263605246161616
piPC2,4.060443010546419
piPC3,4.56954300834494
piPC4,5.05783689558055
piPC5,5.539300835990577
piPC6,5.568821489222084
piPC7,5.728170162713031
piPC8,5.901779143548455
piPC9,5.917717086885101
AATS0Z,28.608695652173914
AATS0d,3.239130434782609
AATS0i,163.73197317594847
AATS0m,116.17603302499506
AATS0p,1.5332224348223689
AATS0v,223.3278529238434
AATS1Z,25.25
AATS1d,4.0
AATS1i,146.02437712003095
AATS1m,95.71440447573342
AATS1p,1.795517769375001
AATS1v,265.5760797661674
AATS2Z,21.011904761904763
AATS2d,3.619047619047619
AATS2i,153.26883354563856
AATS2m,77.93238162702853
AATS2p,1.5389814709552976
AATS2v,223.57179966669878
AATS3Z,16.026785714285715
AATS3d,3.0267857142857144
AATS3i,157.91891637499134
AATS3m,57.33099878144285
AATS3p,1.326585425975732
AATS3v,181.72620026680437
AATS4Z,13.669491525423728
AATS4d,2.6610169491525424
AATS4i,160.69833340771973
AATS4m,47.30681652276609
AATS4p,1.2130716300879325
AATS4v,159.6193467620965
AATS5Z,12.859649122807017
AATS5d,2.5526315789473686
AATS5i,160.19460368294708
AATS5m,44.88303121785265
AATS5p,1.1785073570979647
AATS5v,152.11390668629969
AATS6Z,13.254716981132075
AATS6d,2.6037735849056602
AATS6i,162.81590911028374
AATS6m,46.29678000090566
AATS6p,1.164236889007283
AATS6v,153.75145857521375
AATS7Z,14.473118279569892
AATS7d,2.7419354838709675
AATS7i,164.1358722998697
AATS7m,51.19945423421935
AATS7p,1.1884440009121398
AATS7v,161.2602869165603
AATS8Z,15.7375
AATS8d,2.7375
AATS8i,165.5980259202742
AATS8m,55.98887477465998
AATS8p,1.2157438454091876
AATS8v,167.5079337512623
ATS0dv,354.44444444444446
ATS0pe,295.7558999999999
ATS0se,362.68995699999994
ATS1dv,334.0
ATS1pe,315.56000000000006
ATS1se,376.9790959999997
ATS2dv,469.0
ATS2pe,547.4821000000002
ATS2se,662.9101959999999
ATS3dv,405.0
ATS3pe,692.9615
ATS3se,855.8370919999998
ATS4dv,354.0
ATS4pe,718.1442000000001
ATS4se,896.1054079999999
ATS5dv,308.0
ATS5pe,670.9031000000002
ATS5se,844.8808319999999
ATS6dv,292.0
ATS6pe,638.6399999999999
ATS6se,800.4696320000002
ATS7dv,298.0
ATS7pe,575.1785
ATS7se,714.2875439999999
ATS8dv,318.0
ATS8pe,512.6315000000001
ATS8se,630.871948
ATSC0Z,514.608695652174
ATSC0c,1.0951085504600582
ATSC0d,26.717391304347824
ATSC0i,84.57610981161832
ATSC0m,2434.724644243941
ATSC0p,11.800655811037498
ATSC0v,2353.424808163401
ATSC1Z,-38.72211720226842
ATSC1c,-0.46159118706734015
ATSC1d,8.186200378071833
ATSC1i,-4.003328935717273
ATSC1m,-182.17111341278954
ATSC1p,-1.378517250139496
ATSC1v,-47.69043760527191
ATSC2Z,-68.98109640831757
ATSC2c,-0.12394142473996812
ATSC2d,-2.592627599243852
ATSC2i,0.017848276183031864
ATSC2m,-320.349573682196
ATSC2p,-0.45585302581199644
ATSC2v,-147.1214757883697
ATSC3Z,-60.39508506616257
ATSC3c,-0.13518443582939935
ATSC3d,-8.920604914933834
ATSC3i,-12.333977387168371
ATSC3m,-292.9915480316988
ATSC3p,-2.4229117883724993
ATSC3v,-437.6719047491908
ATSC4Z,-66.90926275992437
ATSC4c,0.1677639808481008
ATSC4d,-3.296786389413989
ATSC4i,-1.8526601924434227
ATSC4m,-331.40618031394365
ATSC4p,-1.733759682304001
ATSC4v,-560.9498515596041
ATSC5Z,108.75236294896028
ATSC5c,0.18479795626553722
ATSC5d,2.2003780718336463
ATSC5i,-21.832298770837436
ATSC5m,509.01473401059985
ATSC5p,-1.462700766602001
ATSC5v,-31.884464531226275
ATSC6Z,33.59735349716445
ATSC6c,-0.17875097246508878
ATSC6d,1.803402646502835
ATSC6i,-12.84425875566331
ATSC6m,169.14066007879606
ATSC6p,0.5334000532364984
ATSC6v,166.2583069483549
ATSC7Z,-13.969754253308139
ATSC7c,-0.23307790406378887
ATSC7d,-1.5808128544423434
ATSC7i,-7.847723736512318
ATSC7m,-65.45679900581878
ATSC7p,0.05062865286874907
ATSC7v,28.421892806954617
ATSC8Z,-51.97164461247637
ATSC8c,0.2749031936582502
ATSC8d,1.2306238185255194
ATSC8i,39.73749147555637
ATSC8m,-269.37298131044747
ATSC8p,1.5422116987269983
ATSC8v,-60.608286692086324
AXp-1d,0.43677134576606336
AXp-2d,0.2820495783428205
AXp-3d,0.1832219297055558
AXp-4d,0.11811268700107834
AXp-5d,0.07825428597782595
AXp-6d,0.05176424786298294
AXp-7d,0.03382973823880963
GATS1Z,0.7305307958769852
GATS1c,1.3937137123895658
GATS1d,0.7895138323840521
GATS1i,1.096888704495909
GATS1m,0.7330839709536063
GATS1p,1.1125694486150812
GATS1v,0.9902799719307648
GATS2Z,0.6693712885627383
GATS2c,1.2374046049080585
GATS2d,1.1729919795420203
GATS2i,0.9968195159267088
GATS2m,0.6727806952218599
GATS2p,0.9412440396398005
GATS2v,0.9677991681627895
GATS3Z,0.6862877480326364
GATS3c,0.9019478057175505
GATS3d,1.1729919795420203
GATS3i,1.048972712443672
GATS3m,0.6966419534949755
GATS3p,1.0069286527281411
GATS3v,1.0499876515783095
GATS4Z,0.7169755729432181
GATS4c,0.8183960898372749
GATS4d,0.877832328888031
GATS4i,0.899449551137727
GATS4m,0.7267834688253378
GATS4p,0.9610146104000261
GATS4v,1.0684750088470865
GATS5Z,0.5764471905515731
GATS5c,0.6452983462300522
GATS5d,0.7756627125176653
GATS5i,0.87916464399794
GATS5m,0.5847616321505027
GATS5p,0.9597150257701961
GATS5v,1.0160054819369195
GATS6Z,0.6562505977924719
GATS6c,0.9225622208555803
GATS6d,0.818313708030766
GATS6i,0.9576744137249606
GATS6m,0.6626136620967613
GATS6p,0.8739736813160704
GATS6v,0.9471553738688515
GATS7Z,0.706142550338497
GATS7c,0.9828966147429329
GATS7d,0.9870337804141843
GATS7i,1.1643680990837277
GATS7m,0.7184220285271183
GATS7p,0.8981416029737617
GATS7v,0.9507887967296831
GATS8Z,0.7727959192294693
GATS8c,0.8411418462127256
GATS8d,0.8632017900732303
GATS8i,1.0465691058298194
GATS8m,0.7934050033313496
GATS8p,0.8416664453927146
GATS8v,0.9491689748338257
MATS1Z,-0.07211051030753629
MATS1c,-0.4039400667209642
MATS1d,0.2936330349877949
MATS1i,-0.04536178800303123
MATS1m,-0.07170447416575772
MATS1p,-0.11194962826964583
MATS1v,-0.019419926177311014
MATS2Z,-0.07340599301565842
MATS2c,-0.06197804313383883
MATS2d,-0.05314037738773288
MATS2i,0.00011556521134353434
MATS2m,-0.0720531288249594
MATS2p,-0.021154231073830392
MATS2v,-0.03423373552283127
MATS3Z,-0.04820191425674697
MATS3c,-0.05070016025172612
MATS3d,-0.13713239567592694
MATS3i,-0.059895645754696594
MATS3m,-0.049424814692969145
MATS3p,-0.08432789672412652
MATS3v,-0.07638149437056244
MATS4Z,-0.050685641621940516
MATS4c,0.05971966699580574
MATS4d,-0.04810304643433411
MATS4i,-0.008539331809650259
MATS4m,-0.05306236172900777
MATS4p,-0.05727414046710228
MATS4v,-0.09291793181736346
MATS5Z,0.08527359290419353
MATS5c,0.06809151143648938
MATS5d,0.03323198149972161
MATS5i,-0.10416090412585349
MATS5m,0.08435940002512446
MATS5p,-0.05001523639731474
MATS5v,-0.00546678231741572
MATS6Z,0.02833217494436543
MATS6c,-0.07083423528886246
MATS6d,0.02929210740439381
MATS6i,-0.06590423257067958
MATS6m,0.03014741892119495
MATS6p,0.019615477182568005
MATS6v,0.03065737688620523
MATS7Z,-0.013427233117843511
MATS7c,-0.10527344067614748
MATS7d,-0.029265859996325354
MATS7i,-0.045895582260788735
MATS7m,-0.013297799940222184
MATS7p,0.0021220964137025136
MATS7v,0.005973481914275389
MATS8Z,-0.05807071645826291
MATS8c,0.14434124935568124
MATS8d,0.026484947111472736
MATS8i,0.2701597135330302
MATS8m,-0.06361683019050615
MATS8p,0.07514596993317951
MATS8v,-0.01480810635082333
MAXssO,5.996583286092214
MINssO,5.314025782727949
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.766487493316254
SssNH2,0
SsssAs,0
SsssCH,0.7180507002183586
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,724
TMWC10,126.74823141753839
TSRW10,73.16244391183214
Xc-3dv,0.6296294325059684
Xc-4dv,0.0
Xc-5dv,0.11209816405368717
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.4013747150773105
Xch-7d,0.5487851632247831
Xp-0dv,14.559140544431779
Xp-1dv,8.280641273249634
Xp-2dv,6.236995097747858
Xp-3dv,4.713948190352601
Xp-4dv,3.4167809845682946
Xp-5dv,2.363129617595247
Xp-6dv,1.259680400458377
Xp-7dv,0.7910044339769257
Xpc-4d,3.1166396067467868
Xpc-5d,4.826092782782824
Xpc-6d,6.928282049926909
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,48
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.172743894323493
AATS0dv,7.705314009661836
AATS0pe,6.4294760869565195
AATS0se,7.884564282608694
AATS1dv,6.958333333333333
AATS1pe,6.574166666666668
AATS1se,7.85373116666666
AATS2dv,5.583333333333333
AATS2pe,6.51764404761905
AATS2se,7.8917880476190465
AATS3dv,3.6160714285714284
AATS3pe,6.18715625
AATS3se,7.641402607142855
AATS4dv,3.0
AATS4pe,6.08596779661017
AATS4se,7.594113627118643
AATS5dv,2.7017543859649122
AATS5pe,5.885114912280704
AATS5se,7.411235368421052
AATS6dv,2.7547169811320753
AATS6pe,6.024905660377358
AATS6se,7.551600301886794
AATS7dv,3.204301075268817
AATS7pe,6.1847150537634406
AATS7se,7.680511225806451
AATS8dv,3.975
AATS8pe,6.407893750000001
AATS8se,7.88589935
AATSC0Z,11.187145557655956
AATSC0c,0.023806707618696916
AATSC0d,0.580812854442344
AATSC0i,1.8386110828612678
AATSC0m,52.92879661399871
AATSC0p,0.2565359958921195
AATSC0v,51.16140887311741
AATSC1Z,-0.8067107750472587
AATSC1c,-0.00961648306390292
AATSC1d,0.17054584120982985
AATSC1i,-0.08340268616077652
AATSC1m,-3.7952315294331154
AATSC1p,-0.028719109377906168
AATSC1v,-0.9935507834431648
AATSC2Z,-0.8212035286704472
AATSC2c,-0.0014754931516662872
AATSC2d,-0.030864614276712526
AATSC2i,0.00021247947836942695
AATSC2m,-3.813685400978524
AATSC2p,-0.0054268217358571
AATSC2v,-1.7514461403377346
AATSC3Z,-0.5392418309478801
AATSC3c,-0.0012070038913339228
AATSC3d,-0.07964825816905209
AATSC3i,-0.1101247980997176
AATSC3m,-2.6159959645687394
AATSC3p,-0.0216331409676116
AATSC3v,-3.9077848638320605
AATSC4Z,-0.5670276505078337
AATSC4c,0.0014217286512550914
AATSC4d,-0.027938867706898213
AATSC4i,-0.015700510105452734
AATSC4m,-2.8085269518130818
AATSC4p,-0.014692878663593228
AATSC4v,-4.7538123013525775
AATSC5Z,0.9539680960435113
AATSC5c,0.0016210347040836598
AATSC5d,0.019301562033628476
AATSC5i,-0.1915113927266442
AATSC5m,4.465041526408771
AATSC5p,-0.012830708478964921
AATSC5v,-0.279688285361634
AATSC6Z,0.3169561650675891
AATSC6c,-0.0016863299289159319
AATSC6d,0.01701323251417769
AATSC6i,-0.12117225241191802
AATSC6m,1.5956666045169439
AATSC6p,0.00503207597392923
AATSC6v,1.568474593852405
AATSC7Z,-0.15021241132589397
AATSC7c,-0.002506214022191278
AATSC7d,-0.016997987682175735
AATSC7i,-0.08438412619905718
AATSC7m,-0.7038365484496643
AATSC7p,0.0005443941168682695
AATSC7v,0.30561175061241524
AATSC8Z,-0.6496455576559546
AATSC8c,0.0034362899207281278
AATSC8d,0.015382797731568993
AATSC8i,0.4967186434444546
AATSC8m,-3.3671622663805936
AATSC8p,0.019277646234087478
AATSC8v,-0.757603583651079
ATS0are,291.38379999999984
ATS1are,308.08
ATS2are,539.0160000000001
ATS3are,683.0219999999998
ATS4are,709.5320000000002
ATS5are,661.7050000000002
ATS6are,631.3479999999998
ATS7are,569.241
ATS8are,508.881
ATSC0dv,191.15942028985518
ATSC0pe,7.505410869565215
ATSC0se,5.1958663695652145
ATSC1dv,47.18630539802566
ATSC1pe,-0.21003308128544634
ATSC1se,-0.3289444073724005
ATSC2dv,-7.17517328292373
ATSC2pe,-0.9224959357277902
ATSC2se,-0.47677397920604814
ATSC3dv,-37.72631800042007
ATSC3pe,-1.2547764650283542
ATSC3se,-0.8551559867674867
ATSC4dv,-12.790590212140316
ATSC4pe,-0.17956701323251095
ATSC4se,0.34147935633270143
ATSC5dv,41.938248267170735
ATSC5pe,2.361573062381856
ATSC5se,1.4625679971644572
ATSC6dv,-21.29972694812015
ATSC6pe,-0.6035793950850638
ATSC6se,-0.6306644168241987
ATSC7dv,-48.257088846880926
ATSC7pe,-1.4895437145557646
ATSC7se,-1.1083169862948958
ATSC8dv,-34.83763915143878
ATSC8pe,-0.13427977315689943
ATSC8se,0.40552492249527494
AXp-0dv,0.5823656217772711
AXp-1dv,0.3066904175277642
AXp-2dv,0.16856743507426644
AXp-3dv,0.09620302429291022
AXp-4dv,0.054234618802671344
AXp-5dv,0.03068999503370451
AXp-6dv,0.016359485720238664
AXp-7dv,0.009305934517375596
BertzCT,710.3154348404983
ECIndex,5400000000
GATS1dv,0.5552738817285819
