DLiP-ID,J100HJ
SlogP_VSA4,19.267521414166527
SlogP_VSA5,5.693927994848461
SlogP_VSA6,21.40520001077227
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,21.843380294307394
EState_VSA4,23.809400785342852
EState_VSA5,28.42367962963271
EState_VSA6,9.197200828760806
EState_VSA7,12.990104268152233
EState_VSA8,50.60786913401625
EState_VSA9,6.423349895620259
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,23.52376989878223
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.4969509339165725
VSA_EState9,48.32139902187025
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.42857142857142855
VSA_EState10,2.8483167108798417
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,1
fr_thiophene,0
HallKierAlpha,-1.87
NumHAcceptors,10
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,26
HeavyAtomMolWt,393.8040000000001
MaxEStateIndex,5.3017011152504825
MinEStateIndex,0.0
NumHeteroatoms,12
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.3076923076923077
FpDensityMorgan2,2.1153846153846154
FpDensityMorgan3,2.8461538461538463
MaxPartialCharge,0.253967114199206
MinPartialCharge,-1.0
NumAromaticRings,3
fr_unbrch_alkane,0
MaxAbsEStateIndex,5.3017011152504825
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,7
NumSaturatedRings,0
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,1
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.253967114199206
NumRadicalElectrons,0
NumValenceElectrons,138
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,3
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,411.08151125600057
MZ,0.8106060606060604
Mi,1.144226586890548
Mm,0.7794578454598438
Mp,0.7248540283070224
Mv,0.6627974483281832
SZ,35.66666666666666
Si,50.345969823184106
Sm,34.29614520023313
Sp,31.893577245508986
Sv,29.16308772644006
nB,0
nC,14
nF,0
nH,18
nI,0
nN,9
nO,0
nP,0
nS,2
nX,1
ABC,19.298732147700683
AMW,9.342761619454558
IC0,1.8482738016430043
IC1,4.03662800649803
IC2,4.817052925307969
IC3,4.817052925307969
IC4,4.817052925307969
IC5,4.817052925307969
Mpe,0.9891265597147949
Mse,1.0199546447725618
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,94.69370000000004
SdO,0
SdS,0
Spe,43.521568627450975
SsF,0
SsI,0
Sse,44.87800436999272
StN,0
fMF,0.3409090909090909
nBr,0
nCl,1
BIC0,0.3226779799587755
BIC1,0.7047283632024279
BIC2,0.8409776224232342
BIC3,0.8409776224232342
BIC4,0.8409776224232342
BIC5,0.8409776224232342
CIC0,3.611157816994293
CIC1,1.4228036121392673
CIC2,0.6423786933293281
CIC3,0.6423786933293281
CIC4,0.6423786933293281
CIC5,0.6423786933293281
GGI1,5.5
GGI2,2.222222222222223
GGI3,1.6388888888888888
GGI4,1.2494444444444446
GGI5,0.8336111111111111
GGI6,0.6099773242630384
GGI7,0.36809098639455784
GGI8,0.22526927437641722
GGI9,0.1690663580246914
JGI1,0.20370370370370366
JGI2,0.06006006006006008
JGI3,0.04820261437908496
JGI4,0.0367483660130719
JGI5,0.023817460317460317
JGI6,0.01742792355037253
JGI7,0.013146106656948492
JGI8,0.010727108303638915
JGI9,0.009392575445816188
MIC0,24.304013686084804
MIC1,48.58849433247265
MIC2,49.96602628699671
MIC3,49.96602628699671
MIC4,49.96602628699671
MIC5,49.96602628699671
MPC2,37
MPC3,47
MPC4,64
MPC5,77
MPC6,90
MPC7,101
MPC8,114
MPC9,111
Mare,0.9994545454545455
NaaN,6
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,1
NtsC,1
RNCG,0.3585077858073347
RPCG,0.12447426742748695
SIC0,0.3385469277302429
SIC1,0.7393861281672383
SIC2,0.8823359759399882
SIC3,0.8823359759399882
SIC4,0.8823359759399882
SIC5,0.8823359759399882
SaaN,25.305923602478437
SaaO,0
SaaS,0
Sare,43.976
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,2.8483167108798417
StCH,5.3017011152504825
StsC,2.569685522612873
TIC0,81.32404727229219
TIC1,177.61163228591332
TIC2,211.95032871355065
TIC3,211.95032871355065
TIC4,211.95032871355065
TIC5,211.95032871355065
Vabc,319.59562496233934
WPol,34
apol,53.26227399999999
bpol,29.817726
nRot,7
ABCGG,16.085442196729158
ATS0Z,1764.0
ATS0d,146.0
ATS0i,7387.618329203582
ATS0m,7116.140987000001
ATS0p,79.51003228728199
ATS0v,10376.097015188894
ATS1Z,1451.0
ATS1d,175.0
ATS1i,7000.636352707596
ATS1m,5597.694115000002
ATS1p,84.49012557000005
ATS1v,11735.932715574945
ATS2Z,2193.0
ATS2d,274.0
ATS2i,12560.65640416735
ATS2m,8370.250669999994
ATS2p,121.02044190818803
ATS2v,16463.38944035083
ATS3Z,2211.0
ATS3d,267.0
ATS3i,13861.799286214922
ATS3m,8306.540573000002
ATS3p,136.7295905381881
ATS3v,17508.798908956167
ATS4Z,2113.0
ATS4d,284.0
ATS4i,16256.298565610863
ATS4m,7882.937866999999
ATS4p,132.64611423577202
ATS4v,16923.126218791807
ATS5Z,2138.0
ATS5d,272.0
ATS5i,13861.714225639143
ATS5m,7983.559971
ATS5p,121.97315412818804
ATS5v,16161.423215112945
ATS6Z,2019.0
ATS6d,255.0
ATS6i,12466.746413608667
ATS6m,7535.365446000001
ATS6p,121.18701499
ATS6v,16500.11891185912
ATS7Z,1762.0
ATS7d,234.0
ATS7i,12950.643861877736
ATS7m,6216.980697000001
ATS7p,119.10330574969802
ATS7v,15196.089008028608
ATS8Z,1360.0
ATS8d,188.0
ATS8i,10907.918357697801
ATS8m,4907.229265000003
ATS8p,97.12943248939601
ATS8v,12493.837978823594
C1SP1,1
C1SP2,1
C1SP3,4
C2SP1,1
C2SP2,2
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.42857142857142855
GGI10,0.1177492092643608
JGI10,0.007849947284290719
JGT10,0.4310758657144478
Kier1,22.290809327846365
Kier2,10.51862673484295
Kier3,5.9972838388411045
MPC10,110
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.6937321388027
MWC04,6.5722825426940075
MWC05,7.436617265234227
MWC06,8.326274787396764
MWC07,9.204825191288073
MWC08,10.099917450331914
MWC09,10.98598739680029
MWC10,11.883999246310056
NaaCH,1
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-3.555779999999996
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,3.044522437723423
SRW06,6.790097235513905
SRW07,5.351858133476067
SRW08,8.360539381370861
SRW09,7.40184157874383
SRW10,9.989894580276866
SaaCH,1.9426496756109852
SaaNH,0
SaaSe,0
SaaaC,0.540538784958428
SaasC,3.0265236158742654
SaasN,3.4969509339165725
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.111962582294126
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2500001592
Xc-3d,1.703797000445228
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,12.062881945713373
Xp-2d,10.89821095762681
Xp-3d,8.365545074130218
Xp-4d,7.169327920663572
Xp-5d,5.573930013242028
Xp-6d,4.272525648184029
Xp-7d,3.104876497528698
ZMIC0,91.7501489138198
ZMIC1,34.6748600994288
ZMIC2,29.99555366505327
ZMIC3,29.99555366505327
ZMIC4,29.99555366505327
ZMIC5,29.99555366505327
nAcid,3
nAtom,44
nBase,1
nRing,3
piPC1,3.624340932976365
piPC2,4.212127597878484
piPC3,4.791649752930709
piPC4,5.432629704155631
piPC5,5.887318571375632
piPC6,6.297828444359064
piPC7,6.71235798107466
piPC8,7.155234671934457
piPC9,7.289762493691198
AATS0Z,40.09090909090909
AATS0d,3.3181818181818183
AATS0i,167.9004165728087
AATS0m,161.73047697727273
AATS0p,1.807046188347318
AATS0v,235.8203867088385
AATS1Z,32.24444444444445
AATS1d,3.888888888888889
AATS1i,155.56969672683547
AATS1m,124.3932025555556
AATS1p,1.877558346000001
AATS1v,260.7985047905543
AATS2Z,28.855263157894736
AATS2d,3.6052631578947367
AATS2i,165.27179479167566
AATS2m,110.13487723684203
AATS2p,1.5923742356340531
AATS2v,216.6235452677741
AATS3Z,25.709302325581394
AATS3d,3.104651162790698
AATS3i,161.18371263040606
AATS3m,96.58768108139537
AATS3p,1.5898789597463732
AATS3v,203.5906849878624
AATS4Z,21.783505154639176
AATS4d,2.9278350515463916
AATS4i,167.59070686196765
AATS4m,81.26740069072163
AATS4p,1.3674857137708456
AATS4v,174.465218750431
AATS5Z,26.395061728395063
AATS5d,3.3580246913580245
AATS5i,171.1322743906067
AATS5m,98.56246877777778
AATS5p,1.5058414089899759
AATS5v,199.52374339645613
AATS6Z,26.92
AATS6d,3.4
AATS6i,166.22328551478222
AATS6m,100.47153928000002
AATS6p,1.6158268665333333
AATS6v,220.00158549145496
AATS7Z,22.58974358974359
AATS7d,3.0
AATS7i,166.03389566509918
AATS7m,79.70488073076925
AATS7p,1.5269654583294618
AATS7v,194.82165394908472
AATS8Z,20.29850746268657
AATS8d,2.8059701492537314
AATS8i,162.80475160742986
AATS8m,73.24222783582094
AATS8p,1.4496930222297912
AATS8v,186.475193713785
ATS0dv,339.67901234567904
ATS0pe,284.6277999999999
ATS0se,347.8776229999999
ATS1dv,363.33333333333337
ATS1pe,305.1314000000001
ATS1se,361.8273319999998
ATS2dv,467.3333333333333
ATS2pe,500.8292000000003
ATS2se,607.342358
ATS3dv,365.66666666666663
ATS3pe,544.2054999999999
ATS3se,668.0834299999998
ATS4dv,397.33333333333337
ATS4pe,599.8758999999998
ATS4se,746.1139299999996
ATS5dv,442.1111111111111
ATS5pe,538.5277
ATS5se,654.7367630000001
ATS6dv,437.0
ATS6pe,510.66010000000006
ATS6se,611.5575540000004
ATS7dv,312.3333333333333
ATS7pe,514.2489
ATS7se,627.7068740000003
ATS8dv,156.0
ATS8pe,423.2720000000001
ATS8se,519.0533559999999
ATSC0Z,723.181818181818
ATSC0c,1.7583988457988744
ATSC0d,28.181818181818187
ATSC0i,83.35085224439615
ATSC0m,3259.6148787954544
ATSC0p,15.035717931575729
ATSC0v,2189.845592307632
ATSC1Z,25.291322314049623
ATSC1c,-0.45477677321764504
ATSC1d,12.404958677685947
ATSC1i,-10.25780554809947
ATSC1m,113.8539537546489
ATSC1p,-0.42627348191576514
ATSC1v,-186.76570125100656
ATSC2Z,163.09504132231407
ATSC2c,0.11741075353704516
ATSC2d,9.504132231404952
ATSC2i,5.505557879239578
ATSC2m,756.2414750805783
ATSC2p,1.2433083773310627
ATSC2v,618.6522160207181
ATSC3Z,135.55371900826447
ATSC3c,0.23217833561110102
ATSC3d,12.917355371900825
ATSC3i,-19.68587413036541
ATSC3m,602.3061481725207
ATSC3p,0.6430079423855342
ATSC3v,42.92434484047226
ATSC4Z,288.0309917355371
ATSC4c,0.2810645327409296
ATSC4d,11.917355371900825
ATSC4i,-15.202066556983159
ATSC4m,1356.842485791839
ATSC4p,4.442538846700329
ATSC4v,1193.7767337985392
ATSC5Z,2.642561983471097
ATSC5c,-0.024391168698694718
ATSC5d,-5.289256198347113
ATSC5i,22.51267909584703
ATSC5m,11.136549422004279
ATSC5p,3.908862863866457
ATSC5v,567.3383995007517
ATSC6Z,-185.33264462809908
ATSC6c,-0.008216103389115506
ATSC6d,-13.809917355371908
ATSC6i,6.486867027064011
ATSC6m,-848.6089607195252
ATSC6p,-0.8728708807570351
ATSC6v,-571.9610392565709
ATSC7Z,-575.6404958677685
ATSC7c,0.06967935920546436
ATSC7d,-15.322314049586781
ATSC7i,6.329112788915952
ATSC7m,-2581.759501410123
ATSC7p,-9.299629505610515
ATSC7v,-1185.4834235768224
ATSC8Z,-75.4359504132232
ATSC8c,-0.1392801360641292
ATSC8d,-13.867768595041326
ATSC8i,-9.343900067624709
ATSC8m,-393.1377650521693
ATSC8p,-2.1874379531444488
ATSC8v,-798.0088566168974
AXp-1d,0.4467734053967916
AXp-2d,0.2945462420980219
AXp-3d,0.17799032072617485
AXp-4d,0.11202074876036831
AXp-5d,0.07238870147067568
AXp-6d,0.04747250720204477
AXp-7d,0.03074135146068018
GATS1Z,0.5774174174174176
GATS1c,0.7471357183904548
GATS1d,0.6611827956989247
GATS1i,1.3549950017718568
GATS1m,0.5696982917461181
GATS1p,0.8761387714895882
GATS1v,0.940228284956999
GATS2Z,0.7045163584637271
GATS2c,0.510699619714256
GATS2d,0.9034380305602715
GATS2i,1.0805373499207387
GATS2m,0.6866203512282513
GATS2p,0.9359854883570523
GATS2v,0.7473253432202727
GATS3Z,0.7463544940289129
GATS3c,0.4569732587596198
GATS3d,0.6919354838709676
GATS3i,1.1907030252644772
GATS3m,0.7349043359641388
GATS3p,1.002688150781905
GATS3v,0.9701027041821095
GATS4Z,0.6948174979102816
GATS4c,0.3269379998606612
GATS4d,0.7471732623877617
GATS4i,1.0344935077133441
GATS4m,0.6796466366600579
GATS4p,0.8643997613474046
GATS4v,0.7580652180642515
GATS5Z,0.8768435101768437
GATS5c,0.4775961840090798
GATS5d,1.205575467941059
GATS5i,0.9569277163394109
GATS5m,0.8615024958766697
GATS5p,0.8398435550529133
GATS5v,0.735508780599069
GATS6Z,0.8427387387387391
GATS6c,0.44968953740728357
GATS6d,1.2918494623655912
GATS6i,1.1271697322671814
GATS6m,0.8369504411642268
GATS6p,0.8722560577210448
GATS6v,0.967805491405428
GATS7Z,1.495634095634096
GATS7c,0.3066393639747312
GATS7d,1.134574028122415
GATS7i,1.1381051182469435
GATS7m,1.461024380913233
GATS7p,1.5432714770193927
GATS7v,1.2293523999973655
GATS8Z,0.7033077853973378
GATS8c,0.4533608714733335
GATS8d,1.2639142994703898
GATS8i,1.0893307288700633
GATS8m,0.7177696778071355
GATS8p,0.8983680992027249
GATS8v,1.1678341392135692
MATS1Z,0.03419512535791611
MATS1c,-0.25288382312357294
MATS1d,0.43039426523297475
MATS1i,-0.1203329545364257
MATS1m,0.03415245973308745
MATS1p,-0.027720707436117237
MATS1v,-0.08339188524332428
MATS2Z,0.13056667438552388
MATS2c,0.03865712659389452
MATS2d,0.195246179966044
MATS2i,0.03824109964142379
MATS2m,0.1343177118060486
MATS2p,0.047873345088499705
MATS2v,0.1635581402137195
MATS3Z,0.09589990206539695
MATS3c,0.06755516029702784
MATS3d,0.23450862715678913
MATS3i,-0.12083670780947102
MATS3m,0.09453774307920895
MATS3p,0.02187995340357232
MATS3v,0.010028694619485154
MATS4Z,0.1806644333136781
MATS4c,0.07250527399622185
MATS4d,0.1918190887928167
MATS4i,-0.08273200072264036
MATS4m,0.18881830059510263
MATS4p,0.13402567602887483
MATS4v,0.24728089228505548
MATS5Z,0.0019849306671012273
MATS5c,-0.0075349934226913405
MATS5d,-0.10195141377937085
MATS5i,0.14671847141351999
MATS5m,0.0018558890732759824
MATS5p,0.1412192569299358
MATS5v,0.14073312887154996
MATS6Z,-0.15034737062644035
MATS6c,-0.0027411949227544143
MATS6d,-0.28748387096774203
MATS6i,0.045657945340725814
MATS6m,-0.1527329481551397
MATS6p,-0.03405785160206589
MATS6v,-0.15323019921703976
MATS7Z,-0.449016100178891
MATS7c,0.022353463940638817
MATS7d,-0.3066997518610422
MATS7i,0.042834220125947856
MATS7m,-0.4467942406680239
MATS7p,-0.34889886024677386
MATS7v,-0.30537963100679977
MATS8Z,-0.06850286593431341
MATS8c,-0.05201752279390245
MATS8d,-0.3231584015406837
MATS8i,-0.07362003406673319
MATS8m,-0.07920568361922152
MATS8p,-0.09554092618175618
MATS8v,-0.23931619636524565
MAXaaN,4.483381020618124
MAXssS,1.4418621399176952
MAXtCH,5.3017011152504825
MAXtsC,2.569685522612873
MINaaN,3.7901393595648645
MINssS,1.4064545709621465
MINtCH,5.3017011152504825
MINtsC,2.569685522612873
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.189032611427404
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.333381511363252
SssssB,0
SssssC,0
SssssN,0
TMPC10,804
TMWC10,128.0634484232197
TSRW10,76.25929251137921
Xc-3dv,1.105842630292831
Xc-4dv,0.0
Xc-5dv,0.08408517252140155
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.4138605412657321
Xch-7d,0.6320139335780742
Xp-0dv,16.94122982969119
Xp-1dv,9.614359279859297
Xp-2dv,7.733973597142639
Xp-3dv,5.002892132857299
Xp-4dv,3.4935543394241804
Xp-5dv,2.415061613634092
Xp-6dv,1.7128476892540523
Xp-7dv,1.048836591804914
Xpc-4d,3.1997513810470415
Xpc-5d,5.20875629457817
Xpc-6d,7.495825887087114
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,1
nHBAcc,10
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.52577263133664
AATS0dv,7.719977553310887
AATS0pe,6.468813636363635
AATS0se,7.9063096136363615
AATS1dv,8.074074074074074
AATS1pe,6.78069777777778
AATS1se,8.040607377777773
AATS2dv,6.149122807017544
AATS2pe,6.589857894736846
AATS2se,7.991346815789473
AATS3dv,4.251937984496124
AATS3pe,6.327970930232557
AATS3se,7.768411976744184
AATS4dv,4.096219931271478
AATS4pe,6.184287628865977
AATS4se,7.691896185567007
AATS5dv,5.458161865569273
AATS5pe,6.6484901234567895
AATS5se,8.083169913580248
AATS6dv,5.826666666666667
AATS6pe,6.808801333333334
AATS6se,8.154100720000006
AATS7dv,4.004273504273504
AATS7pe,6.592934615384616
AATS7se,8.04752402564103
AATS8dv,2.328358208955224
AATS8pe,6.317492537313434
AATS8se,7.747065014925371
AATSC0Z,16.435950413223136
AATSC0c,0.0399636101317926
AATSC0d,0.6404958677685951
AATSC0i,1.8943375510090035
AATSC0m,74.08215633626033
AATSC0p,0.34172086208126656
AATSC0v,49.76921800699164
AATSC1Z,0.5620293847566583
AATSC1c,-0.010106150515947668
AATSC1d,0.27566574839302105
AATSC1i,-0.22795123440221043
AATSC1m,2.5300878612144198
AATSC1p,-0.009472744042572558
AATSC1v,-4.150348916689035
AATSC2Z,2.145987385819922
AATSC2c,0.0015448783360137522
AATSC2d,0.12505437146585463
AATSC2i,0.07244155104262602
AATSC2m,9.950545724744451
AATSC2p,0.016359320754356088
AATSC2v,8.140160737114712
AATSC3Z,1.5762060349798193
AATSC3c,0.0026997480885011748
AATSC3d,0.1502018066500096
AATSC3i,-0.22890551314378382
AATSC3m,7.003559862471171
AATSC3p,0.007476836539366676
AATSC3v,0.49912028884270065
AATSC4Z,2.969391667376671
AATSC4c,0.00289757250248381
AATSC4d,0.12285933373093634
AATSC4i,-0.15672233563900165
AATSC4m,13.98806686383339
AATSC4p,0.04579936955361164
AATSC4v,12.306976637098343
AATSC5Z,0.032624222018161696
AATSC5c,-0.00030112553949005827
AATSC5d,-0.06529945923885325
AATSC5i,0.27793430982527195
AATSC5m,0.13748826446918863
AATSC5p,0.04825756622057355
AATSC5v,7.004177771614219
AATSC6Z,-2.4711019283746545
AATSC6c,-0.00010954804518820675
AATSC6d,-0.18413223140495877
AATSC6i,0.08649156036085348
AATSC6m,-11.314786142927002
AATSC6p,-0.011638278410093801
AATSC6v,-7.626147190087612
AATSC7Z,-7.380006357279084
AATSC7c,0.0008933251180187739
AATSC7d,-0.19643992371265104
AATSC7i,0.08114247165276862
AATSC7m,-33.09948078730927
AATSC7p,-0.11922601930269891
AATSC7v,-15.198505430472082
AATSC8Z,-1.1259097076600477
AATSC8c,-0.0020788080009571525
AATSC8d,-0.20698162082151234
AATSC8i,-0.13946119503917476
AATSC8m,-5.867727836599542
AATSC8p,-0.03264832765887237
AATSC8v,-11.910579949505932
ATS0are,279.36019999999996
ATS1are,299.6286
ATS2are,493.90930000000003
ATS3are,534.755
ATS4are,592.0441000000001
ATS5are,533.2517999999999
ATS6are,504.8364000000001
ATS7are,507.1011
ATS8are,417.17650000000015
ATSC0dv,178.4657687991022
ATSC0pe,4.705972727272724
ATSC0se,2.721595159090908
ATSC1dv,100.08088460361185
ATSC1pe,0.951041528925615
ATSC1se,0.43452001911157023
ATSC2dv,93.07034996428938
ATSC2pe,1.6026380165289211
ATSC2se,0.979817566115702
ATSC3dv,34.42352821140701
ATSC3pe,0.013694214876033547
ATSC3se,0.14527418904958642
ATSC4dv,70.02481889603102
ATSC4pe,1.8209601239669442
ATSC4se,0.6350518310950406
ATSC5dv,-8.90120906029998
ATSC5pe,-0.6986679752066178
ATSC5se,-0.6873750655991727
ATSC6dv,-76.19291398836853
ATSC6pe,-1.5114535123967014
ATSC6se,-0.8681357029958673
ATSC7dv,-93.52265074992349
ATSC7pe,-2.4203243801652925
ATSC7se,-1.2732355092975194
ATSC8dv,-131.92360473421084
ATSC8pe,-1.8765584710743786
ATSC8se,-0.6362138786157026
AXp-0dv,0.6515857626804303
AXp-1dv,0.35608738073552954
AXp-2dv,0.20902631343628755
AXp-3dv,0.1064445134650489
AXp-4dv,0.05458678655350282
AXp-5dv,0.03136443654070249
AXp-6dv,0.01903164099171169
AXp-7dv,0.010384520710939742
BertzCT,914.9135320116222
