DLiP-ID,C101PG
SMR_VSA10,35.86723810461131
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,421.12114902
NumHDonors,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,50.13806978849189
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,22.342261790391824
SlogP_VSA6,54.60695665452676
SlogP_VSA7,5.022633313741326
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,18.190278107544916
EState_VSA3,22.942478603235145
EState_VSA4,44.83230626138656
EState_VSA5,0.0
EState_VSA6,30.351141419052592
EState_VSA7,30.33183534230805
EState_VSA8,4.899909730850478
EState_VSA9,21.074665797832616
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,24.007973051412492
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,52.83140311285615
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.3181818181818182
VSA_EState10,6.113041331588287
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.85
NumHAcceptors,4
fr_morpholine,1
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,397.1520000000002
MaxEStateIndex,12.414051516545793
MinEStateIndex,-0.07529031532774311
NumHeteroatoms,6
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,1
fr_prisulfonamd,0
FpDensityMorgan1,1.1428571428571428
FpDensityMorgan2,1.9285714285714286
FpDensityMorgan3,2.7142857142857144
MaxPartialCharge,0.18548851306163852
MinPartialCharge,-0.4935252822745313
NumAromaticRings,2
fr_unbrch_alkane,1
MaxAbsEStateIndex,12.414051516545793
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,8
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4935252822745313
MinAbsPartialCharge,0.18548851306163852
NumRadicalElectrons,0
NumValenceElectrons,150
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,421.1211490200007
MZ,0.6981132075471695
Mi,1.1210049951750674
Mm,0.6634578680234944
Mp,0.692303976951757
Mv,0.6388098153147793
SZ,36.999999999999986
Si,59.41326474427857
Sm,35.1632670052452
Sp,36.69211077844312
Sv,33.8569202116833
nB,0
nC,22
nF,0
nH,25
nI,0
nN,1
nO,3
nP,0
nS,0
nX,2
ABC,20.643996024852473
AMW,7.945682056981146
IC0,1.558886721420706
IC1,3.251480722282432
IC2,4.275208785512426
IC3,5.10990370923936
IC4,5.23735441682735
IC5,5.23735441682735
Mpe,0.967665556788753
Mse,1.0053594250298894
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,115.87750000000005
SdO,12.414051516545793
SdS,0
Spe,51.28627450980391
SsF,0
SsI,0
Sse,53.28404952658414
StN,0
fMF,0.4716981132075472
nBr,0
nCl,2
BIC0,0.261813121394954
BIC1,0.5460822171096953
BIC2,0.7180160953132302
BIC3,0.85820208855481
BIC4,0.879607279271424
BIC5,0.879607279271424
CIC0,4.169033733142493
CIC1,2.4764397322807667
CIC2,1.4527116690507729
CIC3,0.618016745323839
CIC4,0.4905660377358485
CIC5,0.4905660377358485
GGI1,4.0
GGI2,2.4444444444444455
GGI3,1.0625
GGI4,0.8355555555555556
GGI5,0.5902777777777778
GGI6,0.3861224489795918
GGI7,0.2152777777777778
GGI8,0.1604938271604938
GGI9,0.15937500000000002
JGI1,0.13793103448275862
JGI2,0.06606606606606609
JGI3,0.029513888888888888
JGI4,0.028812260536398467
JGI5,0.021081349206349204
JGI6,0.013790087463556852
JGI7,0.007688492063492062
JGI8,0.005944215820759031
JGI9,0.006640625
MIC0,18.43065865894874
MIC1,33.86308567764609
MIC2,41.948169140226476
MIC3,44.19188175893388
MIC4,44.32035207218257
MIC5,44.32035207218257
MPC2,37
MPC3,45
MPC4,52
MPC5,61
MPC6,53
MPC7,55
MPC8,56
MPC9,61
Mare,0.9753207547169813
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.23254694770205764
RPCG,0.08740137353750174
SIC0,0.27215579088197794
SIC1,0.5676546572311616
SIC2,0.7463806139462957
SIC3,0.8921045167742352
SIC4,0.9143552984669969
SIC5,0.9143552984669969
SaaN,0
SaaO,0
SaaS,0
Sare,51.69200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.113041331588287
SsLi,0
SsOH,0
SsSH,0
SssO,11.162219522110616
SssS,0
StCH,0
StsC,0
TIC0,82.62099623529743
TIC1,172.3284782809689
TIC2,226.58606563215858
TIC3,270.8248965896861
TIC4,277.57978409184955
TIC5,277.57978409184955
Vabc,385.45312190718846
WPol,36
apol,61.27582499999998
bpol,32.150175
nRot,8
ABCGG,15.205042506888873
ATS0Z,1636.0
ATS0d,157.0
ATS0i,8516.329910437526
ATS0m,6676.717314000001
ATS0p,85.11553462122498
ATS0v,11994.893870199448
ATS1Z,1349.0
ATS1d,196.0
ATS1i,7790.878869163689
ATS1m,5102.910258000001
ATS1p,99.80497218000002
ATS1v,14287.852503570366
ATS2Z,1879.0
ATS2d,296.0
ATS2i,14130.063712471841
ATS2m,6932.488982999998
ATS2p,142.69940720994296
ATS2v,19956.035250890513
ATS3Z,2021.0
ATS3d,328.0
ATS3i,19030.23190117212
ATS3m,7274.163198999999
ATS3p,163.07141658067798
ATS3v,21687.563163453877
ATS4Z,1725.0
ATS4d,291.0
ATS4i,18904.672635576946
ATS4m,6014.238439
ATS4p,151.59160269207396
ATS4v,19370.880294667793
ATS5Z,1557.0
ATS5d,269.0
ATS5i,18153.756906447594
ATS5m,5496.147409
ATS5p,135.30007473371498
ATS5v,17456.52673797513
ATS6Z,1586.0
ATS6d,257.0
ATS6i,16235.601707314223
ATS6m,5736.516522
ATS6p,123.19930836977201
ATS6v,16492.130484608788
ATS7Z,1511.0
ATS7d,247.0
ATS7i,14187.022430090581
ATS7m,5481.844234
ATS7p,119.48424662813102
ATS7v,16154.965201775252
ATS8Z,1484.0
ATS8d,235.0
ATS8i,12689.977979750072
ATS8m,5337.232724999999
ATS8p,124.20348659164101
ATS8v,16391.035985483424
C1SP1,0
C1SP2,0
C1SP3,6
C2SP1,0
C2SP2,13
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3181818181818182
GGI10,0.08662381389654117
JGI10,0.004559148099817956
JGT10,0.3220271676280872
Kier1,24.271105826397147
Kier2,13.33235938641344
Kier3,8.345679012345679
MAXdO,12.414051516545793
MINdO,12.414051516545793
MPC10,66
MWC01,29.0
MWC02,4.890349128221754
MWC03,5.6937321388027
MWC04,6.51471269087253
MWC05,7.329749689041512
MWC06,8.153349757998892
MWC07,8.972463821059907
MWC08,9.79740455372797
MWC09,10.618811989707426
MWC10,11.444828620502571
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.759000000000005
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.332718793265369
SRW05,0.0
SRW06,6.78105762593618
SRW07,0.0
SRW08,8.31164394850298
SRW09,0.0
SRW10,9.88067941321012
SaaCH,14.727195378837864
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.7637868948328848
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.277067189302662
SdssC,-0.07529031532774311
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.3812657119426044
SsssP,0
WPath,2700002320
Xc-3d,1.212986144588228
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-1d,13.220346690612276
Xp-2d,11.157658617815827
Xp-3d,9.109515790796873
Xp-4d,6.988008756210111
Xp-5d,5.493335295998409
Xp-6d,3.1823963783335634
Xp-7d,2.1806543756254095
ZMIC0,94.7380896564242
ZMIC1,59.189582773194864
ZMIC2,35.372725248218586
ZMIC3,28.008768803574675
ZMIC4,27.48879331055553
ZMIC5,27.48879331055553
nAcid,0
nAtom,53
nBase,1
nRing,3
piPC1,3.6375861597263857
piPC2,4.110873864173311
piPC3,4.605170185988092
piPC4,5.049856007249537
piPC5,5.519959791735979
piPC6,5.542488285054322
piPC7,5.801646209543653
piPC8,6.0109607549134845
piPC9,6.327936783729195
AATS0Z,30.867924528301888
AATS0d,2.9622641509433962
AATS0i,160.6854700082552
AATS0m,125.97579837735852
AATS0p,1.6059534834193392
AATS0v,226.31875226791414
AATS1Z,24.98148148148148
AATS1d,3.6296296296296298
AATS1i,144.2755346141424
AATS1m,94.49833811111112
AATS1p,1.848240225555556
AATS1v,264.589861177229
AATS2Z,20.42391304347826
AATS2d,3.217391304347826
AATS2i,153.58764904860698
AATS2m,75.3531411195652
AATS2p,1.551080513151554
AATS2v,216.91342664011427
AATS3Z,16.841666666666665
AATS3d,2.7333333333333334
AATS3i,158.58526584310098
AATS3m,60.61802665833332
AATS3p,1.3589284715056498
AATS3v,180.7296930287823
AATS4Z,14.495798319327731
AATS4d,2.4453781512605044
AATS4i,158.8627952569491
AATS4m,50.53981881512605
AATS4p,1.273879014219109
AATS4v,162.78050667788062
AATS5Z,13.778761061946902
AATS5d,2.3805309734513274
AATS5i,160.65271598626188
AATS5m,48.6384726460177
AATS5p,1.1973457941036725
AATS5v,154.4825375042047
AATS6Z,15.702970297029703
AATS6d,2.5445544554455446
AATS6i,160.74853175558636
AATS6m,56.797193287128714
AATS6p,1.2197951323739804
AATS6v,163.28842063969097
AATS7Z,16.97752808988764
AATS7d,2.7752808988764044
AATS7i,159.40474640551216
AATS7m,61.59375543820225
AATS7p,1.34251962503518
AATS7v,181.51646294129498
AATS8Z,17.879518072289155
AATS8d,2.8313253012048194
AATS8i,152.89130096084423
AATS8m,64.30400873493974
AATS8p,1.4964275492968797
AATS8v,197.48236127088464
ATS0dv,332.0493827160494
ATS0pe,328.76859999999994
ATS0se,408.26098599999983
ATS1dv,315.1111111111111
ATS1pe,346.816
ATS1se,416.6646299999999
ATS2dv,391.44444444444446
ATS2pe,584.7144999999999
ATS2se,713.9110559999999
ATS3dv,378.0
ATS3pe,737.3101
ATS3se,916.9229339999999
ATS4dv,326.6666666666667
ATS4pe,712.0656
ATS4se,894.0900640000002
ATS5dv,336.1111111111111
ATS5pe,666.5086000000001
ATS5se,841.8523860000003
ATS6dv,304.77777777777777
ATS6pe,611.9709
ATS6se,767.7996640000002
ATS7dv,304.6666666666667
ATS7pe,551.0935999999999
ATS7se,685.692524
ATS8dv,271.44444444444446
ATS8pe,507.1215
ATS8se,627.0273279999999
ATSC0Z,706.11320754717
ATSC0c,0.777181151340959
ATSC0d,27.018867924528305
ATSC0i,71.50036977518104
ATSC0m,3311.129696716982
ATSC0p,14.271634065930185
ATSC0v,2835.0140136293635
ATSC1Z,-40.85119259522967
ATSC1c,-0.22497556418462636
ATSC1d,7.395870416518332
ATSC1i,-9.498034462039461
ATSC1m,-193.18273522107458
ATSC1p,-1.7254307066925476
ATSC1v,-134.10633704854527
ATSC2Z,-71.4229263082948
ATSC2c,-0.242791111081755
ATSC2d,-4.561053755784981
ATSC2i,3.9904735739103985
ATSC2m,-330.22936632004235
ATSC2p,0.12144989909720239
ATSC2v,-151.52195581984688
ATSC3Z,-37.14311142755428
ATSC3c,0.006055848923246145
ATSC3d,-5.68422926308295
ATSC3i,16.219919170812965
ATSC3m,-165.49271439693848
ATSC3p,2.003469783272856
ATSC3v,64.48897125388004
ATSC4Z,-90.9900320398718
ATSC4c,-0.001730802427097721
ATSC4d,-1.2876468494126025
ATSC4i,-5.185192725600519
ATSC4m,-432.5999063834106
ATSC4p,-2.2481988156621786
ATSC4v,-494.88169475948536
ATSC5Z,121.62655749377008
ATSC5c,0.1344244387983027
ATSC5d,5.846564613741547
ATSC5i,1.2219197460357123
ATSC5m,572.9521039996433
ATSC5p,1.110091659022804
ATSC5v,507.56296195331413
ATSC6Z,153.70879316482734
ATSC6c,-0.06908922526384778
ATSC6d,3.5678177287290844
ATSC6i,4.267610305899852
ATSC6m,726.2421622940545
ATSC6p,2.533125670395602
ATSC6v,613.2717174261526
ATSC7Z,31.52687789248843
ATSC7c,0.027318330166028366
ATSC7d,0.15699537201851066
ATSC7i,21.84887487905464
ATSC7m,165.34105834318254
ATSC7p,5.0738415844185125
ATSC7v,606.8082116089677
ATSC8Z,-125.87540049839802
ATSC8c,-0.10979779755261923
ATSC8d,-3.0672837308650784
ATSC8i,-16.782500408277805
ATSC8m,-598.5711703114986
ATSC8p,-3.325715160437407
ATSC8v,-715.3909396578393
AXp-1d,0.45587402381421643
AXp-2d,0.30155834102204937
AXp-3d,0.20243368423993052
AXp-4d,0.13438478377327137
AXp-5d,0.09005467698358048
AXp-6d,0.06004521468553893
AXp-7d,0.039648261375007446
GATS1Z,0.6818757620382245
GATS1c,1.230635056591287
GATS1d,0.8019087523277466
GATS1i,1.3095355165584563
GATS1m,0.6881956437652023
GATS1p,1.0608888660812037
GATS1v,1.008467022179933
GATS2Z,0.6735894891908469
GATS2c,1.4963025031006023
GATS2d,1.213322807869808
GATS2i,1.1026031266847727
GATS2m,0.6779146889141654
GATS2p,0.8759636303934198
GATS2v,0.9500617005912054
GATS3Z,0.7523817158329769
GATS3c,1.193106313657191
GATS3d,1.0986149906890128
GATS3i,0.9417764759591694
GATS3m,0.7553419769330696
GATS3p,0.8439528606719406
GATS3v,0.9352304955279681
GATS4Z,0.8434860476897041
GATS4c,0.8997317362681184
GATS4d,0.8814257546594054
GATS4i,1.0166987043605968
GATS4m,0.8485601509142623
GATS4p,1.007720008483276
GATS4v,1.0559816033542435
GATS5Z,0.6380184785117305
GATS5c,0.8077060141596637
GATS5d,0.7408785286992632
GATS5i,0.9457302134675104
GATS5m,0.6436824245884889
GATS5p,0.8833991787977169
GATS5v,0.8991105648234993
GATS6Z,0.5734642671193155
GATS6c,1.3146437876888717
GATS6d,0.8765418441285469
GATS6i,0.9378844993968923
GATS6m,0.5774921064442882
GATS6p,0.8022854920861817
GATS6v,0.8362674836971613
GATS7Z,0.6586460169764279
GATS7c,1.3554488058988854
GATS7d,1.070413031197037
GATS7i,0.8344718613443802
GATS7m,0.659536005384632
GATS7p,0.6794479406313537
GATS7v,0.8045265617755907
GATS8Z,0.8783874274352647
GATS8c,0.8305439347479554
GATS8d,1.043447533149357
GATS8i,1.2062031911294013
GATS8m,0.8845414672147259
GATS8p,1.103375846499544
GATS8v,1.143053337892695
MATS1Z,-0.056782239165202024
MATS1c,-0.28411567837443275
MATS1d,0.26866076970825564
MATS1i,-0.13037897516161556
MATS1m,-0.05726301731684524
MATS1p,-0.11866043358279345
MATS1v,-0.046427596382128095
MATS2Z,-0.058270849210922564
MATS2c,-0.1799693572242304
MATS2d,-0.09724921059023567
MATS2i,0.03215171870443166
MATS2m,-0.05745496190802836
MATS2p,0.004902431103373408
MATS2v,-0.030789908605329687
MATS3Z,-0.023232640373378927
MATS3c,0.0034414970089690685
MATS3d,-0.09291783054003727
MATS3i,0.1001924557355562
MATS3m,-0.022074827089312313
MATS3p,0.06200171731265857
MATS3v,0.01004673304383439
MATS4Z,-0.057391607776073196
MATS4c,-0.0009918686059844882
MATS4d,-0.0212255293178724
MATS4i,-0.032298735759251906
MATS4m,-0.05818876461757006
MATS4p,-0.07016005508269137
MATS4v,-0.07774546906823863
MATS5Z,0.08078886484277753
MATS5c,0.08112475512051416
MATS5d,0.10149181786720722
MATS5i,0.008015522199955473
MATS5m,0.08115953541780205
MATS5p,0.036482329713358845
MATS5v,0.08397154410331284
MATS6Z,0.11422965725388269
MATS6c,-0.04664902372835924
MATS6d,0.06929310249460698
MATS6i,0.031320664193126166
MATS6m,0.11509587578849043
MATS6p,0.09314027808675461
MATS6v,0.11351473049922879
MATS7Z,0.026588417695067992
MATS7c,0.020932338695509357
MATS7d,0.003460234762412877
MATS7i,0.18197287339738347
MATS7m,0.029736536513003713
MATS7p,0.21171375010674323
MATS7v,0.12746240311716467
MATS8Z,-0.11383198462941117
MATS8c,-0.09021300440574741
MATS8d,-0.07249108164501586
MATS8i,-0.1498808529100183
MATS8m,-0.11543496628255878
MATS8p,-0.14880212244700428
MATS8v,-0.16113356019799097
MAXsCl,6.113041331588287
MAXssO,5.814439688881878
MINsCl,6.113041331588287
MINssO,5.3477798332287385
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.181107214611475
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,543
TMWC10,130.41540238993525
TSRW10,62.38363722482036
Xc-3dv,0.615410914194936
Xc-4dv,0.0
Xc-5dv,0.07419632759195775
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.3214657696122633
Xp-0dv,17.253846917512913
Xp-1dv,9.59930477857116
Xp-2dv,6.810157218909901
Xp-3dv,4.773361592391348
Xp-4dv,3.112776592884449
Xp-5dv,2.0136718535774385
Xp-6dv,0.9604320760529769
Xp-7dv,0.5623710020259539
Xpc-4d,2.858352995871851
Xpc-5d,3.8285111774443723
Xpc-6d,5.079668053737664
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,54
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.642812693499845
AATS0dv,6.26508269275565
AATS0pe,6.20318113207547
AATS0se,7.70303747169811
AATS1dv,5.8353909465020575
AATS1pe,6.422518518518518
AATS1se,7.716011666666664
AATS2dv,4.254830917874396
AATS2pe,6.355592391304347
AATS2se,7.759902782608695
AATS3dv,3.15
AATS3pe,6.144250833333333
AATS3se,7.64102445
AATS4dv,2.7450980392156863
AATS4pe,5.983744537815126
AATS4se,7.513361882352943
AATS5dv,2.974434611602753
AATS5pe,5.898306194690266
AATS5se,7.45002111504425
AATS6dv,3.0176017601760177
AATS6pe,6.059117821782179
AATS6se,7.601976871287131
AATS7dv,3.423220973782772
AATS7pe,6.192062921348314
AATS7se,7.7044103820224725
AATS8dv,3.27041499330656
AATS8pe,6.109897590361446
AATS8se,7.554546120481927
AATSC0Z,13.32289070843717
AATSC0c,0.014663795308319981
AATSC0d,0.5097899608401567
AATSC0i,1.3490635806637932
AATSC0m,62.47414522107513
AATSC0p,0.2692761144515129
AATSC0v,53.49083044583705
AATSC1Z,-0.7565035665783272
AATSC1c,-0.004166214151567155
AATSC1d,0.136960563268858
AATSC1i,-0.17588952707480485
AATSC1m,-3.5774580596495293
AATSC1p,-0.03195242049430644
AATSC1v,-2.4834506860841716
AATSC2Z,-0.7763361555249435
AATSC2c,-0.0026390338161060324
AATSC2d,-0.0495766712585324
AATSC2i,0.043374712759895635
AATSC2m,-3.5894496339135036
AATSC2p,0.0013201075988826347
AATSC2v,-1.6469777806505095
AATSC3Z,-0.30952592856295236
AATSC3c,5.0465407693717875e-05
AATSC3d,-0.047368577192357916
AATSC3i,0.13516599309010804
AATSC3m,-1.3791059533078207
AATSC3p,0.0166955815272738
AATSC3v,0.5374080937823337
AATSC4Z,-0.764622117982116
AATSC4c,-1.4544558210905218e-05
AATSC4d,-0.010820561759769769
AATSC4i,-0.043573048114290074
AATSC4m,-3.63529333095303
AATSC4p,-0.01889242702237125
AATSC4v,-4.1586697038612215
AATSC5Z,1.0763412167590272
AATSC5c,0.0011895968035248027
AATSC5d,0.051739509856119886
AATSC5i,0.010813449079962055
AATSC5m,5.070372601766755
AATSC5p,0.009823819991352248
AATSC5v,4.491707627905435
AATSC6Z,1.5218692392557163
AATSC6c,-0.0006840517352856216
AATSC6d,0.035324928007218655
AATSC6i,0.042253567385147045
AATSC6m,7.190516458356976
AATSC6p,0.025080452182134675
AATSC6v,6.071997202239134
AATSC7Z,0.3542345830616677
AATSC7c,0.0003069475299553749
AATSC7d,0.0017639929440282096
AATSC7i,0.24549297616915328
AATSC7m,1.8577647004851972
AATSC7p,0.05700945600470239
AATSC7v,6.818069793359188
AATSC8Z,-1.5165710903421448
AATSC8c,-0.0013228650307544486
AATSC8d,-0.03695522567307324
AATSC8i,-0.2021988000997326
AATSC8m,-7.2117008471264885
AATSC8p,-0.04006885735466756
AATSC8v,-8.619167947684812
ATS0are,320.6926999999999
ATS1are,337.076
ATS2are,573.279
ATS3are,723.9250000000002
ATS4are,698.1210000000001
ATS5are,655.4019999999997
ATS6are,602.6500000000003
ATS7are,542.6680000000001
ATS8are,494.6160000000001
ATSC0dv,184.45655718611698
ATSC0pe,6.062781132075467
ATSC0se,4.31839875471698
ATSC1dv,44.21873255716853
ATSC1pe,0.020868280526881125
ATSC1se,-0.15196186329654945
ATSC2dv,-37.47665132796259
ATSC2pe,-1.786078568885719
ATSC2se,-1.1810034987540114
ATSC3dv,-33.950089878652825
ATSC3pe,-1.4595553933784242
ATSC3se,-0.8994079352082603
ATSC4dv,22.441007519920536
ATSC4pe,-0.4433010323958721
ATSC4se,-0.24883795870415892
ATSC5dv,82.85444492789928
ATSC5pe,1.8570779636881387
ATSC5se,0.9546099380562573
ATSC6dv,-3.9608885021249947
ATSC6pe,0.37024538981843935
ATSC6se,0.05646037308650866
ATSC7dv,-42.49553243762334
ATSC7pe,-0.9171871840512611
ATSC7se,-0.46211681452474557
ATSC8dv,-34.94675843518848
ATSC8pe,-0.9059572445710204
ATSC8se,-0.4905175592737601
AXp-0dv,0.616208818482604
AXp-1dv,0.33101050960590206
AXp-2dv,0.1840583032137811
AXp-3dv,0.10607470205314107
AXp-4dv,0.05986108832470094
AXp-5dv,0.03301101399307276
AXp-6dv,0.018121359925527866
AXp-7dv,0.010224927309562799
BertzCT,788.8562623262457
ECIndex,5800000000
GATS1dv,0.6468958881495249
