DLiP-ID,C003JR
Chi2n,7.062503977366191
Chi2v,7.449202308433177
Chi3n,5.0426279649837396
Chi3v,5.418677984928659
Chi4n,3.5388940293995006
Chi4v,3.888134881901223
MolMR,109.15400000000005
MolWt,408.52400000000017
fr_SH,0
Kappa1,21.875316437564294
Kappa2,11.42929657417557
Kappa3,7.674323392079696
fr_ArN,0
fr_COO,2
fr_C_O,2
fr_C_S,1
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,647.4833194269078
MolLogP,2.5081000000000007
NOCount,8
fr_Ar_N,2
fr_COO2,2
fr_urea,0
BalabanJ,2.9966663791045106e-07
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,20.184655376751223
SMR_VSA4,0.0
SMR_VSA5,56.90549823579143
SMR_VSA6,13.08951281182515
SMR_VSA7,30.37013185489384
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,169.58383897158586
NHOHCount,4
PEOE_VSA1,25.413731645485427
PEOE_VSA2,0.0
PEOE_VSA3,14.573052889090853
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,19.26246486877803
PEOE_VSA7,37.90115993475074
PEOE_VSA8,49.0920714672638
PEOE_VSA9,6.3273200747645415
RingCount,3
SMR_VSA10,29.268920903675152
fr_Al_COO,2
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,408.183126376
NumHDonors,4
PEOE_VSA10,0.0
PEOE_VSA11,5.112436884724758
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,11.938610575903699
SlogP_VSA1,5.316788604006331
SlogP_VSA2,61.26332266402787
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,56.55758540149192
SlogP_VSA6,24.676203860045383
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.938610575903699
EState_VSA2,0.0
EState_VSA3,24.111787088977117
EState_VSA4,31.04359294240193
EState_VSA5,37.79803610947851
EState_VSA6,6.3273200747645415
EState_VSA7,6.196843571613076
EState_VSA8,20.184655376751223
EState_VSA9,22.430928232728107
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,12.217873443046695
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,64.91188856869908
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,9.589074368143644
EState_VSA11,0.0
FractionCSP3,0.5789473684210527
VSA_EState10,5.5881114313009155
fr_C_O_noCOO,0
fr_Nhpyrrole,1
fr_imidazole,1
fr_phos_acid,0
fr_piperdine,1
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.42
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,28
HeavyAtomMolWt,380.3000000000001
MaxEStateIndex,9.553611111111111
MinEStateIndex,-1.2570370370370372
NumHeteroatoms,9
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1071428571428572
FpDensityMorgan2,1.7142857142857142
FpDensityMorgan3,2.2142857142857144
MaxPartialCharge,0.32806586375914176
MinPartialCharge,-0.4780707501605797
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,9.553611111111111
MinAbsEStateIndex,0.5578703703703702
NumAliphaticRings,2
NumRotatableBonds,4
NumSaturatedRings,2
fr_Ndealkylation1,0
fr_Ndealkylation2,1
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4780707501605797
MinAbsPartialCharge,0.32806586375914176
NumRadicalElectrons,0
NumValenceElectrons,154
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,1
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,1
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,408.1831263760008
MZ,0.6488095238095237
Mi,1.1381178533685348
Mm,0.607355459876066
Mp,0.6512853293413173
Mv,0.6011374051350646
SZ,36.33333333333333
Si,63.73459978863795
Sm,34.01190575305969
Sp,36.47197844311377
Sv,33.66369468756362
nB,0
nC,19
nF,0
nH,28
nI,0
nN,4
nO,4
nP,0
nS,1
nX,0
ABC,20.972165424076003
AMW,7.288984399571443
IC0,1.6767020546818712
IC1,3.520032665769203
IC2,4.306321771861713
IC3,4.744680368408908
IC4,4.843069207771889
IC5,4.843069207771889
Mpe,0.9702380952380956
Mse,1.0086034231609613
NdO,2
NdS,1
NsF,0
NsI,0
NtN,0
SMR,109.15400000000005
SdO,19.107222222222223
SdS,5.5881114313009155
Spe,54.33333333333335
SsF,0
SsI,0
Sse,56.48179169701383
StN,0
fMF,0.3392857142857143
nBr,0
nCl,0
BIC0,0.2805125535596634
BIC1,0.5889020944008415
BIC2,0.7204484024466105
BIC3,0.7937858740319331
BIC4,0.8102463444502854
BIC5,0.8102463444502854
CIC0,4.130652867375733
CIC1,2.287322256288401
CIC2,1.501033150195891
CIC3,1.0626745536486961
CIC4,0.9642857142857144
CIC5,0.9642857142857144
GGI1,5.5
GGI2,2.666666666666668
GGI3,0.9652777777777778
GGI4,1.0233333333333334
GGI5,0.5002777777777778
GGI6,0.22770975056689344
GGI7,0.13279478458049887
GGI8,0.14413265306122447
GGI9,0.04530864197530866
JGI1,0.18965517241379307
JGI2,0.0720720720720721
JGI3,0.031137992831541214
JGI4,0.03790123456790124
JGI5,0.020844907407407413
JGI6,0.013394691209817261
JGI7,0.008852985638699924
JGI8,0.012011054421768705
JGI9,0.005034293552812073
MIC0,18.344603338268918
MIC1,33.948603785783824
MIC2,36.88216992375175
MIC3,37.865321588826774
MIC4,37.96449753890465
MIC5,37.96449753890465
MPC2,37
MPC3,42
MPC4,49
MPC5,54
MPC6,50
MPC7,54
MPC8,54
MPC9,56
Mare,0.9844285714285713
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15576388189426082
RPCG,0.10688964434438485
SIC0,0.2887204376494005
SIC1,0.6061335518515235
SIC2,0.7415289455626969
SIC3,0.8170122942525132
SIC4,0.8339544031271197
SIC5,0.8339544031271197
SaaN,4.121556715208341
SaaO,0
SaaS,0
Sare,55.12799999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,15.624444444444444
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.89531506218478
TIC1,197.12182928307536
TIC2,241.15401922425593
TIC3,265.7021006308988
TIC4,271.2118756352258
TIC5,271.2118756352258
Vabc,379.6054812902519
WPol,31
apol,60.90820399999998
bpol,35.04579600000001
nRot,4
ABCGG,18.0759927187908
ATS0Z,1420.0
ATS0d,160.0
ATS0i,9280.882224039073
ATS0m,5605.967891
ATS0p,81.261077335772
ATS0s,276.09705075445817
ATS0v,11352.763014814116
ATS1Z,1380.0
ATS1d,201.0
ATS1i,8545.4623709975
ATS1m,5182.895332000002
ATS1p,97.82840401200004
ATS1s,175.8827160493827
ATS1v,14047.141119745374
ATS2Z,2009.0
ATS2d,312.0
ATS2i,15984.668460664841
ATS2m,7337.299103
ATS2p,147.40018942364102
ATS2s,332.88888888888886
ATS2v,20092.693093630314
ATS3Z,1929.0
ATS3d,353.0
ATS3i,23315.088871602846
ATS3m,6638.258892
ATS3p,172.34385686571503
ATS3s,321.52469135802465
ATS3v,21375.507550842703
ATS4Z,1861.0
ATS4d,310.0
ATS4i,23230.78828090801
ATS4m,6339.288487000001
ATS4p,162.019439517658
ATS4s,298.3981481481481
ATS4v,19255.303550023487
ATS5Z,1676.0
ATS5d,256.0
ATS5i,19673.11913342205
ATS5m,5740.837560999999
ATS5p,135.75192177941298
ATS5s,368.0987654320988
ATS5v,16025.499188010908
ATS6Z,1166.0
ATS6d,210.0
ATS6i,14801.307462045432
ATS6m,3861.0080069999995
ATS6p,110.31012326067801
ATS6s,177.53086419753083
ATS6v,12974.353377611456
ATS7Z,1002.0
ATS7d,185.0
ATS7i,13421.807138269534
ATS7m,3390.8205409999996
ATS7p,99.634891296074
ATS7s,135.39814814814815
ATS7v,11591.02657979319
ATS8Z,877.0
ATS8d,169.0
ATS8i,13723.357443317678
ATS8m,2916.712274
ATS8p,89.92630439001697
ATS8s,131.24074074074076
ATS8v,10079.11562007964
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,3
C2SP3,8
C3SP2,0
C3SP3,1
C4SP3,0
FCSP3,0.5789473684210527
GGI10,0.011125395367819618
JGI10,0.0012361550408688466
JGT10,0.39214055915668183
Kier1,24.271105826397147
Kier2,13.33235938641344
Kier3,9.580498866213151
MAXdO,9.553611111111111
MAXdS,5.5881114313009155
MINdO,9.553611111111111
MINdS,5.5881114313009155
MPC10,52
MWC01,29.0
MWC02,4.890349128221754
MWC03,5.673323267171493
MWC04,6.4967749901858625
MWC05,7.3031700512368
MWC06,8.131824785007195
MWC07,8.950921764797261
MWC08,9.784084455288346
MWC09,10.611597234485588
MWC10,11.448845505343922
NaaCH,2
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.5081000000000007
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.332718793265369
SRW05,2.3978952727983707
SRW06,6.760414691083428
SRW07,4.442651256490317
SRW08,8.267448958304849
SRW09,6.293419278846481
SRW10,9.820051594294094
SaaCH,3.732042541404742
SaaNH,3.238506150151623
SaaSe,0
SaaaC,0
SaasC,1.2738963594059194
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.1157407407407405
SdssC,-1.5418882275132273
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.575374858276644
SssPH,0
SssSe,0
SsssB,0
SsssN,2.3440551776266063
SsssP,0
WPath,16000000988
Xc-3d,1.7563229865551737
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,20.355160383312136
Xp-1d,13.452397498181153
Xp-2d,11.801462513679406
Xp-3d,8.438961449634132
Xp-4d,6.421956673272809
Xp-5d,4.747171580222482
Xp-6d,2.6164239784585357
Xp-7d,1.8719574063056397
ZMIC0,92.29290405544126
ZMIC1,48.10599843146288
ZMIC2,37.560206032805425
ZMIC3,33.4182942753682
ZMIC4,32.777954476672484
ZMIC5,32.777954476672484
nAcid,2
nAtom,56
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,3.9749978045895347
piPC3,4.267947667976174
piPC4,4.543959454943195
piPC5,4.58113360815985
piPC6,4.51906748693468
piPC7,4.670489652108734
piPC8,4.772801027372043
piPC9,4.945207488773801
AATS0Z,25.357142857142858
AATS0d,2.857142857142857
AATS0i,165.73003971498343
AATS0m,100.10656948214286
AATS0p,1.4510906667102144
AATS0s,4.930304477758182
AATS0v,202.7279109788235
AATS1Z,24.210526315789473
AATS1d,3.526315789473684
AATS1i,149.92039247364036
AATS1m,90.92798828070178
AATS1p,1.7162877896842113
AATS1s,3.0856616850768894
AATS1v,246.44107227623465
AATS2Z,19.69607843137255
AATS2d,3.0588235294117645
AATS2i,156.712435888871
AATS2m,71.93430493137255
AATS2p,1.4450998963102062
AATS2s,3.2636165577342044
AATS2v,196.98718719245406
AATS3Z,13.48951048951049
AATS3d,2.4685314685314683
AATS3i,163.04257952169823
AATS3m,46.42139085314685
AATS3p,1.2052017962637414
AATS3s,2.2484244150910815
AATS3v,149.4790737821168
AATS4Z,13.292857142857143
AATS4d,2.2142857142857144
AATS4i,165.9342020064858
AATS4m,45.28063205000001
AATS4p,1.157281710840414
AATS4s,2.1314153439153434
AATS4v,137.53788250016777
AATS5Z,14.324786324786325
AATS5d,2.1880341880341883
AATS5i,168.14631737967562
AATS5m,49.066987700854696
AATS5p,1.1602728357214784
AATS5s,3.1461432942914427
AATS5v,136.97007853000775
AATS6Z,12.955555555555556
AATS6d,2.3333333333333335
AATS6i,164.4589718005048
AATS6m,42.90008896666666
AATS6p,1.2256680362297556
AATS6s,1.9725651577503425
AATS6v,144.15948197346063
AATS7Z,12.072289156626505
AATS7d,2.2289156626506026
AATS7i,161.70851973818716
AATS7m,40.853259530120475
AATS7p,1.2004203770611326
AATS7s,1.6313029897367248
AATS7v,139.6509226481107
AATS8Z,10.566265060240964
AATS8d,2.036144578313253
AATS8i,165.3416559435865
AATS8m,35.141111734939756
AATS8p,1.0834494504821321
AATS8s,1.5812137438643465
AATS8v,121.43512795276673
ATS0dv,358.44444444444446
ATS0pe,350.02470000000005
ATS0se,434.3440529999999
ATS1dv,321.6666666666667
ATS1pe,372.1245
ATS1se,446.62291399999987
ATS2dv,398.0
ATS2pe,643.5827999999998
ATS2se,786.6802399999999
ATS3dv,270.6666666666667
ATS3pe,848.2505
ATS3se,1068.346182
ATS4dv,257.33333333333337
ATS4pe,823.3685000000003
ATS4se,1045.281412
ATS5dv,276.6666666666667
ATS5pe,701.0219999999999
ATS5se,888.445514
ATS6dv,139.0
ATS6pe,531.0426
ATS6se,672.6570560000001
ATS7dv,112.66666666666666
ATS7pe,469.01879999999994
ATS7se,598.9109039999997
ATS8dv,94.33333333333334
ATS8pe,460.9513000000001
ATS8se,594.8480760000002
ATSC0Z,571.3571428571429
ATSC0c,1.5682345283816224
ATSC0d,27.92857142857143
ATSC0i,83.53840737353988
ATSC0m,2625.8582608392853
ATSC0p,15.014482433885998
ATSC0s,111.08087766999806
ATSC0v,2782.2606610788516
ATSC1Z,-2.381377551020401
ATSC1c,-1.0699690140746554
ATSC1d,3.7155612244897913
ATSC1i,-14.221244881026152
ATSC1m,-5.934798925701887
ATSC1p,-0.11019721003774963
ATSC1s,-4.560723099682257
ATSC1v,10.421601142861572
ATSC2Z,8.349489795918421
ATSC2c,0.6083409504423286
ATSC2d,-7.977040816326538
ATSC2i,-18.73562010385815
ATSC2m,-0.3626238501277328
ATSC2p,-3.8356848791224993
ATSC2s,58.806139726981336
ATSC2v,-717.9886985634168
ATSC3Z,-38.14413265306123
ATSC3c,-0.23398974755284152
ATSC3d,-6.96045918367347
ATSC3i,-12.484098277102621
ATSC3m,-193.6018622146045
ATSC3p,-0.4669894358347496
ATSC3s,2.446459081317696
ATSC3v,-436.6848508768209
ATSC4Z,-50.392857142857146
ATSC4c,-0.5768547004949253
ATSC4d,-3.2857142857142856
ATSC4i,-13.076594353988085
ATSC4m,-215.71328795535698
ATSC4p,-0.8103832011745
ATSC4s,2.8408626053301798
ATSC4v,-140.3674739294363
ATSC5Z,-77.87117346938778
ATSC5c,0.8272011322740266
ATSC5d,2.1135204081632675
ATSC5i,20.126600174511044
ATSC5m,-321.3670043963649
ATSC5p,-0.06733615868875095
ATSC5s,104.17086642398729
ATSC5v,146.9163581499115
ATSC6Z,-195.109693877551
ATSC6c,-0.49117026048446677
ATSC6d,-1.5994897959183674
ATSC6i,7.527955787985436
ATSC6m,-883.4560637059948
ATSC6p,-1.5599206437970001
ATSC6s,-1.705164460331471
ATSC6v,-439.6876214455938
ATSC7Z,25.309948979591837
ATSC7c,0.20523301122705662
ATSC7d,-0.10841836734693783
ATSC7i,-7.5286846772693
ATSC7m,106.43543863105893
ATSC7p,-1.5204559914622495
ATSC7s,19.743890476715354
ATSC7v,-217.81665710487877
ATSC8Z,94.95280612244896
ATSC8c,-0.0694292388587402
ATSC8d,2.3201530612244916
ATSC8i,-5.624228958430253
ATSC8m,434.9901271667733
ATSC8p,-0.31769707426424953
ATSC8s,21.30848483297638
ATSC8v,126.46617827640104
AXp-0d,0.7269700136897191
AXp-1d,0.4638757757993501
AXp-2d,0.3189584463156596
AXp-3d,0.2009276535627174
AXp-4d,0.13106034027087365
AXp-5d,0.08791058481893486
AXp-6d,0.052328479569170715
AXp-7d,0.034665877894548884
GATS1Z,0.7557413974992488
GATS1c,1.7001817590810075
GATS1d,1.105577242338583
GATS1i,1.4580452600650946
GATS1m,0.7706536690473297
GATS1p,1.0287860987768453
GATS1s,0.7121709862281701
GATS1v,1.0658801631973218
GATS2Z,0.7894430431254887
GATS2c,0.6188607557450924
GATS2d,1.3997542751115792
GATS2i,1.2958521738557698
GATS2m,0.8117715067120255
GATS2p,1.1057213022421841
GATS2s,0.3021769787613594
GATS2v,1.170316189050998
GATS3Z,0.9175185359708425
GATS3c,0.7228632036063454
GATS3d,1.1705685618729096
GATS3i,1.0570990821691881
GATS3m,0.9277174567378897
GATS3p,0.9759554536876628
GATS3s,0.570308909052757
GATS3v,1.0730529371266246
GATS4Z,1.1902112764095512
GATS4c,0.8824265133452575
GATS4d,0.9776214833759591
GATS4i,1.0702696787568866
GATS4m,1.171159930901408
GATS4p,1.1439490762316695
GATS4s,0.49566413656537817
GATS4v,1.0338892767099832
GATS5Z,1.441462234061309
GATS5c,0.5860311603759462
GATS5d,0.9004962074015782
GATS5i,0.9296190668614225
GATS5m,1.3979010213077971
GATS5p,1.2516721809648723
GATS5s,0.14131799797906142
GATS5v,0.9798919147291436
GATS6Z,1.4417913350279896
GATS6c,0.8667634760066097
GATS6d,1.0065359477124183
GATS6i,1.009644359144677
GATS6m,1.4140183653205984
GATS6p,1.273916427882107
GATS6s,0.44029049963116124
GATS6v,1.1338164821853702
GATS7Z,0.9660996781224159
GATS7c,0.24468510360388915
GATS7d,0.8304317012294704
GATS7i,1.0531939473721255
GATS7m,0.965344143191342
GATS7p,1.1734777254809554
GATS7s,0.050649286702937106
GATS7v,1.1294556394351323
GATS8Z,0.9081105017645278
GATS8c,0.29337868539265755
GATS8d,0.7355252210889593
GATS8i,0.966463709144743
GATS8m,0.9042407203664262
GATS8p,1.0846424743730325
GATS8s,0.06434779319630761
GATS8v,1.0222185151632617
MATS1Z,-0.004094810096876132
MATS1c,-0.6703063915750078
MATS1d,0.13070399784627793
MATS1i,-0.1672494101344702
MATS1m,-0.00222048529170801
MATS1p,-0.007210633208826629
MATS1s,-0.04033736956089175
MATS1v,0.0036800168216884034
MATS2Z,0.008023061706242745
MATS2c,0.2129726797888061
MATS2d,-0.15681259716162693
MATS2i,-0.1231316603406576
MATS2m,-7.581810753489162e-05
MATS2p,-0.1402556643173382
MATS2s,0.29065060025534994
MATS2v,-0.14167970644714512
MATS3Z,-0.026144002266017517
MATS3c,-0.05843025837888169
MATS3d,-0.09759805411979326
MATS3i,-0.05852251438211836
MATS3m,-0.028872888915953188
MATS3p,-0.012180039017037557
MATS3s,0.008624831978882789
MATS3v,-0.06146420947680417
MATS4Z,-0.03527940992624078
MATS4c,-0.1471348041520867
MATS4d,-0.047058823529411764
MATS4i,-0.06261356789107278
MATS4m,-0.032859852517159095
MATS4p,-0.021589374252303395
MATS4s,0.010229888941892909
MATS4v,-0.020180348432918903
MATS5Z,-0.06523358154812088
MATS5c,0.2524656364226943
MATS5d,0.03622095437952219
MATS5i,0.11531515659493348
MATS5m,-0.0585776803565031
MATS5p,-0.002146545688584572
MATS5s,0.4488581747249959
MATS5v,0.02527403044461052
MATS6Z,-0.2124793376949896
MATS6c,-0.19487968504526015
MATS6d,-0.035635123614663256
MATS6i,0.056070752680815135
MATS6m,-0.20934336151835645
MATS6p,-0.0646454044451852
MATS6s,-0.009551519955701325
MATS6v,-0.09833133635775004
MATS7Z,0.029887772116092826
MATS7c,0.08829703905901422
MATS7d,-0.00261917234154005
MATS7i,-0.060805498222343254
MATS7m,0.02734795829610182
MATS7p,-0.06832402182906176
MATS7s,0.11992324328220472
MATS7v,-0.05282058513596234
MATS8Z,0.11212696767818867
MATS8c,-0.029870419864207593
MATS8d,0.05605028810895761
MATS8i,-0.0454241422763268
MATS8m,0.11176814799635301
MATS8p,-0.014276205269304945
MATS8s,0.12942649847120283
MATS8v,0.030668074816941122
MAXaaN,4.121556715208341
MAXsOH,7.812222222222222
MINaaN,4.121556715208341
MINsOH,7.812222222222222
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,11.091482854220741
SssNH2,0
SsssAs,0
SsssCH,1.2294547325102876
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,505
TMWC10,130.29089118173823
TSRW10,75.39213728898864
Xc-3dv,0.7261517615183732
Xc-4dv,0.0
Xc-5dv,0.11013198635481244
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2687287392826324
Xch-7d,0.28624495871139877
Xp-0dv,16.658158480135835
Xp-1dv,10.038671733695256
Xp-2dv,7.449202308433177
Xp-3dv,5.418677984928659
Xp-4dv,3.8881348819012245
Xp-5dv,2.6653681876946216
Xp-6dv,1.3422455589045905
Xp-7dv,0.8634702728478462
Xpc-4d,2.916321729645487
Xpc-5d,3.7719236720936364
Xpc-6d,5.1684878835576145
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,57
nFRing,0
nHBAcc,4
nHBDon,4
nHRing,2
nSpiro,0
naRing,1
piPC10,4.980176086611547
AATS0dv,6.400793650793651
AATS0pe,6.250441071428573
AATS0se,7.756143803571427
AATS1dv,5.64327485380117
AATS1pe,6.5285
AATS1se,7.835489719298243
AATS2dv,3.9019607843137254
AATS2pe,6.309635294117645
AATS2se,7.712551372549019
AATS3dv,1.8927738927738929
AATS3pe,5.931821678321678
AATS3se,7.470952321678322
AATS4dv,1.8380952380952384
AATS4pe,5.881203571428573
AATS4se,7.4662958
AATS5dv,2.364672364672365
AATS5pe,5.991641025641025
AATS5se,7.5935514017094015
AATS6dv,1.5444444444444445
AATS6pe,5.900473333333333
AATS6se,7.473967288888891
AATS7dv,1.3574297188755018
AATS7pe,5.65082891566265
AATS7se,7.2157940240963825
AATS8dv,1.136546184738956
AATS8pe,5.553630120481929
AATS8se,7.1668442891566295
AATSC0Z,10.20280612244898
AATSC0c,0.028004188006814684
AATSC0d,0.4987244897959184
AATSC0i,1.4917572745274978
AATSC0m,46.89032608641581
AATSC0p,0.26811575774796426
AATSC0s,1.9835871012499653
AATSC0v,49.68322609069378
AATSC1Z,-0.0417785535266737
AATSC1c,-0.01877138621183606
AATSC1d,0.06518528464017177
AATSC1i,-0.24949552422852897
AATSC1m,-0.10411927939827872
AATSC1p,-0.0019332843866271864
AATSC1s,-0.08001268595933785
AATSC1v,0.18283510776950126
AATSC2Z,0.08185774309723942
AATSC2c,0.005964126965120869
AATSC2d,-0.07820628251300527
AATSC2i,-0.183682550037825
AATSC2m,-0.0035551357855660077
AATSC2p,-0.03760475371688725
AATSC2s,0.5765307816370719
AATSC2v,-7.039104887876635
AATSC3Z,-0.26674218638504354
AATSC3c,-0.0016362919409289617
AATSC3d,-0.048674539745968325
AATSC3i,-0.08730138655316519
AATSC3m,-1.3538591763259056
AATSC3p,-0.0032656603904527943
AATSC3s,0.017108105463760112
AATSC3v,-3.0537402159218248
AATSC4Z,-0.35994897959183675
AATSC4c,-0.0041203907178208946
AATSC4d,-0.02346938775510204
AATSC4i,-0.09340424538562918
AATSC4m,-1.5408091996811213
AATSC4p,-0.005788451436960714
AATSC4s,0.020291875752358426
AATSC4v,-1.0026248137816878
AATSC5Z,-0.6655655852084426
AATSC5c,0.007070095147641253
AATSC5d,0.01806427699284844
AATSC5i,0.1720222237137696
AATSC5m,-2.7467265333022644
AATSC5p,-0.0005755227238354782
AATSC5s,0.8903492856751051
AATSC5v,1.2556953688026624
AATSC6Z,-2.1678854875283444
AATSC6c,-0.005457447338716297
AATSC6d,-0.017772108843537415
AATSC6i,0.08364395319983818
AATSC6m,-9.816178485622164
AATSC6p,-0.017332451597744446
AATSC6s,-0.01894627178146079
AATSC6v,-4.885418016062153
