DLiP-ID,I000JD
AATSC5c,0.000962770202440262
AATSC5d,-0.015916230366492153
AATSC5i,0.010983128111757182
AATSC5m,-0.2975529106118531
AATSC5p,0.004836706454193391
AATSC5s,0.16395028071226217
AATSC5v,0.06779692824480228
AATSC6Z,0.034714003944772996
AATSC6c,0.003175746409115865
AATSC6d,-0.001025641025641031
AATSC6i,0.05067171097749822
AATSC6m,0.1629954494674555
AATSC6p,-0.0006259766936102522
AATSC6s,-0.053637957484111355
AATSC6v,0.07861527804271312
AATSC7Z,-0.9245562130177515
AATSC7c,-0.0035625413895705076
AATSC7d,-0.030816326530612247
AATSC7i,0.11520684328177358
AATSC7m,-4.248664253684337
AATSC7p,0.013315430179907614
AATSC7s,-0.31214456788632605
AATSC7v,-0.10003225295628178
AATSC8Z,-0.4365376870411102
AATSC8c,0.0006489411902199701
AATSC8d,-0.07664921465968587
AATSC8i,-0.10762534689890148
AATSC8m,-2.1472915800439916
AATSC8p,-0.01973282632386774
AATSC8s,0.13382319430245326
AATSC8v,-4.604700334455587
ATS0are,391.8296000000001
ATS1are,424.916
ATS2are,753.8400000000001
ATS3are,1096.2907000000002
ATS4are,1194.915
ATS5are,1169.752
ATS6are,1180.2678
ATS7are,1185.793
ATS8are,1116.161
ATSC0dv,223.8461538461539
ATSC0pe,6.5926246153846115
ATSC0se,4.032508553846153
ATSC1dv,59.20710059171597
ATSC1pe,-0.25912882840236273
ATSC1se,-0.2531304255621296
ATSC2dv,30.02958579881656
ATSC2pe,1.4888595739645019
ATSC2se,1.1078997519526628
ATSC3dv,-7.017751479289952
ATSC3pe,1.4807499171597676
ATSC3se,1.0157662115976334
ATSC4dv,-67.61538461538463
ATSC4pe,-3.2904507692307625
ATSC4se,-2.3303541538461507
ATSC5dv,2.2366863905325483
ATSC5pe,0.5168015147929058
ATSC5se,0.74259997254438
ATSC6dv,-39.461538461538446
ATSC6pe,0.048626153846157885
ATSC6se,-0.11189378461538368
ATSC7dv,-120.82840236686388
ATSC7pe,-4.759689609467449
ATSC7se,-2.8245161315976306
ATSC8dv,-13.224852071005916
ATSC8pe,0.4474922840236672
ATSC8se,0.7242264956213011
AXp-0dv,0.5740938387835849
AXp-1dv,0.32605963679244776
AXp-2dv,0.18072401083050646
AXp-3dv,0.09955725159304359
AXp-4dv,0.056826741109338205
AXp-5dv,0.03242077504039552
AXp-6dv,0.01919207056412853
AXp-7dv,0.010970530924830642
BertzCT,940.0462218449359
ECIndex,778
ETA_eta,34.4469157045733
GATS1dv,0.5634121689913077
GATS1pe,0.7530340157166171
GATS1se,0.7226782234268361
GATS2dv,0.8356494286592349
GATS2pe,0.6603328845858027
GATS2se,0.5760409073313233
GATS3dv,1.0480757912323666
GATS3pe,0.9238383333405146
GATS3se,0.9035559464338179
GATS4dv,1.255807560137457
GATS4pe,1.4254188324513066
GATS4se,1.5445366496102098
GATS5dv,1.1181950666594698
GATS5pe,1.2013958468039756
GATS5se,1.2655556591628023
GATS6dv,1.1429095074455897
GATS6pe,1.130082116627921
GATS6se,1.2048969484882635
GATS7dv,1.2887860298758675
GATS7pe,1.4403182503159162
GATS7se,1.523469815176211
GATS8dv,0.9206023641172342
GATS8pe,0.8233169961810872
GATS8se,0.7501447264861566
LogEE_A,4.422590888538591
LogEE_D,197.9335576494611
MATS1dv,0.2528299979785728
MATS1pe,-0.03757178493526137
MATS1se,-0.06000307341110257
MATS2dv,0.0708937501746151
MATS2pe,0.1193448369534897
MATS2se,0.1451888993802016
MATS3dv,-0.01125856733306755
MATS3pe,0.08065998763733334
MATS3se,0.09045930502591183
MATS4dv,-0.1006872852233677
MATS4pe,-0.16637029818403107
MATS4se,-0.19263064357491072
MATS5dv,0.003400442597290446
MATS5pe,0.02667751788032252
MATS5se,0.06266998935497287
MATS6dv,-0.0587628865979381
MATS6pe,0.002458613813820747
MATS6se,-0.009249311615112044
MATS7dv,-0.1790097482291885
MATS7pe,-0.23942945109480437
MATS7se,-0.23228761100643797
MATS8dv,-0.02010579154747125
MATS8pe,0.023099745388965375
MATS8se,0.06111940270569261
MAXaaCH,1.9920980912731177
MAXaasC,0.982280687336153
MAXdssC,-0.1641429936172003
MAXsCH3,1.5959555717884544
MAXsNH2,5.684244489044654
MAXssNH,3.1992126742672378
MAXsssN,1.7237207105064247
MDEC-12,1.4561775911523596
MDEC-13,1.8714871828556403
MDEC-22,21.31446309120617
MDEC-23,30.403023364129886
MDEC-33,12.000426237689437
MDEN-12,0.3849001794597506
MDEN-13,0.16666666666666669
MDEN-22,0.16666666666666669
MDEN-23,0.6666666666666667
MDEO-11,0.5129927840030091
MINaaCH,1.945904033243985
MINaasC,0.9822806873361528
MINdssC,-0.3470206465332517
MINsCH3,1.5959555717884544
MINsNH2,5.684244489044654
MINssNH,2.7858123040946814
MINsssN,1.7237207105064247
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3214285714285716
SM1_Dzi,1.4204008994654949
SM1_Dzm,1.3177974512248314
SM1_Dzp,-5.319610065744728
SM1_Dzv,-2.474281947147792
SddssSe,0
SpAD_Dt,715.0175516959059
SpAbs_A,42.98889059696059
SpAbs_D,395.8671152989224
SpMAD_A,1.3026936544533512
SpMAD_D,11.995973190876432
SpMax_A,2.48041625523571
SpMax_D,197.9335576494611
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,104.53
TpiPC10,8.075811032049407
VAdjMat,6.169925001442312
VE1_DzZ,5.661844316353455
VE1_Dzi,5.660619228092946
VE1_Dzm,5.661853966561969
VE1_Dzp,5.669059890454016
VE1_Dzv,5.668001959207729
VE2_DzZ,0.17157103988949862
VE2_Dzi,0.17153391600281653
VE2_Dzm,0.17157133232005967
VE2_Dzp,0.1717896936501217
VE2_Dzv,0.17175763512750694
VE3_DzZ,2.9276721585554766
VE3_Dzi,2.927455758960021
VE3_Dzm,2.9276738629824712
VE3_Dzp,2.9289457683123366
VE3_Dzv,2.928759135962017
VR1_DzZ,221.21143598611997
VR1_Dzi,221.61241761077792
VR1_Dzm,221.21035087218897
VR1_Dzp,220.20178654569943
VR1_Dzv,220.19475433836894
VR2_DzZ,6.7033768480642415
VR2_Dzi,6.71552780638721
VR2_Dzm,6.703343965823908
VR2_Dzp,6.67278141047574
VR2_Dzv,6.672568313283907
VR3_DzZ,6.593041436540648
VR3_Dzi,6.594852457925317
VR3_Dzm,6.593036531203871
VR3_Dzp,6.588466806014657
VR3_Dzv,6.5884348702173545
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07453559924999299
Xch-6dv,0.1913902568294244
Xch-7dv,0.24257518290934546
Xpc-4dv,2.1691055242912873
Xpc-5dv,3.0976293366650167
Xpc-6dv,4.2286490327419735
Zagreb1,172.0
Zagreb2,203.0
fragCpx,240.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,36
nBondsS,53
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.0281476923076935
AATS1are,6.248764705882353
AATS2are,6.128780487804879
AATS3are,6.056854696132598
AATS4are,6.12776923076923
AATS5are,6.124356020942408
AATS6are,6.052655384615385
AATS7are,6.049964285714285
AATS8are,5.843774869109948
AATSC0dv,3.4437869822485214
AATSC0pe,0.10142499408284018
AATSC0se,0.06203859313609466
AATSC1dv,0.870692655760529
AATSC1pe,-0.0038107180647406285
AATSC1se,-0.003722506258266612
AATSC2dv,0.24414297397411835
AATSC2pe,0.012104549381825218
AATSC2se,0.009007315056525713
AATSC3dv,-0.03877210762038648
AATSC3pe,0.008180938768838495
AATSC3se,0.005611968019876427
AATSC4dv,-0.3467455621301776
AATSC4pe,-0.016874106508875705
AATSC4se,-0.011950534122287953
AATSC5dv,0.01171039995043219
AATSC5pe,0.002705767093156575
AATSC5se,0.0038879579714365445
AATSC6dv,-0.20236686390532535
AATSC6pe,0.00024936489151875836
AATSC6se,-0.0005738142800788907
AATSC7dv,-0.6164714406472647
AATSC7pe,-0.024284130660548207
AATSC7se,-0.01441079658978383
AATSC8dv,-0.06924006319898385
AATSC8pe,0.002342891539390928
AATSC8se,0.003791761757179587
AETA_eta,1.0438459304416152
ATSC0are,6.892486153846152
ATSC1are,-0.36768397633135297
ATSC2are,1.7676677396449778
ATSC3are,1.759229325443794
ATSC4are,-3.7730399999999826
ATSC5are,0.7186853017751614
ATSC6are,0.050316923076931516
ATSC7are,-5.050435171597621
ATSC8are,0.7385376094674505
BCUTZ-1h,8.024569347544423
BCUTZ-1l,5.687624153086511
BCUTc-1h,0.4074879523511786
BCUTc-1l,-0.40156640967434654
BCUTd-1h,3.2086381934498527
BCUTd-1l,0.9771971388788409
BCUTi-1h,14.544930381208426
BCUTi-1l,10.948174489541119
BCUTm-1h,16.012313150637677
BCUTm-1l,11.698796618446176
BCUTp-1h,1.9955842791117637
BCUTp-1l,0.7509556012803524
BCUTs-1h,7.0104479929476735
BCUTs-1l,1.2319743270788432
BCUTv-1h,20.903776711739752
BCUTv-1l,14.701777756144349
BalabanJ,1.451932616502968
Diameter,14
ETA_beta,37.25
GATS1are,0.7610538235538332
GATS2are,0.6368815929395902
GATS3are,0.9212472591413612
GATS4are,1.4773831748999355
GATS5are,1.2245716954813888
GATS6are,1.1500130800184638
GATS7are,1.4712596454089624
GATS8are,0.7937913387704493
HybRatio,0.4230769230769231
Lipinski,True
LogEE_Dt,357.50877584795296
MATS1are,-0.050992140802235485
MATS2are,0.13552923248568385
MATS3are,0.09166031287005637
MATS4are,-0.1824711681572523
MATS5are,0.03548483989094984
MATS6are,0.0024334191346835287
MATS7are,-0.2430021878442246
MATS8are,0.03646504076355254
MAXssCH2,0.8341945948872355
MAXsssCH,0.02532648862013942
MINssCH2,0.5647699164478567
MINsssCH,-0.6879382894591293
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.4208996328029377
SM1_Dzse,1.3065363731051547
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,15.53348693886314
SMR_VSA4,5.733667477162185
SMR_VSA5,69.23704946006048
SMR_VSA6,0.0
SMR_VSA7,71.7905736680101
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,340.3274960306074
SpAD_Dzi,326.5242887236113
SpAD_Dzm,340.3930931494897
SpAD_Dzp,463.9964795721238
SpAD_Dzv,424.6853171164988
SpAbs_Dt,715.0175516959061
SpDiam_A,4.860586951428209
SpDiam_D,287.6364553831071
SpMAD_Dt,21.667198536239574
SpMax_Dt,357.50877584795296
SsssssAs,0
VE1_Dzpe,5.661475371851709
VE1_Dzse,5.661896412678569
VE2_Dzpe,0.17155985975308208
VE2_Dzse,0.17157261856601724
VE3_Dzpe,2.927606993124837
VE3_Dzse,2.9276813598126163
VMcGowan,352.59000000000145
VR1_Dzpe,221.28295146088414
VR1_Dzse,221.20163652375146
VR2_Dzpe,6.705543983663156
VR2_Dzse,6.703079894659135
VR3_Dzpe,6.59336467442757
VR3_Dzse,6.59299713648272
mZagreb1,10.472222222222221
mZagreb2,7.305555555555554
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,59
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10603824852071003
AATSC1are,-0.005407117298990485
AATSC2are,0.014371282436138031
AATSC3are,0.009719499035601072
AATSC4are,-0.01934892307692299
AATSC5are,0.0037627502710741436
AATSC6are,0.00025803550295862315
AATSC7are,-0.025767526385702146
AATSC8are,0.0038666890548034057
AETA_beta,1.128787878787879
BCUTdv-1h,6.024446677221306
BCUTdv-1l,0.9939371272382154
BCUTpe-1h,3.4926942627891813
BCUTpe-1l,2.2373512016739547
BCUTse-1h,3.705503606646008
BCUTse-1l,2.433310865169619
ETA_alpha,15.600000000000001
ETA_dBeta,-4.25
ETA_eta_B,0.4618160641919431
ETA_eta_F,31.864595118954256
ETA_eta_L,8.88640069033349
ETA_eta_R,66.31151082352756
ETA_psi_1,0.5777777777777781
LabuteASA,194.2700396546185
LogEE_DzZ,170.20379130534698
LogEE_Dzi,163.3051868133046
LogEE_Dzm,170.23647983084257
LogEE_Dzp,231.04891995013116
LogEE_Dzv,211.9677673541361
PEOE_VSA1,21.267154416025324
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,60.6636706846161
PEOE_VSA7,50.15474829771466
PEOE_VSA8,6.041840829147961
PEOE_VSA9,12.083681658295921
SM1_Dzare,1.599813866914844
SpAD_Dzpe,337.11604623156927
SpAD_Dzse,340.7836528029384
SpAbs_DzZ,339.08615403926535
SpAbs_Dzi,325.1899727271437
SpAbs_Dzm,339.1551622104603
SpAbs_Dzp,467.41744996600727
SpAbs_Dzv,426.4098166554202
SpDiam_Dt,496.0516323662207
SpMAD_DzZ,10.31295442516992
SpMAD_Dzi,9.894675415867008
SpMAD_Dzm,10.314942216651202
SpMAD_Dzp,14.060499380973448
SpMAD_Dzv,12.869252033833298
SpMax_DzZ,170.20379130534698
SpMax_Dzi,163.3051868133046
SpMax_Dzm,170.23647983084257
SpMax_Dzp,231.04891995013116
SpMax_Dzv,211.9677673541361
VE1_Dzare,5.660878577599664
VE2_Dzare,0.17154177507877771
VE3_Dzare,2.9275015743655826
VR1_Dzare,221.37449362806063
VR2_Dzare,6.70831798872911
VR3_Dzare,6.593778277178398
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4727272727272728
AETA_dBeta,-0.12878787878787878
AETA_eta_B,0.01399442618763464
AETA_eta_F,0.9655937914834622
AETA_eta_L,0.26928486940404517
AETA_eta_R,2.0094397219250775
BCUTare-1h,3.5472174860242593
BCUTare-1l,2.1874169919354305
ETA_beta_s,20.75
ETA_dPsi_A,0.1362222222222219
ETA_dPsi_B,0.0
ETA_eta_BR,0.8058160641919431
ETA_eta_FL,7.065996807847663
ETA_eta_RL,15.952397498181153
LogEE_Dzpe,168.60108068041504
LogEE_Dzse,170.4314184127754
PEOE_VSA10,12.083681658295921
PEOE_VSA11,0.0
PEOE_VSA12,17.721539188054518
PEOE_VSA13,0.0
SlogP_VSA1,16.367244685174846
SlogP_VSA2,46.78881223549684
SlogP_VSA3,14.383611552215466
SlogP_VSA4,0.0
SlogP_VSA5,56.19658912686262
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,332.7464017266926
SpAbs_Dzpe,335.7812617280272
SpAbs_Dzse,339.5563004524456
SpDiam_DzZ,250.27746068076357
SpDiam_Dzi,238.6584462352053
SpDiam_Dzm,250.33082523679417
SpDiam_Dzp,349.7522524596732
SpDiam_Dzv,318.9619523951745
SpMAD_Dzpe,10.215637764593009
SpMAD_Dzse,10.326777357664799
SpMax_Dzpe,168.60108068041504
SpMax_Dzse,170.4314184127754
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6287878787878788
AETA_eta_BR,0.024418668611877064
AETA_eta_FL,0.2141211153893231
AETA_eta_RL,0.48340598479336827
DetourIndex,5767
EState_VSA1,18.12552248744388
EState_VSA2,29.805220846350437
EState_VSA3,12.841643245852019
EState_VSA4,30.38936785217202
EState_VSA5,0.0
EState_VSA6,11.823646930541102
EState_VSA7,60.6636706846161
EState_VSA8,10.633577208012662
EState_VSA9,5.733667477162185
ETA_beta_ns,16.5
ETA_shape_p,0.12179487179487178
ETA_shape_x,0.0
ETA_shape_y,0.34615384615384615
GhoseFilter,True
LogEE_Dzare,166.42168007143465
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,331.24354627595454
SpDiam_Dzpe,247.61885122865777
SpDiam_Dzse,250.65465905343916
SpMAD_Dzare,10.08322429474826
SpMax_Dzare,166.42168007143465
TopoPSA(NO),104.53
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,76.5
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02727272727272723
FilterItLogS,-4.434092024285116
SpDiam_Dzare,244.02738576985797
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5630769230769225
ETA_epsilon_2,0.8181818181818179
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5220779220779211
ETA_epsilon_5,0.7621621621621619
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.12114143920595555
ETA_dEpsilon_B,0.040999000999001334
ETA_dEpsilon_C,-0.08014243820695421
ETA_dEpsilon_D,0.05601965601965597
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7575757575757576
MDEDescriptor,"0.0,1.4561775911523596,1.8714871828556403,0.0,21.31446309120617,30.403023364129886,0.0,12.000426237689437,0.0,0.0,0.5129927840030091,0.0,0.0,0.0,0.3849001794597506,0.16666666666666669,0.16666666666666669,0.6666666666666667,0.0"
APolDescriptor,73.90337599999998
BCUTDescriptor,"11.988362816653689,16.006152238612277,-0.35509791236667,0.2978146697695341,4.972173450987116,11.702561962231625"
BPolDescriptor,40.49662399999999
TPSADescriptor,104.53
ALOGPDescriptor,"-1.2667000000000006,1.6045288900000014,114.96170000000001"
XLogPDescriptor,2.9450000000000003
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,448.24744114
ChiPathDescriptor,"23.37166824125719,15.952397498181156,14.25875890411554,12.108147500534303,9.761015711460841,8.078176732275542,5.4393062686240805,3.8961710912095375,18.945096679858302,11.738146924528118,9.036200541525321,6.670335856733923,4.943926476512424,3.5338644794031118,2.2838563971312946,1.4700511439273052"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.38327663808701984,0.45907592384905427,0.0,0.0,0.07453559924999299,0.1913902568294244,0.21622286907460897"
AtomCountDescriptor,65
BondCountDescriptor,36
SmallRingDescriptor,"4,2,3,2,0,0,1,2,1,0,0"
ChiClusterDescriptor,"2.047131248607927,0.0,0.7293016202415109,0.0,0.9988255075695429,0.0,0.20058933561234454,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,2,1,10,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.5500000000000003
WeightedPathDescriptor,"67.37372229971736,2.0416279484762834,19.719191966023978,7.674371337758781,12.044820628265194"
FractionalPSADescriptor,0.23319709251246437
WienerNumbersDescriptor,"3157.0,56.0"
AminoAcidCountDescriptor,"3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.338668652884295,7.848766444274467,11.79579428197779,2.169105524291287,3.0976293366650185,3.827405210465112"
FractionalCSP3Descriptor,0.4230769230769231
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,10,5,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,12.3008,6.415682780129205"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,3568.07
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.4230769230769231
AutocorrelationDescriptorMass,"36.763328311728756,38.32573139684125,54.81702585394331,62.56060693358121,61.477560834069074"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6024625073738287,-0.303026988828633,-0.05237898543225798,0.28228061639158947,-0.3875207717894359"
EccentricConnectivityIndexDescriptor,778
AutocorrelationDescriptorPolarizability,"2432.046656376901,2870.6325323059555,4011.9622088244596,4433.21517811611,4200.16090873899"
