DLiP-ID,J100HO
MaxAbsEStateIndex,4.656489013815403
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,8
NumSaturatedRings,0
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.2539668190460363
NumRadicalElectrons,0
NumValenceElectrons,158
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,3
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,463.1128113840007
MZ,0.7756410256410255
Mi,1.1380105599044703
Mm,0.7429199515828441
Mp,0.7209747351450945
Mv,0.6585912179617659
SZ,40.33333333333333
Si,59.17654911503246
Sm,38.631837482307894
Sp,37.49068622754491
Sv,34.246743334011825
nB,0
nC,18
nF,0
nH,22
nI,0
nN,9
nO,0
nP,0
nS,2
nX,1
ABC,22.83426605363341
AMW,8.906015603538474
IC0,1.7832191287379582
IC1,3.899999161549137
IC2,4.767183467891462
IC3,5.065448371820827
IC4,5.1568885160932
IC5,5.1568885160932
Mpe,0.9802413273001508
Mse,1.012570732253908
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,111.1397
SdO,0
SdS,0
Spe,50.97254901960784
SsF,0
SsI,0
Sse,52.65367807720321
StN,0
fMF,0.4423076923076923
nBr,0
nCl,1
BIC0,0.2983328790955833
BIC1,0.6524705570866998
BIC2,0.7975506465991475
BIC3,0.8474504183593298
BIC4,0.8627483708465258
BIC5,0.8627483708465258
CIC0,3.917220589403134
CIC1,1.8004405565919548
CIC2,0.93325625024963
CIC3,0.6349913463202643
CIC4,0.5435512020478921
CIC5,0.5435512020478921
GGI1,6.0
GGI2,2.4444444444444455
GGI3,1.5763888888888888
GGI4,1.4005555555555558
GGI5,0.8127777777777777
GGI6,0.625532879818594
GGI7,0.4644628684807256
GGI8,0.24695294784580496
GGI9,0.2284490740740741
JGI1,0.1875
JGI2,0.05555555555555558
JGI3,0.03940972222222222
JGI4,0.03685672514619883
JGI5,0.020319444444444442
JGI6,0.014893639995680807
JGI7,0.012901746346686822
JGI8,0.008231764928193499
JGI9,0.008158895502645504
MIC0,22.711053524560658
MIC1,44.848286407380165
MIC2,48.49806255714063
MIC3,49.80482948773035
MIC4,49.89700115315692
MIC5,49.89700115315692
MPC2,44
MPC3,56
MPC4,75
MPC5,91
MPC6,102
MPC7,117
MPC8,139
MPC9,148
Mare,0.9903076923076924
NaaN,6
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.34207488790138174
RPCG,0.11876874858094948
SIC0,0.3128213290394139
SIC1,0.6841576008843268
SIC2,0.8362834629617022
SIC3,0.8886066026977767
SIC4,0.9046474958207007
SIC5,0.9046474958207007
SaaN,25.89295901206983
SaaO,0
SaaS,0
Sare,51.49600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,3.0684735082304524
StCH,0
StsC,0
TIC0,92.72739469437383
TIC1,202.79995640055512
TIC2,247.89354033035602
TIC3,263.40331533468304
TIC4,268.1582028368464
TIC5,268.1582028368464
Vabc,362.886647962285
WPol,40
apol,62.60944599999999
bpol,33.83055400000001
nRot,8
ABCGG,17.71326348262637
ATS0Z,1912.0
ATS0d,174.0
ATS0i,8634.46636166058
ATS0m,7697.261727000001
ATS0p,92.44408390667799
ATS0v,12194.499599909934
ATS1Z,1655.0
ATS1d,212.0
ATS1i,8247.0983240092
ATS1m,6367.443072000001
ATS1p,102.88880281000002
ATS1v,14312.463689803666
ATS2Z,2499.0
ATS2d,332.0
ATS2i,14826.319826213447
ATS2m,9489.063309000001
ATS2p,150.56464069818804
ATS2v,20460.637299930808
ATS3Z,2569.0
ATS3d,332.0
ATS3i,17342.69161563261
ATS3m,9574.390238
ATS3p,171.77161818758395
ATS3v,21745.032159312294
ATS4Z,2465.0
ATS4d,340.0
ATS4i,19677.934861448684
ATS4m,9113.202261
ATS4p,164.76027877486604
ATS4v,20360.439416860783
ATS5Z,2452.0
ATS5d,325.0
ATS5i,16563.032524808095
ATS5m,9112.794723
ATS5p,147.05720819728202
ATS5v,19071.06175555437
ATS6Z,2345.0
ATS6d,314.0
ATS6i,14750.869422689992
ATS6m,8751.884968999999
ATS6p,142.46677371969798
ATS6v,19553.976338193184
ATS7Z,2127.0
ATS7d,305.0
ATS7i,15443.769308755029
ATS7m,7585.7729009999985
ATS7p,142.549455869698
ATS7v,18735.99572618103
ATS8Z,1815.0
ATS8d,267.0
ATS8i,13597.095232611
ATS8m,6625.253305
ATS8p,128.435926919396
ATS8v,16856.232105650102
C1SP1,0
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3333333333333333
GGI10,0.17273951637588003
JGI10,0.007197479848995001
JGT10,0.3910249739906227
Kier1,24.638671875
Kier2,11.743801652892563
Kier3,6.75
MPC10,159
MWC01,32.0
MWC02,5.030437921392435
MWC03,5.8664680569332965
MWC04,6.739336627357174
MWC05,7.598399329323964
MWC06,8.479491324232226
MWC07,9.350710824823459
MWC08,10.23720600096072
MWC09,11.116187167242005
MWC10,12.006700550965217
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,5
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-1.988779999999996
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.484796933490655
SRW05,3.044522437723423
SRW06,6.966967138613983
SRW07,5.351858133476067
SRW08,8.534836626588833
SRW09,7.40184157874383
SRW10,10.15405169942633
SaaCH,12.265817935677607
SaaNH,0
SaaSe,0
SaaaC,0.5831686455446379
SaasC,4.428347240181656
SaasN,3.5857776675485007
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.16853182727607
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2900002482
Xc-3d,1.9079211456771599
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,14.080520035918413
Xp-2d,12.837368546382233
Xp-3d,10.10752736682713
Xp-4d,8.623747962601152
Xp-5d,6.775291701628158
Xp-6d,4.903238116669265
Xp-7d,3.5819114538852586
ZMIC0,104.0097305953827
ZMIC1,44.989261382450444
ZMIC2,33.492100776340756
ZMIC3,30.075861919993613
ZMIC4,29.692439308409828
ZMIC5,29.692439308409828
nAcid,3
nAtom,52
nBase,1
nRing,4
piPC1,3.7727609380946383
piPC2,4.394449154672439
piPC3,4.978456395732021
piPC4,5.599809884273223
piPC5,6.057661847959466
piPC6,6.378346596443862
piPC7,6.789332390225913
piPC8,7.256636256847369
piPC9,7.495179465002279
AATS0Z,36.76923076923077
AATS0d,3.3461538461538463
AATS0i,166.04743003193423
AATS0m,148.02426398076926
AATS0p,1.7777708443591922
AATS0v,234.50960769057565
AATS1Z,30.64814814814815
AATS1d,3.925925925925926
AATS1i,152.7240430372074
AATS1m,117.91561244444446
AATS1p,1.9053482001851856
AATS1v,265.04562388525306
AATS2Z,27.16304347826087
AATS2d,3.608695652173913
AATS2i,161.15565028492875
AATS2m,103.14199248913044
AATS2p,1.636572181502044
AATS2v,222.39823152098705
AATS3Z,23.568807339449542
AATS3d,3.0458715596330275
AATS3i,159.10726252873957
AATS3m,87.83844255045871
AATS3p,1.5758864053906785
AATS3v,199.495707883599
AATS4Z,20.714285714285715
AATS4d,2.857142857142857
AATS4i,165.36079715503095
AATS4m,76.58153160504202
AATS4p,1.3845401577719836
AATS4v,171.09612955345196
AATS5Z,25.020408163265305
AATS5d,3.316326530612245
AATS5i,169.01053596742955
AATS5m,92.98770125510205
AATS5p,1.5005837571151226
AATS5v,194.6026709750446
AATS6Z,26.348314606741575
AATS6d,3.5280898876404496
AATS6i,165.74010587292125
AATS6m,98.33578616853931
AATS6p,1.6007502665134605
AATS6v,219.7075993055414
AATS7Z,22.870967741935484
AATS7d,3.2795698924731185
AATS7i,166.06203557801106
AATS7m,81.56745054838709
AATS7p,1.5327898480612687
AATS7v,201.46231963635518
AATS8Z,21.607142857142858
AATS8d,3.1785714285714284
AATS8i,161.87018134060713
AATS8m,78.8720631547619
AATS8p,1.5289991299928094
AATS8v,200.66942982916788
ATS0dv,375.67901234567904
ATS0pe,329.9977999999999
ATS0se,404.91354299999983
ATS1dv,411.33333333333337
ATS1pe,360.08389999999997
ATS1se,428.0004399999999
ATS2dv,533.3333333333334
ATS2pe,596.8367000000001
ATS2se,724.1846579999998
ATS3dv,409.6666666666667
ATS3pe,675.5870000000002
ATS3se,833.309004
ATS4dv,419.3333333333333
ATS4pe,722.4648999999998
ATS4se,903.7040860000001
ATS5dv,498.1111111111111
ATS5pe,636.4476999999999
ATS5se,779.589565
ATS6dv,536.0
ATS6pe,602.3770999999999
ATS6se,722.386638
ATS7dv,423.33333333333337
ATS7pe,617.1764
ATS7se,749.811546
ATS8dv,260.0
ATS8pe,535.8895
ATS8se,653.9351660000002
ATSC0Z,785.7692307692307
ATSC0c,1.7551159957443743
ATSC0d,31.769230769230766
ATSC0i,95.68585055049303
ATSC0m,3556.8291106730762
ATSC0p,17.06056989846807
ATSC0v,2642.24342272783
ATSC1Z,32.23964497041417
ATSC1c,-0.4494124145346013
ATSC1d,12.393491124260361
ATSC1i,-5.331828666178406
ATSC1m,144.60435414718955
ATSC1p,-0.23852001199192108
ATSC1v,-141.29227264261266
ATSC2Z,144.86982248520712
ATSC2c,0.11512823068573022
ATSC2d,6.446745562130182
ATSC2i,11.48336804789971
ATSC2m,662.3158056745565
ATSC2p,0.5584021030847908
ATSC2v,471.1000320210578
ATSC3Z,154.90680473372785
ATSC3c,0.23748997185344906
ATSC3d,11.599112426035504
ATSC3i,-18.902840622812715
ATSC3m,678.6627058775888
ATSC3p,0.4765397827234571
ATSC3v,-98.00350607608
ATSC4Z,290.75887573964496
ATSC4c,0.26315380135706723
ATSC4d,13.874260355029584
ATSC4i,-12.990237254265782
ATSC4m,1368.784204017381
ATSC4p,4.45374580119313
ATSC4v,1109.8865371638203
ATSC5Z,18.396449704141983
ATSC5c,-0.03512830475467239
ATSC5d,-0.6804733727810612
ATSC5i,23.307871180609663
ATSC5m,101.43729855843213
ATSC5p,3.944605345302084
ATSC5v,759.305497426605
ATSC6Z,-185.79733727810654
ATSC6c,0.038222651688209874
ATSC6d,-9.835798816568042
ATSC6i,-2.0601619742810726
ATSC6m,-838.9360315366122
ATSC6p,-1.3355435417738986
ATSC6v,-485.24281629899906
ATSC7Z,-582.4334319526629
ATSC7c,0.04742719477331178
ATSC7d,-12.85650887573964
ATSC7i,4.8761858549993065
ATSC7m,-2617.743946203772
ATSC7p,-9.033070878195828
ATSC7v,-1146.785574617461
ATSC8Z,-102.74260355029585
ATSC8c,-0.12397356029008298
ATSC8d,-14.281065088757396
ATSC8i,0.8282598762519069
ATSC8m,-515.3614004142011
ATSC8p,-0.9195930355595854
ATSC8v,-675.6636584710373
AXp-1d,0.4400162511224504
AXp-2d,0.2917583760541417
AXp-3d,0.18049156012191303
AXp-4d,0.11498330616801536
AXp-5d,0.0744537549629468
AXp-6d,0.048070961928130054
AXp-7d,0.030614627810985114
GATS1Z,0.5853429053135368
GATS1c,0.7380441014609223
GATS1d,0.6837503362927093
GATS1i,1.274515745433012
GATS1m,0.5803158415816119
GATS1p,0.8746026885879244
GATS1v,0.9311231810664526
GATS2Z,0.7146555576837132
GATS2c,0.5100958872210852
GATS2d,0.9858800926413308
GATS2i,1.0647339191376097
GATS2m,0.7014294670031357
GATS2p,0.9553731255216628
GATS2v,0.8193898876646437
GATS3Z,0.7693273518436192
GATS3c,0.43948219955510887
GATS3d,0.7216607059555281
GATS3i,1.146340463338544
GATS3m,0.7601991793077425
GATS3p,1.0270877163709116
GATS3v,1.0128100172992212
GATS4Z,0.8091252359974828
GATS4c,0.3361920343960068
GATS4d,0.7419578000691803
GATS4i,1.0329869853846567
GATS4m,0.7889175485409889
GATS4p,0.976194904019361
GATS4v,0.839466131032631
GATS5Z,1.007013995025323
GATS5c,0.5069126279816238
GATS5d,1.105709838414785
GATS5i,0.9941498413635643
GATS5m,0.9804577041983915
GATS5p,0.9720991935710337
GATS5v,0.762608288531178
GATS6Z,0.9035588773944464
GATS6c,0.4976962126245109
GATS6d,1.2175231928612238
GATS6i,1.2112008468493753
GATS6m,0.8926174476889703
GATS6p,0.9194748397949691
GATS6v,0.9242910583972255
GATS7Z,1.451279743577598
GATS7c,0.3971500965505529
GATS7d,1.1565258142622825
GATS7i,1.1836211555881495
GATS7m,1.4172395755405678
GATS7p,1.4265037442152049
GATS7v,1.125241168845544
GATS8Z,0.7506520523040348
GATS8c,0.5110993001725708
GATS8d,1.328216879972328
GATS8i,1.0681758672604225
GATS8m,0.760714113833297
GATS8p,0.8636851501029867
GATS8v,1.0611909665470707
MATS1Z,0.03950979858958319
MATS1c,-0.24657487672718462
MATS1d,0.37566137566137586
MATS1i,-0.05365844062476764
MATS1m,0.03914965633549163
MATS1p,-0.013462969809368803
MATS1v,-0.05149382692652695
MATS2Z,0.10420736768179788
MATS2c,0.037075884654606706
MATS2d,0.11469628381934949
MATS2i,0.06783238372319754
MATS2m,0.10524891701422497
MATS2p,0.018499884932494985
MATS2v,0.10077570024469511
MATS3Z,0.09404859735862446
MATS3c,0.06455298025793002
MATS3d,0.17417864362352
MATS3i,-0.09424453949140768
MATS3m,0.09102649704917615
MATS3p,0.013325468093055183
MATS3v,-0.017694798972444505
MATS4Z,0.16169416371541276
MATS4c,0.06551793576174579
MATS4d,0.19083565629641686
MATS4i,-0.059323360376526454
MATS4m,0.1681621948594551
MATS4p,0.11407442115929782
MATS4v,0.1835532760668272
MATS5Z,0.01242270770275803
MATS5c,-0.0106201007172925
MATS5d,-0.011365320946780586
MATS5i,0.12925047726267
MATS5m,0.015132543911925202
MATS5p,0.12268382064394995
MATS5v,0.1524828451032514
MATS6Z,-0.13815219961831857
MATS6c,0.012724136679273423
MATS6d,-0.18089071469379975
MATS6i,-0.012579604354788061
MATS6m,-0.13780950872439124
MATS6p,-0.045738072034691345
MATS6v,-0.10729997632895072
MATS7Z,-0.41444954973447246
MATS7c,0.015109218735657359
MATS7d,-0.2262750917753651
MATS7i,0.0284939674427981
MATS7m,-0.4115139472775259
MATS7p,-0.2960481002860316
MATS7v,-0.24267765568286287
MATS8Z,-0.08094305759503997
MATS8c,-0.04372676080015057
MATS8d,-0.2782774126599793
MATS8i,0.005358496594811078
MATS8m,-0.08969597299969398
MATS8p,-0.033367694194497616
MATS8v,-0.1583003198931925
MAXaaN,4.656489013815403
MAXssS,1.5956675339251094
MINaaN,3.8347961055827495
MINssS,1.4728059743053428
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.4977066639076506
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.342550832896928
SssssB,0
SssssC,0
SssssN,0
TMPC10,993
TMWC10,138.4249378032305
TSRW10,81.11326181795876
Xc-3dv,1.2236937604905889
Xc-4dv,0.0
Xc-5dv,0.08408517252140155
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5159226138816979
Xch-7d,0.7041827172267774
Xp-0dv,19.25063090644969
Xp-1dv,11.236367747787444
Xp-2dv,9.015448011564198
Xp-3dv,6.095716794934788
Xp-4dv,4.385240045194683
Xp-5dv,3.1088867563348694
Xp-6dv,2.119817283207303
Xp-7dv,1.3381826437208069
Xpc-4d,3.632764082939261
Xpc-5d,5.7836712517087
Xpc-6d,8.230872605272525
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,1
nHBAcc,10
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,7.818240126781797
AATS0dv,7.224596391263058
AATS0pe,6.346111538461537
AATS0se,7.786798903846151
AATS1dv,7.617283950617285
AATS1pe,6.66822037037037
AATS1se,7.925934074074072
AATS2dv,5.797101449275362
AATS2pe,6.487355434782609
AATS2se,7.871572369565215
AATS3dv,3.758409785932722
AATS3pe,6.198045871559635
AATS3se,7.645036733944954
AATS4dv,3.5238095238095237
AATS4pe,6.071133613445377
AATS4se,7.594151983193278
AATS5dv,5.082766439909297
AATS5pe,6.494364285714285
AATS5se,7.954995561224489
AATS6dv,6.022471910112359
AATS6pe,6.768282022471909
AATS6se,8.116703797752809
AATS7dv,4.551971326164875
AATS7pe,6.636305376344086
AATS7se,8.062489741935485
AATS8dv,3.0952380952380953
AATS8pe,6.379636904761905
AATS8se,7.784942452380955
AATSC0Z,15.11094674556213
AATSC0c,0.03375223068739181
AATSC0d,0.6109467455621301
AATSC0i,1.8401125105864045
AATSC0m,68.40055982063608
AATSC0p,0.3280878826628475
AATSC0v,50.81237351399673
AATSC1Z,0.5970304624150772
AATSC1c,-0.008322452121011134
AATSC1d,0.22950909489371038
AATSC1i,-0.09873756789219269
AATSC1m,2.67785841013314
AATSC1p,-0.00441703725910965
AATSC1v,-2.61652356745579
AATSC2Z,1.57467198353486
AATSC2c,0.0012513938118014155
AATSC2d,0.07007332132750198
AATSC2i,0.12481921791195337
AATSC2m,7.199084844288658
AATSC2p,0.006069588077008596
AATSC2v,5.12065252196802
AATSC3Z,1.4211633461809894
AATSC3c,0.0021788070812243034
AATSC3d,0.10641387546821562
AATSC3i,-0.17342055617259372
AATSC3m,6.226263356675126
AATSC3p,0.004371924612141808
AATSC3v,-0.8991147346429358
AATSC4Z,2.4433518969718064
AATSC4c,0.0022113764819921616
AATSC4d,0.11659042315150911
AATSC4i,-0.10916165759887211
AATSC4m,11.502388269053622
AATSC4p,0.037426435304143954
AATSC4v,9.32677762322538
AATSC5Z,0.18771887453206104
AATSC5c,-0.00035845208933339175
AATSC5d,-0.006943605844704707
AATSC5i,0.23783542021030268
AATSC5m,1.0350744750860421
AATSC5p,0.04025107495206208
AATSC5v,7.748015279863317
AATSC6Z,-2.0876105312146804
AATSC6c,0.00042946799649674016
AATSC6d,-0.11051459344458474
AATSC6i,-0.023147887351472725
AATSC6m,-9.426247545355192
AATSC6p,-0.015006107210942681
AATSC6v,-5.452166475269652
AATSC7Z,-6.262725074759816
AATSC7c,0.0005099698362721697
AATSC7d,-0.13824203092193163
AATSC7i,0.052432105967734476
AATSC7m,-28.147784367782492
AATSC7p,-0.09712979438920245
AATSC7v,-12.33102768405872
AATSC8Z,-1.2231262327416172
AATSC8c,-0.0014758757177390832
AATSC8d,-0.17001267962806424
AATSC8i,0.009860236622046511
AATSC8m,-6.135254766835727
AATSC8p,-0.010947536137614112
AATSC8v,-8.043614981798063
ATS0are,323.7202
ATS1are,352.8786
ATS2are,587.1593
ATS3are,662.965
ATS4are,711.6520999999999
ATS5are,628.9777999999999
ATS6are,595.2674
ATS7are,608.9961000000001
ATS8are,527.8214999999999
ATSC0dv,197.62678062678063
ATSC0pe,5.097792307692305
ATSC0se,2.88660898076923
ATSC1dv,102.78643436335744
ATSC1pe,1.087215680473375
ATSC1se,0.5457645584319492
ATSC2dv,85.9727518445467
ATSC2pe,1.6648174556213038
ATSC2se,1.1516981686390486
ATSC3dv,23.599514208488568
ATSC3pe,0.21111227810650862
ATSC3se,0.3588572133875768
ATSC4dv,70.59104025129666
ATSC4pe,2.0613252958579835
ATSC4se,0.8049516401627268
ATSC5dv,23.800715903279997
ATSC5pe,0.051391420118344626
ATSC5se,-0.36864421375740347
ATSC6dv,-55.48040397399374
ATSC6pe,-1.2156022189349056
ATSC6se,-0.8369478132396558
ATSC7dv,-100.7883519614289
ATSC7pe,-2.8926131656804674
ATSC7se,-1.5618026194526724
ATSC8dv,-150.60508437431514
ATSC8pe,-2.60841065088757
ATSC8se,-1.0644770650887587
AXp-0dv,0.6416876968816563
AXp-1dv,0.3511364921183576
AXp-2dv,0.20489654571736812
AXp-3dv,0.1088520856238355
AXp-4dv,0.05846986726926244
AXp-5dv,0.03416359072895461
AXp-6dv,0.02078252238438532
AXp-7dv,0.011437458493340229
BertzCT,1097.6915775422663
ECIndex,6400000000
GATS1dv,0.41842182401814504
GATS1pe,0.5931271237406774
GATS1se,0.5967256660469638
GATS2dv,0.7536163982246915
GATS2pe,0.7604215632329268
