DLiP-ID,C003GA
SsCH3,6.100965293524817
SsNH2,5.978767164273116
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.097083070882674
SsssP,0
WPath,1900000684
Xc-3d,1.6380711874576985
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-1d,9.041713895658196
Xp-2d,8.754844552338144
Xp-3d,7.321360675174201
Xp-4d,5.7271868211166
Xp-5d,5.154712810916677
Xp-6d,3.7420830243763903
Xp-7d,2.7764233077864477
ZMIC0,66.6960391899412
ZMIC1,37.29246691255346
ZMIC2,27.658645428530427
ZMIC3,26.39891493806759
ZMIC4,26.39891493806759
ZMIC5,26.39891493806759
nAcid,1
nAtom,36
nBase,1
nRing,3
piPC1,3.4011973816621555
piPC2,4.135166556742356
piPC3,4.814214812922799
piPC4,5.492546907697604
piPC5,6.229003978705924
piPC6,6.6888605013323135
piPC7,7.204218992209056
piPC8,7.739015624952957
piPC9,8.194331811651447
AATS0Z,34.666666666666664
AATS0d,3.3333333333333335
AATS0i,160.27242214402733
AATS0m,140.3709190555556
AATS0p,1.826102957710666
AATS0v,241.1328931105449
AATS1Z,27.2972972972973
AATS1d,3.918918918918919
AATS1i,146.01589612295135
AATS1m,104.12823510810809
AATS1p,2.0005477010810813
AATS1v,276.14871596378816
AATS2Z,24.93548387096774
AATS2d,3.8225806451612905
AATS2i,153.4975512312224
AATS2m,95.22088469354837
AATS2p,1.8162456048143545
AATS2v,244.83127299742915
AATS3Z,24.493150684931507
AATS3d,3.4657534246575343
AATS3i,149.04591012264805
AATS3m,90.90452245205478
AATS3p,1.8359114525321785
AATS3v,238.7537782910069
AATS4Z,17.20689655172414
AATS4d,2.67816091954023
AATS4i,157.58595521863444
AATS4m,61.22209278160919
AATS4p,1.4460178753187933
AATS4v,178.38814954602992
AATS5Z,15.189873417721518
AATS5d,2.5949367088607596
AATS5i,160.4307583954255
AATS5m,53.964892113924044
AATS5p,1.3566427759648734
AATS5v,162.04804323820804
AATS6Z,16.142857142857142
AATS6d,2.8392857142857144
AATS6i,153.71447404352438
AATS6m,54.170240428571425
AATS6p,1.5129031365855714
AATS6v,182.48375652239466
AATS7Z,14.195652173913043
AATS7d,2.782608695652174
AATS7i,159.27584239912713
AATS7m,48.29410739130435
AATS7p,1.3580942661858046
AATS7v,176.08912059875144
AATS8Z,11.511627906976743
AATS8d,2.2325581395348837
AATS8i,158.40989434712546
AATS8m,37.563225116279064
AATS8p,1.233228334862651
AATS8v,150.26146285170404
ATS0dv,220.0987654320988
ATS0pe,219.34430000000003
ATS0se,272.027546
ATS1dv,243.44444444444446
ATS1pe,236.1185
ATS1se,283.09543999999994
ATS2dv,329.77777777777777
ATS2pe,384.5575000000001
ATS2se,469.53749200000004
ATS3dv,311.55555555555554
ATS3pe,455.73420000000004
ATS3se,554.913798
ATS4dv,229.33333333333331
ATS4pe,515.7778999999999
ATS4se,644.8973679999999
ATS5dv,208.66666666666666
ATS5pe,453.4287
ATS5se,575.4166660000001
ATS6dv,154.0
ATS6pe,332.52699999999993
ATS6se,416.7860799999999
ATS7dv,104.0
ATS7pe,280.08200000000005
ATS7se,345.49873600000006
ATS8dv,62.0
ATS8pe,251.14410000000004
ATS8se,314.49020799999994
ATSC0Z,536.8888888888889
ATSC0c,1.6748620173826532
ATSC0d,26.55555555555555
ATSC0i,59.246083818795526
ATSC0m,2455.344225555555
ATSC0p,11.72042082976889
ATSC0v,1968.4972376079627
ATSC1Z,-1.3580246913580432
ATSC1c,-0.027832094553830095
ATSC1d,13.873456790123454
ATSC1i,-1.2734380708459452
ATSC1m,-8.392793543209649
ATSC1p,0.3937857902170889
ATSC1v,38.67253784236922
ATSC2Z,135.1358024691358
ATSC2c,0.0537489143475601
ATSC2d,1.5987654320987632
ATSC2i,26.72052693518713
ATSC2m,639.4094733209879
ATSC2p,6.1079496260898045
ATSC2v,1036.5384636190386
ATSC3Z,-107.8024691358025
ATSC3c,-0.1474473374374344
ATSC3d,-2.1820987654321002
ATSC3i,-21.591120639523623
ATSC3m,-513.6243304320984
ATSC3p,-3.5700043114850204
ATSC3v,-729.9822449750734
ATSC4Z,-24.48148148148147
ATSC4c,-0.2144439213020215
ATSC4d,2.8796296296296298
ATSC4i,-13.631578062354926
ATSC4m,-134.6694912592593
ATSC4p,-2.3129634114771482
ATSC4v,-468.92112670444044
ATSC5Z,107.16049382716051
ATSC5c,0.32435346841191953
ATSC5d,-0.7746913580246919
ATSC5i,21.235864925183645
ATSC5m,520.0237803086416
ATSC5p,2.9689779640121587
ATSC5v,638.8115864929093
ATSC6Z,-345.38271604938274
ATSC6c,0.04713054521898473
ATSC6d,-11.419753086419753
ATSC6i,-34.082663638459096
ATSC6m,-1534.8890455308642
ATSC6p,-9.352303975829823
ATSC6v,-907.2732356538011
ATSC7Z,-122.80246913580248
ATSC7c,0.02095052283251645
ATSC7d,-13.598765432098766
ATSC7i,-8.317085919752415
ATSC7m,-591.01451254321
ATSC7p,-2.858666432706136
ATSC7v,-779.1592702356164
ATSC8Z,-64.50617283950615
ATSC8c,0.1999784149665126
ATSC8d,-9.8858024691358
ATSC8i,-18.736825763643775
ATSC8m,-325.99255269135824
ATSC8p,-3.8034638940975065
ATSC8v,-879.8907414961179
AXp-1d,0.4305578045551522
AXp-2d,0.2824143403980046
AXp-3d,0.1785697725652244
AXp-4d,0.10806012870031322
AXp-5d,0.06872950414555569
AXp-6d,0.045085337643089037
AXp-7d,0.029225508503015238
GATS1Z,0.5532374261678897
GATS1c,0.5080455163012005
GATS1d,0.5877530249915188
GATS1i,1.1512989258953805
GATS1m,0.5510568558866371
GATS1p,0.7845127872044263
GATS1v,0.848448647186815
GATS2Z,0.5252032818842127
GATS2c,0.48197494643268507
GATS2d,1.1691861249831288
GATS2i,0.8396392997457319
GATS2m,0.5138050204240631
GATS2p,0.5990104009339907
GATS2v,0.6075993923663029
GATS3Z,0.868461115395083
GATS3c,0.48441342138687554
GATS3d,1.0652261133719265
GATS3i,1.306483147159314
GATS3m,0.8531408171908671
GATS3p,1.152371338464076
GATS3v,1.0963970598685184
GATS4Z,0.7699210721625941
GATS4c,0.46800532011056745
GATS4d,0.7498917905064206
GATS4i,1.1060627243371803
GATS4m,0.7665070086935943
GATS4p,1.0443295668870833
GATS4v,1.0605844612765982
GATS5Z,0.7364864510855897
GATS5c,0.2992358927297554
GATS5d,0.8758805148032415
GATS5i,0.7890312306698178
GATS5m,0.7220511624762646
GATS5p,0.9240908353949455
GATS5v,0.873859802396886
GATS6Z,1.5296461092715232
GATS6c,0.384577883478923
GATS6d,1.200313807531381
GATS6i,1.4518349255052692
GATS6m,1.4741159435062707
GATS6p,1.8222620034251058
GATS6v,1.3139213734568225
GATS7Z,0.6143486359055572
GATS7c,0.4752664528741783
GATS7d,1.3752956157904315
GATS7i,1.1276619749949104
GATS7m,0.6433553772411325
GATS7p,0.8422726526078024
GATS7v,1.1752033067672958
GATS8Z,0.5677628792545819
GATS8c,0.21310800522011314
GATS8d,1.11876033862022
GATS8i,1.1732220693196649
GATS8m,0.5991413019311035
GATS8p,0.9791603434569461
GATS8v,1.308486736983843
MATS1Z,-0.002461070341865077
MATS1c,-0.016168421936287817
MATS1d,0.508311658939274
MATS1i,-0.02091312616505588
MATS1m,-0.0033257908199969006
MATS1p,0.03269020256072047
MATS1v,0.01911475078452382
MATS2Z,0.14614932706686604
MATS2c,0.018633801899269227
MATS2d,0.03495748414090966
MATS2i,0.2618762907519305
MATS2m,0.15120894777310512
MATS2p,0.30259590908085277
MATS2v,0.30574645058839744
MATS3Z,-0.09902023042728841
MATS3c,-0.0434147736911661
MATS3d,-0.04052272597008085
MATS3i,-0.17971948938238425
MATS3m,-0.10316035841889529
MATS3p,-0.15021218921982904
MATS3v,-0.1828761743830248
MATS4Z,-0.018868463119433652
MATS4c,-0.05298073201865922
MATS4d,0.044870870004328385
MATS4i,-0.09520718717158165
MATS4m,-0.022695517047252613
MATS4p,-0.08165989277164147
MATS4v,-0.0985707902375711
MATS5Z,0.09095481599463492
MATS5c,0.08825004227169755
MATS5d,-0.013293787405328121
MATS5i,0.16333742890886474
MATS5m,0.09651309150315995
MATS5p,0.11543544410658808
MATS5v,0.14788134244565784
MATS6Z,-0.41355250709555347
MATS6c,0.01808997238358992
MATS6d,-0.27644949193066354
MATS6i,-0.36981826232757553
MATS6m,-0.40186397334550544
MATS6p,-0.5129675376299615
MATS6v,-0.29629052503619246
MATS7Z,-0.1790059026778002
MATS7c,0.009789499777903679
MATS7d,-0.4007640531198837
MATS7i,-0.10986420272422366
MATS7m,-0.1883781068083407
MATS7p,-0.19088198629544573
MATS7v,-0.30976767888451356
MATS8Z,-0.10058909594948402
MATS8c,0.09996273575773529
MATS8d,-0.31166682884110153
MATS8i,-0.26477099943607874
MATS8m,-0.11115508561342945
MATS8p,-0.27168780024605155
MATS8v,-0.3742208521998505
MAXaaN,4.7164181783824635
MAXaaS,1.7365277777777774
MINaaN,4.7164181783824635
MINaaS,1.7365277777777774
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,752
TMWC10,114.81122246663031
TSRW10,53.909424054432684
Xc-3dv,1.042211077125034
Xc-4dv,0.0
Xc-5dv,0.22264812168246179
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.17915249285508827
Xch-7d,0.48232212643748384
Xp-0dv,13.260829764417366
Xp-1dv,7.088297915436376
Xp-2dv,6.175779900471141
Xp-3dv,4.518624243644572
Xp-4dv,3.2383254375142894
Xp-5dv,2.670318546313395
Xp-6dv,1.6748771496137607
Xp-7dv,1.1172057503998696
Xpc-4d,3.829952896121717
Xpc-5d,4.900396451613503
Xpc-6d,8.040844304086294
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,8.314964164330268
AATS0dv,6.113854595336077
AATS0pe,6.0928972222222235
AATS0se,7.556320722222221
AATS1dv,6.57957957957958
AATS1pe,6.381581081081081
AATS1se,7.651228108108106
AATS2dv,5.318996415770609
AATS2pe,6.2025403225806475
AATS2se,7.57318535483871
AATS3dv,4.267884322678843
AATS3pe,6.242934246575343
AATS3se,7.601558876712329
AATS4dv,2.6360153256704977
AATS4pe,5.928481609195401
AATS4se,7.412613425287355
AATS5dv,2.641350210970464
AATS5pe,5.739603797468354
AATS5se,7.283755265822786
AATS6dv,2.75
AATS6pe,5.937982142857142
AATS6se,7.44260857142857
AATS7dv,2.260869565217391
AATS7pe,6.088739130434783
AATS7se,7.510842086956523
AATS8dv,1.441860465116279
AATS8pe,5.84056046511628
AATS8se,7.313725767441859
AATSC0Z,14.91358024691358
AATSC0c,0.04652394492729592
AATSC0d,0.7376543209876542
AATSC0i,1.6457245505220979
AATSC0m,68.20400626543208
AATSC0p,0.32556724527135805
AATSC0v,54.680478822443405
AATSC1Z,-0.03670337003670387
AATSC1c,-0.0007522187717251377
AATSC1d,0.3749582916249582
AATSC1i,-0.034417245157998516
AATSC1m,-0.2268322579245851
AATSC1p,0.010642859195056458
AATSC1v,1.0452037254694384
AATSC2Z,2.1796097172441256
AATSC2c,0.0008669179733477436
AATSC2d,0.025786539227399406
AATSC2i,0.430976240890115
AATSC2m,10.313056021306256
AATSC2p,0.09851531654983556
AATSC2v,16.718362316436107
AATSC3Z,-1.4767461525452397
AATSC3c,-0.0020198265402388274
AATSC3d,-0.02989176391002877
AATSC3i,-0.2957687758838852
AATSC3m,-7.035949731946554
AATSC3p,-0.04890416865047973
AATSC3v,-9.999756780480457
AATSC4Z,-0.2813963388676031
AATSC4c,-0.0024648726586439253
AATSC4d,0.033099191145168155
AATSC4i,-0.15668480531442444
AATSC4m,-1.547925186888038
AATSC4p,-0.026585786338817797
AATSC4v,-5.389898008097017
AATSC5Z,1.356461947179247
AATSC5c,0.004105740106479994
AATSC5d,-0.009806219721831544
AATSC5i,0.26880841677447653
AATSC5m,6.582579497577742
AATSC5p,0.037581999544457706
AATSC5v,8.086222613834295
AATSC6Z,-6.167548500881835
AATSC6c,0.0008416168789104416
AATSC6d,-0.2039241622574956
AATSC6i,-0.6086189935439125
AATSC6m,-27.408732955908288
AATSC6p,-0.16700542813981828
AATSC6v,-16.20130777953216
AATSC7Z,-2.6696188942565757
AATSC7c,0.00045544614853296634
AATSC7d,-0.295625335480408
AATSC7i,-0.18080621564679164
AATSC7m,-12.848141577026304
AATSC7p,-0.062144922450133394
AATSC7v,-16.938245005122095
AATSC8Z,-1.5001435544071198
AATSC8c,0.004650660813174712
AATSC8d,-0.22990238300315816
AATSC8i,-0.4357401340382273
AATSC8m,-7.581222155612982
AATSC8p,-0.08845264869994202
AATSC8v,-20.46257538363065
ATS0are,213.42720000000003
ATS1are,230.00800000000004
ATS2are,375.97400000000005
ATS3are,444.31179999999995
ATS4are,505.67460000000005
ATS5are,445.11580000000004
ATS6are,324.59000000000003
ATS7are,275.75200000000007
ATS8are,247.07289999999998
ATSC0dv,118.61179698216735
ATSC0pe,2.7149638888888874
ATSC0se,1.5566299999999993
ATSC1dv,52.057765584514556
ATSC1pe,-0.1523156635802481
ATSC1se,-0.1293490000000001
ATSC2dv,17.274196006706298
ATSC2pe,0.064209413580245
ATSC2se,-0.17123200000000016
ATSC3dv,-34.859929888736474
ATSC3pe,-0.7474128858024697
ATSC3se,-0.28123400000000004
ATSC4dv,-19.595793324188385
ATSC4pe,-0.6250460648148135
ATSC4se,-0.09008299999999975
ATSC5dv,34.56759640298735
ATSC5pe,1.3339681327160506
ATSC5se,0.6536350000000004
ATSC6dv,-17.217802164304224
ATSC6pe,-0.1536688271604936
ATSC6se,-0.24884699999999965
ATSC7dv,-87.01356500533456
ATSC7pe,-1.2575788580246907
ATSC7se,-0.4812479999999998
ATSC8dv,-45.12513336381649
ATSC8pe,-0.06991242283950447
ATSC8se,0.18796100000000027
AXp-0dv,0.6630414882208683
AXp-1dv,0.33753799597316075
AXp-2dv,0.199218706466811
AXp-3dv,0.11021034740596518
AXp-4dv,0.0611004799530998
AXp-5dv,0.035604247284178596
AXp-6dv,0.020179242766430853
AXp-7dv,0.011760060530524943
BertzCT,786.7646959811063
ECIndex,4200000000
GATS1dv,0.5930650489042033
GATS1pe,0.7958943148995812
GATS1se,0.7140636103877208
GATS2dv,1.1176855282655378
GATS2pe,0.8312428625937686
GATS2se,0.7822201932089442
