DLiP-ID,C0017U
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012664
SlogP_VSA2,13.08951281182515
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,25.683286491704038
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,5.687386274683562
EState_VSA5,44.46018557821275
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,17.032643867773697
EState_VSA9,5.733667477162185
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,26.333333333333332
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.5
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-0.8900000000000001
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,15
HeavyAtomMolWt,207.59899999999996
MaxEStateIndex,5.668560878054926
MinEStateIndex,0.0
NumHeteroatoms,3
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.8666666666666667
FpDensityMorgan2,1.4
FpDensityMorgan3,1.9333333333333333
MaxPartialCharge,0.036719304559892724
MinPartialCharge,-0.39872678368451303
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,5.668560878054926
MinAbsEStateIndex,0.0
NumAliphaticRings,1
NumRotatableBonds,1
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.39872678368451303
MinAbsPartialCharge,0.036719304559892724
NumRadicalElectrons,0
NumValenceElectrons,84
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,226.12367628799998
MZ,0.5980392156862746
Mi,1.1375985881684272
Mm,0.5552459265281335
Mp,0.653206533990842
Mv,0.5810043282527748
SZ,20.333333333333336
Si,38.67835199772652
Sm,18.87836150195654
Sp,22.20902215568863
Sv,19.754147160594343
nB,0
nC,12
nF,0
nH,19
nI,0
nN,2
nO,0
nP,0
nS,0
nX,1
ABC,10.675551403019513
AMW,6.6506963614117645
IC0,1.3895165834832217
IC1,2.9398290174664017
IC2,3.5580510765444573
IC3,4.028639311838575
IC4,4.322756958897398
IC5,4.675698135367986
Mpe,0.9416378316032296
Mse,0.9860652928323553
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,68.78340000000003
SdO,0
SdS,0
Spe,32.015686274509804
SsF,0
SsI,0
Sse,33.52621995630008
StN,0
fMF,0.38235294117647056
nBr,0
nCl,1
BIC0,0.2667298247933278
BIC1,0.5643258152309938
BIC2,0.6829989303714373
BIC3,0.773332445668642
BIC4,0.829790892729395
BIC5,0.8975410292022985
CIC0,3.6979462577671174
CIC1,2.1476338237839374
CIC2,1.5294117647058818
CIC3,1.0588235294117645
CIC4,0.7647058823529411
CIC5,0.41176470588235325
GGI1,2.0
GGI2,1.333333333333334
GGI3,0.5
GGI4,0.2572222222222223
GGI5,0.2294444444444445
GGI6,0.15029478458049883
GGI7,0.07723922902494332
GGI8,0.031249999999999993
GGI9,0.0
JGI1,0.13333333333333333
JGI2,0.07017543859649125
JGI3,0.025
JGI4,0.02143518518518519
JGI5,0.02085858585858586
JGI6,0.018786848072562354
JGI7,0.01930980725623583
JGI8,0.015624999999999997
JGI9,0.0
MIC0,15.514975406615953
MIC1,25.291870009048015
MIC2,29.151214315186927
MIC3,30.920037844598692
MIC4,33.15821431518693
MIC5,33.51397902106928
MPC2,19
MPC3,23
MPC4,27
MPC5,33
MPC6,33
MPC7,26
MPC8,24
MPC9,20
Mare,0.9502352941176471
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.3218895478938847
RPCG,0.12611197341158978
SIC0,0.2731256476640372
SIC1,0.5778575901586112
SIC2,0.6993763271733302
SIC3,0.7918759188123055
SIC4,0.8496881635866651
SIC5,0.9190628573158965
SaaN,0
SaaO,0
SaaS,0
Sare,32.308
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,47.24356383842954
TIC1,99.95418659385766
TIC2,120.97373660251155
TIC3,136.97373660251154
TIC4,146.97373660251154
TIC5,158.9737366025115
Vabc,218.34703506840813
WPol,20
apol,37.08906699999998
bpol,20.710932999999997
nRot,1
ABCGG,9.04182301875057
ATS0Z,838.0
ATS0d,87.0
ATS0i,5625.607214977631
ATS0m,3399.5692659999995
ATS0p,49.08684519213101
ATS0v,6663.393270036088
ATS1Z,691.0
ATS1d,110.0
ATS1i,5070.953823529089
ATS1m,2517.542758999999
ATS1p,58.76316229999999
ATS1v,8077.60676955713
ATS2Z,935.0
ATS2d,177.0
ATS2i,9308.941103731942
ATS2m,3311.663347
ATS2p,86.730208833943
ATS2v,11439.331411268184
ATS3Z,1050.0
ATS3d,215.0
ATS3i,13918.80004808828
ATS3m,3600.28718
ATS3p,105.803457466678
ATS3v,13365.38887730707
ATS4Z,790.0
ATS4d,194.0
ATS4i,14721.640308608477
ATS4m,2451.1993479999996
ATS4p,97.98666356607401
ATS4v,11429.507654469404
ATS5Z,623.0
ATS5d,147.0
ATS5i,12360.060223921466
ATS5m,2036.5960749999997
ATS5p,77.622168064866
ATS5v,8977.428992482168
ATS6Z,498.0
ATS6d,114.0
ATS6i,8729.478818161782
ATS6m,1585.55448
ATS6p,60.167391757584
ATS6v,7067.019691830741
ATS7Z,320.0
ATS7d,80.0
ATS7i,7392.603272911184
ATS7m,939.879404
ATS7p,41.57038187758399
ATS7v,4628.9915036705215
ATS8Z,176.0
ATS8d,44.0
ATS8i,5301.543988176384
ATS8m,506.06610599999993
ATS8p,22.630050157583998
ATS8v,2405.1183037256383
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,6
C2SP3,4
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.5
GGI10,0.0
JGI10,0.0
JGT10,0.3245241983023938
Kier1,13.066666666666666
Kier2,6.554016620498615
Kier3,3.8109640831758034
MPC10,16
MWC01,15.0
MWC02,4.23410650459726
MWC03,5.030437921392435
MWC04,5.849324779946859
MWC05,6.665683717782408
MWC06,7.491645473605133
MWC07,8.315077007294104
MWC08,9.143880005275912
MWC09,9.970164410800407
MWC10,10.800208030113406
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0710000000000015
SRW02,3.4339872044851463
SRW03,0.0
SRW04,4.672828834461906
SRW05,0.0
SRW06,6.09807428216624
SRW07,2.70805020110221
SRW08,7.610357618312838
SRW09,4.976733742420574
SRW10,9.169622538697624
SaaCH,8.223964474678759
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.1709925359032507
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.668560878054926
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.464722222222222
SsssP,0
WPath,1400000308
Xc-3d,0.6220084679281461
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-1d,6.860173345306138
Xp-2d,5.771595396236202
Xp-3d,4.627010097711744
Xp-4d,3.539615607506938
Xp-5d,2.9071064096183816
Xp-6d,2.0143945544969752
Xp-7d,1.0173650468604043
ZMIC0,53.00495221799169
ZMIC1,36.29115290239121
ZMIC2,28.326182061473226
ZMIC3,24.632134360296114
ZMIC4,20.999825135295715
ZMIC5,19.526321953236653
nAcid,0
nAtom,34
nBase,0
nRing,2
piPC1,2.9444389791664403
piPC2,3.3843902633457743
piPC3,3.8122026701459353
piPC4,4.232293267473079
piPC5,4.71009310591487
piPC6,4.6310815677725925
piPC7,4.5604342921467
piPC8,4.539297441837384
piPC9,4.473066345354754
AATS0Z,24.647058823529413
AATS0d,2.5588235294117645
AATS0i,165.45903573463622
AATS0m,99.98733135294117
AATS0p,1.4437307409450297
AATS0v,195.98215500106141
AATS1Z,20.323529411764707
AATS1d,3.235294117647059
AATS1i,149.14570069203205
AATS1m,74.04537526470585
AATS1p,1.7283283029411762
AATS1v,237.57666969285677
AATS2Z,15.583333333333334
AATS2d,2.95
AATS2i,155.14901839553238
AATS2m,55.19438911666667
AATS2p,1.4455034805657165
AATS2v,190.6555235211364
AATS3Z,12.209302325581396
AATS3d,2.5
AATS3i,161.84651218707302
AATS3m,41.86380441860465
AATS3p,1.2302727612404418
AATS3v,155.41149857333804
AATS4Z,8.777777777777779
AATS4d,2.1555555555555554
AATS4i,163.57378120676086
AATS4m,27.235548311111106
AATS4p,1.0887407062897112
AATS4v,126.99452949410448
AATS5Z,8.306666666666667
AATS5d,1.96
AATS5i,164.80080298561955
AATS5m,27.154614333333328
AATS5p,1.03496224086488
AATS5v,119.69905323309557
AATS6Z,9.222222222222221
AATS6d,2.111111111111111
AATS6i,161.65701515114412
AATS6m,29.36212
AATS6p,1.1142109584737778
AATS6v,130.8707350339026
AATS7Z,7.2727272727272725
AATS7d,1.8181818181818181
AATS7i,168.01371074798146
AATS7m,21.360895545454547
AATS7p,0.9447814063087271
AATS7v,105.20435235614822
AATS8Z,5.866666666666666
AATS8d,1.4666666666666666
AATS8i,176.7181329392128
AATS8m,16.868870199999996
AATS8p,0.7543350052528
AATS8v,80.17061012418795
ATS0dv,126.44444444444444
ATS0pe,198.4588
ATS0se,250.61590500000003
ATS1dv,138.0
ATS1pe,212.6235
ATS1se,257.47558000000004
ATS2dv,170.0
ATS2pe,359.9765
ATS2se,444.324652
ATS3dv,162.0
ATS3pe,499.49100000000004
ATS3se,628.4633120000001
ATS4dv,96.0
ATS4pe,506.71299999999997
ATS4se,647.033264
ATS5dv,79.0
ATS5pe,407.12660000000005
ATS5se,527.563532
ATS6dv,52.0
ATS6pe,302.4150000000001
ATS6se,386.13136
ATS7dv,28.0
ATS7pe,244.90100000000004
ATS7se,315.585936
ATS8dv,12.0
ATS8pe,164.57600000000002
ATS8se,215.09331999999998
ATSC0Z,400.2352941176471
ATSC0c,0.4375365457549388
ATSC0d,16.38235294117647
ATSC0i,46.599931805766
ATSC0m,1887.3735158823529
ATSC0p,8.628054282410734
ATSC0v,1802.5860264897337
ATSC1Z,-55.3529411764706
ATSC1c,-0.1982889405626516
ATSC1d,6.235294117647061
ATSC1i,-0.9885141871982546
ATSC1m,-259.17323464705885
ATSC1p,-0.6884303911764724
ATSC1v,-50.38150398703049
ATSC2Z,-50.70934256055364
ATSC2c,0.032458468750243656
ATSC2d,-1.0276816608996533
ATSC2i,-11.689440628760238
ATSC2m,-242.8947918512111
ATSC2p,-1.7324185689708873
ATSC2v,-303.6957424395999
ATSC3Z,-17.1833910034602
ATSC3c,-0.05233628836512627
ATSC3d,-1.2612456747404843
ATSC3i,-1.8491401896002568
ATSC3m,-81.25297723183388
ATSC3p,-0.1886545348392132
ATSC3v,-41.604120534718575
ATSC4Z,-96.50519031141867
ATSC4c,-0.14716808170837878
ATSC4d,-5.306228373702422
ATSC4i,-8.052741820488832
ATSC4m,-465.9317176885812
ATSC4p,-2.7969089658907107
ATSC4v,-741.9309037611926
ATSC5Z,110.30449826989621
ATSC5c,0.24901357233296256
ATSC5d,0.1271626297577854
ATSC5i,11.469529987754662
ATSC5m,521.595397200692
ATSC5p,2.1005419360478204
ATSC5v,490.6012895435845
ATSC6Z,-33.9031141868512
ATSC6c,-0.11725919296526252
ATSC6d,-4.430795847750865
ATSC6i,-12.48384587680404
ATSC6m,-167.453138283737
ATSC6p,-1.9840676743932852
ATSC6v,-426.71798032684114
ATSC7Z,-24.892733564013838
ATSC7c,-0.031569509694048994
ATSC7d,-1.5536332179930796
ATSC7i,-9.58959571943708
ATSC7m,-122.75116784775088
ATSC7p,-1.3687129880525977
ATSC7v,-330.39492707384557
ATSC8Z,38.380622837370254
ATSC8c,0.05224967344873171
ATSC8d,-0.33737024221453304
ATSC8i,0.27404322570827877
ATSC8m,183.06867986851208
ATSC8p,0.9075894251676466
ATSC8v,181.2151047088417
AXp-1d,0.4573448896870759
AXp-2d,0.30376817874927375
AXp-3d,0.20117435207442363
AXp-4d,0.13109687435210882
AXp-5d,0.08809413362479944
AXp-6d,0.06104225922718107
AXp-7d,0.03912942487924632
GATS1Z,0.8875661375661376
GATS1c,1.629519732080284
GATS1d,0.7998204667863554
GATS1i,1.379762989020995
GATS1m,0.8940787833431182
GATS1p,1.1287191040250797
GATS1v,1.127213353539822
GATS2Z,0.6183862433862434
GATS2c,1.019313027932757
GATS2d,1.2757630161579891
GATS2i,1.368013669960567
GATS2m,0.6311626139318226
GATS2p,1.0483847446090444
GATS2v,1.1143713930747707
GATS3Z,0.5723668020179647
GATS3c,1.0797294432764144
GATS3d,1.0774497933280447
GATS3i,1.1038954534825305
GATS3m,0.5828956450796607
GATS3p,0.8824018368199067
GATS3v,0.9640114019469235
GATS4Z,0.6367087987458357
GATS4c,0.924432961581483
GATS4d,0.9624177139437463
GATS4i,1.0582335074105262
GATS4m,0.649520865699033
GATS4p,0.9866495735407665
GATS4v,1.094247035609555
GATS5Z,0.4122574955908289
GATS5c,0.10885599730153356
GATS5d,0.7251705565529623
GATS5i,0.7742849044105005
GATS5m,0.4233585205451229
GATS5p,0.7698607429423208
GATS5v,0.8242829506408204
GATS6Z,0.5909024103468548
GATS6c,0.7597192585882065
GATS6d,0.9698783163774186
GATS6i,1.1557360488327446
GATS6m,0.604800015591872
GATS6p,1.0342720126337854
GATS6v,1.1109858535967
GATS7Z,0.6052689594356261
GATS7c,1.0846276968562598
GATS7d,0.8240574506283662
GATS7i,1.08054559469571
GATS7m,0.6169653601691124
GATS7p,0.9357103385521646
GATS7v,1.0306091691607693
GATS8Z,0.47547031158142267
GATS8c,1.5349937579920365
GATS8d,0.7385996409335727
GATS8i,0.8105153011432076
GATS8m,0.48152400770290876
GATS8p,0.6025144202675204
GATS8v,0.6872771641283075
MATS1Z,-0.13830099941211055
MATS1c,-0.453194007418324
MATS1d,0.3806104129263915
MATS1i,-0.02121278184093698
MATS1m,-0.13731952497272093
MATS1p,-0.07978976124198892
MATS1v,-0.027949569810624193
MATS2Z,-0.0717960023515579
MATS2c,0.042037933677217
MATS2d,-0.03554757630161577
MATS2i,-0.14214648175682207
MATS2m,-0.0729269436551738
MATS2p,-0.11378044500154386
MATS2v,-0.0954707578557204
MATS3Z,-0.016973599660938154
MATS3c,-0.047289971431534655
MATS3d,-0.030437142499269338
MATS3i,-0.01568790758841827
MATS3m,-0.017020091570682933
MATS3p,-0.008644399831256673
MATS3v,-0.009124746577863437
MATS4Z,-0.09109020837415899
MATS4c,-0.1270678561757197
MATS4d,-0.12236185916616796
MATS4i,-0.06528221806509232
MATS4m,-0.09326116289296657
MATS4p,-0.12246214722303665
MATS4v,-0.1554905030709545
MATS5Z,0.1249382716049383
MATS5c,0.25800394021067624
MATS5d,0.003518850987432673
MATS5i,0.1115778512893036
MATS5m,0.1252834047285916
MATS5p,0.11036621311206544
MATS5v,0.12338158326874818
MATS6Z,-0.053334639754392815
MATS6c,-0.16873987545428748
MATS6d,-0.1702905778309728
MATS6i,-0.168674050608652
MATS6m,-0.05586252882679559
MATS6p,-0.1447867333814829
MATS6v,-0.14904935462785954
MATS7Z,-0.048059964726631384
MATS7c,-0.05575447665778058
MATS7d,-0.07328219356944671
MATS7i,-0.1590161586013492
MATS7m,-0.0502567056053746
MATS7p,-0.12258173393280601
MATS7v,-0.1416327249678438
MATS8Z,0.10868116794042723
MATS8c,0.13534022963283143
MATS8d,-0.023339317773788164
MATS8i,0.0066648664586876705
MATS8m,0.10992939947412432
MATS8p,0.11921591066252946
MATS8v,0.11393471138238088
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.805093222474175
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,251
TMWC10,97.50052785080793
TSRW10,53.66965442164654
Xc-3dv,0.2825640429899201
Xc-4dv,0.0
Xc-5dv,0.037267799624996496
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.20361463941450536
Xp-0dv,9.801350499958964
Xp-1dv,5.466104669424386
Xp-2dv,3.992793944720365
Xp-3dv,2.864298835810045
Xp-4dv,2.0140235133576105
Xp-5dv,1.4564882063788431
Xp-6dv,0.9580494756242063
Xp-7dv,0.39563173430319076
Xpc-4d,1.3510573320459263
Xpc-5d,1.8494559245142095
Xpc-6d,2.6186887772047838
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,34
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,4.364689715020605
AATS0dv,3.718954248366013
AATS0pe,5.8370235294117645
AATS0se,7.371056029411766
AATS1dv,4.0588235294117645
AATS1pe,6.253632352941176
AATS1se,7.572811176470589
AATS2dv,2.8333333333333335
AATS2pe,5.999608333333333
AATS2se,7.405410866666667
AATS3dv,1.8837209302325582
AATS3pe,5.80803488372093
AATS3se,7.307712930232559
AATS4dv,1.0666666666666667
AATS4pe,5.630144444444444
AATS4se,7.189258488888889
AATS5dv,1.0533333333333332
AATS5pe,5.428354666666667
AATS5se,7.0341804266666665
AATS6dv,0.9629629629629629
AATS6pe,5.600277777777779
AATS6se,7.1505807407407405
AATS7dv,0.6363636363636364
AATS7pe,5.565931818181819
AATS7se,7.172407636363636
AATS8dv,0.4
AATS8pe,5.485866666666667
AATS8se,7.169777333333332
AATSC0Z,11.771626297577855
AATSC0c,0.012868721933968787
AATSC0d,0.4818339100346021
AATSC0i,1.370586229581353
AATSC0m,55.51098576124567
AATSC0p,0.2537663024238451
AATSC0v,53.017236073227465
AATSC1Z,-1.6280276816609
AATSC1c,-0.0058320276636074
AATSC1d,0.18339100346020767
AATSC1i,-0.029073946682301604
AATSC1m,-7.622742195501731
AATSC1p,-0.020247952681660953
AATSC1v,-1.4818089407950144
AATSC2Z,-0.8451557093425606
AATSC2c,0.0005409744791707276
AATSC2d,-0.017128027681660888
AATSC2i,-0.1948240104793373
AATSC2m,-4.048246530853518
AATSC2p,-0.028873642816181454
AATSC2v,-5.061595707326664
AATSC3Z,-0.19980687213325815
AATSC3c,-0.0006085614926177474
AATSC3d,-0.014665647380703306
AATSC3i,-0.021501630111630893
AATSC3m,-0.9448020608352777
AATSC3p,-0.0021936573818513165
AATSC3v,-0.4837688434269602
AATSC4Z,-1.0722798923490964
AATSC4c,-0.0016352009078708753
AATSC4d,-0.05895809304113802
AATSC4i,-0.08947490911654257
AATSC4m,-5.177019085428681
AATSC4p,-0.031076766287674563
AATSC4v,-8.243676708457695
AATSC5Z,1.4707266435986162
AATSC5c,0.0033201809644395008
AATSC5d,0.0016955017301038052
AATSC5i,0.1529270665033955
AATSC5m,6.954605296009227
AATSC5p,0.02800722581397094
AATSC5v,6.541350527247793
AATSC6Z,-0.6278354479046518
AATSC6c,-0.0021714665363937505
AATSC6d,-0.08205177495834935
AATSC6i,-0.23118233105192665
AATSC6m,-3.100984042291426
AATSC6p,-0.03674199397024602
AATSC6v,-7.902184820867428
AATSC7Z,-0.5657439446366781
AATSC7c,-0.0007174888566829317
AATSC7d,-0.03530984586347908
AATSC7i,-0.21794535725993364
AATSC7m,-2.7897992692670655
AATSC7p,-0.031107113364831764
AATSC7v,-7.508975615314672
AATSC8Z,1.2793540945790085
AATSC8c,0.0017416557816243904
AATSC8d,-0.011245674740484435
AATSC8i,0.009134774190275958
AATSC8m,6.102289328950403
AATSC8p,0.030252980838921553
AATSC8v,6.040503490294723
ATS0are,193.8187
ATS1are,207.18400000000003
ATS2are,353.196
ATS3are,492.0620000000001
ATS4are,499.7220000000001
ATS5are,401.48490000000004
ATS6are,297.798
ATS7are,242.30599999999998
ATS8are,163.80600000000004
ATSC0dv,77.80392156862744
ATSC0pe,2.4267529411764692
ATSC0se,1.3336706176470587
ATSC1dv,27.96078431372548
ATSC1pe,-0.2648058823529452
ATSC1se,-0.18167964705882356
ATSC2dv,4.659746251441755
ATSC2pe,-0.2705934256055396
ATSC2se,-0.1335315605536332
ATSC3dv,-9.203383314109956
ATSC3pe,-0.33506920415225006
ATSC3se,-0.18283091522491338
ATSC4dv,-33.59861591695501
ATSC4pe,-0.8815813148788889
ATSC4se,-0.24496475259515538
ATSC5dv,9.275663206459056
ATSC5pe,1.1074332179930855
ATSC5se,0.5736563140138408
ATSC6dv,-28.629757785467127
ATSC6pe,-0.12476055363321545
ATSC6se,0.0237570778546714
ATSC7dv,-16.700499807766246
ATSC7pe,-0.23086851211072418
ATSC7se,-0.059227034602076
ATSC8dv,-0.10149942329873118
ATSC8pe,0.08411211072664539
ATSC8se,-0.009012486159169525
AXp-0dv,0.653423366663931
AXp-1dv,0.36440697796162574
AXp-2dv,0.21014704972212447
AXp-3dv,0.12453473199174109
AXp-4dv,0.07459346345768927
AXp-5dv,0.04413600625390434
AXp-6dv,0.029031802291642615
AXp-7dv,0.015216605165507336
BertzCT,276.17852285341644
ECIndex,3000000000
GATS1dv,0.7886844758064516
GATS1pe,1.050517757933622
GATS1se,0.9776575819574109
GATS2dv,1.2370841733870968
GATS2pe,0.8995353267983359
GATS2se,0.693921713318358
GATS3dv,1.1984509799324832
GATS3pe,0.9088328495559415
GATS3se,0.7131422291414679
GATS4dv,1.1546118951612905
GATS4pe,0.8699209950518884
GATS4se,0.5971687382639519
GATS5dv,0.8256653225806453
GATS5pe,0.33316123214753146
GATS5se,0.11736451109356495
GATS6dv,1.1938844086021507
GATS6pe,0.6700242557633692
