DLiP-ID,C001BB
RNCG,0.2233907435363254
RPCG,0.09190321414307198
SIC0,0.34212105966443096
SIC1,0.6216466444615577
SIC2,0.7415815052194606
SIC3,0.9236600163521149
SIC4,0.971607333453733
SIC5,0.971607333453733
SaaN,3.8876527462836985
SaaO,0
SaaS,0
Sare,28.831999999999997
SdNH,0
SdSe,0
SddC,0
SdsN,8.030239984882842
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,48.198510570598636
TIC1,87.57847994989314
TIC2,104.4750769021329
TIC3,130.12656135653611
TIC4,136.88144885869954
TIC5,136.88144885869954
Vabc,212.5954958467432
WPol,20
apol,34.051515999999985
bpol,13.688483999999997
nRot,2
ABCGG,10.118506146615994
ATS0Z,942.0
ATS0d,90.0
ATS0i,4838.109483147889
ATS0m,3836.7808439999994
ATS0p,46.81565485818801
ATS0v,6752.232676935297
ATS1Z,748.0
ATS1d,105.0
ATS1i,4499.89551410559
ATS1m,2825.2251609999985
ATS1p,52.30330810999998
ATS1v,7680.727605760176
ATS2Z,988.0
ATS2d,150.0
ATS2i,6453.048111700698
ATS2m,3737.3737900000015
ATS2p,69.61202338969798
ATS2v,10059.327758788411
ATS3Z,988.0
ATS3d,151.0
ATS3i,8453.587921817247
ATS3m,3614.806068000001
ATS3p,68.95196849424498
ATS3v,9768.491105083083
ATS4Z,752.0
ATS4d,121.0
ATS4i,7713.779910995394
ATS4m,2674.2164019999987
ATS4p,53.970093069094006
ATS4v,7420.52581426646
ATS5Z,594.0
ATS5d,101.0
ATS5i,6108.850040965093
ATS5m,2125.1528200000007
ATS5p,46.610982899094004
ATS5v,6438.260715081285
ATS6Z,598.0
ATS6d,98.0
ATS6i,5267.005544656293
ATS6m,2204.8928450000003
ATS6p,47.98628173909401
ATS6v,6624.9946831076995
ATS7Z,560.0
ATS7d,90.0
ATS7i,5431.578069869799
ATS7m,1975.1278949999999
ATS7p,47.911624259698
ATS7v,6451.167099979636
ATS8Z,402.0
ATS8d,75.0
ATS8i,5601.7603267026925
ATS8m,1351.9557269999998
ATS8p,38.90865708879199
ATS8v,4872.176130383926
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.4090323158437905
Kier1,15.058823529411764
Kier2,7.43801652892562
Kier3,4.6390532544378695
MPC10,24
MWC01,17.0
MWC02,4.3694478524670215
MWC03,5.1647859739235145
MWC04,5.988961416889864
MWC05,6.799055862058796
MWC06,7.62608275807238
MWC07,8.441391477999955
MWC08,9.269834943761822
MWC09,10.087515985121769
MWC10,10.91695944011983
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.0832000000000015
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.812184355372417
SRW05,0.0
SRW06,6.267200548541362
SRW07,0.0
SRW08,7.807510042216193
SRW09,0.0
SRW10,9.386392315756542
SaaCH,12.712986328012482
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9237224951709087
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,11.112065112316735
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,1600000485
Xc-3d,0.8951682068889268
Xc-4d,0.0
Xc-5d,0.11785113019775792
Xc-6d,0.0
Xp-1d,7.7540201954234895
Xp-2d,6.73697389862975
Xp-3d,5.279599203882744
Xp-4d,4.08253832472759
Xp-5d,3.069236743396943
Xp-6d,1.781186030218746
Xp-7d,0.9733154235929908
ZMIC0,59.48470499950582
ZMIC1,42.671593634998835
ZMIC2,30.617757192469572
ZMIC3,22.881677200056025
ZMIC4,22.171360460244642
ZMIC5,22.171360460244642
nAcid,0
nAtom,29
nBase,0
nRing,2
piPC1,3.2188758248682006
piPC2,3.784189633918261
piPC3,4.31748811353631
piPC4,4.820281565605037
piPC5,5.3248375763574325
piPC6,5.350969112821869
piPC7,5.554291062452949
piPC8,5.941978828596703
piPC9,6.333168609543962
AATS0Z,32.48275862068966
AATS0d,3.103448275862069
AATS0i,166.83136148785823
AATS0m,132.30278772413791
AATS0p,1.6143329261444141
AATS0v,232.835609549493
AATS1Z,25.79310344827586
AATS1d,3.6206896551724137
AATS1i,155.16881083122726
AATS1m,97.42155727586201
AATS1p,1.803562348620689
AATS1v,264.8526760606957
AATS2Z,23.523809523809526
AATS2d,3.5714285714285716
AATS2i,153.64400265954043
AATS2m,88.98509023809527
AATS2p,1.6574291283261424
AATS2v,239.50780378067645
AATS3Z,19.372549019607842
AATS3d,2.9607843137254903
AATS3i,165.75662591798522
AATS3m,70.87855035294119
AATS3p,1.3519993822400977
AATS3v,191.53904127613887
AATS4Z,16.711111111111112
AATS4d,2.688888888888889
AATS4i,171.4173313554532
AATS4m,59.427031155555525
AATS4p,1.1993354015354223
AATS4v,164.90057365036577
AATS5Z,16.5
AATS5d,2.8055555555555554
AATS5i,169.69027891569704
AATS5m,59.0320227777778
AATS5p,1.2947495249748335
AATS5v,178.84057541892457
AATS6Z,18.12121212121212
AATS6d,2.9696969696969697
AATS6i,159.60622862594826
AATS6m,66.8149346969697
AATS6p,1.4541297496695156
AATS6v,200.75741463962726
AATS7Z,16.470588235294116
AATS7d,2.6470588235294117
AATS7i,159.75229617264114
AATS7m,58.0919969117647
AATS7p,1.4091654194028824
AATS7v,189.74020882293047
AATS8Z,11.823529411764707
AATS8d,2.2058823529411766
AATS8i,164.75765666772625
AATS8m,39.76340373529411
AATS8p,1.1443722673174115
AATS8v,143.2992979524684
ATS0dv,220.44444444444446
ATS0pe,185.8011
ATS0se,226.65104900000006
ATS1dv,238.0
ATS1pe,193.75260000000003
ATS1se,230.177156
ATS2dv,303.0
ATS2pe,271.6882000000001
ATS2se,325.0699760000001
ATS3dv,281.0
ATS3pe,330.28420000000006
ATS3se,399.99675199999996
ATS4dv,202.0
ATS4pe,289.1468
ATS4se,353.187
ATS5dv,160.0
ATS5pe,227.64509999999999
ATS5se,279.26967999999994
ATS6dv,151.0
ATS6pe,203.08360000000005
ATS6se,249.04994000000005
ATS7dv,123.0
ATS7pe,211.73300000000006
ATS7se,258.971212
ATS8dv,75.0
ATS8pe,200.13750000000002
ATS8se,251.33202800000004
ATSC0Z,359.2413793103449
ATSC0c,0.6307420397824824
ATSC0d,17.034482758620687
ATSC0i,48.71537397200809
ATSC0m,1686.7432990344832
ATSC0p,6.83269824100676
ATSC0v,1406.870035501692
ATSC1Z,-63.37931034482759
ATSC1c,-0.43702595635686725
ATSC1d,6.655172413793106
ATSC1i,8.871802529251987
ATSC1m,-294.25026251724165
ATSC1p,0.1222953155172429
ATSC1v,51.52776421142478
ATSC2Z,3.0297265160523317
ATSC2c,0.2005116123069189
ATSC2d,-1.2913198573127247
ATSC2i,-16.083354285314577
ATSC2m,7.647165329369628
ATSC2p,-1.9119616523200618
ATSC2v,-240.35658004599264
ATSC3Z,-35.76932223543401
ATSC3c,-0.09270502752866919
ATSC3d,-3.026159334126041
ATSC3i,-17.37729343972515
ATSC3m,-171.9066504399524
ATSC3p,-1.606116103635161
ATSC3v,-305.7148752347463
ATSC4Z,-42.68489892984543
ATSC4c,0.15094422579056552
ATSC4d,-2.122473246135553
ATSC4i,0.4206565116805496
ATSC4m,-204.36874084661093
ATSC4p,-0.8208882174508334
ATSC4v,-270.7471583519733
ATSC5Z,-22.920332936979797
ATSC5c,-0.27595848449658605
ATSC5d,1.2330558858501777
ATSC5i,18.701984997719364
ATSC5m,-102.00909204280602
ATSC5p,1.7769456843658844
ATSC5v,217.9502672527297
ATSC6Z,28.380499405469664
ATSC6c,0.2131912050461852
ATSC6d,-1.384066587395958
ATSC6i,6.415668934997651
ATSC6m,134.36089189179557
ATSC6p,0.7153317885454817
ATSC6v,172.28816263063214
ATSC7Z,-74.69678953626635
ATSC7c,-0.10449645041126657
ATSC7d,-3.6956004756242566
ATSC7i,-7.371700138417026
ATSC7m,-357.2173473852555
ATSC7p,-1.7417773389412339
ATSC7v,-444.47118713010457
ATSC8Z,4.889417360285348
ATSC8c,0.03178992242388516
ATSC8d,-2.8335315101070164
ATSC8i,-11.451140417329192
ATSC8m,18.573472063020674
ATSC8p,-0.973051414739649
ATSC8v,-189.27662031336723
AXp-1d,0.45611883502491113
AXp-2d,0.3062260863013523
AXp-3d,0.20306150784164398
AXp-4d,0.136084610824253
AXp-5d,0.0876924783827698
AXp-6d,0.06142020793857745
AXp-7d,0.03893261694371963
GATS1Z,0.7807640622000384
GATS1c,1.7869247292578516
GATS1d,0.6801619433198381
GATS1i,1.0551410965326868
GATS1m,0.7823521342497158
GATS1p,0.8503115308569733
GATS1v,0.8274391055526957
GATS2Z,0.42682536635310675
GATS2c,0.5953758218515035
GATS2d,1.134952766531714
GATS2i,1.40668866266742
GATS2m,0.4385232226840533
GATS2p,1.04227429017042
GATS2v,1.0189040116136279
GATS3Z,0.5815086257194373
GATS3c,0.9825415070674625
GATS3d,0.966896880209574
GATS3i,1.2928306620911199
GATS3m,0.5902283445201669
GATS3p,0.9118735194337472
GATS3v,0.9812787962748756
GATS4Z,0.6521149292890509
GATS4c,0.8801217988087009
GATS4d,0.9314439946018895
GATS4i,1.0294153494252543
GATS4m,0.6605940639798685
GATS4p,0.8391032833811106
GATS4v,0.9797648454169042
GATS5Z,0.6224536592649473
GATS5c,1.5066644218544112
GATS5d,0.9131803868645977
GATS5i,0.7246014392888092
GATS5m,0.6275994488217238
GATS5p,0.5924326985469061
GATS5v,0.7685216215887303
GATS6Z,0.457023682786785
GATS6c,0.5432031900462423
GATS6d,1.0211017053122318
GATS6i,0.9199190037166195
GATS6m,0.4664570376510917
GATS6p,0.8030272219622396
GATS6v,0.867572826387531
GATS7Z,0.6831389111605479
GATS7c,1.023562893401459
GATS7d,0.8943796141938558
GATS7i,1.1904886863399287
GATS7m,0.6956768165723536
GATS7p,1.075521354266072
GATS7v,1.201093143382666
GATS8Z,0.5994658566056486
GATS8c,0.8514610072461603
GATS8d,0.8943796141938558
GATS8i,1.0850977252788867
GATS8m,0.6122049943311608
GATS8p,1.033322399845707
GATS8v,1.135022817933803
MATS1Z,-0.17642541754655403
MATS1c,-0.6928758966305464
MATS1d,0.39068825910931193
MATS1i,0.18211504512620053
MATS1m,-0.17444875144052735
MATS1p,0.017898538937850615
MATS1v,0.03662581682113224
MATS2Z,0.005823254623408229
MATS2c,0.21950097738794377
MATS2d,-0.05234239444765769
MATS2i,-0.22796033965343193
MATS2m,0.003130402585614064
MATS2p,-0.1932126886721694
MATS2v,-0.1179643403854719
MATS3Z,-0.056617694111624296
MATS3c,-0.08357556682740443
MATS3d,-0.10101611494800353
MATS3i,-0.20283547611164712
MATS3m,-0.05795241072082602
MATS3p,-0.13366340408647315
MATS3v,-0.1235635601333506
MATS4Z,-0.07657259870736546
MATS4c,0.15422337753995924
MATS4d,-0.08029689608636979
MATS4i,0.005564767954520441
MATS4m,-0.07808200556189807
MATS4p,-0.07742429602278836
MATS4v,-0.12402105215555971
MATS5Z,-0.051396087967406856
MATS5c,-0.35244184828012864
MATS5d,0.05831084120557802
MATS5i,0.3092553066201675
MATS5m,-0.04871754395544242
MATS5p,0.20949680747945543
MATS5v,0.12479549936369608
MATS6Z,0.06942529538037309
MATS6c,0.29703085420369035
MATS6d,-0.07140228192859778
MATS6i,0.11573373320774431
MATS6m,0.0700015961203025
MATS6p,0.09200243928711814
MATS6v,0.10761814891056595
MATS7Z,-0.1773514166657256
MATS7c,-0.14130868045758185
MATS7d,-0.18504405810907362
MATS7i,-0.129068630208252
MATS7m,-0.18063530159502578
MATS7p,-0.21743000498840218
MATS7v,-0.26946894005233396
MATS8Z,0.011608867006199612
MATS8c,0.042988943374518356
MATS8d,-0.14187901881400342
MATS8i,-0.20049418454837029
MATS8m,0.009392110300153378
MATS8p,-0.12146820907052337
MATS8v,-0.11475247829191976
MAXaaN,3.8876527462836985
MAXdsN,4.031165910808768
MINaaN,3.8876527462836985
MINdsN,3.9990740740740742
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,279
TMWC10,102.66403571041494
TSRW10,48.828635323375934
Xc-3dv,0.27817064337356656
Xc-4dv,0.0
Xc-5dv,0.016666666666666666
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.17010345435994292
Xch-7d,0.2563640695691264
Xp-0dv,9.762538080598098
Xp-1dv,4.7431446652354605
Xp-2dv,3.1760322696508907
Xp-3dv,1.9533452359252161
Xp-4dv,1.1741479308198148
Xp-5dv,0.7134096066773635
Xp-6dv,0.2723875085120215
Xp-7dv,0.11619720156115637
Xpc-4d,1.793439667872046
Xpc-5d,2.442524232446012
Xpc-6d,3.1666845804671127
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.593044534142437
AATS0dv,7.601532567049809
AATS0pe,6.40693448275862
AATS0se,7.815553413793105
AATS1dv,8.206896551724139
AATS1pe,6.681124137931035
AATS1se,7.937143310344828
AATS2dv,7.214285714285714
AATS2pe,6.468766666666669
AATS2se,7.739761333333336
AATS3dv,5.509803921568627
AATS3pe,6.476160784313727
AATS3se,7.84307356862745
AATS4dv,4.488888888888889
AATS4pe,6.425484444444444
AATS4se,7.8486
AATS5dv,4.444444444444445
AATS5pe,6.323474999999999
AATS5se,7.75749111111111
AATS6dv,4.575757575757576
AATS6pe,6.154048484848486
AATS6se,7.54696787878788
AATS7dv,3.6176470588235294
AATS7pe,6.22744117647059
AATS7se,7.616800352941176
AATS8dv,2.2058823529411766
AATS8pe,5.88639705882353
AATS8se,7.392118470588237
AATSC0Z,12.387633769322237
AATSC0c,0.021749725509740775
AATSC0d,0.5873959571938168
AATSC0i,1.6798404817933823
AATSC0m,58.16356203567184
AATSC0p,0.2356102841726469
AATSC0v,48.51275984488593
AATSC1Z,-2.1854934601664686
AATSC1c,-0.015069860564029905
AATSC1d,0.2294887039239002
AATSC1i,0.3059242251466202
AATSC1m,-10.146560776456608
AATSC1p,0.004217079845422169
AATSC1v,1.7768194555663717
AATSC2Z,0.07213634562029361
AATSC2c,0.004774086007307593
AATSC2d,-0.030745710888398208
AATSC2i,-0.3829370067932042
AATSC2m,0.18207536498499113
AATSC2p,-0.04552289648381099
AATSC2v,-5.722775715380777
AATSC3Z,-0.7013592595183139
AATSC3c,-0.0018177456378170428
AATSC3d,-0.05933645753188316
AATSC3i,-0.3407312439161794
AATSC3m,-3.370718636077498
AATSC3p,-0.03149247262029727
AATSC3v,-5.994409318328358
AATSC4Z,-0.9485533095521207
AATSC4c,0.003354316128679234
AATSC4d,-0.047166072136345626
AATSC4i,0.009347922481789991
AATSC4m,-4.541527574369132
AATSC4p,-0.018241960387796297
AATSC4v,-6.01660351893274
AATSC5Z,-0.6366759149161054
AATSC5c,-0.0076655134582385015
AATSC5d,0.03425155238472716
AATSC5i,0.5194995832699824
AATSC5m,-2.833585890077945
AATSC5p,0.04935960234349679
AATSC5v,6.0541740903536025
AATSC6Z,0.8600151334990808
AATSC6c,0.006460339546854097
AATSC6d,-0.041941411739271454
AATSC6i,0.19441421015144397
AATSC6m,4.07154217853926
AATSC6p,0.021676720865014598
AATSC6v,5.220853413049459
AATSC7Z,-2.196964398125481
AATSC7c,-0.0030734250120960753
AATSC7d,-0.10869413163600755
AATSC7i,-0.21681470995344193
AATSC7m,-10.506392570154574
AATSC7p,-0.051228745262977465
AATSC7v,-13.07268197441484
AATSC8Z,0.14380639294956907
AATSC8c,0.0009349977183495636
AATSC8d,-0.08333916206197108
AATSC8i,-0.3367982475685056
AATSC8m,0.5462785900888434
AATSC8p,-0.0286191592570485
AATSC8v,-5.566959420981389
ATS0are,181.96340000000004
ATS1are,189.71690000000007
ATS2are,266.7798
ATS3are,326.93580000000003
ATS4are,287.3337
ATS5are,225.70889999999997
ATS6are,199.92690000000005
ATS7are,208.57900000000004
ATS8are,197.686
ATSC0dv,101.7624521072797
ATSC0pe,2.9977862068965515
ATSC0se,1.7762205517241378
ATSC1dv,33.67816091954024
ATSC1pe,-0.5245655172413815
ATSC1se,-0.3087526206896538
ATSC2dv,17.688862465319055
ATSC2pe,0.7570820451843028
ATSC2se,0.4001158216409032
ATSC3dv,-20.076496234641304
ATSC3pe,-0.38574815695600617
ATSC3se,-0.2433683151010689
ATSC4dv,-30.573919936583437
ATSC4pe,-0.40844066587396016
ATSC4se,-0.142627235434006
ATSC5dv,-14.325802615933416
ATSC5pe,-0.9410725326991678
ATSC5se,-0.47793089179548115
ATSC6dv,-5.258422512881497
ATSC6pe,0.32722948870392476
ATSC6se,0.1842509928656344
ATSC7dv,-37.257894041485
ATSC7pe,-0.863542449464922
ATSC7se,-0.35738671581450754
ATSC8dv,-12.43030783458845
ATSC8pe,0.019085136741976455
ATSC8se,0.03437480142686974
AXp-0dv,0.5742669459175351
AXp-1dv,0.27900850971973296
AXp-2dv,0.14436510316594958
AXp-3dv,0.07512866292020062
AXp-4dv,0.039138264360660494
AXp-5dv,0.020383131619353245
AXp-6dv,0.009392672707311086
AXp-7dv,0.004647888062446255
BertzCT,512.5251694131185
ECIndex,3400000000
GATS1dv,0.5192018072289156
GATS1pe,0.9730099682754397
GATS1se,0.9783185126357793
GATS2dv,0.8254518072289156
GATS2pe,0.5121557133731632
GATS2se,0.45676159559454094
GATS3dv,1.208504606661942
GATS3pe,1.0360416514706432
GATS3se,0.9386043372300845
GATS4dv,1.3329518072289155
