DLiP-ID,J100HZ
MolWt,498.46900000000016
fr_SH,0
Kappa1,23.73704148715732
Kappa2,10.597690982572523
Kappa3,6.072901927346508
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,8
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1144.8566182217285
MolLogP,-1.3353799999999967
NOCount,9
fr_Ar_N,8
fr_COO2,0
fr_urea,0
BalabanJ,2.722495991606208e-06
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,34.56018015466065
SMR_VSA6,20.640100371266954
SMR_VSA7,46.61184814259483
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,1
LabuteASA,198.92665188048957
NHOHCount,1
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,9.499376414562832
PEOE_VSA5,10.197363616602075
PEOE_VSA6,35.49555897654685
PEOE_VSA7,52.874945037473296
PEOE_VSA8,16.469414915336575
PEOE_VSA9,27.18485677717953
RingCount,4
SMR_VSA10,40.90236351293394
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,497.0738390320001
NumHDonors,1
PEOE_VSA10,5.025959978669241
PEOE_VSA11,0.0
PEOE_VSA12,10.312872963641414
PEOE_VSA13,5.777653723919194
PEOE_VSA14,0.0
SlogP_VSA1,17.306942892030456
SlogP_VSA2,60.42939204983399
SlogP_VSA3,12.297610012659364
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.257379486545457
SlogP_VSA6,45.6706682846187
SlogP_VSA7,5.022633313741326
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,16.090526687560608
EState_VSA4,40.14833919752796
EState_VSA5,16.66179468024159
EState_VSA6,16.277282843006738
EState_VSA7,41.93737547714386
EState_VSA8,44.687434815160614
EState_VSA9,11.600939890232516
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,35.124709789014744
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.55998319430592
VSA_EState9,51.076312542514344
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.3333333333333333
VSA_EState10,8.974815374290849
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,1
fr_thiophene,0
HallKierAlpha,-1.9199999999999995
NumHAcceptors,10
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,31
HeavyAtomMolWt,477.3010000000003
MaxEStateIndex,5.956630947870041
MinEStateIndex,0.0
NumHeteroatoms,13
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.1290322580645162
FpDensityMorgan2,1.903225806451613
FpDensityMorgan3,2.6451612903225805
MaxPartialCharge,0.25396681904603646
MinPartialCharge,-1.0
NumAromaticRings,4
fr_unbrch_alkane,0
MaxAbsEStateIndex,5.956630947870041
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,8
NumSaturatedRings,0
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,1.0
MinAbsPartialCharge,0.25396681904603646
NumRadicalElectrons,0
NumValenceElectrons,164
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,3
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,497.07383903200065
MZ,0.8269230769230769
Mi,1.1369332334361908
Mm,0.798064914853692
Mp,0.738399965453708
Mv,0.6743593331663251
SZ,43.0
Si,59.12052813868192
Sm,41.49937557239198
Sp,38.396798203592816
Sv,35.06668532464891
nB,0
nC,18
nF,0
nH,21
nI,0
nN,9
nO,0
nP,0
nS,2
nX,2
ABC,23.650762634561136
AMW,9.559112289076936
IC0,1.8576197005007766
IC1,4.05000433577568
IC2,4.933626199277108
IC3,5.1568885160932
IC4,5.1568885160932
IC5,5.1568885160932
Mpe,0.9874811463046756
Mse,1.0187545520757466
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,116.1497
SdO,0
SdS,0
Spe,51.34901960784313
SsF,0
SsI,0
Sse,52.975236707938826
StN,0
fMF,0.4423076923076923
nBr,0
nCl,2
BIC0,0.31078010805508205
BIC1,0.6775664495572516
BIC2,0.82539654532162
BIC3,0.8627483708465258
BIC4,0.8627483708465258
BIC5,0.8627483708465258
CIC0,3.842820017640315
CIC1,1.650435382365412
CIC2,0.7668135188639837
CIC3,0.5435512020478921
CIC4,0.5435512020478921
CIC5,0.5435512020478921
GGI1,7.0
GGI2,2.88888888888889
GGI3,1.6388888888888888
GGI4,1.591666666666667
GGI5,0.8683333333333333
GGI6,0.6647165532879817
GGI7,0.5269628684807256
GGI8,0.26608560090702943
GGI9,0.2843904320987655
JGI1,0.2121212121212121
JGI2,0.06280193236714979
JGI3,0.03902116402116402
JGI4,0.04081196581196583
JGI5,0.021178861788617886
JGI6,0.015458524495069341
JGI7,0.014242239688668256
JGI8,0.00831517502834467
JGI9,0.009479681069958848
MIC0,25.23723480265469
MIC1,49.60073828307266
MIC2,53.4479459318711
MIC3,53.672994347221724
MIC4,53.672994347221724
MIC5,53.672994347221724
MPC2,46
MPC3,58
MPC4,77
MPC5,95
MPC6,106
MPC7,119
MPC8,143
MPC9,152
Mare,0.9951538461538463
NaaN,6
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.3442473678173625
RPCG,0.11952303581472229
SIC0,0.32587305407144007
SIC1,0.7104722681106401
SIC2,0.8654816896977834
SIC3,0.9046474958207007
SIC4,0.9046474958207007
SIC5,0.9046474958207007
SaaN,25.859919703046458
SaaO,0
SaaS,0
Sare,51.748000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.956630947870041
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,3.0181844264208078
StCH,0
StsC,0
TIC0,96.59622442604038
TIC1,210.60022546033534
TIC2,256.5485623624096
TIC3,268.1582028368464
TIC4,268.1582028368464
TIC5,268.1582028368464
Vabc,378.0977159921912
WPol,42
apol,64.122653
bpol,33.337347
nRot,8
ABCGG,18.159442502893484
ATS0Z,2200.0
ATS0d,179.0
ATS0i,8617.70813745323
ATS0m,8952.948162999997
ATS0p,96.75187100182899
ATS0v,12667.386813892092
ATS1Z,1751.0
ATS1d,217.0
ATS1i,8239.9951803853
ATS1m,6781.125934
ATS1p,105.41585850000001
ATS1v,14659.722981292463
ATS2Z,2691.0
ATS2d,338.0
ATS2i,14812.113538965647
ATS2m,10316.429033000002
ATS2p,155.61875207818804
ATS2v,21155.1558829084
ATS3Z,2793.0
ATS3d,337.0
ATS3i,17311.329179136497
ATS3m,10471.191034000003
ATS3p,178.843721237886
ATS3v,22627.7054815415
ATS4Z,2593.0
ATS4d,342.0
ATS4i,19653.675568576466
ATS4m,9596.320195
ATS4p,169.30532613516806
ATS4v,20895.853447601196
ATS5Z,2548.0
ATS5d,329.0
ATS5i,16555.929381184193
ATS5m,9526.477585
ATS5p,149.58426388728202
ATS5v,19418.321047043166
ATS6Z,2633.0
ATS6d,317.0
ATS6i,14727.178044453543
ATS6m,9925.530561
ATS6p,148.87306568999998
ATS6v,20154.34686982474
ATS7Z,2223.0
ATS7d,309.0
ATS7i,15436.666165131133
ATS7m,7999.455763
ATS7p,145.07651155969802
ATS7v,19083.255017669828
ATS8Z,2039.0
ATS8d,273.0
ATS8i,13578.758634164402
ATS8m,7590.111493
ATS8p,131.76498231939604
ATS8v,17382.651887491276
C1SP1,0
C1SP2,1
C1SP3,4
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3333333333333333
GGI10,0.2104887256402408
JGI10,0.008095720216932337
JGT10,0.43152647660908305
Kier1,25.619834710743802
Kier2,11.9234404536862
Kier3,6.991676575505351
MPC10,167
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.905361848054571
MWC04,6.78105762593618
MWC05,7.640603826393634
MWC06,8.522180732927277
MWC07,9.393411647660683
MWC08,10.279283518982245
MWC09,11.157749397155232
MWC10,12.04711794485093
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,6
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-1.3353799999999967
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,3.044522437723423
SRW06,7.01301578963963
SRW07,5.351858133476067
SRW08,8.584290934948731
SRW09,7.40184157874383
SRW10,10.205701030833819
SaaCH,9.746762937660096
SaaNH,0
SaaSe,0
SaaaC,0.562839427437642
SaasC,5.0038790242924
SaasN,3.55998319430592
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.147630115374717
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,3000002759
Xc-3d,2.1965962802719727
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,14.474366886035765
Xp-2d,13.45923035931458
Xp-3d,10.518210969350088
Xp-4d,8.765723545337366
Xp-5d,7.059408829592864
Xp-6d,5.161972490470482
Xp-7d,3.6135319046994954
ZMIC0,107.83581593615476
ZMIC1,43.78251885931245
ZMIC2,32.52258599073474
ZMIC3,31.446420760145553
ZMIC4,31.446420760145553
ZMIC5,31.446420760145553
nAcid,3
nAtom,52
nBase,1
nRing,4
piPC1,3.7954891891721947
piPC2,4.430816798843313
piPC3,5.0089672369955585
piPC4,5.624468667936475
piPC5,6.096387467034761
piPC6,6.414917933327458
piPC7,6.79690227664158
piPC8,7.270821085907609
piPC9,7.511919680388256
AATS0Z,42.30769230769231
AATS0d,3.4423076923076925
AATS0i,165.7251564894852
AATS0m,172.17208005769226
AATS0p,1.8606129038813266
AATS0v,243.6035925748479
AATS1Z,32.425925925925924
AATS1d,4.018518518518518
AATS1i,152.5925033404685
AATS1m,125.57640618518518
AATS1p,1.952145527777778
AATS1v,271.476351505416
AATS2Z,29.25
AATS2d,3.6739130434782608
AATS2i,161.00123411919182
AATS2m,112.13509818478263
AATS2p,1.6915081747629135
AATS2v,229.94734655335216
AATS3Z,25.623853211009173
AATS3d,3.091743119266055
AATS3i,158.81953375354584
AATS3m,96.06597278899085
AATS3p,1.6407680847512478
AATS3v,207.59362827102294
AATS4Z,21.789915966386555
AATS4d,2.8739495798319328
AATS4i,165.15693755106273
AATS4m,80.64134617647059
AATS4p,1.4227338330686392
AATS4v,175.59540712269913
AATS5Z,26.0
AATS5d,3.357142857142857
AATS5i,168.93805491004278
AATS5m,97.2089549489796
AATS5p,1.526370039666143
AATS5v,198.14613313309354
AATS6Z,29.584269662921347
AATS6d,3.561797752808989
AATS6i,165.47391061183757
AATS6m,111.52281529213482
AATS6p,1.6727310751685391
AATS6v,226.45333561600833
AATS7Z,23.903225806451612
AATS7d,3.3225806451612905
AATS7i,165.98565768958207
AATS7m,86.01565336559139
AATS7p,1.559962489889226
AATS7v,205.1962905125788
AATS8Z,24.273809523809526
AATS8d,3.25
AATS8i,161.65188850195716
AATS8m,90.3584701547619
AATS8p,1.568630741897572
AATS8v,206.93633199394375
ATS0dv,383.28395061728395
ATS0pe,335.14339999999993
ATS0se,410.2707039999999
ATS1dv,420.44444444444446
ATS1pe,362.5319
ATS1se,430.4251579999999
ATS2dv,544.0
ATS2pe,601.7327
ATS2se,729.0340939999999
ATS3dv,418.33333333333337
ATS3pe,684.707
ATS3se,842.7359119999999
ATS4dv,424.44444444444446
ATS4pe,729.1369000000001
ATS4se,910.7062760000001
ATS5dv,500.33333333333337
ATS5pe,638.8957
ATS5se,782.0142830000002
ATS6dv,540.5185185185185
ATS6pe,609.0778999999998
ATS6se,729.575141
ATS7dv,436.44444444444446
ATS7pe,619.6244
ATS7se,752.2362640000001
ATS8dv,276.77777777777777
ATS8pe,541.7263
ATS8se,659.5757700000003
ATSC0Z,919.9230769230769
ATSC0c,1.752242954719542
ATSC0d,33.4423076923077
ATSC0i,95.08687884354259
ATSC0m,4175.036516826924
ATSC0p,17.680435852628825
ATSC0v,2652.2511727356505
ATSC1Z,24.002958579881636
ATSC1c,-0.4602311464434898
ATSC1d,11.790680473372777
ATSC1i,-4.933208338174941
ATSC1m,109.08043717973413
ATSC1p,-0.13217905541537983
ATSC1v,-131.0807049413539
ATSC2Z,162.90532544378695
ATSC2c,0.13010050647751276
ATSC2d,4.928994082840235
ATSC2i,13.165566454143953
ATSC2m,758.3081562100596
ATSC2p,1.5564041110790363
ATSC2v,632.9843703215735
ATSC3Z,68.16124260355029
ATSC3c,0.24598651499974492
ATSC3d,11.36131656804734
ATSC3i,-18.454403922103403
ATSC3m,286.6106426704882
ATSC3p,-0.14392072356265678
ATSC3v,-184.13828205542367
ATSC4Z,218.5221893491124
ATSC4c,0.25650115298933596
ATSC4d,14.237795857988164
ATSC4i,-12.862375704322677
ATSC4m,1042.143256126848
ATSC4p,3.7966313618982435
ATSC4v,1017.7738690728755
ATSC5Z,23.721893491124256
ATSC5c,-0.03100184709862424
ATSC5d,-2.333579881656807
ATSC5i,24.71849910013438
ATSC5m,138.2832074992604
ATSC5p,4.663446837367421
ATSC5v,875.2983238596444
ATSC6Z,-167.40680473372782
ATSC6c,0.04759912737388203
ATSC6d,-9.410872781065093
ATSC6i,-1.3799486745388532
ATSC6m,-802.5715972999251
ATSC6p,-0.8090488397176672
ATSC6v,-666.3838096285002
ATSC7Z,-602.9778106508877
ATSC7c,-0.015223582210634292
ATSC7d,-12.906434911242604
ATSC7i,6.021203009566783
ATSC7m,-2701.133632671227
ATSC7p,-8.698359827618654
ATSC7v,-1090.9235977416815
ATSC8Z,-36.06804733727811
ATSC8c,-0.07407627622709337
ATSC8d,-12.19526627218935
ATSC8i,-1.531011751566357
ATSC8m,-207.51111100887533
ATSC8p,-1.4346135327118748
ATSC8v,-659.0641192103338
AXp-1d,0.43861717836472014
AXp-2d,0.29259196433292567
AXp-3d,0.18134846498879462
AXp-4d,0.11384056552386189
AXp-5d,0.07430956662729331
AXp-6d,0.04869785368368379
AXp-7d,0.030365814325205843
GATS1Z,0.5492609006698813
GATS1c,0.7407973463893116
GATS1d,0.7201456775924859
GATS1i,1.269870704226446
GATS1m,0.5428328178765527
GATS1p,0.8240062355468692
GATS1v,0.8881492324542578
GATS2Z,0.6682860279869264
GATS2c,0.5032204412934803
GATS2d,1.0028627147036027
GATS2i,1.056563336379063
GATS2m,0.6544382047614883
GATS2p,0.8984782317940623
GATS2v,0.7699748405163016
GATS3Z,0.8361688367978973
GATS3c,0.4371327824130752
GATS3d,0.7205343153030054
GATS3i,1.1429623428365037
GATS3m,0.8285773160169772
GATS3p,1.0319245803198271
GATS3v,1.0201201926378434
GATS4Z,0.832755963828796
GATS4c,0.3374258812597293
GATS4d,0.7112462006079027
GATS4i,1.0355365027305323
GATS4m,0.8158542662493329
GATS4p,0.9884290073000914
GATS4v,0.8644014013958151
GATS5Z,0.8873135423581591
GATS5c,0.5055565549638757
GATS5d,1.1048573540974755
GATS5i,0.9934288503463848
GATS5m,0.8619736107893597
GATS5p,0.9270342513975282
GATS5v,0.7379871739824375
GATS6Z,0.8614911810107756
GATS6c,0.4953351725389711
GATS6d,1.148044530306065
GATS6i,1.210116494523919
GATS6m,0.8578787764853355
GATS6p,0.8890337592102306
GATS6v,0.9443449074863989
GATS7Z,1.268251202360754
GATS7c,0.41600183134164237
GATS7d,1.1150642749819137
GATS7i,1.1837182345317285
GATS7m,1.2355153623595123
GATS7p,1.3649171171937813
GATS7v,1.098082721502578
GATS8Z,0.6834228256065367
GATS8c,0.493592425576388
GATS8d,1.2436129138256795
GATS8i,1.084982663184656
GATS8m,0.6903662726766517
GATS8p,0.8670143066123516
GATS8v,1.0449323065275533
MATS1Z,0.025125970522742805
MATS1c,-0.25292471414045375
MATS1d,0.3395097224884457
MATS1i,-0.049959542010618266
MATS1m,0.02515916221679519
MATS1p,-0.0071991174824751055
MATS1v,-0.04759197217637764
MATS2Z,0.10009198093486076
MATS2c,0.041966251700731726
MATS2d,0.0833062479685976
MATS2i,0.07825903233714804
MATS2m,0.10265993030968926
MATS2p,0.04975593807822649
MATS2v,0.13489437886101907
MATS3Z,0.03534783599316011
MATS3c,0.06697208548502318
MATS3d,0.16207247653665768
MATS3i,-0.09258833524797319
MATS3m,0.03274981720298867
MATS3p,-0.003883356062427233
MATS3v,-0.033121216737587285
MATS4Z,0.1038007309287123
MATS4c,0.0639663222150938
MATS4d,0.18603853272188683
MATS4i,-0.05910945852439583
MATS4m,0.10907457421581368
MATS4p,0.09383434919717662
MATS4v,0.16768454179298328
MATS5Z,0.013682804002109245
MATS5c,-0.009387944543122568
MATS5d,-0.03702573611388203
MATS5i,0.13793636364499515
MATS5m,0.01757463985456073
MATS5p,0.13995593864106554
MATS5v,0.17511313157401245
MATS6Z,-0.10632488718477272
MATS6c,0.01587150117007585
MATS6d,-0.1644171065638912
MATS6i,-0.008479215605007008
MATS6m,-0.11231476293315361
MATS6p,-0.0267359185491157
MATS6v,-0.1467990090193068
MATS7Z,-0.3664968211281018
MATS7c,-0.004857836900093475
MATS7d,-0.21578957131462276
MATS7i,0.03540650610087238
MATS7m,-0.36174804038137875
MATS7p,-0.2750836621867854
MATS7v,-0.2299853015824663
MATS8Z,-0.024271419413153673
MATS8c,-0.026170310631173612
MATS8d,-0.225745502341247
MATS8i,-0.009967402348967118
MATS8m,-0.030768415720014104
MATS8p,-0.0502303279784097
MATS8v,-0.15382859587014608
MAXaaN,4.647979926023908
MAXsCl,5.956630947870041
MAXssS,1.5584415324133936
MINaaN,3.83155851424992
MINsCl,5.956630947870041
MINssS,1.459742894007414
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.419886703747661
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.335394630955367
SssssB,0
SssssC,0
SssssN,0
TMPC10,1027
TMWC10,140.795670744181
TSRW10,82.33137546388825
Xc-3dv,1.4126759969952025
Xc-4dv,0.0
Xc-5dv,0.08408517252140155
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.49719387459906544
Xch-7d,0.7742728320102865
Xp-0dv,20.307174056287746
Xp-1dv,11.713998059824243
Xp-2dv,9.592751413082546
Xp-3dv,6.418125712388459
Xp-4dv,4.5176240415623505
Xp-5dv,3.292987761588746
Xp-6dv,2.3163413074062005
Xp-7dv,1.3961395868572122
Xpc-4d,4.041012373403125
Xpc-5d,6.126253600836358
Xpc-6d,8.81807996064025
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,1
nHBAcc,10
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,7.854246294198037
AATS0dv,7.370845204178537
AATS0pe,6.445065384615384
AATS0se,7.889821230769229
AATS1dv,7.786008230452675
AATS1pe,6.713553703703703
AATS1se,7.970836259259257
AATS2dv,5.913043478260869
AATS2pe,6.540572826086957
AATS2se,7.924283630434781
AATS3dv,3.8379204892966365
AATS3pe,6.281715596330275
AATS3se,7.731522128440366
AATS4dv,3.566760037348273
AATS4pe,6.127200840336135
AATS4se,7.652993915966388
AATS5dv,5.105442176870748
AATS5pe,6.51934387755102
AATS5se,7.979737581632655
AATS6dv,6.073241781106949
AATS6pe,6.843571910112357
AATS6se,8.197473494382022
AATS7dv,4.692951015531661
AATS7pe,6.6626279569892475
AATS7se,8.088561978494624
AATS8dv,3.294973544973545
AATS8pe,6.449122619047619
AATS8se,7.852092500000003
AATSC0Z,17.690828402366865
AATSC0c,0.03369697989845273
AATSC0d,0.643121301775148
AATSC0i,1.8285938239142807
AATSC0m,80.28916378513314
AATSC0p,0.3400083817813236
AATSC0v,51.004830244916356
AATSC1Z,0.44449923296077104
AATSC1c,-0.008522799008212774
AATSC1d,0.21834593469208846
AATSC1i,-0.09135570996620261
AATSC1m,2.0200080959210025
AATSC1p,-0.002447760285469997
AATSC1v,-2.427420461876924
AATSC2Z,1.7707100591715972
AATSC2c,0.0014141359399729647
AATSC2d,0.053576022639567775
AATSC2i,0.14310398319721687
AATSC2m,8.242479958804996
AATSC2p,0.016917435989989526
AATSC2v,6.880264894799711
AATSC3Z,0.6253325009500027
AATSC3c,0.0022567570183462836
AATSC3d,0.10423226209217742
AATSC3i,-0.16930645800094865
AATSC3m,2.6294554373439283
AATSC3p,-0.001320373610666576
AATSC3v,-1.6893420372057217
AATSC4Z,1.8363209189001042
AATSC4c,0.002155471873859966
AATSC4d,0.11964534334443835
AATSC4i,-0.10808719079262753
AATSC4m,8.757506354007125
AATSC4p,0.03190446522603566
AATSC4v,8.552721588847694
AATSC5Z,0.24206013766453321
AATSC5c,-0.0003163453785573902
AATSC5d,-0.023812039608742928
AATSC5i,0.25222958265443246
AATSC5m,1.4110531377475553
AATSC5p,0.04758619221803491
AATSC5v,8.931615549588209
AATSC6Z,-1.8809753340868296
AATSC6c,0.0005348216558863149
AATSC6d,-0.10574014360747296
AATSC6i,-0.015505041286953406
AATSC6m,-9.017658396628372
AATSC6p,-0.009090436401322103
AATSC6v,-7.487458535151688
AATSC7Z,-6.483632372590191
AATSC7c,-0.00016369443237241175
AATSC7d,-0.13877887001336134
AATSC7i,0.06474411838243853
AATSC7m,-29.044447663131475
AATSC7p,-0.09353075083460918
AATSC7v,-11.730361266039587
AATSC8Z,-0.4293815159199775
AATSC8c,-0.0008818604312749211
AATSC8d,-0.1451817413355875
AATSC8i,-0.018226330375789964
AATSC8m,-2.4703703691532777
AATSC8p,-0.017078732532284223
AATSC8v,-7.846001419170641
ATS0are,326.8891
ATS1are,354.45360000000005
ATS2are,590.3093000000001
ATS3are,668.887
ATS4are,715.9991
ATS5are,630.5527999999998
ATS6are,599.5766000000001
ATS7are,610.5710999999999
ATS8are,531.6896999999999
ATSC0dv,198.5916429249762
ATSC0pe,5.426407692307691
ATSC0se,3.3183789999999997
ATSC1dv,102.55654174884943
ATSC1pe,0.9767304733727841
ATSC1se,0.455002999999999
ATSC2dv,83.83168967784354
ATSC2pe,1.607174852071008
ATSC2se,1.0154914999999982
ATSC3dv,20.63921761998685
ATSC3pe,-0.2593161242603556
ATSC3se,-0.003969249999999133
ATSC4dv,70.64414858645628
ATSC4pe,1.6925631656804665
ATSC4se,0.5354547500000019
ATSC5dv,16.45430637738331
ATSC5pe,-0.06244526627218776
ATSC5se,-0.5219995000000015
ATSC6dv,-62.43759587990357
ATSC6pe,-2.087455473372772
ATSC6se,-1.247955250000003
ATSC7dv,-96.60371466140695
ATSC7pe,-3.1182983727810587
ATSC7se,-1.778107250000002
ATSC8dv,-142.70216962524654
ATSC8pe,-1.6785739644970379
ATSC8se,-0.37406249999999985
AXp-0dv,0.6550701308479918
AXp-1dv,0.35496963817649224
AXp-2dv,0.20853807419744666
AXp-3dv,0.11065733986876654
AXp-4dv,0.058670442098212344
AXp-5dv,0.03466302906935522
AXp-6dv,0.021852276484964156
AXp-7dv,0.011732265435774892
BertzCT,1144.8566182217285
ECIndex,6600000000
GATS1dv,0.4244325212945651
