DLiP-ID,C001LU
JGI1,0.18421052631578944
JGI2,0.08000000000000004
JGI3,0.03365384615384615
JGI4,0.04289855072463769
JGI5,0.02569444444444444
JGI6,0.020306122448979592
JGI7,0.01707175925925926
JGI8,0.014361300075585788
JGI9,0.0078125
MIC0,20.245539917186946
MIC1,33.21917802270937
MIC2,36.77035083101223
MIC3,37.62370149337983
MIC4,37.62370149337983
MIC5,37.62370149337983
MPC2,25
MPC3,32
MPC4,41
MPC5,52
MPC6,52
MPC7,54
MPC8,57
MPC9,54
Mare,0.9467555555555557
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.36626485608592946
RPCG,0.21133604582939505
SIC0,0.24651447069592533
SIC1,0.53667398527964
SIC2,0.7581288482640834
SIC3,0.8239421426565045
SIC4,0.8239421426565045
SIC5,0.8239421426565045
SaaN,0
SaaO,0
SaaS,0
Sare,42.604000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.606224017384733
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,60.92195666316698
TIC1,132.630060949991
TIC2,187.35895182401805
TIC3,203.6236143305084
TIC4,203.6236143305084
TIC5,203.6236143305084
Vabc,289.3969935942116
WPol,26
apol,49.00861799999997
bpol,29.173381999999997
nRot,5
ABCGG,11.388414089017262
ATS0Z,1940.0
ATS0d,114.0
ATS0i,7372.825869122974
ATS0m,9171.456865999999
ATS0p,67.33803952607398
ATS0v,8747.561196108882
ATS1Z,901.0
ATS1d,145.0
ATS1i,6567.008356174146
ATS1m,3248.080370999998
ATS1p,77.97739007600005
ATS1v,10602.073322001064
ATS2Z,1230.0
ATS2d,245.0
ATS2i,12734.327216609838
ATS2m,4354.279129000001
ATS2p,115.89133735303697
ATS2v,15249.969252472569
ATS3Z,1373.0
ATS3d,292.0
ATS3i,18161.198879115123
ATS3m,4698.375217999998
ATS3p,139.08589549262098
ATS3v,17628.381398404254
ATS4Z,1309.0
ATS4d,289.0
ATS4i,19792.799679094973
ATS4m,4326.643087
ATS4p,145.002122226017
ATS4v,17752.531245194255
ATS5Z,1218.0
ATS5d,273.0
ATS5i,21288.269876622704
ATS5m,3918.1616680000006
ATS5p,145.39036764050698
ATS5v,17183.96132154082
ATS6Z,1048.0
ATS6d,239.0
ATS6i,21968.026973496646
ATS6m,3280.5282879999995
ATS6p,131.691296004695
ATS6v,15056.254298859138
ATS7Z,796.0
ATS7d,192.0
ATS7i,18540.268488850543
ATS7m,2460.901396
ATS7p,104.10643695414798
ATS7v,11728.616847037798
ATS8Z,567.0
ATS8d,129.0
ATS8i,12440.558639719115
ATS8m,1733.3454719999995
ATS8p,70.96756991431899
ATS8v,8109.782738364924
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,4
C2SP3,6
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.625
GGI10,0.0
JGI10,0.0
JGT10,0.4260090494225425
Kier1,17.05263157894737
Kier2,8.3232
Kier3,4.5
MPC10,32
MWC01,19.0
MWC02,4.48863636973214
MWC03,5.313205979041787
MWC04,6.171700597410915
MWC05,7.023758954738443
MWC06,7.890956716138919
MWC07,8.752581469146884
MWC08,9.62304587173984
MWC09,10.488798934228665
MWC10,11.360741183846496
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.9494000000000034
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.9344739331306915
SRW05,0.0
SRW06,6.421622267806518
SRW07,0.0
SRW08,8.01532730902172
SRW09,0.0
SRW10,9.6638969875516
SaaCH,5.8585786722096245
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.1873945473251037
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.510438502561518
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.6319321617535905
SsssP,0
WPath,1800000619
Xc-3d,0.9553418012614795
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-1d,8.74071340286802
Xp-2d,7.348945665425827
Xp-3d,5.901387492702074
Xp-4d,4.950486202148969
Xp-5d,4.09994827213074
Xp-6d,2.7222199674610352
Xp-7d,1.7682502105830429
ZMIC0,68.91276565409657
ZMIC1,38.32662060299772
ZMIC2,29.82427771786191
ZMIC3,27.350177328675365
ZMIC4,27.350177328675365
ZMIC5,27.350177328675365
nAcid,0
nAtom,45
nBase,1
nRing,2
piPC1,3.1354942159291497
piPC2,3.597312260588446
piPC3,4.047427642434349
piPC4,4.509484935853683
piPC5,4.990007326300288
piPC6,5.036140584504618
piPC7,5.132299676460612
piPC8,5.376435145811989
piPC9,5.541508613166024
AATS0Z,43.111111111111114
AATS0d,2.533333333333333
AATS0i,163.84057486939943
AATS0m,203.81015257777776
AATS0p,1.4964008783571996
AATS0v,194.3902488024196
AATS1Z,20.022222222222222
AATS1d,3.2222222222222223
AATS1i,145.93351902609214
AATS1m,72.17956379999995
AATS1p,1.732830890577779
AATS1v,235.60162937780143
AATS2Z,15.0
AATS2d,2.9878048780487805
AATS2i,155.2966733732907
AATS2m,53.10096498780489
AATS2p,1.413308992110207
AATS2v,185.97523478625084
AATS3Z,12.150442477876107
AATS3d,2.584070796460177
AATS3i,160.71857415146127
AATS3m,41.578541752212374
AATS3p,1.2308486326780617
AATS3v,156.0033752071173
AATS4Z,10.642276422764228
AATS4d,2.3495934959349594
AATS4i,160.91707056174775
AATS4m,35.175960056910576
AATS4p,1.1788790424879432
AATS4v,144.3295223186525
AATS5Z,9.227272727272727
AATS5d,2.0681818181818183
AATS5i,161.27477179259625
AATS5m,29.683042939393943
AATS5p,1.10144217909475
AATS5v,130.18152516318804
AATS6Z,7.879699248120301
AATS6d,1.7969924812030076
AATS6i,165.1731351390725
AATS6m,24.665626225563905
AATS6p,0.9901601203360527
AATS6v,113.20491954029427
AATS7Z,7.171171171171171
AATS7d,1.7297297297297298
AATS7i,167.0294458455004
AATS7m,22.17028284684685
AATS7p,0.9378958284157476
AATS7v,105.66321483817836
AATS8Z,7.56
AATS8d,1.72
AATS8i,165.87411519625485
AATS8m,23.111272959999994
AATS8p,0.9462342655242532
AATS8v,108.13043651153231
ATS0dv,164.04938271604937
ATS0pe,259.7168
ATS0se,329.2436329999999
ATS1dv,172.0
ATS1pe,278.28550000000007
ATS1se,338.09177999999974
ATS2dv,221.0
ATS2pe,487.2494999999999
ATS2se,604.7423879999998
ATS3dv,213.0
ATS3pe,656.882
ATS3se,827.6158959999998
ATS4dv,166.0
ATS4pe,702.7675
ATS4se,891.11294
ATS5dv,141.0
ATS5pe,737.2920000000003
ATS5se,944.13632
ATS6dv,119.0
ATS6pe,732.4860999999999
ATS6se,947.5327200000002
ATS7dv,74.0
ATS7pe,603.991
ATS7se,786.3912639999999
ATS8dv,46.0
ATS8pe,416.391
ATS8se,539.2321440000001
ATSC0Z,1282.577777777778
ATSC0c,0.5289081281974937
ATSC0d,22.97777777777777
ATSC0i,59.03645583604451
ATSC0m,6776.413522977778
ATSC0p,13.963714231186803
ATSC0v,2480.338009334339
ATSC1Z,-146.28888888888886
ATSC1c,-0.23769128692551902
ATSC1d,11.31111111111111
ATSC1i,-6.447560322556722
ATSC1m,-753.2763323333326
ATSC1p,-1.680128540799997
ATSC1v,-140.06566675728098
ATSC2Z,-45.0083950617284
ATSC2c,0.00975809497714097
ATSC2d,4.107160493827156
ATSC2i,-3.480412830155654
ATSC2m,-222.20764584839498
ATSC2p,-1.168379265105878
ATSC2v,-97.29127839193384
ATSC3Z,-18.628641975308618
ATSC3c,-0.04587608269198531
ATSC3d,-1.3886419753086443
ATSC3i,4.934772839881878
ATSC3m,-70.34528392197574
ATSC3p,0.04310668323588096
ATSC3v,0.9584158569268197
ATSC4Z,-55.02370370370368
ATSC4c,-0.02380691278009825
ATSC4d,-8.33925925925926
ATSC4i,-2.4637997841479686
ATSC4m,-239.51839571703763
ATSC4p,-2.1681218355989196
ATSC4v,-516.1319945069054
ATSC5Z,12.216296296296324
ATSC5c,-0.03184778056869
ATSC5d,-4.712592592592594
ATSC5i,-21.888313684500456
ATSC5m,92.56433139851764
ATSC5p,-3.2062694163898815
ATSC5v,-649.5116460382712
ATSC6Z,128.20345679012354
ATSC6c,0.14278003653585514
ATSC6d,-1.13432098765432
ATSC6i,-3.508236779015297
ATSC6m,668.4253824434554
ATSC6p,0.16229069098987686
ATSC6v,-44.2197659751381
ATSC7Z,173.99703703703707
ATSC7c,-0.09177469356914891
ATSC7d,-3.0340740740740726
ATSC7i,7.240945153540074
ATSC7m,891.3559909659247
ATSC7p,1.998812530932557
ATSC7v,403.7479078280833
ATSC8Z,49.72592592592595
ATSC8c,-0.021540488049745413
ATSC8d,-6.585185185185185
ATSC8i,-4.428710379770873
ATSC8m,273.3320771259251
ATSC8p,-0.14576881507460218
ATSC8v,-106.26870858626836
AXp-1d,0.4600375475193694
AXp-2d,0.29395782661703307
AXp-3d,0.18441835914693983
AXp-4d,0.12074356590607242
AXp-5d,0.0788451590794373
AXp-6d,0.05235038398963529
AXp-7d,0.03274537427005635
GATS1Z,0.6906923556726037
GATS1c,1.4103520823479714
GATS1d,0.8085106382978726
GATS1i,1.4252125982076937
GATS1m,0.6769247282342227
GATS1p,1.1056685646922824
GATS1v,1.1893644027378734
GATS2Z,0.2441158473196763
GATS2c,0.8365164700343803
GATS2d,1.3077322262584334
GATS2i,1.2341836247373095
GATS2m,0.22227772048139935
GATS2p,0.826093547012159
GATS2v,1.0222327370597328
GATS3Z,0.24257011905105066
GATS3c,0.9852873378736056
GATS3d,1.2455281491244592
GATS3i,1.0665249515159931
GATS3m,0.22008095337000913
GATS3p,0.7341150248873827
GATS3v,0.9375942253645058
GATS4Z,0.2506005013615871
GATS4c,0.8223868891986506
GATS4d,1.1364815775817336
GATS4i,1.0805017195720368
GATS4m,0.22800126172171006
GATS4p,0.7947867000914232
GATS4v,1.01411484617871
GATS5Z,0.23312426363573358
GATS5c,0.6464214591914507
GATS5d,0.9211798839458417
GATS5i,1.113001443345664
GATS5m,0.21271249773630346
GATS5p,0.8212342340945241
GATS5v,1.024342064958978
GATS6Z,0.21138116272731866
GATS6c,0.6341831230144036
GATS6d,0.7630779075347947
GATS6i,0.938838238339055
GATS6m,0.19256829367017184
GATS6p,0.7081778297983127
GATS6v,0.8981961561975307
GATS7Z,0.19362751066264822
GATS7c,0.8168658809467751
GATS7d,0.8366877515813689
GATS7i,0.8324115442611965
GATS7m,0.1762222758522541
GATS7p,0.6414887601363162
GATS7v,0.8084427028301533
GATS8Z,0.22962090234943514
GATS8c,1.2262747759866832
GATS8d,0.9191489361702131
GATS8i,0.9244763872722027
GATS8m,0.20798907748976753
GATS8p,0.7097271898850989
GATS8v,0.8996021187696004
MATS1Z,-0.1140584933120798
MATS1c,-0.449399951056841
MATS1d,0.49226305609284343
MATS1i,-0.10921320108481487
MATS1m,-0.11116150597644142
MATS1p,-0.12032103443133839
MATS1v,-0.05647039485351076
MATS2Z,-0.019257880048479604
MATS2c,0.010124730243514393
MATS2d,0.0980917110911921
MATS2i,-0.032352596775110654
MATS2m,-0.01799524481042443
MATS2p,-0.04591785053964208
MATS2v,-0.021525919053836783
MATS3Z,-0.005784043565165278
MATS3c,-0.034541417490634455
MATS3d,-0.024066688348367928
MATS3i,0.03328748307976663
MATS3m,-0.004133987476783244
MATS3p,0.0012293561724026059
MATS3v,0.0001538782335646103
MATS4Z,-0.01569544058459504
MATS4c,-0.01646759744219338
MATS4d,-0.13277822333349062
MATS4i,-0.015268365151111305
MATS4m,-0.012931424722348542
MATS4p,-0.05680546683885444
MATS4v,-0.07613026037883162
MATS5Z,0.0032470907704811717
MATS5c,-0.020527568668958426
MATS5d,-0.06991823457007214
MATS5i,-0.12639520808022847
MATS5m,0.00465674386025511
MATS5p,-0.07827762541214622
MATS5v,-0.08927187502367837
MATS6Z,0.033820256511401185
MATS6c,0.09133728967785486
MATS6d,-0.01670278210031849
MATS6i,-0.020106176592481515
MATS6m,0.033374433720397584
MATS6p,0.003932362354341899
MATS6v,-0.00603207099100554
MATS7Z,0.05499809879877798
MATS7c,-0.07034483848670409
MATS7d,-0.05353128757384076
MATS7i,0.04972382342262741
MATS7m,0.053326222736077046
MATS7p,0.05803107905361697
MATS7v,0.06599164454144556
MATS8Z,0.023262180331277298
MATS8c,-0.02443579922640427
MATS8d,-0.17195357833655708
MATS8i,-0.04500992124666406
MATS8m,0.024201481465004872
MATS8p,-0.006263468844802319
MATS8v,-0.02570666776536354
MAXsOH,9.606224017384733
MINsOH,9.606224017384733
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.37283950617284
SssNH2,0
SsssAs,0
SsssCH,0.6659259259259256
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,437
TMWC10,109.1134260760241
TSRW10,51.69888214364018
Xc-3dv,0.5368586342290856
Xc-4dv,0.0
Xc-5dv,0.10621638910345696
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.2997751815397718
Xp-0dv,13.774896079623899
Xp-1dv,7.29011201573077
Xp-2dv,5.385604823708235
Xp-3dv,3.9303244500666756
Xp-4dv,3.087320217459766
Xp-5dv,2.321077296924002
Xp-6dv,1.353641176138143
Xp-7dv,0.7978509750522145
Xpc-4d,2.191530639064264
Xpc-5d,3.4537011819556334
Xpc-6d,5.289964115227585
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,5.192262165207532
AATS0dv,3.6455418381344304
AATS0pe,5.771484444444444
AATS0se,7.316525177777775
AATS1dv,3.8222222222222224
AATS1pe,6.184122222222224
AATS1se,7.513150666666661
AATS2dv,2.6951219512195124
AATS2pe,5.942067073170731
AATS2se,7.374907170731705
AATS3dv,1.8849557522123894
AATS3pe,5.8131150442477875
AATS3se,7.324034477876104
AATS4dv,1.3495934959349594
AATS4pe,5.713556910569106
AATS4se,7.244820650406504
AATS5dv,1.0681818181818181
AATS5pe,5.585545454545456
AATS5se,7.152547878787878
AATS6dv,0.8947368421052632
AATS6pe,5.507414285714285
AATS6se,7.124306165413535
AATS7dv,0.6666666666666666
AATS7pe,5.441360360360361
AATS7se,7.084605981981981
AATS8dv,0.6133333333333333
AATS8pe,5.551880000000001
AATS8se,7.1897619200000005
AATSC0Z,28.501728395061733
AATSC0c,0.011753513959944303
AATSC0d,0.5106172839506171
AATSC0i,1.311921240800989
AATSC0m,150.58696717728395
AATSC0p,0.3103047606930401
AATSC0v,55.11862242965198
AATSC1Z,-3.2508641975308636
AATSC1c,-0.005282028598344867
AATSC1d,0.251358024691358
AATSC1i,-0.14327911827903828
AATSC1m,-16.739474051851836
AATSC1p,-0.03733618979555549
AATSC1v,-3.1125703723840217
AATSC2Z,-0.5488828666064439
AATSC2c,0.00011900115825781672
AATSC2d,0.05008732309545313
AATSC2i,-0.042444058904337244
AATSC2m,-2.709849339614573
AATSC2p,-0.014248527623242415
AATSC2v,-1.186479004779681
AATSC3Z,-0.1648552387195453
AATSC3c,-0.0004059830326724364
AATSC3d,-0.012288867038129595
AATSC3i,0.04367055610514937
AATSC3m,-0.6225246364776613
AATSC3p,0.0003814750728839023
AATSC3v,0.008481556255989555
AATSC4Z,-0.44734718458295675
AATSC4c,-0.000193552136423563
AATSC4d,-0.06779885576633544
AATSC4i,-0.020030892554048524
AATSC4m,-1.9473040302198181
AATSC4p,-0.01762700679348715
AATSC4v,-4.196195077291914
AATSC5Z,0.09254769921436609
AATSC5c,-0.00024127106491431816
AATSC5d,-0.03570145903479238
AATSC5i,-0.16582055821591254
AATSC5m,0.7012449348372548
AATSC5p,-0.024289919821135465
AATSC5v,-4.920542773017206
AATSC6Z,0.9639357653392747
AATSC6c,0.0010735341092921438
AATSC6d,-0.00852872923048361
AATSC6i,-0.026377720142972155
AATSC6m,5.02575475521395
AATSC6p,0.0012202307593223824
AATSC6v,-0.332479443422091
AATSC7Z,1.5675408742075412
AATSC7c,-0.0008267990411635037
AATSC7d,-0.027334000667333987
AATSC7i,0.06523374012198264
AATSC7m,8.030234152846168
AATSC7p,0.018007320098491503
AATSC7v,3.637368538991742
AATSC8Z,0.6630123456790127
AATSC8c,-0.00028720650732993883
AATSC8d,-0.08780246913580246
AATSC8i,-0.05904947173027831
AATSC8m,3.644427695012334
AATSC8p,-0.0019435842009946957
AATSC8v,-1.4169161144835782
ATS0are,255.0225
ATS1are,271.25300000000004
ATS2are,478.14000000000004
ATS3are,646.992
ATS4are,692.052
ATS5are,726.1239999999999
ATS6are,723.4739999999998
ATS7are,597.088
ATS8are,411.84000000000003
ATSC0dv,107.99890260631003
ATSC0pe,3.197831111111109
ATSC0se,1.7603879999999994
ATSC1dv,44.77037037037036
ATSC1pe,-0.15122888888888938
ATSC1se,-0.1254806666666664
ATSC2dv,18.454948940710267
ATSC2pe,-0.07552558024691415
ATSC2se,-0.08347088888888875
ATSC3dv,-11.199164761469287
ATSC3pe,-0.5224025679012348
ATSC3se,-0.3078954444444441
ATSC4dv,-30.11881115683585
ATSC4pe,-0.7273361481481474
ATSC4se,-0.26356833333333335
ATSC5dv,-1.4988385916780977
ATSC5pe,-0.03927348148148066
ATSC5se,0.06628866666666632
ATSC6dv,19.040554793476606
ATSC6pe,0.7597458271604945
ATSC6se,0.5375187777777771
ATSC7dv,-6.48782807498857
ATSC7pe,0.48539881481481484
ATSC7se,0.16980233333333275
ATSC8dv,-36.918335619570186
ATSC8pe,-0.1737762962962959
ATSC8se,-0.11505033333333342
AXp-0dv,0.724994530506521
AXp-1dv,0.38369010609109316
AXp-2dv,0.2154241929483294
AXp-3dv,0.12282263906458361
AXp-4dv,0.07530049310877478
AXp-5dv,0.04463610186392312
AXp-6dv,0.026031561079579674
AXp-7dv,0.01477501805652249
BertzCT,388.33536492188733
ECIndex,3800000000
GATS1dv,0.7335643302782122
GATS1pe,1.0040638655088447
GATS1se,0.9766549697503555
GATS2dv,1.1800029566485433
GATS2pe,0.9103052468624396
GATS2se,0.7907842046129854
GATS3dv,1.2528806427461663
GATS3pe,1.0437970642245524
GATS3se,0.9671575821750157
GATS4dv,1.1046483818730926
GATS4pe,0.9145924514149016
GATS4se,0.7572456633774989
