DLiP-ID,I000Z6
AATSC4m,-5.17939891699511
AATSC4p,-0.02573601643736798
AATSC4s,-0.0043966867472403064
AATSC4v,-8.75776707170119
AATSC5Z,-2.204323223177908
AATSC5c,-0.0005520442582117871
AATSC5d,0.02510940093556664
AATSC5i,-0.26967300782430037
AATSC5m,-10.042176931582919
AATSC5p,-0.06025943915722602
AATSC5s,0.03894785987945135
AATSC5v,-10.618216313964325
AATSC6Z,1.192419313520095
AATSC6c,-0.0043432090915064905
AATSC6d,0.011980586817143375
AATSC6i,0.0703821219968843
AATSC6m,5.831805166124485
AATSC6p,0.02099361447807035
AATSC6s,-0.24096095563944742
AATSC6v,9.626618866404053
AATSC7Z,-1.4466375957354427
AATSC7c,0.01019978294206548
AATSC7d,-0.16678522925693587
AATSC7i,0.011353387008136255
AATSC7m,-6.25657071914986
AATSC7p,-0.039359163680340176
AATSC7s,0.26906533626906726
AATSC7v,-3.263148639051753
AATSC8Z,-4.157084653689452
AATSC8c,-0.004132099280054934
AATSC8d,-0.09846084200995928
AATSC8i,0.10045325028972606
AATSC8m,-19.377608873472166
AATSC8p,-0.007114710238046877
AATSC8s,-0.7080835446213615
AATSC8v,-11.771521459179525
ATS0are,301.60339999999985
ATS1are,318.01980000000003
ATS2are,533.238
ATS3are,602.1289999999999
ATS4are,716.4549999999998
ATS5are,765.8509999999999
ATS6are,792.2678000000003
ATS7are,653.2229
ATS8are,612.798
ATSC0dv,217.62647754137123
ATSC0pe,6.841140425531913
ATSC0se,4.902367106382975
ATSC1dv,57.22629646396056
ATSC1pe,0.4734472159348102
ATSC1se,0.5647074210049788
ATSC2dv,56.49564911221769
ATSC2pe,1.4329422363060167
ATSC2se,0.5490216441828868
ATSC3dv,-92.68965343795585
ATSC3pe,-1.6153982797646032
ATSC3se,-1.2703853571751933
ATSC4dv,-94.63965595291988
ATSC4pe,-1.2576958804889127
ATSC4se,-0.43686369352648424
ATSC5dv,46.48322518987977
ATSC5pe,-0.7257670439112741
ATSC5se,-0.528070739701223
ATSC6dv,63.26869875760779
ATSC6pe,-0.595436487098235
ATSC6se,-1.3861815685830692
ATSC7dv,5.6629948191740915
ATSC7pe,4.025458261656853
ATSC7se,2.918931693073787
ATSC8dv,-256.83924349881795
ATSC8pe,-7.3976595744680855
ATSC8se,-4.277315957446808
AXp-0dv,0.6020241408717868
AXp-1dv,0.33190272456904674
AXp-2dv,0.17908132230810633
AXp-3dv,0.09844983225220529
AXp-4dv,0.056609462844283774
AXp-5dv,0.032321750497022884
AXp-6dv,0.01858907328194739
AXp-7dv,0.0104479712000663
BertzCT,1053.954106739247
ECIndex,503
ETA_eta,21.11300778362836
GATS1dv,0.5567070532045265
GATS1pe,0.6398458791852293
GATS1se,0.6339078973591302
GATS2dv,0.8559393592871356
GATS2pe,0.8542258899528885
GATS2se,0.9485915873307639
GATS3dv,1.200451355696532
GATS3pe,1.0735234980107835
GATS3se,1.1314039482637428
GATS4dv,1.195400805094306
GATS4pe,1.1379425485242707
GATS4se,1.1506581714979234
GATS5dv,0.8573260660177859
GATS5pe,1.031773636306335
GATS5se,1.0555511186821922
GATS6dv,0.9275942921160895
GATS6pe,1.0801885717543633
GATS6se,1.1398862016839113
GATS7dv,1.122281158052862
GATS7pe,0.98925847175879
GATS7se,1.0655703015624547
GATS8dv,1.6606141913617791
GATS8pe,1.7553568274046631
GATS8se,1.7145398982985447
LogEE_A,4.22170846183359
LogEE_D,136.37561902369234
MATS1dv,0.2522235799681825
MATS1pe,0.06638116038071193
MATS1se,0.11048910184831537
MATS2dv,0.14879463613876595
MATS2pe,0.12005608699575546
MATS2se,0.06419003936072762
MATS3dv,-0.21758530251907157
MATS3pe,-0.12063161483373572
MATS3se,-0.13238527450007148
MATS4dv,-0.18751360360626115
MATS4pe,-0.0792717586745342
MATS4se,-0.03842478831589753
MATS5dv,0.0836567777584658
MATS5pe,-0.041551370266332065
MATS5se,-0.042189355039055604
MATS6dv,0.10592179145420752
MATS6pe,-0.03171137594396687
MATS6se,-0.10302021168979321
MATS7dv,0.01247975943658076
MATS7pe,0.28220103686246895
MATS7se,0.28555507606961467
MATS8dv,-0.590091900582254
MATS8pe,-0.5406744427332013
MATS8se,-0.4362500670214661
MAXaaCH,1.7713166099773243
MAXaasC,0.7559210443436636
MAXsCH3,1.8028986152669413
MAXssNH,2.558701105442177
MDEC-11,0.7423464047399291
MDEC-12,4.52360502359293
MDEC-13,7.058042128565513
MDEC-22,5.674166950541506
MDEC-23,14.47051858872636
MDEC-33,8.610634659120294
MDEN-22,0.14285714285714285
MDEO-11,0.4999999999999999
MDEO-12,1.1555140713325074
MDEO-22,0.3805302864611146
MINaaCH,1.5447581254724112
MINaasC,0.007783446712018582
MINsCH3,1.4236440224237843
MINssNH,2.558701105442177
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1607142857142856
SM1_Dzi,1.2292696050370093
SM1_Dzm,2.156686954890782
SM1_Dzp,-6.023697027024914
SM1_Dzv,-2.4760427716055182
SddssSe,0
SpAD_Dt,472.8145949448521
SpAbs_A,34.13552569344888
SpAbs_D,272.7512380473848
SpMAD_A,1.2642787293869957
SpMAD_D,10.101897705458692
SpMax_A,2.475607648670829
SpMax_D,136.37561902369234
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,99.03999999999999
TpiPC10,8.686184101145294
VAdjMat,5.857980995127572
VE1_DzZ,5.094791137615571
VE1_Dzi,5.119346461257703
VE1_Dzm,5.09475223012121
VE1_Dzp,5.056896901523334
VE1_Dzv,5.097562730641714
VE2_DzZ,0.18869596805983596
VE2_Dzi,0.18960542449102605
VE2_Dzm,0.18869452704152628
VE2_Dzp,0.18729247783419756
VE2_Dzv,0.1887986196533968
VE3_DzZ,2.621470445246197
VE3_Dzi,2.62627855962887
VE3_Dzm,2.621462808496844
VE3_Dzp,2.6140048076199687
VE3_Dzv,2.6220143025592932
VR1_DzZ,164.97459604345622
VR1_Dzi,162.84317996143128
VR1_Dzm,164.97958145887455
VR1_Dzp,169.08381848648733
VR1_Dzv,165.30660176622024
VR2_DzZ,6.1101702238317115
VR2_Dzi,6.031228887460418
VR2_Dzm,6.110354868847206
VR2_Dzp,6.262363647647679
VR2_Dzv,6.1224667320822315
VR3_DzZ,6.099043271684295
VR3_Dzi,6.0860394245889475
VR3_Dzm,6.099073490519264
VR3_Dzp,6.123646332357854
VR3_Dzv,6.101053715129415
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10888847206746699
Xch-7dv,0.13536066322972035
Xpc-4dv,2.3363204856483035
Xpc-5dv,3.433394405755483
Xpc-6dv,4.35820348961385
Zagreb1,142.0
Zagreb2,169.0
fragCpx,139.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,29
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.417093617021274
AATS1are,6.490200000000001
AATS2are,6.502902439024391
AATS3are,6.544880434782607
AATS4are,6.572981651376145
AATS5are,6.382091666666666
AATS6are,6.141610852713181
AATS7are,6.6655397959183675
AATS8are,6.519127659574468
AATSC0dv,4.630350585986622
AATSC0pe,0.14555617926663644
AATSC0se,0.1043056831145314
AATSC1dv,1.1678836013053175
AATSC1pe,0.00966218808030225
AATSC1se,0.011524641244999568
AATSC2dv,0.6889713306368012
AATSC2pe,0.017474905320805083
AATSC2se,0.0066953859046693515
AATSC3dv,-1.0074962330212593
AATSC3pe,-0.017558676953963077
AATSC3se,-0.01380853649103471
AATSC4dv,-0.8682537243387145
AATSC4pe,-0.011538494316412042
AATSC4se,-0.004007923793820956
AATSC5dv,0.3873602099156647
AATSC5pe,-0.0060480586992606175
AATSC5se,-0.004400589497510192
AATSC6dv,0.49045502912874256
AATSC6pe,-0.004615786721691745
AATSC6se,-0.010745593554907514
AATSC7dv,0.05778566142014379
AATSC7pe,0.04107610471078421
AATSC7se,0.02978501727626313
AATSC8dv,-2.7323323776469994
AATSC8pe,-0.07869850611136261
AATSC8se,-0.045503361249434125
AETA_eta,0.7819632512454947
ATSC0are,7.45326382978723
ATSC1are,0.23709515617926497
ATSC2are,1.4250971480307806
ATSC3are,-1.9154951561792688
ATSC4are,-1.1444161158895456
ATSC5are,-0.509784246265279
ATSC6are,-1.3482305115436848
ATSC7are,4.948843503847891
ATSC8are,-7.54907659574468
BCUTZ-1h,16.013123108166933
BCUTZ-1l,5.686033810032617
BCUTc-1h,0.47478508699969907
BCUTc-1l,-0.5275536232496519
BCUTd-1h,4.043948926022036
BCUTd-1l,0.971477577400043
BCUTi-1h,14.564992139719129
BCUTi-1l,10.319765991013996
BCUTm-1h,32.06654413957706
BCUTm-1l,11.697622998604087
BCUTp-1h,2.954584018767906
BCUTp-1l,0.7157112916530178
BCUTs-1h,7.014208342706778
BCUTs-1l,0.2989231420862096
BCUTv-1h,24.44183208720918
BCUTv-1l,14.681679617231293
BalabanJ,1.7153763964938171
Diameter,11
ETA_beta,37.5
GATS1are,0.6895592943320634
GATS2are,0.8812717984383632
GATS3are,1.106142917824949
GATS4are,1.1497795177321337
GATS5are,1.027161188463106
GATS6are,1.1070306460765336
GATS7are,0.9838656421600157
GATS8are,1.749049966400555
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,236.40729747242605
MATS1are,0.03051251211005605
MATS2are,0.10959278964825417
MATS3are,-0.1312939136412212
MATS4are,-0.06620775019597318
MATS5are,-0.026789001572161016
MATS6are,-0.06590612904491172
MATS7are,0.3184410212660784
MATS8are,-0.5064275710712487
MAXddssS,-3.933969671201813
MINddssS,-3.933969671201813
NsssssAs,0
RotRatio,0.20689655172413793
SM1_Dzpe,1.6276009791921668
SM1_Dzse,1.594356091478482
SMR_VSA1,22.414617828902383
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,18.742957874899023
SMR_VSA6,18.941689947007156
SMR_VSA7,53.91874489295417
SMR_VSA8,0.0
SMR_VSA9,22.6259266499618
SpAD_DzZ,179.01044705300518
SpAD_Dzi,211.05494047233913
SpAD_Dzm,179.02872722019066
SpAD_Dzp,261.0258769484391
SpAD_Dzv,244.73902855585465
SpAbs_Dt,472.8145949448524
SpDiam_A,4.929059774820493
SpDiam_D,197.22346197847543
SpMAD_Dt,17.511651664624154
SpMax_Dt,236.40729747242605
SsssssAs,0
VE1_Dzpe,5.119143098586923
VE1_Dzse,5.117241039797851
VE2_Dzpe,0.1895978925402564
VE2_Dzse,0.18952744591843892
VE3_Dzpe,2.6262388344976153
VE3_Dzse,2.625867207410306
VMcGowan,277.2500000000003
VR1_Dzpe,162.61977684905705
VR1_Dzse,162.81445911515615
VR2_Dzpe,6.022954698113224
VR2_Dzse,6.030165152413191
VR3_Dzpe,6.084666591565796
VR3_Dzse,6.085863037838549
mZagreb1,9.95138888888889
mZagreb2,6.013888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15858008148483468
AATSC1are,0.0048386766567196935
AATSC2are,0.017379233512570494
AATSC3are,-0.020820599523687703
AATSC4are,-0.010499230421005005
AATSC5are,-0.004248202052210658
AATSC6are,-0.01045139931429213
AATSC7are,0.05049840310048868
AATSC8are,-0.08030932548664553
AETA_beta,1.3888888888888888
BCUTdv-1h,6.033640076799761
BCUTdv-1l,0.6442305598757296
BCUTpe-1h,3.537320028919058
BCUTpe-1l,2.2303781190146315
BCUTse-1h,3.7684426622909597
BCUTse-1l,2.4284854566546965
ETA_alpha,12.8
ETA_dBeta,3.5
ETA_eta_B,0.545673074663501
ETA_eta_F,30.66859229700764
ETA_eta_L,5.224503027737625
ETA_eta_R,51.781600080636
ETA_psi_1,0.5378151260504205
LabuteASA,157.508422075041
LogEE_DzZ,89.20481342733525
LogEE_Dzi,105.57299874005983
LogEE_Dzm,89.21347980910751
LogEE_Dzp,129.20333419553276
LogEE_Dzv,121.9109878387411
PEOE_VSA1,13.996820844573445
PEOE_VSA2,4.722094864452088
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.355764462510276
PEOE_VSA7,43.67639416492468
PEOE_VSA8,5.563451491696996
PEOE_VSA9,25.60090935208709
SM1_Dzare,1.7753167695229957
SpAD_Dzpe,206.8462329098955
SpAD_Dzse,205.29348088380783
SpAbs_DzZ,177.16983858739673
SpAbs_Dzi,209.9167278750826
SpAbs_Dzm,177.19154944380227
SpAbs_Dzp,264.4303654180904
SpAbs_Dzv,246.29801844908775
SpDiam_Dt,339.22821690007856
SpMAD_DzZ,6.630016557518711
SpMAD_Dzi,7.8168496471236715
SpMAD_Dzm,6.630693600747803
SpMAD_Dzp,9.66762507216441
SpMAD_Dzv,9.064408465031654
SpMax_DzZ,89.20481342733525
SpMax_Dzi,105.57299874005983
SpMax_Dzm,89.21347980910751
SpMax_Dzp,129.20333419553276
SpMax_Dzv,121.9109878387411
VE1_Dzare,5.120595520533157
VE2_Dzare,0.18965168594567247
VE3_Dzare,2.6265225179020457
VR1_Dzare,162.43036934441858
VR2_Dzare,6.015939605348836
VR3_Dzare,6.083501186607244
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4740740740740741
AETA_dBeta,0.12962962962962962
AETA_eta_B,0.020210113876425965
AETA_eta_F,1.1358737887780608
AETA_eta_L,0.19350011213843055
AETA_eta_R,1.9178370400235554
BCUTare-1h,3.581551436205464
BCUTare-1l,2.177925404803152
ETA_beta_s,17.0
ETA_dPsi_A,0.1761848739495795
ETA_dPsi_B,0.0
ETA_eta_BR,0.803673074663501
ETA_eta_FL,7.64403745997197
ETA_eta_RL,12.868540487709595
LogEE_Dzpe,103.4833979726956
LogEE_Dzse,102.70579066751422
PEOE_VSA10,22.154754560960026
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,14.195820772052187
SlogP_VSA2,27.79405532400945
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.454175413722904
SlogP_VSA6,51.883147891722395
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,206.49085858076432
SpAbs_Dzpe,205.3391949661991
SpAbs_Dzse,203.81722524355
SpDiam_DzZ,127.7593222767164
SpDiam_Dzi,155.14426754207943
SpDiam_Dzm,127.76606934909307
SpDiam_Dzp,181.51093714972262
SpDiam_Dzv,176.54235720805758
SpMAD_Dzpe,7.6609715892553885
SpMAD_Dzse,7.603462254955845
SpMax_Dzpe,103.4833979726956
SpMax_Dzse,102.70579066751422
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6296296296296297
AETA_eta_BR,0.029765669431981518
AETA_eta_FL,0.2831124985174804
AETA_eta_RL,0.47661261065591093
DetourIndex,3092
EState_VSA1,10.023291153407584
EState_VSA2,10.644995308801679
EState_VSA3,28.454525013387368
EState_VSA4,5.563451491696996
EState_VSA5,14.219595082555067
EState_VSA6,56.31204387861251
EState_VSA7,0.0
EState_VSA8,9.878758121577533
EState_VSA9,13.996820844573445
ETA_beta_ns,20.5
ETA_shape_p,0.20833333333333331
ETA_shape_x,0.06510416666666667
ETA_shape_y,0.3125
GhoseFilter,True
LogEE_Dzare,103.31118176332747
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,204.84704675713195
SpDiam_Dzpe,152.30982787126297
SpDiam_Dzse,150.78730366484572
SpMAD_Dzare,7.647809577065345
SpMax_Dzare,103.31118176332747
TopoPSA(NO),90.66
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,31.30561449156236
VSA_EState9,38.878355179639456
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7592592592592593
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0259259259259259
FilterItLogS,-6.151947049137023
SpDiam_Dzare,152.36295225537063
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6340425531914895
ETA_epsilon_2,0.8814814814814811
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5573770491803277
ETA_epsilon_5,0.8607142857142854
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.19378281293174915
ETA_dEpsilon_B,0.07666550401116179
ETA_dEpsilon_C,-0.11711730892058736
ETA_dEpsilon_D,0.020767195767195656
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7037037037037037
MDEDescriptor,"0.7423464047399291,4.52360502359293,7.058042128565513,0.0,5.674166950541506,14.47051858872636,0.0,8.610634659120294,0.0,0.0,0.4999999999999999,1.1555140713325074,0.3805302864611146,0.0,0.0,0.0,0.14285714285714285,0.0,0.0"
APolDescriptor,55.885859999999994
BCUTDescriptor,"11.996157103489162,31.972072378088445,-0.376233137717764,0.24771880363296517,5.153103430836683,12.805695394306419"
BPolDescriptor,34.74813999999999
TPSADescriptor,99.04
ALOGPDescriptor,"3.3461000000000016,11.196385210000011,101.2603"
XLogPDescriptor,3.5420000000000007
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,388.1092929
ChiPathDescriptor,"19.604083527755577,12.868540487709597,11.862791502331248,9.877089754403334,8.379664457808932,6.260670489431431,3.835828506908971,2.9362214086318335,15.64189699350876,8.512111995136777,6.282524343151798,4.472510574467447,3.1820555987082533,1.9391455262246438,1.0324034738463466,0.6642664629117323"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3993803603627413,0.525171629676022,0.0,0.0,0.02282177322938192,0.10888847206746698,0.12062007345814699"
AtomCountDescriptor,47
BondCountDescriptor,29
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.417510244418517,0.20412414523193154,0.6394670911158696,0.08333333333333333,0.864972167064274,0.025499585890087693,0.16291442431492167,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,2,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"54.34254393139395,2.01268681227385,23.111299068086936,13.58076282954713,6.0265119352058925"
FractionalPSADescriptor,0.25518585051123366
WienerNumbersDescriptor,"1783.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.152229851065229,8.836839980294306,11.908252345428217,1.7303286039671313,2.46590372183355,2.5976004200277236"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,9.212018140589569,4.775510204081633"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1699.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"37.7200588187077,40.44232472796996,52.876667236608846,59.771197191604216,62.98992046723908"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5776815571626521,-0.24700823689460585,-0.028904365219302453,-0.07090518320904451,0.12191192258348979"
EccentricConnectivityIndexDescriptor,503
AutocorrelationDescriptorPolarizability,"2072.3875220242894,2452.6774158805215,3558.8289226158013,3692.145814722788,3504.8237604120945"
