DLiP-ID,C001MB
JGI6,0.01829265039349073
JGI7,0.017973856209150325
JGI8,0.01429516250944822
JGI9,0.01008487654320988
MIC0,15.510118440327744
MIC1,29.981738695844893
MIC2,33.29534538895603
MIC3,34.54316077239451
MIC4,34.795462401099456
MIC5,34.795462401099456
MPC2,29
MPC3,36
MPC4,44
MPC5,48
MPC6,48
MPC7,48
MPC8,53
MPC9,45
Mare,0.9551020408163267
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2756961590912969
RPCG,0.11842275040290978
SIC0,0.25090062499182453
SIC1,0.5581878658884483
SIC2,0.7963109164772418
SIC3,0.8281328945445156
SIC4,0.8727120877309049
SIC5,0.8727120877309049
SaaN,0
SaaO,0
SaaS,0
Sare,46.800000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.143509700176367
SsSH,0
SssO,5.878354119425548
SssS,0
StCH,0
StsC,0
TIC0,69.02797624277652
TIC1,153.56908236800697
TIC2,219.08168234433748
TIC3,227.83656984650094
TIC4,240.10123235299133
TIC5,240.10123235299133
Vabc,311.41065449295587
WPol,28
apol,51.94420399999997
bpol,30.905795999999995
nRot,6
ABCGG,13.501846735928932
ATS0Z,1106.0
ATS0d,128.0
ATS0i,8083.5003724408725
ATS0m,4445.7744
ATS0p,67.109269335772
ATS0v,9250.19885936814
ATS1Z,986.0
ATS1d,159.0
ATS1i,7203.28501247004
ATS1m,3589.8509049999993
ATS1p,82.874876776
ATS1v,11489.036025326643
ATS2Z,1416.0
ATS2d,270.0
ATS2i,13838.533952887134
ATS2m,5084.107217000001
ATS2p,123.435983125584
ATS2v,16660.06826091668
ATS3Z,1556.0
ATS3d,298.0
ATS3i,18846.123198183228
ATS3m,5345.971892
ATS3p,142.193592146376
ATS3v,18513.41522340565
ATS4Z,1450.0
ATS4d,284.0
ATS4i,20553.724307157463
ATS4m,4862.788280999999
ATS4p,142.93815749371498
ATS4v,18066.605332676725
ATS5Z,1213.0
ATS5d,258.0
ATS5i,20633.788334785262
ATS5m,3853.6111819999996
ATS5p,131.967820883413
ATS5v,15912.701363745906
ATS6Z,1048.0
ATS6d,229.0
ATS6i,20050.091373779396
ATS6m,3420.163933
ATS6p,109.35238417784599
ATS6v,13216.764231996072
ATS7Z,962.0
ATS7d,195.0
ATS7i,14689.28869344827
ATS7m,3234.1912249999996
ATS7p,94.05617783431899
ATS7v,11875.425604240998
ATS8Z,871.0
ATS8d,179.0
ATS8i,12889.726575673682
ATS8m,2871.0393109999995
ATS8p,93.07467072097998
ATS8v,11495.065922616666
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,3
C2SP3,6
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.6470588235294118
GGI10,0.09774920926436081
JGI10,0.01396417275205154
JGT10,0.4959457424297311
Kier1,19.047619047619047
Kier2,8.585017835909632
Kier3,5.0
MPC10,37
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.442417710521793
MWC04,6.3080984415095305
MWC05,7.158513997329321
MWC06,8.027802848370312
MWC07,8.888618807300878
MWC08,9.760713578544673
MWC09,10.627866891777025
MWC10,11.50254174021549
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.031720000000002
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,2.3978952727983707
SRW06,6.555356891810665
SRW07,4.59511985013459
SRW08,8.133587417660966
SRW09,6.6293632534374485
SRW10,9.765546451422905
SaaCH,4.1750107342319644
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.116808716025438
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,8.318316376201027
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3101764193331658
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2000000885
Xc-3d,1.5541872652929856
Xc-4d,0.0
Xc-5d,0.386488648831137
Xc-6d,0.0
Xp-1d,9.486071002992368
Xp-2d,8.734793837680813
Xp-3d,6.761451527592493
Xp-4d,5.3100968466218665
Xp-5d,3.73912973889232
Xp-6d,2.450978244001882
Xp-7d,1.562200790952704
ZMIC0,72.72727169655705
ZMIC1,36.184116584541
ZMIC2,27.461872409758072
ZMIC3,24.788394476581217
ZMIC4,23.28621854685277
ZMIC5,23.28621854685277
nAcid,0
nAtom,49
nBase,1
nRing,2
piPC1,3.2188758248682006
piPC2,3.7256934272366524
piPC3,4.185859671057874
piPC4,4.643188253175612
piPC5,5.051857208637838
piPC6,5.147494476813453
piPC7,5.2212000632036055
piPC8,5.390640133930695
piPC9,5.200566711204352
AATS0Z,22.571428571428573
AATS0d,2.6122448979591835
AATS0i,164.96939535593617
AATS0m,90.73008979591837
AATS0p,1.3695769252198366
AATS0v,188.77956855853347
AATS1Z,20.122448979591837
AATS1d,3.2448979591836733
AATS1i,147.00581658102124
AATS1m,73.26226336734692
AATS1p,1.6913240158367346
AATS1v,234.47012296584984
AATS2Z,15.910112359550562
AATS2d,3.033707865168539
AATS2i,155.48914553805767
AATS2m,57.124800191011246
AATS2p,1.386921158714427
AATS2v,187.19177821254695
AATS3Z,13.2991452991453
AATS3d,2.547008547008547
AATS3i,161.0779760528481
AATS3m,45.69206745299145
AATS3p,1.2153298474049232
AATS3v,158.23431814876622
AATS4Z,11.417322834645669
AATS4d,2.236220472440945
AATS4i,161.84034887525561
AATS4m,38.289671503937
AATS4p,1.1254973031001179
AATS4v,142.25673490296634
AATS5Z,9.551181102362206
AATS5d,2.031496062992126
AATS5i,162.47077428964772
AATS5m,30.343395133858266
AATS5p,1.0391166998693937
AATS5v,125.29686113185753
AATS6Z,8.806722689075631
AATS6d,1.9243697478991597
AATS6i,168.48816280486886
AATS6m,28.74087338655462
AATS6p,0.9189275981331596
AATS6v,111.06524564702582
AATS7Z,10.808988764044944
AATS7d,2.191011235955056
AATS7i,165.04818756683449
AATS7m,36.339227247191005
AATS7p,1.0568109869024604
AATS7v,133.43174836225842
AATS8Z,10.8875
AATS8d,2.2375
AATS8i,161.121582195921
AATS8m,35.887991387499994
AATS8p,1.1634333840122497
AATS8v,143.68832403270832
ATS0dv,206.44444444444446
ATS0pe,288.9569
ATS0se,365.286457
ATS1dv,208.0
ATS1pe,307.318
ATS1se,372.989372
ATS2dv,275.0
ATS2pe,537.228
ATS2se,666.116908
ATS3dv,274.0
ATS3pe,705.3332
ATS3se,882.0421120000001
ATS4dv,210.0
ATS4pe,746.2606
ATS4se,944.296524
ATS5dv,157.0
ATS5pe,732.5335
ATS5se,934.1542000000001
ATS6dv,157.0
ATS6pe,676.567
ATS6se,873.4483160000001
ATS7dv,141.0
ATS7pe,519.8495
ATS7se,661.797836
ATS8dv,89.0
ATS8pe,463.8715
ATS8se,586.8522439999999
ATSC0Z,516.2040816326531
ATSC0c,0.689806676991993
ATSC0d,28.0
ATSC0i,62.523814420391204
ATSC0m,2435.3281560000005
ATSC0p,12.04395649508596
ATSC0v,2539.591860382507
ATSC1Z,-54.81632653061223
ATSC1c,-0.2861366498099976
ATSC1d,13.285714285714285
ATSC1i,-0.11793051251507358
ATSC1m,-256.65379014285753
ATSC1p,-0.8231371549387774
ATSC1v,-57.88825020422991
ATSC2Z,23.996668054977096
ATSC2c,-0.14488524277684847
ATSC2d,1.632653061224489
ATSC2i,-2.909029338374685
ATSC2m,116.5253283469385
ATSC2p,0.1430945697959501
ATSC2v,224.21598802795606
ATSC3Z,-78.3648479800083
ATSC3c,0.20074772298786125
ATSC3d,-4.653061224489797
ATSC3i,11.331416017602335
ATSC3m,-377.89254265306135
ATSC3p,-1.1973980461131695
ATSC3v,-384.5581506313022
ATSC4Z,-57.05955851728447
ATSC4c,-0.08934175256324436
ATSC4d,-8.244897959183675
ATSC4i,1.1535808452417333
ATSC4m,-272.3513835306123
ATSC4p,-1.1717553666041187
ATSC4v,-324.6745679849117
ATSC5Z,-120.59017076218242
ATSC5c,-0.058632360789243845
ATSC5d,-1.3877551020408165
ATSC5i,-32.192572435628776
ATSC5m,-583.3175519591833
ATSC5p,-5.303623739190771
ATSC5v,-1141.8365789944478
ATSC6Z,114.23906705539356
ATSC6c,0.02347320191038083
ATSC6d,7.571428571428572
ATSC6i,8.44079029572934
ATSC6m,552.4279398571432
ATSC6p,3.575435149707366
ATSC6v,802.8306471192288
ATSC7Z,17.54768846314035
ATSC7c,0.001622479811914327
ATSC7d,-3.36734693877551
ATSC7i,3.254086298511835
ATSC7m,92.93153606122453
ATSC7p,1.9495176133912786
ATSC7v,338.6368251545583
ATSC8Z,-77.70054144106624
ATSC8c,0.00677224176093192
ATSC8d,-10.591836734693878
ATSC8i,-10.481290932565111
ATSC8m,-370.0224454489795
ATSC8p,-1.6551698548513625
ATSC8v,-464.08879662549055
AXp-1d,0.45171766680916037
AXp-2d,0.30119978750623494
AXp-3d,0.18781809798868038
AXp-4d,0.12068401924140605
AXp-5d,0.07789853622692333
AXp-6d,0.051062046750039204
AXp-7d,0.03254584981151467
GATS1Z,0.929864790068791
GATS1c,1.42038702617911
GATS1d,0.9096209912536443
GATS1i,1.379202693842928
GATS1m,0.9376841940407776
GATS1p,1.2430557694630122
GATS1v,1.2053610857494295
GATS2Z,0.636278266462802
GATS2c,1.17399499983889
GATS2d,1.4157303370786516
GATS2i,1.2319015801312294
GATS2m,0.6454616147611048
GATS2p,1.0018906291857677
GATS2v,1.0090334092410929
GATS3Z,0.7458787226321029
GATS3c,1.2304679844199513
GATS3d,1.2527472527472525
GATS3i,1.054626458229346
GATS3m,0.7542110973834776
GATS3p,0.9617782649146057
GATS3v,1.0400302644129635
GATS4Z,0.7135064865527848
GATS4c,1.3482604048533553
GATS4d,1.093363329583802
GATS4i,1.0200930603011542
GATS4m,0.7206918537140282
GATS4p,0.9522632688135054
GATS4v,1.0151233170246903
GATS5Z,0.7471866285552766
GATS5c,1.2077976446384822
GATS5d,0.843644544431946
GATS5i,1.174201445622162
GATS5m,0.7565127583000839
GATS5p,1.0734647416251752
GATS5v,1.128500862929578
GATS6Z,0.580579444555556
GATS6c,1.1586115471406606
GATS6d,0.6698679471788715
GATS6i,0.8112876414934951
GATS6m,0.5829286619535793
GATS6p,0.7008899021406708
GATS6v,0.7520164102581534
GATS7Z,0.6618756679871676
GATS7c,1.4164729705858328
GATS7d,1.0401284109149278
GATS7i,0.9453302419734334
GATS7m,0.6648488302064343
GATS7p,0.7788620866230369
GATS7v,0.8503411158748152
GATS8Z,0.7328496876729659
GATS8c,0.8647074031099521
GATS8d,1.3178571428571428
GATS8i,1.190344200746954
GATS8m,0.7433339338027182
GATS8p,1.0115042051199763
GATS8v,1.0984726182856974
MATS1Z,-0.10619119158693759
MATS1c,-0.41480701673944353
MATS1d,0.4744897959183673
MATS1i,-0.0018861695117022854
MATS1m,-0.10538776448279912
MATS1p,-0.06834441450154893
MATS1v,-0.022794312388255536
MATS2Z,0.025593847810423575
MATS2c,-0.11563860193252347
MATS2d,0.0321027287319422
MATS2i,-0.02561584633148826
MATS2m,0.026343223643338357
MATS2p,0.006541239469576878
MATS2v,0.04860810879863225
MATS3Z,-0.06357847102687775
MATS3c,0.1218802825611006
MATS3d,-0.06959706959706961
MATS3i,0.07590125157987739
MATS3m,-0.0649861861176703
MATS3p,-0.04163701484519104
MATS3v,-0.06341738242492709
MATS4Z,-0.042648065054175496
MATS4c,-0.049971160203406334
MATS4d,-0.11361079865016874
MATS4i,0.007118605566326848
MATS4m,-0.0431483760429172
MATS4p,-0.0375370494279882
MATS4v,-0.049326091470760884
MATS5Z,-0.09013279424518839
MATS5c,-0.032794600621127844
MATS5d,-0.01912260967379078
MATS5i,-0.19865640651013533
MATS5m,-0.09241445649399362
MATS5p,-0.16990098114286362
MATS5v,-0.1734731977613911
MATS6Z,0.09112600523723362
MATS6c,0.014011804180981042
MATS6d,0.11134453781512607
MATS6i,0.055588731521826175
MATS6m,0.09340438479144765
MATS6p,0.12223873470660297
MATS6v,0.1301694695283035
MATS7Z,0.018715634475645053
MATS7c,0.0012949648529939643
MATS7d,-0.06621187800963083
MATS7i,0.02865429147533206
MATS7m,0.021009305639464616
MATS7p,0.08911771828612933
MATS7v,0.07341356780625216
MATS8Z,-0.09219528346643473
MATS8c,0.006013276207558294
MATS8d,-0.2316964285714286
MATS8i,-0.10267752784613236
MATS8m,-0.09306291937664432
MATS8p,-0.08417429409597216
MATS8v,-0.11192916167651415
MAXsOH,10.143509700176367
MAXssO,5.878354119425548
MINsOH,10.143509700176367
MINssO,5.878354119425548
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.8147451935957526
SssNH2,0
SsssAs,0
SsssCH,-0.09025459232259492
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,430
TMWC10,114.33169453241027
TSRW10,67.90697345517874
Xc-3dv,0.9407908842933479
Xc-4dv,0.0
Xc-5dv,0.1558189973107892
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.1916383190435099
Xch-7d,0.42506934486061637
Xp-0dv,14.295385228049732
Xp-1dv,7.669771253839112
Xp-2dv,6.179651195451863
Xp-3dv,4.058957689721706
Xp-4dv,2.9442609542218836
Xp-5dv,1.6545616721630036
Xp-6dv,0.9451427295806744
Xp-7dv,0.527346168227314
Xpc-4d,3.2291769947601954
Xpc-5d,4.617768089332922
Xpc-6d,6.457686761786656
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,5.052656569191993
AATS0dv,4.213151927437642
AATS0pe,5.897079591836735
AATS0se,7.454825653061224
AATS1dv,4.244897959183674
AATS1pe,6.271795918367347
AATS1se,7.6120280000000005
AATS2dv,3.0898876404494384
AATS2pe,6.036269662921348
AATS2se,7.484459640449438
AATS3dv,2.341880341880342
AATS3pe,6.028488888888889
AATS3se,7.5388214700854705
AATS4dv,1.6535433070866141
AATS4pe,5.876067716535433
AATS4se,7.435405700787402
AATS5dv,1.236220472440945
AATS5pe,5.76798031496063
AATS5se,7.355544881889764
AATS6dv,1.319327731092437
AATS6pe,5.685436974789916
AATS6se,7.339901815126051
AATS7dv,1.5842696629213484
AATS7pe,5.841005617977529
AATS7se,7.435930741573033
AATS8dv,1.1125
AATS8pe,5.798393750000001
AATS8se,7.3356530499999995
AATSC0Z,10.534777176176595
AATSC0c,0.014077687285550878
AATSC0d,0.5714285714285714
AATSC0i,1.275996212661045
AATSC0m,49.70057461224491
AATSC0p,0.24579503051195836
AATSC0v,51.82840531392872
AATSC1Z,-1.118700541441066
AATSC1c,-0.005839523465510155
AATSC1d,0.27113702623906705
AATSC1i,-0.0024067451533688485
AATSC1m,-5.237832451895052
AATSC1p,-0.01679871744773015
AATSC1v,-1.1813928613108144
AATSC2Z,0.2696254837637876
AATSC2c,-0.001627924076144365
AATSC2d,0.018344416418252685
AATSC2i,-0.03268572290308635
AATSC2m,1.3092733522127922
AATSC2p,0.001607804155010675
AATSC2v,2.5192807643590567
AATSC3Z,-0.6697850254701565
AATSC3c,0.0017157925041697544
AATSC3d,-0.03976975405546835
AATSC3i,0.0968497095521567
AATSC3m,-3.2298507919065074
AATSC3p,-0.010234171334300594
AATSC3v,-3.2868218002675404
AATSC4Z,-0.44928786234082263
AATSC4c,-0.0007034783666397195
AATSC4d,-0.06492045637152499
AATSC4i,0.009083313742060893
AATSC4m,-2.144499082918207
AATSC4p,-0.009226420209481249
AATSC4v,-2.5564926612985173
AATSC5Z,-0.9495289036392317
AATSC5c,-0.0004616721321987704
AATSC5d,-0.010927205527880445
AATSC5i,-0.25348482232778563
AATSC5m,-4.59305159022979
AATSC5p,-0.04176081684402182
AATSC5v,-8.990839204680691
AATSC6Z,0.9599921601293576
AATSC6c,0.00019725379756622546
AATSC6d,0.06362545018007204
AATSC6i,0.07093101088848185
AATSC6m,4.642251595438178
AATSC6p,0.030045673526952657
AATSC6v,6.746476026212007
AATSC7Z,0.19716503891168932
AATSC7c,1.8230110246228393e-05
AATSC7d,-0.03783535886264618
AATSC7i,0.03656276739900938
AATSC7m,1.0441745624856689
AATSC7p,0.021904692285295266
AATSC7v,3.804908147804026
AATSC8Z,-0.9712567680133279
AATSC8c,8.4653022011649e-05
AATSC8d,-0.13239795918367347
AATSC8i,-0.13101613665706388
AATSC8m,-4.6252805681122435
AATSC8p,-0.02068962318564203
AATSC8v,-5.801109957818632
ATS0are,283.7038
ATS1are,299.78000000000003
ATS2are,527.998
ATS3are,696.6200000000001
ATS4are,737.2070000000001
ATS5are,723.8050000000001
ATS6are,671.1600000000001
ATS7are,514.619
ATS8are,457.38700000000006
ATSC0dv,136.20408163265307
ATSC0pe,4.649126530612243
ATSC0se,3.009615673469387
ATSC1dv,57.14285714285714
ATSC1pe,-0.306720408163264
ATSC1se,-0.24808738775510503
ATSC2dv,23.0420195289
ATSC2pe,0.12169466888796382
ATSC2se,-0.16069571303623725
ATSC3dv,-19.235596279328046
ATSC3pe,0.10812848812994796
ATSC3se,0.49015414702206955
ATSC4dv,-36.57429774630941
ATSC4pe,-0.5453442732194907
ATSC4se,-0.265211949604333
ATSC5dv,-28.513073256513493
ATSC5pe,-1.000091211995001
ATSC5se,-0.5155169700124934
ATSC6dv,17.488500161969547
ATSC6pe,0.0004580174927097391
ATSC6se,-0.4027587376093278
ATSC7dv,-22.359341015317696
ATSC7pe,-0.7085175760099955
ATSC7se,-0.6132336314035829
ATSC8dv,-59.723217178027674
ATSC8pe,-0.8727310703873377
ATSC8se,-0.39181158933777455
AXp-0dv,0.6807326299071301
AXp-1dv,0.36522720256376723
AXp-2dv,0.21309142053282287
AXp-3dv,0.11274882471449182
AXp-4dv,0.06691502168686099
AXp-5dv,0.034470034836729245
AXp-6dv,0.019690473532930717
AXp-7dv,0.010986378504735708
BertzCT,462.3484844450948
ECIndex,4200000000
GATS1dv,0.6776545799620418
GATS1pe,0.9569987252378324
GATS1se,0.9337641375431431
GATS2dv,1.162168805325378
GATS2pe,0.9119451334976695
GATS2se,0.8922771301424678
GATS3dv,1.3539260659428476
GATS3pe,1.113177395802352
