DLiP-ID,C0012G
ATS1i,5401.07848651799
ATS1m,3637.1062109999993
ATS1p,74.17466874
ATS1v,10761.781939612005
ATS2Z,1394.0
ATS2d,249.0
ATS2i,8423.430015943848
ATS2m,5296.025744999998
ATS2p,110.00927634484897
ATS2v,15760.565401585412
ATS3Z,1444.0
ATS3d,266.0
ATS3i,11262.915027003495
ATS3m,5330.164811999999
ATS3p,120.00888454909399
ATS3v,16630.9080192332
ATS4Z,1249.0
ATS4d,237.0
ATS4i,11886.91608502619
ATS4m,4491.05149
ATS4p,107.44610904848999
ATS4v,14522.0057488403
ATS5Z,993.0
ATS5d,200.0
ATS5i,10237.619867979434
ATS5m,3565.9074929999997
ATS5p,89.001220983037
ATS5v,11902.839449990768
ATS6Z,839.0
ATS6d,162.0
ATS6i,7559.179146248195
ATS6m,3039.4014779999998
ATS6p,75.456569149094
ATS6v,10131.998805254232
ATS7Z,719.0
ATS7d,134.0
ATS7i,7148.529278447045
ATS7m,2543.8461429999998
ATS7p,68.82448452424498
ATS7v,9119.688583974164
ATS8Z,561.0
ATS8d,115.0
ATS8i,6807.665870597842
ATS8m,1934.5679309999996
ATS8p,59.500679583640995
ATS8v,7487.105370778897
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.024793388429752067
JGI10,0.008264462809917356
JGT10,0.385047906259057
Kier1,15.879017013232515
Kier2,6.629935720844812
Kier3,3.062381852551985
MPC10,138
MWC01,23.0
MWC02,4.727387818712341
MWC03,5.602118820879701
MWC04,6.4967749901858625
MWC05,7.390798521735676
MWC06,8.292798858200374
MWC07,9.194515821629212
MWC08,10.100656670078102
MWC09,11.006440407302659
MWC10,11.915165377722698
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,4
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.387100000000002
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.187385805840755
SRW05,2.3978952727983707
SRW06,6.732210706467206
SRW07,4.727387818712341
SRW08,8.36985260351753
SRW09,6.86171134048073
SRW10,10.055650543933236
SaaCH,20.220697326629868
SaaNH,3.371536281179138
SaaSe,0
SaaaC,4.434028827580416
SaasC,2.6723565631231585
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.723641016604581
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2000000799
Xc-3d,1.227507328237388
Xc-4d,0.0
Xc-5d,0.27497165237684323
Xc-6d,0.0
Xp-1d,9.809663088089318
Xp-2d,8.961111936843814
Xp-3d,7.939155752422288
Xp-4d,6.786965374080681
Xp-5d,5.837378488942363
Xp-6d,4.192522600878538
Xp-7d,3.0591614542430614
ZMIC0,67.88868843035915
ZMIC1,52.83248183523701
ZMIC2,32.495177567452025
ZMIC3,24.828750872674387
ZMIC4,22.92647761935156
ZMIC5,22.747661446954705
nAcid,0
nAtom,35
nBase,0
nRing,4
piPC1,3.5409593240373143
piPC2,4.259152536523347
piPC3,4.976733742420574
piPC4,5.679959275682925
piPC5,6.331668650928244
piPC6,6.792046262934395
piPC7,7.328796365920933
piPC8,7.874505911192472
piPC9,8.318096560284014
AATS0Z,30.34285714285714
AATS0d,3.6
AATS0i,158.46373708903963
AATS0m,123.20016000000004
AATS0p,1.7719508762253147
AATS0v,253.39637799570772
AATS1Z,25.83783783783784
AATS1d,4.297297297297297
AATS1i,145.97509423021594
AATS1m,98.30016786486485
AATS1p,2.004720776756757
AATS1v,290.85897134086497
AATS2Z,24.03448275862069
AATS2d,4.293103448275862
AATS2i,145.23155199903186
AATS2m,91.31078870689652
AATS2p,1.8967116611180856
AATS2v,271.73388623423125
AATS3Z,19.513513513513512
AATS3d,3.5945945945945947
AATS3i,152.20155441896614
AATS3m,72.0292542162162
AATS3p,1.6217416830958649
AATS3v,224.7420002599081
AATS4Z,16.653333333333332
AATS4d,3.16
AATS4i,158.49221446701588
AATS4m,59.88068653333333
AATS4p,1.4326147873131998
AATS4v,193.62674331787068
AATS5Z,15.515625
AATS5d,3.125
AATS5i,159.96281043717866
AATS5m,55.717304578124995
AATS5p,1.3906440778599531
AATS5v,185.98186640610575
AATS6Z,17.122448979591837
AATS6d,3.306122448979592
AATS6i,154.26896216833052
AATS6m,62.02860159183673
AATS6p,1.5399299826345714
AATS6v,206.77548582151493
AATS7Z,15.630434782608695
AATS7d,2.9130434782608696
AATS7i,155.40281040102272
AATS7m,55.301003108695646
AATS7p,1.4961844461792386
AATS7v,198.25409965161228
AATS8Z,12.75
AATS8d,2.6136363636363638
AATS8i,154.71967887722369
AATS8m,43.96745297727272
AATS8p,1.3522881723554772
AATS8v,170.1614856995204
ATS0dv,252.44444444444446
ATS0pe,216.01290000000003
ATS0se,264.927801
ATS1dv,298.0
ATS1pe,238.921
ATS1se,284.60297199999997
ATS2dv,431.0
ATS2pe,366.7976
ATS2se,438.88144400000004
ATS3dv,404.0
ATS3pe,457.1365
ATS3se,556.0192000000001
ATS4dv,334.0
ATS4pe,458.45199999999994
ATS4se,563.5787280000001
ATS5dv,262.0
ATS5pe,383.8935000000001
ATS5se,475.89080399999995
ATS6dv,209.0
ATS6pe,296.2967
ATS6se,364.01696799999996
ATS7dv,160.0
ATS7pe,276.56449999999995
ATS7se,341.18620400000003
ATS8dv,115.0
ATS8pe,252.2265
ATS8se,316.695436
ATSC0Z,384.40000000000003
ATSC0c,0.5447827039927263
ATSC0d,23.14285714285715
ATSC0i,55.6282114270767
ATSC0m,1812.5800885714286
ATSC0p,8.684542415588743
ATSC0v,1807.191159945532
ATSC1Z,-56.880000000000024
ATSC1c,-0.3488185024852197
ATSC1d,10.59183673469388
ATSC1i,9.453448560167605
ATSC1m,-262.89890063265295
ATSC1p,0.34191799555984526
ATSC1v,118.6658889532347
ATSC2Z,-17.520000000000024
ATSC2c,0.10441596626866546
ATSC2d,1.1632653061224536
ATSC2i,-9.336007979643634
ATSC2m,-87.19831206122431
ATSC2p,-1.5087602149165704
ATSC2v,-197.33271012352415
ATSC3Z,-40.56
ATSC3c,0.02411676846702443
ATSC3d,-1.6734693877550995
ATSC3i,-22.26488458245926
ATSC3m,-197.1994346938775
ATSC3p,-2.3333166214354546
ATSC3v,-410.45950273654836
ATSC4Z,-44.59999999999999
ATSC4c,-0.0807910745401529
ATSC4d,-0.30612244897959096
ATSC4i,-9.611915452512541
ATSC4m,-212.57157665306124
ATSC4p,-1.0584750215951357
ATSC4v,-274.8547097321032
ATSC5Z,23.240000000000023
ATSC5c,-0.07583304337326695
ATSC5d,-2.7755102040816317
ATSC5i,11.113329979629485
ATSC5m,115.13838018367335
ATSC5p,1.8543170191915257
ATSC5v,324.45460734874285
ATSC6Z,-20.759999999999994
ATSC6c,0.30038840345269124
ATSC6d,-5.999999999999999
ATSC6i,13.040288872766597
ATSC6m,-103.00266171428572
ATSC6p,-0.45380529774075423
ATSC6v,-177.1669138134744
ATSC7Z,-62.44
ATSC7c,-0.3134664228256545
ATSC7d,-5.102040816326531
ATSC7i,7.260597341841839
ATSC7m,-296.77722597959183
ATSC7p,-0.5267400219899195
ATSC7v,-253.98160994255713
ATSC8Z,4.840000000000021
ATSC8c,0.11078854054218418
ATSC8d,-4.2653061224489806
ATSC8i,-12.898435005067135
ATSC8m,16.213368795918267
ATSC8p,-1.4435986600770772
ATSC8v,-266.5778018117155
AXp-1d,0.42650709078649207
AXp-2d,0.2715488465710247
AXp-3d,0.1725903424439628
AXp-4d,0.10772960911239175
AXp-5d,0.06949260105883766
AXp-6d,0.044601304264665305
AXp-7d,0.028065701415073956
GATS1Z,0.7398683803470484
GATS1c,1.6527959688574243
GATS1d,0.555889222555889
GATS1i,0.9191322059510139
GATS1m,0.7411237871212912
GATS1p,0.7693266096345677
GATS1v,0.7529189422765189
GATS2Z,0.46359754566005235
GATS2c,0.6921885711262188
GATS2d,1.0385270327799059
GATS2i,1.1430929708062199
GATS2m,0.4750016780029735
GATS2p,0.9029271073983783
GATS2v,0.9084986969713456
GATS3Z,0.5707385324971173
GATS3c,0.9091199117927322
GATS3d,0.9827327327327324
GATS3i,1.2237990573465225
GATS3m,0.5822307648370205
GATS3p,0.9663216738146208
GATS3v,1.001557996125383
GATS4Z,0.6391952826916406
GATS4c,1.143755477971359
GATS4d,0.8325102880658433
GATS4i,1.1370945567646817
GATS4m,0.6493430369933607
GATS4p,0.9169128432802217
GATS4v,0.9916233093237502
GATS5Z,0.5832140998959416
GATS5c,1.0357364593150564
GATS5d,0.9870756172839502
GATS5i,0.9148065303086125
GATS5m,0.5919179927461009
GATS5p,0.7827581595074317
GATS5v,0.8679873632701451
GATS6Z,0.5947779736244133
GATS6c,0.5262631063170601
GATS6d,1.1393298059964723
GATS6i,0.8333297490871786
GATS6m,0.607591333359908
GATS6p,0.9199950509913166
GATS6v,1.0134474673902587
GATS7Z,0.690290910736099
GATS7c,1.348901181228743
GATS7d,0.9261943102522809
GATS7i,0.9036901553607419
GATS7m,0.702016928617513
GATS7p,0.9321234614924881
GATS7v,1.0541744591002302
GATS8Z,0.6050752057515845
GATS8c,0.4054002794280265
GATS8d,0.9182098765432095
GATS8i,1.060165324423914
GATS8m,0.6210432567202764
GATS8p,1.1034959064465317
GATS8v,1.1657409345525132
MATS1Z,-0.13997243861968112
MATS1c,-0.6056790090407035
MATS1d,0.43293293293293295
MATS1i,0.1607538892819121
MATS1m,-0.13720119227565047
MATS1p,0.03724271542104884
MATS1v,0.0621138034898131
MATS2Z,-0.02750367792170516
MATS2c,0.1156601234868488
MATS2d,0.03033205619412527
MATS2i,-0.10127591332207116
MATS2m,-0.029030259905867255
MATS2p,-0.10483669798726722
MATS2v,-0.06589235623464378
MATS3Z,-0.049905785077481224
MATS3c,0.02093785209543232
MATS3d,-0.034200867534200804
MATS3i,-0.1893048218469256
MATS3m,-0.05145703822072928
MATS3p,-0.12707586036388363
MATS3v,-0.10742430330400941
MATS4Z,-0.05414498785986817
MATS4c,-0.06920649494880941
MATS4d,-0.006172839506172819
MATS4i,-0.08063463536637334
MATS4m,-0.054728654325528696
MATS4p,-0.05687749410850725
MATS4v,-0.07097507671085591
MATS5Z,0.0330628902185224
MATS5c,-0.07612428825440293
MATS5d,-0.06558641975308638
MATS5i,0.10925395903797902
MATS5m,0.03473849352089749
MATS5p,0.11676834211208342
MATS5v,0.09818336727543067
MATS6Z,-0.03857588821168424
MATS6c,0.39385087623159126
MATS6d,-0.1851851851851851
MATS6i,0.16744187549848796
MATS6m,-0.04059038839707471
MATS6p,-0.037324550417481187
MATS6v,-0.0700245764730651
MATS7Z,-0.12359182011491651
MATS7c,-0.43780218993294456
MATS7d,-0.16774020397208803
MATS7i,0.09930873923472568
MATS7m,-0.12457863810888765
MATS7p,-0.04614871254410236
MATS7v,-0.10693217265185764
MATS8Z,0.010015608740894945
MATS8c,0.1617658701582645
MATS8d,-0.14660493827160492
MATS8i,-0.18444092468226694
MATS8m,0.007115270650473022
MATS8p,-0.1322254024471312
MATS8v,-0.1173370747203086
MAXaaN,4.744406651549509
MINaaN,4.744406651549509
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,884
TMWC10,118.72665728644664
TSRW10,69.18224169346023
Xc-3dv,0.5190326777040002
Xc-4dv,0.0
Xc-5dv,0.07496502224712781
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.40137471507731054
Xch-7d,0.7042998862328509
Xp-0dv,12.022811427977434
Xp-1dv,6.545289806853274
Xp-2dv,4.890284378880617
Xp-3dv,3.561387164444369
Xp-4dv,2.521468931322504
Xp-5dv,1.7944497409774094
Xp-6dv,1.0174506102924203
Xp-7dv,0.6169195582867497
Xpc-4d,3.0950135214139665
Xpc-5d,5.009196996936601
Xpc-6d,7.8954964492186885
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,4
piPC10,8.645447427475212
AATS0dv,7.212698412698413
AATS0pe,6.171797142857144
AATS0se,7.569365742857142
AATS1dv,8.054054054054054
AATS1pe,6.457324324324324
AATS1se,7.691972216216215
AATS2dv,7.431034482758621
AATS2pe,6.324096551724137
AATS2se,7.566921448275862
AATS3dv,5.45945945945946
AATS3pe,6.1775202702702705
AATS3se,7.513772972972974
AATS4dv,4.453333333333333
AATS4pe,6.112693333333333
AATS4se,7.514383040000001
AATS5dv,4.09375
AATS5pe,5.998335937500001
AATS5se,7.435793812499999
AATS6dv,4.26530612244898
AATS6pe,6.0468714285714285
AATS6se,7.4289177142857135
AATS7dv,3.4782608695652173
AATS7pe,6.0122717391304334
AATS7se,7.417091391304348
AATS8dv,2.6136363636363638
AATS8pe,5.732420454545454
AATS8se,7.197623545454545
AATSC0Z,10.982857142857144
AATSC0c,0.015565220114077896
AATSC0d,0.6612244897959185
AATSC0i,1.5893774693450486
AATSC0m,51.788002530612246
AATSC0p,0.2481297833025355
AATSC0v,51.63403314130092
AATSC1Z,-1.537297297297298
AATSC1c,-0.009427527094195125
AATSC1d,0.2862658576944292
AATSC1i,0.2554986097342596
AATSC1m,-7.1053756927744045
AATSC1p,0.009241026907022845
AATSC1v,3.207186187925262
AATSC2Z,-0.3020689655172418
AATSC2c,0.001800275280494232
AATSC2d,0.020056298381421613
AATSC2i,-0.16096565482144196
AATSC2m,-1.5034191734693847
AATSC2p,-0.026013107153733974
AATSC2v,-3.4022881055780028
AATSC3Z,-0.5481081081081082
AATSC3c,0.0003259022765814112
AATSC3d,-0.022614451185879722
AATSC3i,-0.3008768186818819
AATSC3m,-2.664857225592939
AATSC3p,-0.03153130569507371
AATSC3v,-5.5467500369803835
AATSC4Z,-0.5946666666666665
AATSC4c,-0.0010772143272020386
AATSC4d,-0.004081632653061213
AATSC4i,-0.1281588727001672
AATSC4m,-2.8342876887074833
AATSC4p,-0.014113000287935143
AATSC4v,-3.664729463094709
AATSC5Z,0.36312500000000036
AATSC5c,-0.001184891302707296
AATSC5d,-0.043367346938775496
AATSC5i,0.1736457809317107
AATSC5m,1.799037190369896
AATSC5p,0.02897370342486759
AATSC5v,5.069603239824107
AATSC6Z,-0.42367346938775496
AATSC6c,0.006130375580667168
AATSC6d,-0.12244897959183672
AATSC6i,0.26612834434217547
AATSC6m,-2.102095137026239
AATSC6p,-0.009261332606954168
AATSC6v,-3.615651302315804
AATSC7Z,-1.357391304347826
AATSC7c,-0.00681448745273162
AATSC7d,-0.11091393078970721
AATSC7i,0.15783907264873562
AATSC7m,-6.451678825643301
AATSC7p,-0.01145087004325912
AATSC7v,-5.521339346577329
AATSC8Z,0.11000000000000049
AATSC8c,0.0025179213759587314
AATSC8d,-0.0969387755102041
AATSC8i,-0.29314625011516215
AATSC8m,0.3684856544526879
AATSC8p,-0.03280906045629721
AATSC8v,-6.058586404811717
ATS0are,210.2936
ATS1are,232.363
ATS2are,357.6649
ATS3are,447.73100000000005
ATS4are,450.93600000000004
ATS5are,377.752
ATS6are,290.5768
ATS7are,271.324
ATS8are,247.16
ATSC0dv,109.76507936507934
ATSC0pe,2.5801885714285704
ATSC0se,1.4653801714285708
ATSC1dv,33.58167800453515
ATSC1pe,-0.5176164897959202
ATSC1se,-0.3139187526530607
ATSC2dv,17.30675736961452
ATSC2pe,0.40072179591836565
ATSC2se,0.2258749730612245
ATSC3dv,-13.11600907029478
ATSC3pe,-0.23201012244898028
ATSC3se,-0.13484944816326527
ATSC4dv,-20.48707482993197
ATSC4pe,-0.7452983673469388
ATSC4se,-0.3847074244897958
ATSC5dv,-12.148208616780042
ATSC5pe,-0.3905076734693871
ATSC5se,-0.24884568489795933
ATSC6dv,-27.3631746031746
ATSC6pe,0.29123600000000105
ATSC6se,0.3319903599999997
ATSC7dv,-36.09759637188209
ATSC7pe,-0.8172392653061212
ATSC7se,-0.29976131102040815
ATSC8dv,-10.507845804988662
ATSC8pe,0.2826972244897983
ATSC8se,0.2004778416326522
AXp-0dv,0.5725148299036873
AXp-1dv,0.2845778176892728
AXp-2dv,0.14819043572365506
AXp-3dv,0.07742146009661673
AXp-4dv,0.04002331637019848
AXp-5dv,0.02136249691639773
AXp-6dv,0.010823942662685323
AXp-7dv,0.005659812461346328
BertzCT,910.2820024263748
ECIndex,4600000000
GATS1dv,0.5669492664807335
GATS1pe,0.9729678552721385
GATS1se,0.9743597697889853
GATS2dv,0.8544894604988115
GATS2pe,0.5521756266792885
GATS2se,0.43500388595000783
GATS3dv,1.0380892229573397
GATS3pe,0.8354695245105246
GATS3se,0.6923452307832911
GATS4dv,1.129563859324387
GATS4pe,1.091645276572624
GATS4se,0.9250173116135544
