DLiP-ID,C001SY
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,200.01209941531837
NHOHCount,2
PEOE_VSA1,24.586690428131988
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,56.31204387861251
PEOE_VSA7,55.108699224155785
PEOE_VSA8,13.151638370425493
PEOE_VSA9,12.021872433909696
RingCount,3
SMR_VSA10,28.680364292785136
fr_Al_COO,2
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,473.2413524599999
NumHDonors,2
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,17.90791586385555
SlogP_VSA1,0.0
SlogP_VSA2,71.97287991889931
SlogP_VSA3,30.27815908274157
SlogP_VSA4,5.917906046161393
SlogP_VSA5,38.673390759856275
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.938610575903699
EState_VSA2,17.991177721861547
EState_VSA3,13.027703587438928
EState_VSA4,45.503616051028665
EState_VSA5,16.335899920626588
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,61.211953609462995
EState_VSA9,29.275855065425148
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,86.16666666666667
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.5
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-2.97
NumHAcceptors,6
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,34
HeavyAtomMolWt,438.28600000000023
MaxEStateIndex,12.93328593474427
MinEStateIndex,-1.8240740740740737
NumHeteroatoms,8
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0588235294117647
FpDensityMorgan2,1.7352941176470589
FpDensityMorgan3,2.3529411764705883
MaxPartialCharge,0.4143587214951982
MinPartialCharge,-0.4728148209556821
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.93328593474427
MinAbsEStateIndex,0.0874163832199546
NumAliphaticRings,1
NumRotatableBonds,10
NumSaturatedRings,1
fr_Ndealkylation1,1
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4728148209556821
MinAbsPartialCharge,0.4143587214951982
NumRadicalElectrons,0
NumValenceElectrons,186
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,473.2413524600009
MZ,0.6135265700483091
Mi,1.130782747441409
Mm,0.5714158156955158
Mp,0.6376096068732101
Mv,0.5977325197568123
SZ,42.33333333333333
Si,78.02400957345722
Sm,39.427691282990594
Sp,43.995062874251495
Sv,41.24354386322005
nB,0
nC,26
nF,0
nH,35
nI,0
nN,1
nO,7
nP,0
nS,0
nX,0
ABC,25.133925882155534
AMW,6.858570325507259
IC0,1.4507299246166407
IC1,3.3870887453728757
IC2,4.732644790552842
IC3,5.26410905813338
IC4,5.362005978454589
IC5,5.390991485700967
Mpe,0.968570616652458
Mse,1.0074627653398356
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,128.7516000000001
SdO,31.132360008818345
SdS,0
Spe,66.8313725490196
SsF,0
SsI,0
Sse,69.51493080844865
StN,0
fMF,0.2608695652173913
nBr,0
nCl,0
BIC0,0.2308094015468185
BIC1,0.5388817815363277
BIC2,0.7529581442457824
BIC3,0.8375134756429736
BIC4,0.8530887589601532
BIC5,0.8577003186085388
CIC0,4.657794532161528
CIC1,2.7214357114052934
CIC2,1.3758796662253268
CIC3,0.8444153986447889
CIC4,0.7465184783235799
CIC5,0.717532971077202
GGI1,6.5
GGI2,3.555555555555557
GGI3,1.5347222222222223
GGI4,0.9905555555555556
GGI5,0.7083333333333334
GGI6,0.607392290249433
GGI7,0.28734410430839
GGI8,0.2428980851599899
GGI9,0.17375000000000002
JGI1,0.18571428571428572
JGI2,0.07901234567901239
JGI3,0.035691214470284234
JGI4,0.026771771771771778
JGI5,0.018640350877192978
JGI6,0.015184807256235824
JGI7,0.007183602607709751
JGI8,0.006939945290285425
JGI9,0.005991379310344829
MIC0,13.471634354425879
MIC1,31.78783101347259
MIC2,37.63461279952176
MIC3,38.92856105930532
MIC4,39.34616869122099
MIC5,39.37538608252534
MPC2,45
MPC3,54
MPC4,61
MPC5,70
MPC6,74
MPC7,84
MPC8,90
MPC9,96
Mare,0.9830144927536231
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.13554736321653663
RPCG,0.11878906843682435
SIC0,0.23749269318335545
SIC1,0.5544855831123797
SIC2,0.7747607174268384
SIC3,0.8617644236968218
SIC4,0.8777907032040734
SIC5,0.8825357946662536
SaaN,0
SaaO,0
SaaS,0
Sare,67.82799999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,14.782407407407407
SsSH,0
SssO,11.517010886540106
SssS,0
StCH,0
StsC,0
TIC0,100.10036479854821
TIC1,233.70912343072843
TIC2,326.5524905481461
TIC3,363.22352501120326
TIC4,369.97841251336666
TIC5,371.9784125133667
Vabc,459.3758345487675
WPol,43
apol,73.47175499999997
bpol,42.89824500000003
nRot,10
ABCGG,21.73359020302587
ATS0Z,1468.0
ATS0d,195.0
ATS0i,11278.170142616216
ATS0m,5774.401442000002
ATS0p,93.78527966971498
ATS0s,358.97222222222223
ATS0v,13857.420112537317
ATS1Z,1600.0
ATS1d,243.0
ATS1i,10210.747752413003
ATS1m,5984.052803
ATS1p,119.526258202
ATS1s,219.80555555555557
ATS1v,17378.821003791185
ATS2Z,2257.0
ATS2d,376.0
ATS2i,19258.826421923488
ATS2m,8200.183552999999
ATS2p,174.473827732735
ATS2s,412.2777777777777
ATS2v,24400.650682410527
ATS3Z,2319.0
ATS3d,427.0
ATS3i,26209.22460349911
ATS3m,8124.223067
ATS3p,199.62481924141292
ATS3s,523.7222222222223
ATS3v,26522.337251230296
ATS4Z,2069.0
ATS4d,406.0
ATS4i,26160.636589292168
ATS4m,7014.665229000001
ATS4p,199.63078763971495
ATS4s,396.2222222222223
ATS4v,25748.123838411368
ATS5Z,2121.0
ATS5d,409.0
ATS5i,28546.285676284595
ATS5m,7319.139813999998
ATS5p,195.53442944639303
ATS5s,419.3333333333334
ATS5v,25033.947431542627
ATS6Z,2131.0
ATS6d,401.0
ATS6i,26677.127648459846
ATS6m,7489.625204000001
ATS6p,182.54061066384605
ATS6s,401.5555555555555
ATS6v,24213.491108432034
ATS7Z,2130.0
ATS7d,383.0
ATS7i,23589.30276785612
ATS7m,7440.464912
ATS7p,178.82174081947
ATS7s,419.8333333333333
ATS7v,24320.627531078815
ATS8Z,1978.0
ATS8d,378.0
ATS8i,23956.402707605725
ATS8m,6668.265490999999
ATS8p,190.86006875752705
ATS8s,369.8333333333333
ATS8v,24666.40587954897
C1SP1,0
C1SP2,3
C1SP3,7
C2SP1,0
C2SP2,7
C2SP3,5
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.5
GGI10,0.13560044893378226
JGI10,0.005650018705574261
JGT10,0.38677972168269714
Kier1,30.22530612244898
Kier2,16.687407407407406
Kier3,10.886145404663923
MAXdO,12.93328593474427
MINdO,9.099537037037036
MPC10,91
MWC01,35.0
MWC02,5.081404364984463
MWC03,5.883322388488279
MWC04,6.71295620067707
MWC05,7.53955882930103
MWC06,8.379079889286603
MWC07,9.218010878280403
MWC08,10.065393794379148
MWC09,10.912557992542743
MWC10,11.76611701923615
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.608200000000001
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.5254529391317835
SRW05,2.3978952727983707
SRW06,6.9726062513017535
SRW07,4.442651256490317
SRW08,8.506536611227709
SRW09,6.259581464064923
SRW10,10.091252599948522
SaaCH,14.70182646041603
SaaNH,0
SaaSe,0
SaaaC,2.4343042094656457
SaasC,1.2099906042663982
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-3.735564531368102
SdssS,0
SsCH3,4.262046034973524
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.270904562442261
SsssP,0
WPath,16800002202
Xc-3d,1.9466999810139995
Xc-4d,0.0
Xc-5d,0.5872672270190455
Xc-6d,0.0
Xp-0d,24.924074484064487
Xp-1d,16.349774308148643
Xp-2d,13.860084662189525
Xp-3d,11.004136673790283
Xp-4d,7.649363114513792
Xp-5d,5.530474647361132
Xp-6d,3.823557922247118
Xp-7d,2.9058266757025875
ZMIC0,119.53015351471835
ZMIC1,56.47079145394263
ZMIC2,35.67958481613683
ZMIC3,30.55197782867848
ZMIC4,29.513010035699985
ZMIC5,29.393922370286123
nAcid,2
nAtom,69
nBase,1
nRing,3
piPC1,3.7954891891721947
piPC2,4.255612709818223
piPC3,4.705015520957808
piPC4,5.133590118155033
piPC5,5.651392087454277
piPC6,5.87282176697721
piPC7,6.233736478857192
piPC8,6.558640967011855
piPC9,6.8885366217672335
AATS0Z,21.27536231884058
AATS0d,2.8260869565217392
AATS0i,163.45174119733647
AATS0m,83.68697742028989
AATS0p,1.3592069517349998
AATS0s,5.202495974235105
AATS0v,200.8321755440191
AATS1Z,22.857142857142858
AATS1d,3.4714285714285715
AATS1i,145.86782503447148
AATS1m,85.48646861428571
AATS1p,1.7075179743142856
AATS1s,3.1400793650793655
AATS1v,248.2688714827312
AATS2Z,18.201612903225808
AATS2d,3.032258064516129
AATS2i,155.31311630583457
AATS2m,66.13051252419353
AATS2p,1.4070469978446372
AATS2s,3.3248207885304653
AATS2v,196.77944098718166
AATS3Z,14.226993865030675
AATS3d,2.6196319018404908
AATS3i,160.79278897852217
AATS3m,49.84185930674847
AATS3p,1.2246921425853554
AATS3s,3.2130197682344925
AATS3v,162.7137254676705
AATS4Z,12.539393939393939
AATS4d,2.4606060606060605
AATS4i,158.54931266237676
AATS4m,42.51312260000001
AATS4p,1.2098835614528178
AATS4s,2.4013468013468016
AATS4v,156.04923538431132
AATS5Z,12.051136363636363
AATS5d,2.3238636363636362
AATS5i,162.19480497888975
AATS5m,41.586021670454535
AATS5p,1.1109910763999604
AATS5s,2.3825757575757582
AATS5v,142.23833767921948
AATS6Z,12.99390243902439
AATS6d,2.4451219512195124
AATS6i,162.66541249060882
AATS6m,45.66844636585366
AATS6p,1.1130525040478418
AATS6s,2.4485094850948506
AATS6v,147.64323846604898
AATS7Z,14.489795918367347
AATS7d,2.6054421768707483
AATS7i,160.47144740038178
AATS7m,50.615407564625855
AATS7p,1.2164744273433332
AATS7s,2.8560090702947845
AATS7v,165.4464457896518
AATS8Z,13.013157894736842
AATS8d,2.486842105263158
AATS8i,157.60791255003767
AATS8m,43.87016770394737
AATS8p,1.2556583470889937
AATS8s,2.433114035087719
AATS8v,162.27898604966427
ATS0dv,470.0
ATS0pe,430.54179999999997
ATS0se,534.8633040000001
ATS1dv,409.0
ATS1pe,452.0275
ATS1se,543.873188
ATS2dv,543.0
ATS2pe,782.9472999999998
ATS2se,960.4215079999999
ATS3dv,485.0
ATS3pe,995.3340000000002
ATS3se,1243.45634
ATS4dv,378.0
ATS4pe,982.7675
ATS4se,1235.0586680000001
ATS5dv,463.0
ATS5pe,1033.2573000000002
ATS5se,1308.978888
ATS6dv,441.0
ATS6pe,975.2755
ATS6se,1231.9165199999998
ATS7dv,388.0
ATS7pe,908.5169999999999
ATS7se,1132.975104
ATS8dv,314.0
ATS8pe,917.7045999999998
ATS8se,1146.605756
ATSC0Z,532.9855072463769
ATSC0c,1.8148883155172195
ATSC0d,35.217391304347814
ATSC0i,91.33183863360586
ATSC0m,2524.187581768117
ATSC0p,15.551963977250868
ATSC0s,146.1988727858293
ATSC0v,3416.6242076905373
ATSC1Z,8.565427431211937
ATSC1c,-0.9809989331750747
ATSC1d,10.96786389413988
ATSC1i,-10.336712673114357
ATSC1m,41.40536111930289
ATSC1p,-0.6833206472396466
ATSC1s,-8.02985483908609
ATSC1v,-32.16348856084203
ATSC2Z,2.1564797311489077
ATSC2c,-0.1953523355293936
ATSC2d,-4.89792060491494
ATSC2i,1.1184197763772192
ATSC2m,-2.198197134005163
ATSC2p,-0.6491292719846761
ATSC2s,53.89743634623911
ATSC2v,-200.32971164996326
ATSC3Z,-14.748372190716225
ATSC3c,0.6519348528265665
ATSC3d,-6.629489603024578
ATSC3i,35.38727270009879
ATSC3m,-77.67318100294047
ATSC3p,2.862359013476744
ATSC3s,87.75805736423253
ATSC3v,137.96642045955008
ATSC4Z,-164.02331442974162
ATSC4c,-0.7331741433630717
ATSC4d,2.871455576559544
ATSC4i,-17.53633819752774
ATSC4m,-777.956402822306
ATSC4p,-3.195905505980122
ATSC4s,-25.379752152909056
ATSC4v,-945.5739353518782
ATSC5Z,136.42827137156058
ATSC5c,0.43907690705523966
ATSC5d,11.561436672967861
ATSC5i,2.8585893995932743
ATSC5m,633.9353139248053
ATSC5p,0.8487394840634623
ATSC5s,27.261651380428955
ATSC5v,402.8762785613635
ATSC6Z,175.23734509556817
ATSC6c,0.03551609704843097
ATSC6d,0.12098298676748431
ATSC6i,3.5747549342715725
ATSC6m,838.0074847250577
ATSC6p,2.146544771800311
ATSC6s,7.307912670073981
ATSC6v,982.4360041401617
ATSC7Z,-100.30245746691867
ATSC7c,-0.0845180092631646
ATSC7d,-8.550094517958419
ATSC7i,9.876068138519651
ATSC7m,-455.9085550712034
ATSC7p,1.3332978388507568
ATSC7s,-23.617324791710423
ATSC7v,29.61639624883929
ATSC8Z,-280.2579290065112
ATSC8c,0.015650711497356272
ATSC8d,-9.580340264650289
ATSC8i,-23.591413029012436
ATSC8m,-1330.347602981937
ATSC8p,-4.462140073712885
ATSC8s,-22.49284697425844
ATSC8v,-1556.8785279319895
AXp-0d,0.7330610142371908
AXp-1d,0.46713640880424695
AXp-2d,0.3080018813819895
AXp-3d,0.20378030877389414
AXp-4d,0.12539939531989824
AXp-5d,0.07900678067658759
AXp-6d,0.05166970165198808
AXp-7d,0.03459317471074509
GATS1Z,0.8766788899592901
GATS1c,1.5464282953998116
GATS1d,0.951640211640212
GATS1i,1.3965031124115972
GATS1m,0.8850980491510576
GATS1p,1.2806271350069913
GATS1s,0.6930655133971597
GATS1v,1.1345338948893775
GATS2Z,0.9409261474874917
GATS2c,0.9689356774153854
GATS2d,1.3625049780963763
GATS2i,1.1490624005820298
GATS2m,0.9477643386505998
GATS2p,1.1119187972989357
GATS2s,0.4218274583763328
GATS2v,1.0730357036284006
GATS3Z,0.9690061936899363
GATS3c,0.6224840860199412
GATS3d,1.214193743846096
GATS3i,0.8806940483091154
GATS3m,0.9730484292835234
GATS3p,0.9353100548232056
GATS3s,0.441380362861209
GATS3v,0.9887605644506458
GATS4Z,1.0523681452330569
GATS4c,0.7547781308883786
GATS4d,0.9595809951365509
GATS4i,1.0991488438954544
GATS4m,1.0580818640516885
GATS4p,1.137907464542857
GATS4s,0.7403157854157143
GATS4v,1.1547475618861578
GATS5Z,0.8347276262186801
GATS5c,0.5126678941590088
GATS5d,0.7953843995510664
GATS5i,0.9512789914432817
GATS5m,0.8414017110393969
GATS5p,0.9792454453439329
GATS5s,0.4418491901095891
GATS5v,0.9699255539563626
GATS6Z,0.8211224048557648
GATS6c,0.7270530436248213
GATS6d,1.0301866907557968
GATS6i,0.9472753548818521
GATS6m,0.8223919675281831
GATS6p,0.9294681485764055
GATS6s,0.5975104365646666
GATS6v,0.8798714290885108
GATS7Z,1.0740422991036744
GATS7c,0.787755175865336
GATS7d,1.2281347106743936
GATS7i,0.9797148126613887
GATS7m,1.0704409800065786
GATS7p,0.9687153043480967
GATS7s,0.9409624483456969
GATS7v,0.9888551732209642
GATS8Z,1.1620983507550688
GATS8c,0.4736849892253626
GATS8d,1.028947368421053
GATS8i,1.182005704124105
GATS8m,1.1681561561087916
GATS8p,1.1909925550271756
GATS8s,0.6822098022580284
GATS8v,1.2450895343294808
MATS1Z,0.01584107647844869
MATS1c,-0.5328067046514469
MATS1d,0.30698412698412686
MATS1i,-0.11156071641224607
MATS1m,0.016169105757135066
MATS1p,-0.043310216297627845
MATS1s,-0.05413955987673211
MATS1v,-0.009279337798247437
MATS2Z,0.00225142449142848
MATS2c,-0.05989576397639871
MATS2d,-0.07738948626045412
MATS2i,0.006814124162819321
MATS2m,-0.00048458773410160484
MATS2p,-0.023225943096765126
MATS2s,0.20514053778067623
MATS2v,-0.032626880916298014
MATS3Z,-0.011713594221891834
MATS3c,0.15206027831168092
MATS3d,-0.0796864349011589
MATS3i,0.16401606129593674
MATS3m,-0.013025996345698355
MATS3p,0.07791128176448227
MATS3s,0.2540998818915608
MATS3v,0.017093762647515613
MATS4Z,-0.12869312001898467
MATS4c,-0.16893606823849616
MATS4d,0.034096520763187414
MATS4i,-0.08029377160699225
MATS4m,-0.12888393293280406
MATS4p,-0.08593574272567855
MATS4s,-0.0725952991159871
MATS4v,-0.11573465604461963
MATS5Z,0.10035185372871634
MATS5c,0.094847767840649
MATS5d,0.1287037037037037
MATS5i,0.012270605708686554
MATS5m,0.09845997979515332
MATS5p,0.021395655063699177
MATS5s,0.07310457531883194
MATS5v,0.04622861753383589
MATS6Z,0.13833004159658738
MATS6c,0.008233425726897546
MATS6d,0.0014453477868111842
MATS6i,0.01646756234449444
MATS6m,0.13967912778728217
MATS6p,0.05807108658386483
MATS6s,0.021030740634426538
MATS6v,0.1209796431288097
MATS7Z,-0.08833400665029983
MATS7c,-0.021859041294463564
MATS7d,-0.1139581758629379
MATS7i,0.05075672976837243
MATS7m,-0.08477891846959656
MATS7p,0.04024145634442168
MATS7s,-0.07582605018943235
MATS7v,0.004068803855619792
MATS8Z,-0.23869757736739053
MATS8c,0.003914620661446748
MATS8d,-0.12348927875243677
MATS8i,-0.11725658896254632
MATS8m,-0.2392483814677063
MATS8p,-0.13024571989435307
MATS8s,-0.06984026961151604
MATS8v,-0.2068535688283054
MAXsOH,7.391203703703703
MAXssO,5.820268870289163
MINsOH,7.391203703703703
MINssO,5.696742016250944
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.576642424561692
SssNH2,0
SsssAs,0
SsssCH,0.014738599143360176
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,734
TMWC10,144.5584013571759
TSRW10,82.45865627200469
Xc-3dv,0.8172663854515823
Xc-4dv,0.0
Xc-5dv,0.08590863831524162
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.25343678769327627
Xch-7d,0.3103012199276332
Xp-0dv,19.94299569220475
Xp-1dv,11.786248458525892
Xp-2dv,8.21473507334826
Xp-3dv,5.980198791950969
Xp-4dv,4.079428176840045
Xp-5dv,2.414650781470117
Xp-6dv,1.493491373081839
Xp-7dv,1.0001383621250275
Xpc-4d,4.6284693523897635
Xpc-5d,4.9057709402861045
Xpc-6d,6.789225659440206
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,70
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.6041317092186995
AATS0dv,6.811594202898551
AATS0pe,6.2397362318840575
AATS0se,7.751642086956523
AATS1dv,5.8428571428571425
AATS1pe,6.457535714285714
AATS1se,7.769616971428571
AATS2dv,4.379032258064516
AATS2pe,6.314091129032256
AATS2se,7.745334741935483
AATS3dv,2.9754601226993866
AATS3pe,6.10634355828221
AATS3se,7.628566503067485
AATS4dv,2.290909090909091
AATS4pe,5.956166666666667
AATS4se,7.485204048484849
AATS5dv,2.6306818181818183
AATS5pe,5.870780113636365
AATS5se,7.437380045454546
AATS6dv,2.6890243902439024
AATS6pe,5.946801829268292
AATS6se,7.5116860975609745
AATS7dv,2.639455782312925
AATS7pe,6.18038775510204
AATS7se,7.707313632653062
AATS8dv,2.0657894736842106
AATS8pe,6.037530263157893
AATS8se,7.543458921052631
AATSC0Z,7.724427641251839
AATSC0c,0.026302729210394487
AATSC0d,0.5103969754253306
AATSC0i,1.32364983526965
AATSC0m,36.58242872127706
AATSC0p,0.2253907822789981
AATSC0s,2.1188242432728885
AATSC0v,49.51629286508025
AATSC1Z,0.12236324901731338
AATSC1c,-0.01401427047392964
AATSC1d,0.156683769916284
AATSC1i,-0.14766732390163367
AATSC1m,0.5915051588471841
AATSC1p,-0.009761723531994951
AATSC1s,-0.11471221198694415
AATSC1v,-0.45947840801202905
AATSC2Z,0.017390965573781513
AATSC2c,-0.001575422060720916
AATSC2d,-0.03949935971705597
AATSC2i,0.009019514325622736
AATSC2m,-0.017727396241977122
AATSC2p,-0.0052349134837473875
AATSC2s,0.43465674472773475
AATSC2v,-1.6155621907255102
AATSC3Z,-0.0904808109859891
AATSC3c,0.003999600324089365
AATSC3d,-0.04067171535597901
AATSC3i,0.2170998325159435
AATSC3m,-0.47652258284012555
AATSC3p,0.017560484745256098
AATSC3s,0.5383929899646167
AATSC3v,0.8464197574205526
AATSC4Z,-0.9940806935135855
AATSC4c,-0.00444347965674589
AATSC4d,0.017402761070057844
AATSC4i,-0.10628083756077418
AATSC4m,-4.714887289832157
AATSC4p,-0.019369124278667407
AATSC4s,-0.15381667971460034
AATSC4v,-5.730751123344716
AATSC5Z,0.7751606327929579
AATSC5c,0.0024947551537229527
AATSC5d,0.0656899810964083
AATSC5i,0.016241985224961786
AATSC5m,3.6019051927545758
AATSC5p,0.004822383432178764
AATSC5s,0.15489574647970997
AATSC5v,2.2890697645532017
AATSC6Z,1.068520396924196
AATSC6c,0.00021656156736848153
AATSC6d,0.0007377011388261239
AATSC6i,0.021797286184582758
AATSC6m,5.1098017361284
AATSC6p,0.013088687632928725
AATSC6s,0.0445604431102072
AATSC6v,5.990463439879035
AATSC7Z,-0.6823296426320998
AATSC7c,-0.0005749524439671061
AATSC7d,-0.05816390828543142
AATSC7i,0.06718413699673231
AATSC7m,-3.1014187419809756
AATSC7p,0.009070053325515352
AATSC7s,-0.16066207341299607
AATSC7v,0.20147208332543734
AATSC8Z,-1.8438021645165208
