DLiP-ID,C001YJ
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.18181818181818182
GGI10,0.0
JGI10,0.0
JGT10,0.4759184785672881
Kier1,19.0
Kier2,8.3232
Kier3,4.5
MAXdO,12.017975245653819
MINdO,12.017975245653819
MPC10,24
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.303304908059076
MWC04,6.192362489474872
MWC05,7.060476365999801
MWC06,7.957527402230773
MWC07,8.83651926920248
MWC08,9.735364715141987
MWC09,10.619007583947798
MWC10,11.517982655796992
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.3154000000000003
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,0.0
SRW06,6.456769655572163
SRW07,0.0
SRW08,8.10076824307173
SRW09,0.0
SRW10,9.8001804826702
SaaCH,9.986511952003024
SaaNH,0
SaaSe,0
SaaaC,1.453837868480726
SaasC,0.2554166666666673
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.289477040816326
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.443916288737717
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,3500000498
Xc-3d,1.4710773760043288
Xc-4d,0.2041241452319315
Xc-5d,0.4006717010408706
Xc-6d,0.08333333333333333
Xp-1d,8.148995134896753
Xp-2d,7.337922634561317
Xp-3d,5.753178212028566
Xp-4d,4.726556629490726
Xp-5d,3.935493910896956
Xp-6d,2.1841165660130364
Xp-7d,1.5581501591844495
ZMIC0,63.48184217426048
ZMIC1,40.250387108313866
ZMIC2,31.750466439634806
ZMIC3,30.404900062428723
ZMIC4,30.404900062428723
ZMIC5,30.404900062428723
nAcid,0
nAtom,34
nBase,1
nRing,2
piPC1,3.2771447329921766
piPC2,3.9415818076696905
piPC3,4.505349850705881
piPC4,5.1276773145279195
piPC5,5.706902601992445
piPC6,5.909440711629391
piPC7,6.310429511161051
piPC8,6.566100888164065
piPC9,6.801591489397289
AATS0Z,44.705882352941174
AATS0d,2.9705882352941178
AATS0i,165.19923883007752
AATS0m,183.64467764705884
AATS0p,1.769950046256912
AATS0v,232.12897979097556
AATS1Z,33.54545454545455
AATS1d,3.757575757575758
AATS1i,149.9636787658509
AATS1m,127.59035533333333
AATS1p,1.9443841660606063
AATS1v,266.06985141334184
AATS2Z,26.25
AATS2d,3.5576923076923075
AATS2i,155.04514547645724
AATS2m,98.88402473076923
AATS2p,1.7089559516259039
AATS2v,234.19236603125074
AATS3Z,22.46268656716418
AATS3d,3.1343283582089554
AATS3i,158.03952379979896
AATS3m,83.28751316417912
AATS3p,1.5373985360453282
AATS3v,201.34584297107432
AATS4Z,22.87878787878788
AATS4d,2.8333333333333335
AATS4i,159.3399802328267
AATS4m,83.58074024242424
AATS4p,1.451471241509712
AATS4v,192.38630942719163
AATS5Z,19.9672131147541
AATS5d,2.4754098360655736
AATS5i,161.8847609121835
AATS5m,70.73795060655739
AATS5p,1.2821637246220166
AATS5v,175.13687208735806
AATS6Z,13.150943396226415
AATS6d,2.0943396226415096
AATS6i,167.5353681482772
AATS6m,43.66923266037735
AATS6p,1.0847388395998492
AATS6v,143.33500944490868
AATS7Z,10.65
AATS7d,2.05
AATS7i,162.37621640539973
AATS7m,34.959806775
AATS7p,1.12530510396225
AATS7v,136.22077419169128
AATS8Z,8.514285714285714
AATS8d,1.7142857142857142
AATS8i,170.3156533294197
AATS8m,26.377932
AATS8p,0.9234402488053716
AATS8v,106.45601151027593
ATS0dv,233.33333333333331
ATS0pe,222.14710000000002
ATS0se,273.92607499999997
ATS1dv,168.33333333333331
ATS1pe,218.27360000000002
ATS1se,263.68965599999996
ATS2dv,342.0
ATS2pe,342.51380000000006
ATS2se,413.95358200000004
ATS3dv,307.0
ATS3pe,420.2291
ATS3se,519.700816
ATS4dv,285.0
ATS4pe,428.1257
ATS4se,528.175704
ATS5dv,253.33333333333334
ATS5pe,403.01339999999993
ATS5se,496.161662
ATS6dv,139.0
ATS6pe,338.0278
ATS6se,420.255356
ATS7dv,58.0
ATS7pe,230.10150000000004
ATS7se,290.91705200000007
ATS8dv,37.0
ATS8pe,199.99
ATS8se,255.58433599999998
ATSC0Z,689.8823529411766
ATSC0c,0.5579182571222445
ATSC0d,24.5
ATSC0i,52.008068864746
ATSC0m,3152.195263529413
ATSC0p,11.850102059469558
ATSC0v,1788.748152472751
ATSC1Z,-39.062283737024245
ATSC1c,-0.30499747322355747
ATSC1d,10.75
ATSC1i,0.4510854127317766
ATSC1m,-214.3096021314879
ATSC1p,-1.9711042880372185
ATSC1v,-43.74430498257334
ATSC2Z,-28.702422145328722
ATSC2c,0.021256900849223263
ATSC2d,8.0
ATSC2i,14.485366536917462
ATSC2m,-133.85410645674745
ATSC2p,0.772011227422086
ATSC2v,0.7767162802654539
ATSC3Z,22.937716262975794
ATSC3c,0.0738816688088905
ATSC3d,3.75
ATSC3i,14.211746173938186
ATSC3m,138.98513857439445
ATSC3p,1.5190048589515461
ATSC3v,427.5902717005033
ATSC4Z,-120.0069204152249
ATSC4c,-0.1090483417146434
ATSC4d,-6.5
ATSC4i,-13.278816776827913
ATSC4m,-520.940912615917
ATSC4p,-1.9744245502403492
ATSC4v,-175.9769005021311
ATSC5Z,-232.67128027681662
ATSC5c,0.06738795772179855
ATSC5d,-7.25
ATSC5i,-26.150850055572654
ATSC5m,-1040.023541096886
ATSC5p,-5.341910361236061
ATSC5v,-673.045714807195
ATSC6Z,-84.28719723183389
ATSC6c,-0.028357599696592833
ATSC6d,-3.75
ATSC6i,7.411579202776287
ATSC6m,-407.3598127370243
ATSC6p,0.7941469072131283
ATSC6v,-453.81012422122353
ATSC7Z,63.55017301038063
ATSC7c,0.011555806660268998
ATSC7d,-5.0
ATSC7i,-20.258446499747517
ATSC7m,270.37648037716264
ATSC7p,-1.9054842271860983
ATSC7v,-384.25730589255454
ATSC8Z,100.06228373702425
ATSC8c,-0.04305315231618147
ATSC8d,-2.25
ATSC8i,-15.804222318944957
ATSC8m,447.83415519031144
ATSC8p,-0.4349452882624279
ATSC8v,-113.90656822858104
AXp-1d,0.45272195193870846
AXp-2d,0.2935169053824527
AXp-3d,0.1797868191258927
AXp-4d,0.11528186901196892
AXp-5d,0.07870987821793912
AXp-6d,0.049639012863932644
AXp-7d,0.033872829547488034
GATS1Z,0.8573925648021827
GATS1c,1.574376968968968
GATS1d,0.8367346938775511
GATS1i,1.3500367015353967
GATS1m,0.8485840961213159
GATS1p,1.2684509577160838
GATS1v,0.9791997082323289
GATS2Z,0.5431946229929687
GATS2c,0.9087493449750828
GATS2d,0.9324960753532182
GATS2i,1.0829151020603682
GATS2m,0.5336865871340333
GATS2p,0.8319573281982735
GATS2v,0.8912840567090075
GATS3Z,0.6536156614607723
GATS3c,0.8003448400312699
GATS3d,1.1056960097471824
GATS3i,1.0119686801445833
GATS3m,0.6316813015428867
GATS3p,0.9543903733455457
GATS3v,0.8471395445893515
GATS4Z,0.812457366984993
GATS4c,1.0867910277542565
GATS4d,1.2653061224489797
GATS4i,1.2625401707013544
GATS4m,0.7858251063661897
GATS4p,1.1506886184248293
GATS4v,0.9782307913152775
GATS5Z,0.8574876154585912
GATS5c,0.9979768707056399
GATS5d,1.070926731348277
GATS5i,1.3497276196732986
GATS5m,0.8370204071206835
GATS5p,1.2171708809899784
GATS5v,1.0901169006138218
GATS6Z,0.5135412108419778
GATS6c,0.9164978407691452
GATS6d,0.6353484790142472
GATS6i,0.8138442334376849
GATS6m,0.5294121143357208
GATS6p,0.5750682229264008
GATS6v,1.0077286037101645
GATS7Z,0.3593547493178717
GATS7c,0.6205833593642149
GATS7d,0.673469387755102
GATS7i,1.264490237631726
GATS7m,0.3790093507246184
GATS7p,0.7940068086996763
GATS7v,1.1594630163525093
GATS8Z,0.35739012862989666
GATS8c,0.9259422416698628
GATS8d,0.5002915451895044
GATS8i,1.1636729712453218
GATS8m,0.37505894772311943
GATS8p,0.682138835357907
GATS8v,1.0220594434732462
MATS1Z,-0.05833746744387948
MATS1c,-0.56323631084929
MATS1d,0.4520717377860235
MATS1i,0.008936203127858866
MATS1m,-0.07004763792833117
MATS1p,-0.17137698146533506
MATS1v,-0.025196330696269906
MATS2Z,-0.02720314303704481
MATS2c,0.024911790724762642
MATS2d,0.21350078492935637
MATS2i,0.18211022643133318
MATS2m,-0.027764775138093636
MATS2p,0.0425968121829471
MATS2v,0.0002839152911376633
MATS3Z,0.016872492924192146
MATS3c,0.067200149239085
MATS3d,0.07767286018885167
MATS3i,0.13866946132902738
MATS3m,0.022374810542320864
MATS3p,0.06504908419891134
MATS3v,0.12130612558685874
MATS4Z,-0.08961201372524699
MATS4c,-0.1006893352958514
MATS4d,-0.13667285095856524
MATS4i,-0.13152964013703658
MATS4m,-0.08513543039146142
MATS4p,-0.08583283025785132
MATS4v,-0.05068056495265689
MATS5Z,-0.18798224230089683
MATS5c,0.06732258811353962
MATS5d,-0.164938106390097
MATS5i,-0.2802619661852635
MATS5m,-0.18389890344724474
MATS5p,-0.25126013423253624
MATS5v,-0.20972222051724165
MATS6Z,-0.07837717830574785
MATS6c,-0.0326063316581945
MATS6d,-0.09819021948402001
MATS6i,0.09142039077637124
MATS6m,-0.08290259360243593
MATS6p,0.042991421539873315
MATS6v,-0.16275263541882917
MATS7Z,0.07829979536152797
MATS7c,0.017605510369732298
MATS7d,-0.17346938775510204
MATS7i,-0.3310963067974604
MATS7m,0.07290792260859694
MATS7p,-0.1366791260513991
MATS7v,-0.18259625289180942
MATS8Z,0.14089846033911518
MATS8c,-0.07496270594500562
MATS8d,-0.08921282798833818
MATS8i,-0.2951979076508098
MATS8m,0.13801140387678465
MATS8p,-0.035655243972242345
MATS8v,-0.06186007499024221
MAXaaN,3.962968868102797
MINaaN,3.962968868102797
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,-3.506805555555553
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.4953930461073326
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,378
TMWC10,108.68845350850836
TSRW10,51.88861721978644
Xc-3dv,0.7864029575106051
Xc-4dv,0.05103103630798288
Xc-5dv,0.17671886372235998
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.23728382326827402
Xp-0dv,12.39361023730293
Xp-1dv,6.6576448703223
Xp-2dv,5.27478424276516
Xp-3dv,3.885860050596017
Xp-4dv,2.8734151410594597
Xp-5dv,1.9165609851977259
Xp-6dv,1.0018693418518514
Xp-7dv,0.6035533096824247
Xpc-4d,2.890306980285171
Xpc-5d,4.7320667686888545
Xpc-6d,7.4815893901494555
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.454495068107318
AATS0dv,6.862745098039215
AATS0pe,6.533738235294118
AATS0se,8.056649264705882
AATS1dv,5.1010101010101
AATS1pe,6.614351515151515
AATS1se,7.9905956363636355
AATS2dv,6.576923076923077
AATS2pe,6.586803846153847
AATS2se,7.960645807692308
AATS3dv,4.582089552238806
AATS3pe,6.2720761194029855
AATS3se,7.756728597014926
AATS4dv,4.318181818181818
AATS4pe,6.4867530303030305
AATS4se,8.002662181818181
AATS5dv,4.1530054644808745
AATS5pe,6.606777049180327
AATS5se,8.133797737704917
AATS6dv,2.6226415094339623
AATS6pe,6.377883018867925
AATS6se,7.929346339622642
AATS7dv,1.45
AATS7pe,5.752537500000001
AATS7se,7.272926300000002
AATS8dv,1.0571428571428572
AATS8pe,5.714
AATS8se,7.3024096
AATSC0Z,20.29065743944637
AATSC0c,0.016409360503595427
AATSC0d,0.7205882352941176
AATSC0i,1.5296490842572352
AATSC0m,92.71162539792391
AATSC0p,0.34853241351381054
AATSC0v,52.61023977861032
AATSC1Z,-1.1837055677886135
AATSC1c,-0.009242347673441136
AATSC1d,0.32575757575757575
AATSC1i,0.013669254931265957
AATSC1m,-6.494230367620846
AATSC1p,-0.0597304329708248
AATSC1v,-1.3255849994719193
AATSC2Z,-0.551969656640937
AATSC2c,0.00040878655479275504
AATSC2d,0.15384615384615385
AATSC2i,0.2785647410945666
AATSC2m,-2.574117431860528
AATSC2p,0.01484636975811704
AATSC2v,0.014936851543566422
AATSC3Z,0.3423539740742656
AATSC3c,0.0011027114747595597
AATSC3d,0.055970149253731345
AATSC3i,0.21211561453639083
AATSC3m,2.074405053349171
AATSC3p,0.022671714312709645
AATSC3v,6.381944353738855
AATSC4Z,-1.818286672957953
AATSC4c,-0.001652247601737021
AATSC4d,-0.09848484848484848
AATSC4i,-0.2011941935883017
AATSC4m,-7.893044130544197
AATSC4p,-0.02991552348849014
AATSC4v,-2.6663166742747135
AATSC5Z,-3.814283283226502
AATSC5c,0.00110472061839014
AATSC5d,-0.11885245901639344
AATSC5i,-0.42870245992742056
AATSC5m,-17.049566247489935
AATSC5p,-0.08757230100386985
AATSC5v,-11.033536308314673
AATSC6Z,-1.5903244760723374
AATSC6c,-0.0005350490508791101
AATSC6d,-0.07075471698113207
AATSC6i,0.13984111703351484
AATSC6m,-7.686034202585364
AATSC6p,0.014983903909681667
AATSC6v,-8.56245517398535
AATSC7Z,1.5887543252595158
AATSC7c,0.0002888951665067249
AATSC7d,-0.125
AATSC7i,-0.5064611624936879
AATSC7m,6.759412009429066
AATSC7p,-0.04763710567965246
AATSC7v,-9.606432647313863
AATSC8Z,2.858922392486407
AATSC8c,-0.0012300900661766133
AATSC8d,-0.06428571428571428
AATSC8i,-0.45154920911271307
AATSC8m,12.795261576866041
AATSC8p,-0.012427008236069369
AATSC8v,-3.2544733779594583
ATS0are,216.09610000000004
ATS1are,211.58480000000003
ATS2are,336.82700000000006
ATS3are,412.9689
ATS4are,421.91780000000006
ATS5are,398.9378
ATS6are,336.50089999999994
ATS7are,226.858
ATS8are,198.29600000000002
ATSC0dv,127.45098039215688
ATSC0pe,4.8705558823529405
ATSC0se,3.5275547352941166
ATSC1dv,1.1014994232987312
ATSC1pe,-0.8178571799307963
ATSC1se,-0.17214856660899694
ATSC2dv,56.29065743944637
ATSC2pe,1.0469410034602065
ATSC2se,0.9928000519031139
ATSC3dv,34.47404844290657
ATSC3pe,0.21687811418685116
ATSC3se,-0.24192086072664146
ATSC4dv,-18.287197231833904
ATSC4pe,-1.6138908304498285
ATSC4se,-1.4937660155709345
ATSC5dv,-31.40715109573241
ATSC5pe,-1.2185208477508664
ATSC5se,-1.0667571133218008
ATSC6dv,-75.3598615916955
ATSC6pe,-1.7252635813148767
ATSC6se,-0.7480687638408299
ATSC7dv,-13.314878892733567
ATSC7pe,0.6343313148788964
ATSC7se,0.6102017820069245
ATSC8dv,-4.003460207612459
ATSC8pe,0.5555160034602104
ATSC8se,0.42582139013841186
AXp-0dv,0.6522952756475227
AXp-1dv,0.36986915946235
AXp-2dv,0.21099136971060642
AXp-3dv,0.12143312658112553
AXp-4dv,0.07008329612340146
AXp-5dv,0.03833121970395452
AXp-6dv,0.022769757769360258
AXp-7dv,0.013120724123530972
BertzCT,629.3778320204195
ECIndex,3600000000
GATS1dv,0.7885384615384615
GATS1pe,0.8045385567174659
GATS1se,0.6745287255767017
GATS2dv,0.7438505917159762
GATS2pe,0.6233309590452962
GATS2se,0.5325138327445599
GATS3dv,0.8832583237657865
GATS3pe,0.7563174832899376
GATS3se,0.7555115429479828
GATS4dv,1.252551282051282
GATS4pe,1.1953358385834687
