DLiP-ID,C001EH
Chi1n,7.43039941307153
Chi1v,9.291527133675153
Chi2n,5.191768568053475
Chi2v,7.334343810402894
Chi3n,3.5413652143215546
Chi3v,5.3901433337983935
Chi4n,2.384302408879111
Chi4v,3.9156371154494396
MolMR,98.91690000000003
MolWt,377.33700000000016
fr_SH,0
Kappa1,20.195146726862298
Kappa2,9.446824336031284
Kappa3,5.329161033995282
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,735.937697037209
MolLogP,3.7124000000000024
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.6449976681855384e-06
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,5.733667477162185
SMR_VSA5,30.578769967221813
SMR_VSA6,13.08951281182515
SMR_VSA7,41.42083572451099
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,148.40960859007873
NHOHCount,3
PEOE_VSA1,5.733667477162185
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,48.708051409930974
PEOE_VSA7,31.519133788687814
PEOE_VSA8,22.339838148583492
PEOE_VSA9,4.895483475517775
RingCount,2
SMR_VSA10,44.80371263374967
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,376.07790430399996
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.455762341614273
SlogP_VSA2,21.507309796154086
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,25.683286491704038
SlogP_VSA6,41.293685886287435
SlogP_VSA7,5.022633313741326
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.023291153407584
EState_VSA2,17.302516636697753
EState_VSA3,23.498370340031272
EState_VSA4,31.069510706168835
EState_VSA5,0.0
EState_VSA6,30.33183534230805
EState_VSA7,6.06636706846161
EState_VSA8,4.722094864452088
EState_VSA9,17.3346073673947
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,24.007973051412492
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.94425532249937
VSA_EState9,25.650961038574255
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,8.417796984328938
EState_VSA11,0.0
FractionCSP3,0.375
VSA_EState10,2.599228083370823
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,1
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-0.8500000000000001
NumHAcceptors,3
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,23
HeavyAtomMolWt,355.16100000000006
MaxEStateIndex,12.472127661249685
MinEStateIndex,-3.529717904908875
NumHeteroatoms,7
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,0.9565217391304348
FpDensityMorgan2,1.608695652173913
FpDensityMorgan3,2.347826086956522
MaxPartialCharge,0.24068051314172798
MinPartialCharge,-0.33047350393784647
NumAromaticRings,2
fr_unbrch_alkane,4
MaxAbsEStateIndex,12.472127661249685
MinAbsEStateIndex,0.0
NumAliphaticRings,0
NumRotatableBonds,8
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.33047350393784647
MinAbsPartialCharge,0.24068051314172798
NumRadicalElectrons,0
NumValenceElectrons,128
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,376.0779043040006
MZ,0.7333333333333331
Mi,1.1287051085080624
Mm,0.6981082156171656
Mp,0.6979833133732538
Mv,0.6283199493407512
SZ,32.999999999999986
Si,50.7917298828628
Sm,31.414869702772453
Sp,31.40924910179642
Sv,28.274397720333805
nB,0
nC,16
nF,0
nH,22
nI,0
nN,2
nO,2
nP,0
nS,1
nX,2
ABC,16.50775311184927
AMW,8.357286762311125
IC0,1.7561309716625515
IC1,3.42976448478587
IC2,4.213858096233521
IC3,4.869630874107453
IC4,5.04740865188523
IC5,5.136297540774119
Mpe,0.9678431372549018
Mse,1.0080359310512264
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,98.91690000000003
SdO,24.94425532249937
SdS,0
Spe,43.55294117647058
SsF,0
SsI,0
Sse,45.36161689730518
StN,0
fMF,0.2222222222222222
nBr,0
nCl,2
BIC0,0.3080693873621427
BIC1,0.6016666528146908
BIC2,0.7392163244570993
BIC3,0.8542553057109488
BIC4,0.885441983681074
BIC5,0.9010353226661365
CIC0,3.7357221246671233
CIC1,2.0620886115438046
CIC2,1.277995000096154
CIC3,0.6222222222222218
CIC4,0.44444444444444464
CIC5,0.35555555555555607
GGI1,4.0
GGI2,2.8888888888888897
GGI3,1.875
GGI4,1.2044444444444447
GGI5,0.7430555555555555
GGI6,0.32326530612244897
GGI7,0.18055555555555558
GGI8,0.13958175862937766
GGI9,0.07125000000000001
JGI1,0.17391304347826086
JGI2,0.09318996415770613
JGI3,0.05681818181818182
JGI4,0.03885304659498208
JGI5,0.028579059829059828
JGI6,0.016163265306122446
JGI7,0.012037037037037037
JGI8,0.00997012561638412
JGI9,0.005480769230769232
MIC0,23.861444805218884
MIC1,36.57935506705587
MIC2,42.629100413453095
MIC3,44.268163817994456
MIC4,44.93638604021669
MIC5,45.02598604021668
MPC2,31
MPC3,39
MPC4,49
MPC5,59
MPC6,58
MPC7,60
MPC8,61
MPC9,55
Mare,0.9745777777777781
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19570408863824668
RPCG,0.14252930996321608
SIC0,0.31977020158026664
SIC1,0.6245186141410185
SIC2,0.7672925736214128
SIC3,0.8867008619298162
SIC4,0.919072044235583
SIC5,0.9352576353884663
SaaN,0
SaaO,0
SaaS,0
Sare,43.856000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.128945988279698
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,79.02589372481482
TIC1,154.33940181536417
TIC2,189.62361433050845
TIC3,219.13338933483539
TIC4,227.13338933483536
TIC5,231.13338933483533
Vabc,322.6586044755552
WPol,33
apol,52.45344599999998
bpol,29.746553999999993
nRot,8
ABCGG,13.575128376939185
ATS0Z,1658.0
ATS0d,130.0
ATS0i,7333.929402032378
ATS0m,6776.156044000002
ATS0p,76.02509190667799
ATS0v,9984.241859434649
ATS1Z,1372.0
ATS1d,164.0
ATS1i,6576.911091745185
ATS1m,5226.503352000003
ATS1p,88.31942322000005
ATS1v,11934.113469638878
ATS2Z,1799.0
ATS2d,249.0
ATS2i,11888.43006315037
ATS2m,6716.411485999999
ATS2p,129.561614083943
ATS2v,17016.737220167346
ATS3Z,2065.0
ATS3d,290.0
ATS3i,17021.69731930595
ATS3m,7615.3588279999985
ATS3p,152.75726669747002
ATS3v,19152.833994575114
ATS4Z,2083.0
ATS4d,266.0
ATS4i,16851.039882112975
ATS4m,7575.07791
ATS4p,145.80707764237604
ATS4v,18336.86024538628
ATS5Z,1896.0
ATS5d,229.0
ATS5i,16098.372781349577
ATS5m,6821.4781840000005
ATS5p,128.27077148467797
ATS5v,16068.126276730543
ATS6Z,1496.0
ATS6d,192.0
ATS6i,14678.857634396956
ATS6m,5307.569457999999
ATS6p,104.71413442467801
ATS6v,13221.851004700515
ATS7Z,1017.0
ATS7d,169.0
ATS7i,12438.61923450263
ATS7m,3448.964295
ATS7p,91.41621202297999
ATS7v,11092.710448272202
ATS8Z,962.0
ATS8d,154.0
ATS8i,10964.109031840173
ATS8m,3276.8462299999983
ATS8p,85.022957166433
ATS8v,10306.9290759106
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.375
GGI10,0.05774920926436078
JGI10,0.005774920926436078
JGT10,0.4407794139949396
Kier1,21.043478260869566
Kier2,10.09573361082206
Kier3,5.7856673241288625
MAXdO,12.472127661249685
MINdO,12.472127661249685
MPC10,43
MWC01,23.0
MWC02,4.6913478822291435
MWC03,5.517452896464707
MWC04,6.391917113392602
MWC05,7.25063551189868
MWC06,8.14002395246292
MWC07,9.0142038261485
MWC08,9.911802884139842
MWC09,10.794398936070886
MWC10,11.696770860132526
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.7124000000000024
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.650279048587422
SRW07,0.0
SRW08,8.272570608424903
SRW09,0.0
SRW10,9.959726098983317
SaaCH,10.432182722749864
SaaNH,0
SaaSe,0
SaaaC,1.3894622286216807
SaasC,0.8248080962242503
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.43123599437428
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.661702333711262
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2200001166
Xc-3d,1.6761957332211321
Xc-4d,0.2041241452319315
Xc-5d,0.4844109197173866
Xc-6d,0.08333333333333333
Xp-1d,10.559678737419713
Xp-2d,9.279641645668915
Xp-3d,7.225617947550641
Xp-4d,5.827983189430342
Xp-5d,4.524653968991268
Xp-6d,2.953142105631864
Xp-7d,1.9858509243543612
ZMIC0,76.75567104526587
ZMIC1,47.99398943539684
ZMIC2,33.26866519309832
ZMIC3,28.464402196734586
ZMIC4,26.935051794084522
ZMIC5,26.49205568807036
nAcid,0
nAtom,45
nBase,1
nRing,2
piPC1,3.449987545831587
piPC2,4.069026754237811
piPC3,4.617592705986649
piPC4,5.226418491004173
piPC5,5.794727078579667
piPC6,6.066905336023852
piPC7,6.436801198200406
piPC8,6.753337636440171
piPC9,6.930471855131991
AATS0Z,36.84444444444444
AATS0d,2.888888888888889
AATS0i,162.97620893405283
AATS0m,150.58124542222228
AATS0p,1.6894464868150663
AATS0v,221.87204132076997
AATS1Z,30.488888888888887
AATS1d,3.6444444444444444
AATS1i,146.15357981655967
AATS1m,116.1445189333334
AATS1p,1.9626538493333343
AATS1v,265.20252154753064
AATS2Z,23.064102564102566
AATS2d,3.1923076923076925
AATS2i,152.41577004038936
AATS2m,86.10783956410255
AATS2p,1.6610463344095256
AATS2v,218.16329769445315
AATS3Z,19.299065420560748
AATS3d,2.710280373831776
AATS3i,159.08128335799952
AATS3m,71.17157783177569
AATS3p,1.4276380065184113
AATS3v,178.99844854743097
AATS4Z,19.83809523809524
AATS4d,2.533333333333333
AATS4i,160.48609411536165
AATS4m,72.14359914285714
AATS4p,1.3886388346892957
AATS4v,174.6367642417741
AATS5Z,19.151515151515152
AATS5d,2.313131313131313
AATS5i,162.60982607423816
AATS5m,68.90382004040404
AATS5p,1.2956643584310905
AATS5v,162.30430582556104
AATS6Z,16.808988764044944
AATS6d,2.157303370786517
AATS6i,164.93098465614557
AATS6m,59.63561188764044
AATS6p,1.1765633081424496
AATS6v,148.5601236483204
AATS7Z,13.381578947368421
AATS7d,2.223684210526316
AATS7i,163.66604255924514
AATS7m,45.38110914473685
AATS7p,1.2028448950392103
AATS7v,145.95671642463424
AATS8Z,14.147058823529411
AATS8d,2.264705882352941
AATS8i,161.23689752706136
AATS8m,48.1889151470588
AATS8p,1.2503376053887205
AATS8v,151.57248641045
ATS0dv,240.49382716049382
ATS0pe,279.2979999999999
ATS0se,348.4562669999999
ATS1dv,182.44444444444446
ATS1pe,287.77060000000006
ATS1se,348.86750999999975
ATS2dv,359.44444444444446
ATS2pe,489.10480000000007
ATS2se,599.1734659999995
ATS3dv,324.7777777777778
ATS3pe,639.9780000000002
ATS3se,804.6531620000001
ATS4dv,303.77777777777777
ATS4pe,647.6995000000001
ATS4se,811.1959219999999
ATS5dv,268.18518518518516
ATS5pe,614.4973
ATS5se,770.6149129999999
ATS6dv,161.77777777777777
ATS6pe,548.6147000000001
ATS6se,690.587524
ATS7dv,106.88888888888889
ATS7pe,451.86960000000005
ATS7se,572.4397160000001
ATS8dv,95.55555555555556
ATS8pe,402.2021999999999
ATS8se,509.7969600000001
ATSC0Z,786.7999999999997
ATSC0c,0.46827857359203806
ATSC0d,27.24444444444444
ATSC0i,64.95034452630115
ATSC0m,3612.3026889777784
ATSC0p,14.883669745013197
ATSC0v,2460.308184956292
ATSC1Z,34.39999999999996
ATSC1c,-0.27887715904522925
ATSC1d,9.866666666666674
ATSC1i,4.699065158339307
ATSC1m,123.18786702222285
ATSC1p,-0.9213729079999992
ATSC1v,67.72759556632316
ATSC2Z,13.480000000000002
ATSC2c,0.052422056261847844
ATSC2d,7.020740740740746
ATSC2i,5.689849867933837
ATSC2m,54.6159573718521
ATSC2p,0.14204295214838747
ATSC2v,-189.76586582721194
ATSC3Z,167.72000000000008
ATSC3c,0.012418673295837766
ATSC3d,5.440987654320989
ATSC3i,9.597359799323883
ATSC3m,816.6479785639503
ATSC3p,4.174332467239369
ATSC3v,951.3869695903352
ATSC4Z,-33.399999999999984
ATSC4c,0.03074606244844321
ATSC4d,-1.9703703703703683
ATSC4i,-6.641465955376002
ATSC4m,-113.71472783703709
ATSC4p,0.6481804991840009
ATSC4v,211.57517515585937
ATSC5Z,-15.360000000000017
ATSC5c,-0.05749435118295171
ATSC5d,-5.826666666666665
ATSC5i,-13.277582852046361
ATSC5m,-76.36676703999983
ATSC5p,-0.47301066335744013
ATSC5v,-158.9926461417638
ATSC6Z,-14.959999999999987
ATSC6c,0.005793576232381163
ATSC6d,-2.1945679012345676
ATSC6i,0.22800577425505575
ATSC6m,-60.208039756049516
ATSC6p,-1.7487635624226854
ATSC6v,-198.08710462694665
ATSC7Z,-72.43999999999996
ATSC7c,0.030880855922698257
ATSC7d,-1.9906172839506189
ATSC7i,14.757290161593755
ATSC7m,-324.8768147402472
ATSC7p,0.7671097975934835
ATSC7v,-72.67873667750993
ATSC8Z,-97.51999999999998
ATSC8c,-0.12908714470517368
ATSC8d,-5.036049382716048
ATSC8i,-1.9750473109924584
ATSC8m,-450.1129783219752
ATSC8p,-1.6549844936765914
ATSC8v,-247.6946268496381
AXp-1d,0.4591164668443353
AXp-2d,0.29934327889254564
AXp-3d,0.18527225506540107
AXp-4d,0.11893843243735393
AXp-5d,0.0766890503218859
AXp-6d,0.050916243200549376
AXp-7d,0.03309751540590602
GATS1Z,0.7742190589165681
GATS1c,1.6573774540810502
GATS1d,0.9331158238172921
GATS1i,1.2437991679691565
GATS1m,0.7678513697638798
GATS1p,1.1639271073185704
GATS1v,0.988235752514446
GATS2Z,0.6449037320923444
GATS2c,0.8199800390786859
GATS2d,0.9731459405195132
GATS2i,1.1227374562389854
GATS2m,0.6429004606834267
GATS2p,0.922519796920684
GATS2v,1.0126367275540866
GATS3Z,0.735357701134134
GATS3c,0.8155415404340981
GATS3d,1.0414538579988109
GATS3i,0.9795977067427616
GATS3m,0.7221785854724498
GATS3p,0.8966743323703313
GATS3v,0.8315119077721133
GATS4Z,0.9349747016244223
GATS4c,0.9898441092950311
GATS4d,1.1074341645304127
GATS4i,1.0890053267647484
GATS4m,0.9176629852938586
GATS4p,1.0314851404298648
GATS4v,0.9276602711727903
GATS5Z,0.8908094673219231
GATS5c,1.1679445396450239
GATS5d,1.0522022838499185
GATS5i,1.1183659806469006
GATS5m,0.8800848140840839
GATS5p,1.022090327693027
GATS5v,0.9644080521075501
GATS6Z,0.8309865591244299
GATS6c,1.0601536451525655
GATS6d,0.8619425554924209
GATS6i,0.9672794414564042
GATS6m,0.8277020560188183
GATS6p,0.9661898847305492
GATS6v,0.9588959569276274
GATS7Z,0.7667299922403877
GATS7c,0.8948060668825181
GATS7d,0.8925045075985235
GATS7i,0.8387896017868389
GATS7m,0.7660869645403693
GATS7p,0.8511997482415605
GATS7v,0.9605937994807089
GATS8Z,0.8742037740363052
GATS8c,0.9775742822484291
GATS8d,1.0212551578543327
GATS8i,0.9862456606227863
GATS8m,0.87428203420626
GATS8p,1.0078266072874964
GATS8v,1.0413793429284703
MATS1Z,0.0437214031520081
MATS1c,-0.5955368764922088
MATS1d,0.36215334420880946
MATS1i,0.07234857940493997
MATS1m,0.0341023102516038
MATS1p,-0.06190495514781944
MATS1v,0.027528094236505724
MATS2Z,0.009884243870009
MATS2c,0.06458440702343107
MATS2d,0.14866984565190128
MATS2i,0.050540235267104494
MATS2m,0.008722748033328597
MATS2p,0.0055058905775668575
MATS2v,-0.04449861520496947
MATS3Z,0.08964978215319128
MATS3c,0.011153204141338727
MATS3d,0.08399018157978995
MATS3i,0.06214397848444523
MATS3m,0.09507788079076328
MATS3p,0.11795211889907932
MATS3v,0.16262841285283128
MATS4Z,-0.01819304234149175
MATS4c,0.028138985316794138
MATS4d,-0.03099510603588904
MATS4i,-0.0438233634180554
MATS4m,-0.013491362035478082
MATS4p,0.018664190167247137
MATS4v,0.03685516945447537
MATS5Z,-0.008873688588991093
MATS5c,-0.05580822498835577
MATS5d,-0.09721192347619753
MATS5i,-0.09292121507229899
MATS5m,-0.009609429171669587
MATS5p,-0.014445687835333244
MATS5v,-0.029374118678216127
MATS6Z,-0.00961368193164746
MATS6c,0.006255542026621525
MATS6d,-0.04072804589695181
MATS6i,0.001774953147429175
MATS6m,-0.00842738549714372
MATS6p,-0.05940781478998019
MATS6v,-0.04070888428867753
MATS7Z,-0.054514622856072545
MATS7c,0.039046666565145556
MATS7d,-0.043262213445522495
MATS7i,0.13453152925292872
MATS7m,-0.05325170353874961
MATS7p,0.03051732243167199
MATS7v,-0.017491086185686473
MATS8Z,-0.08202248871078681
MATS8c,-0.18242414060019346
MATS8d,-0.12232511275309471
MATS8i,-0.020123320551954732
MATS8m,-0.08245955789418184
MATS8p,-0.07358469688328691
MATS8v,-0.06662399567991598
MAXsCl,6.128945988279698
MINsCl,6.128945988279698
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,-3.529717904908875
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.9115696628929175
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,501
TMWC10,119.40855386293984
TSRW10,56.874386914208365
Xc-3dv,0.9389018255029691
Xc-4dv,0.05103103630798288
Xc-5dv,0.22074149496561232
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.276854537612742
Xp-0dv,15.183972314185256
Xp-1dv,9.291527133675153
Xp-2dv,7.334343810402894
Xp-3dv,5.390143333798394
Xp-4dv,3.915637115449439
Xp-5dv,2.7603848781366858
Xp-6dv,1.753263905309442
Xp-7dv,1.1365599713351893
Xpc-4d,3.395612335129754
Xpc-5d,5.513069495371079
Xpc-6d,8.543307485774806
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.700663840987668
AATS0dv,5.344307270233196
AATS0pe,6.20662222222222
AATS0se,7.743472599999998
AATS1dv,4.054320987654322
AATS1pe,6.394902222222224
AATS1se,7.752611333333328
AATS2dv,4.6082621082621085
AATS2pe,6.270574358974359
AATS2se,7.681711102564096
AATS3dv,3.0353063343717555
AATS3pe,5.981102803738319
AATS3se,7.520123009345795
AATS4dv,2.893121693121693
AATS4pe,6.168566666666667
AATS4se,7.725675447619047
AATS5dv,2.70894126449682
AATS5pe,6.207043434343435
AATS5se,7.783989020202019
AATS6dv,1.8177278401997503
AATS6pe,6.164210112359552
AATS6se,7.759410382022472
AATS7dv,1.4064327485380117
AATS7pe,5.945652631578948
AATS7se,7.532101526315791
AATS8dv,1.4052287581699348
AATS8pe,5.9147382352941165
AATS8se,7.497014117647061
AATSC0Z,17.48444444444444
AATSC0c,0.010406190524267512
AATSC0d,0.605432098765432
AATSC0i,1.4433409894733589
AATSC0m,80.27339308839508
AATSC0p,0.33074821655584885
AATSC0v,54.67351522125093
AATSC1Z,0.7644444444444436
AATSC1c,-0.006197270201005094
AATSC1d,0.21925925925925943
AATSC1i,0.10442367018531794
AATSC1m,2.7375081560493966
AATSC1p,-0.02047495351111109
AATSC1v,1.5050576792516257
AATSC2Z,0.17282051282051286
AATSC2c,0.0006720776443826646
AATSC2d,0.09000949667616341
AATSC2i,0.07294679317863895
AATSC2m,0.7002045816904116
AATSC2p,0.0018210634890818906
AATSC2v,-2.4328957157334865
AATSC3Z,1.5674766355140195
AATSC3c,0.00011606236725082024
AATSC3d,0.05085035190954196
AATSC3i,0.08969495139555031
AATSC3m,7.632224098728508
AATSC3p,0.039012452964853915
AATSC3v,8.891467005517152
AATSC4Z,-0.31809523809523793
AATSC4c,0.00029281964236612583
AATSC4d,-0.01876543209876541
AATSC4i,-0.06325205671786668
AATSC4m,-1.082997407971782
AATSC4p,0.006173147611276199
AATSC4v,2.0150016681510414
AATSC5Z,-0.15515151515151532
AATSC5c,-0.0005807510220500172
AATSC5d,-0.05885521885521884
AATSC5i,-0.1341169985055188
AATSC5m,-0.7713814852525235
AATSC5p,-0.004777885488458991
AATSC5v,-1.6059863246642807
AATSC6Z,-0.1680898876404493
AATSC6c,6.50963621615861e-05
AATSC6d,-0.024658066306006376
AATSC6i,0.002561862632079278
AATSC6m,-0.6764948287196575
AATSC6p,-0.019649028791266128
AATSC6v,-2.2256978047971536
AATSC7Z,-0.9531578947368415
AATSC7c,0.0004063270516144507
AATSC7d,-0.026192332683560776
AATSC7i,0.19417487054728624
AATSC7m,-4.274694930792727
AATSC7p,0.01009354996833531
AATSC7v,-0.9562991668093412
AATSC8Z,-1.4341176470588233
AATSC8c,-0.0018983403633113776
AATSC8d,-0.07405954974582424
AATSC8i,-0.029044813396947918
AATSC8m,-6.61930850473493
AATSC8p,-0.024338007259949872
AATSC8v,-3.6425680419064426
ATS0are,271.80119999999994
ATS1are,278.5838
ATS2are,477.97900000000016
ATS3are,625.771
ATS4are,634.3040000000001
ATS5are,603.8332
ATS6are,539.3071000000001
ATS7are,444.8319
ATS8are,394.0957999999999
ATSC0dv,140.40713305898495
ATSC0pe,5.2019199999999985
ATSC0se,3.6575787999999982
ATSC1dv,3.481481481481479
ATSC1pe,-0.4918000000000017
ATSC1se,0.10495033333333276
ATSC2dv,77.73243712848651
ATSC2pe,1.7093519999999989
ATSC2se,1.4570800799999997
ATSC3dv,70.94495960981556
ATSC3pe,0.9782479999999999
ATSC3se,0.015304008888889789
ATSC4dv,17.989391860996786
ATSC4pe,-0.6687800000000027
ATSC4se,-1.0821690666666668
ATSC5dv,-0.458106995884779
ATSC5pe,-1.5105640000000022
ATSC5se,-1.3667707600000005
ATSC6dv,-56.03045877152872
ATSC6pe,-0.06612400000000035
ATSC6se,0.32009092888888846
ATSC7dv,-51.51174516079865
ATSC7pe,-1.1120559999999982
ATSC7se,-0.6495498622222213
ATSC8dv,-43.02290504496265
ATSC8pe,-0.9357279999999981
ATSC8se,-0.5057259644444432
AXp-0dv,0.6601727093124025
AXp-1dv,0.40397944059457186
AXp-2dv,0.23659173581944817
AXp-3dv,0.13820880343072806
AXp-4dv,0.07991096153978447
AXp-5dv,0.04678618437519806
AXp-6dv,0.030228688022576587
AXp-7dv,0.01894266618891982
BertzCT,735.937697037209
ECIndex,4600000000
GATS1dv,0.8180404233035811
