DLiP-ID,C001LO
fr_COO2,0
fr_urea,0
BalabanJ,1.5679986229612402e-06
SMR_VSA1,14.94991774348146
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,28.902376085043144
SMR_VSA5,57.15368413597868
SMR_VSA6,6.544756405912575
SMR_VSA7,23.259637120317212
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,154.7122647903936
NHOHCount,4
PEOE_VSA1,20.683585220643646
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,6.06636706846161
PEOE_VSA7,73.32345690559563
PEOE_VSA8,18.52902952053558
PEOE_VSA9,12.207932775496605
RingCount,6
SMR_VSA10,12.407033161179976
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,2
ExactMolWt,365.17577143599993
NumHDonors,3
PEOE_VSA10,0.0
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,22.86177758334229
SlogP_VSA3,11.157684576726059
SlogP_VSA4,23.16870860788096
SlogP_VSA5,55.755799108698355
SlogP_VSA6,12.13273413692322
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,41.528980072641176
EState_VSA3,12.965578028838586
EState_VSA4,28.88062112187817
EState_VSA5,38.524929737556064
EState_VSA6,6.06636706846161
EState_VSA7,6.06636706846161
EState_VSA8,0.0
EState_VSA9,10.470530430962235
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SlogP_VSA12,12.407033161179976
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,50.08333333333333
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,10.213054789681411
EState_VSA11,0.0
FractionCSP3,0.7
VSA_EState10,0.0
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-0.9700000000000002
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,25
HeavyAtomMolWt,337.6770000000001
MaxEStateIndex,10.409845049130762
MinEStateIndex,-0.16828278533635754
NumHeteroatoms,5
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.04
FpDensityMorgan2,1.64
FpDensityMorgan3,2.2
MaxPartialCharge,0.16064306560695907
MinPartialCharge,-0.5042525691762797
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,10.409845049130762
MinAbsEStateIndex,0.0
NumAliphaticRings,5
NumRotatableBonds,2
NumSaturatedRings,4
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5042525691762797
MinAbsPartialCharge,0.16064306560695907
NumRadicalElectrons,0
NumValenceElectrons,138
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,2
NumAliphaticCarbocycles,4
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,4
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,365.17577143600073
MZ,0.6163522012578615
Mi,1.1298976484255336
Mm,0.5747844350226129
Mp,0.6525387413851543
Mv,0.5958265287704166
SZ,32.66666666666666
Si,59.884575366553285
Sm,30.463575056198483
Sp,34.58455329341318
Sv,31.57880602483208
nB,0
nC,20
nF,0
nH,28
nI,0
nN,1
nO,3
nP,0
nS,0
nX,1
ABC,19.794399457807522
AMW,6.890108895018882
IC0,1.4675546580061496
IC1,3.3410652020189655
IC2,4.330956303293241
IC3,4.632843095746071
IC4,4.670578944802676
IC5,4.670578944802676
Mpe,0.955382907880133
Mse,0.9971759952727125
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,97.99700000000004
SdO,0
SdS,0
Spe,50.63529411764705
SsF,0
SsI,0
Sse,52.85032774945376
StN,0
fMF,0.37735849056603776
nBr,0
nCl,1
BIC0,0.24947198830385472
BIC1,0.5679530738111689
BIC2,0.7362262620648162
BIC3,0.787544485849545
BIC4,0.7939592638226363
BIC5,0.7939592638226363
CIC0,4.260365796557049
CIC1,2.3868552525442333
CIC2,1.396964151269958
CIC3,1.0950773588171279
CIC4,1.0573415097605228
CIC5,1.0573415097605228
GGI1,7.0
GGI2,3.111111111111112
GGI3,2.1875
GGI4,1.7822222222222224
GGI5,1.1944444444444442
GGI6,0.5118367346938775
GGI7,0.4114583333333333
GGI8,0.2464096749811035
GGI9,0.046875
JGI1,0.24999999999999994
JGI2,0.07070707070707075
JGI3,0.04755434782608695
JGI4,0.04690058479532164
JGI5,0.034126984126984124
JGI6,0.015510204081632652
JGI7,0.014694940476190473
JGI8,0.013689426387839085
JGI9,0.0078125
MIC0,15.960038204226787
MIC1,31.120082748571548
MIC2,34.609138261674886
MIC3,35.47913826167488
MIC4,35.51717599752394
MIC5,35.51717599752394
MPC2,44
MPC3,64
MPC4,94
MPC5,135
MPC6,166
MPC7,203
MPC8,230
MPC9,243
Mare,0.9660377358490568
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.21718043713250731
RPCG,0.12632530861165353
SIC0,0.2562107259776991
SIC1,0.5832946229826352
SIC2,0.7561132068171348
SIC3,0.8088176385297522
SIC4,0.8154056924938295
SIC5,0.8154056924938295
SaaN,0
SaaO,0
SaaS,0
Sare,51.20000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,20.342353158856135
SsSH,0
SssO,6.524025888133032
SssS,0
StCH,0
StsC,0
TIC0,77.78039687432593
TIC1,177.07645570700518
TIC2,229.54068407454176
TIC3,245.54068407454176
TIC4,247.54068407454182
TIC5,247.54068407454182
Vabc,331.2194602727929
WPol,46
apol,57.756203999999975
bpol,29.765795999999998
nRot,2
ABCGG,15.004232309935952
ATS0Z,1278.0
ATS0d,172.0
ATS0i,8649.334726513373
ATS0m,5134.534764000002
ATS0p,76.11917333577198
ATS0v,10737.140341580489
ATS1Z,1247.0
ATS1d,235.0
ATS1i,8157.110818961691
ATS1m,4629.657536
ATS1p,100.94066844199999
ATS1v,14374.880031300772
ATS2Z,2031.0
ATS2d,426.0
ATS2i,16067.367032481041
ATS2m,7441.892384000001
ATS2p,173.491976525641
ATS2v,24035.218704792165
ATS3Z,2444.0
ATS3d,526.0
ATS3i,26162.051160360275
ATS3m,8542.485618
ATS3p,224.420352560923
ATS3v,29432.802770533963
ATS4Z,2180.0
ATS4d,513.0
ATS4i,31992.974653493486
ATS4m,7330.63921
ATS4p,215.52505331063801
ATS4v,27144.047864369826
ATS5Z,1985.0
ATS5d,439.0
ATS5i,26940.44597899475
ATS5m,6757.103443
ATS5p,189.64066594190297
ATS5v,24103.14078168695
ATS6Z,1849.0
ATS6d,399.0
ATS6i,25593.798857522805
ATS6m,6306.813517
ATS6p,175.389935398752
ATS6v,22329.64799253746
ATS7Z,1647.0
ATS7d,341.0
ATS7i,23372.875507789315
ATS7m,5507.709264
ATS7p,158.240598620262
ATS7v,20093.72613570118
ATS8Z,1218.0
ATS8d,259.0
ATS8i,21045.099376739414
ATS8m,3884.3737020000003
ATS8p,125.37938597995999
ATS8v,15280.20196932291
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,4
C2SP3,9
C3SP2,2
C3SP3,3
C4SP3,1
FCSP3,0.7
GGI10,0.0
JGI10,0.0
JGT10,0.5009960584011257
Kier1,18.367346938775512
Kier2,6.5578512396694215
Kier3,2.8359375
MPC10,267
MWC01,28.0
MWC02,4.976733742420574
MWC03,5.8888779583328805
MWC04,6.836259277277067
MWC05,7.764296006450518
MWC06,8.716863386544805
MWC07,9.650078074026442
MWC08,10.604776498787697
MWC09,11.540511448697996
MWC10,12.496212944066897
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.677100000000004
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.4510384535657
SRW05,0.0
SRW06,7.087573705557973
SRW07,0.0
SRW08,8.834191318202071
SRW09,0.0
SRW10,10.634580595510828
SaaCH,3.4058064846308893
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8110051335348962
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.990789871504157
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2400001173
Xc-3d,2.233483943950023
Xc-4d,0.10206207261596575
Xc-5d,0.5547534718654353
Xc-6d,0.05103103630798288
Xp-1d,11.576448606695577
Xp-2d,11.358043886451568
Xp-3d,10.303656185791846
Xp-4d,9.330988109498456
Xp-5d,8.205814487137546
Xp-6d,6.4617129860894105
Xp-7d,4.8530347640380045
ZMIC0,85.50694536401015
ZMIC1,45.29994992303966
ZMIC2,34.74346386808327
ZMIC3,31.924680078295246
ZMIC4,31.78400383472683
ZMIC5,31.78400383472683
nAcid,0
nAtom,53
nBase,1
nRing,6
piPC1,3.4657359027997265
piPC2,4.034240638152395
piPC3,4.54063166485052
piPC4,5.039384707382242
piPC5,5.524705648027136
piPC6,5.751778672924456
piPC7,5.977064487128015
piPC8,6.19057152059395
piPC9,6.435047998162086
AATS0Z,24.11320754716981
AATS0d,3.2452830188679247
AATS0i,163.19499483987497
AATS0m,96.87801441509437
AATS0p,1.436210817656075
AATS0v,202.5875536147262
AATS1Z,22.267857142857142
AATS1d,4.196428571428571
AATS1i,145.66269319574448
AATS1m,82.672456
AATS1p,1.8025119364642854
AATS1v,256.6942862732281
AATS2Z,18.805555555555557
AATS2d,3.9444444444444446
AATS2i,148.77191696741704
AATS2m,68.90641096296297
AATS2p,1.6064071900522316
AATS2v,222.5483213406682
AATS3Z,14.461538461538462
AATS3d,3.1124260355029585
AATS3i,154.80503645183595
AATS3m,50.5472521775148
AATS3p,1.3279310802421478
AATS3v,174.15859627534888
AATS4Z,11.065989847715736
AATS4d,2.6040609137055837
AATS4i,162.40088656595677
AATS4m,37.21136654822335
AATS4p,1.0940358036072995
AATS4v,137.78704499680114
AATS5Z,11.886227544910179
AATS5d,2.62874251497006
AATS5i,161.32003580236378
AATS5m,40.461697263473056
AATS5p,1.1355728499515148
AATS5v,144.33018432147875
AATS6Z,11.777070063694268
AATS6d,2.5414012738853504
AATS6i,163.01782711797964
AATS6m,40.170786732484075
AATS6p,1.1171333464888662
AATS6v,142.22705727730866
AATS7Z,11.517482517482517
AATS7d,2.3846153846153846
AATS7i,163.44668187265256
AATS7m,38.5154493986014
AATS7p,1.106577612729105
AATS7v,140.51556738252575
AATS8Z,9.590551181102363
AATS8d,2.0393700787401574
AATS8i,165.70944391133398
AATS8m,30.585619700787404
AATS8p,0.9872392596847244
AATS8v,120.31655093955048
ATS0dv,270.44444444444446
ATS0pe,320.2979999999999
ATS0se,401.25972099999984
ATS1dv,285.0
ATS1pe,356.8915
ATS1se,430.55089599999997
ATS2dv,439.0
ATS2pe,663.6974999999998
ATS2se,811.9252959999999
ATS3dv,483.0
ATS3pe,1012.4537
ATS3se,1260.5892799999997
ATS4dv,388.0
ATS4pe,1147.1585000000002
ATS4se,1457.4220239999997
ATS5dv,369.0
ATS5pe,980.1806000000003
ATS5se,1238.8678200000002
ATS6dv,321.0
ATS6pe,923.6662
ATS6se,1168.965108
ATS7dv,258.0
ATS7pe,848.3646000000001
ATS7se,1071.2923440000002
ATS8dv,162.0
ATS8pe,740.9504999999999
ATS8se,944.7690480000002
ATSC0Z,553.1698113207545
ATSC0c,1.1141552729760558
ATSC0d,38.8679245283019
ATSC0i,69.99230883969916
ATSC0m,2608.471624301888
ATSC0p,13.17994502464717
ATSC0v,2768.462152435106
ATSC1Z,-50.688857244571025
ATSC1c,-0.589578154510672
ATSC1d,15.894268422926304
ATSC1i,16.82204213551664
ATSC1m,-229.83927288501235
ATSC1p,1.211199245573104
ATSC1v,275.78078595221376
ATSC2Z,-19.98754004983981
ATSC2c,-0.14901736341976596
ATSC2d,-0.07048771804913789
ATSC2i,8.087800840346134
ATSC2m,-92.99354736988232
ATSC2p,-0.21689206009247713
ATSC2v,100.69127611332082
ATSC3Z,-115.16411534353863
ATSC3c,0.5289897170107991
ATSC3d,-5.18262726949093
ATSC3i,-31.766664759619644
ATSC3m,-572.576482207903
ATSC3p,-7.126384480392162
ATSC3v,-1373.8578970098793
ATSC4Z,22.255606977572107
ATSC4c,-0.5444873804533663
ATSC4d,-12.829832680669277
ATSC4i,-13.283330324985927
ATSC4m,107.10134468921305
ATSC4p,-0.4423197963812543
ATSC4v,-17.60914916491454
ATSC5Z,4.974368102527585
ATSC5c,0.03873101830897359
ATSC5d,-6.86685653257387
ATSC5i,-21.71389065942054
ATSC5m,12.421982614809506
ATSC5p,-2.488525887141176
ATSC5v,-404.252569159794
ATSC6Z,39.157351370594526
ATSC6c,0.300552241661557
ATSC6d,-2.250266998932004
ATSC6i,3.1201373402351957
ATSC6m,184.63944320007107
ATSC6p,1.3723851928239679
ATSC6v,199.87837353908077
ATSC7Z,-88.0430758276967
ATSC7c,-0.08279580582563145
ATSC7d,-9.832324670701317
ATSC7i,-2.379395790930079
ATSC7m,-417.0269523994304
ATSC7p,-1.3000743842713074
ATSC7v,-459.73464233296204
ATSC8Z,-77.59558561765749
ATSC8c,-0.08960450653217038
ATSC8d,-9.985404058383764
ATSC8i,-20.076736418343657
ATSC8m,-370.6786287233892
ATSC8p,-2.729557854665936
ATSC8v,-656.1248299337643
AXp-1d,0.4134445930962706
AXp-2d,0.25813736105571744
AXp-3d,0.1609946279029976
AXp-4d,0.09926583095211124
AXp-5d,0.060783811015833675
AXp-6d,0.03892598184391211
AXp-7d,0.023906575192305442
GATS1Z,0.854426339742528
GATS1c,1.3973009294111605
GATS1d,0.919781553398058
GATS1i,1.0669284040276383
GATS1m,0.8589474068499234
GATS1p,1.0281980614255088
GATS1v,1.0050734354398645
GATS2Z,0.6432289100615728
GATS2c,0.7014497010678041
GATS2d,1.4617403811578564
GATS2i,1.1548359661537624
GATS2m,0.6546255216751056
GATS2p,1.0610871228173142
GATS2v,1.0565192017231175
GATS3Z,0.7155960895643005
GATS3c,0.5355419276582689
GATS3d,1.0964152352501864
GATS3i,1.2310062064862168
GATS3m,0.7287237370897517
GATS3p,1.15332805807767
GATS3v,1.175284830807075
GATS4Z,0.6747269482928838
GATS4c,0.9076741021752219
GATS4d,1.0865901138435756
GATS4i,1.0107658557169168
GATS4m,0.681503174563602
GATS4p,0.9143481823837545
GATS4v,0.9596999826374171
GATS5Z,0.6751941236566368
GATS5c,0.86128957425444
GATS5d,1.0013952677169928
GATS5i,1.0980565057313694
GATS5m,0.6841524081439577
GATS5p,0.9726711385283037
GATS5v,1.0114818262429557
GATS6Z,0.6652107811422563
GATS6c,0.8958715958581264
GATS6d,0.9458784243398674
GATS6i,0.9773769259145431
GATS6m,0.6719805571033352
GATS6p,0.8584099894639509
GATS6v,0.924164431776916
GATS7Z,0.7540015752035675
GATS7c,1.2668196541569114
GATS7d,0.9729920564872019
GATS7i,1.0261558978149177
GATS7m,0.7603957047536412
GATS7p,0.9170661676034175
GATS7v,0.9973116982457121
GATS8Z,0.7623920807566019
GATS8c,1.3958359246180452
GATS8d,0.8374818438957263
GATS8i,1.0653465286303834
GATS8m,0.7685876892109372
GATS8p,0.9443134333221157
GATS8v,1.0173715027712715
MATS1Z,-0.08672451346320645
MATS1c,-0.5008221242166312
MATS1d,0.387023231622746
MATS1i,0.22746586833263663
MATS1m,-0.08339230247634417
MATS1p,0.08697407838647668
MATS1v,0.09427862867716066
MATS2Z,-0.017731806777785374
MATS2c,-0.06563617574820715
MATS2d,-0.0008899676375405801
MATS2i,0.056706421621911834
MATS2m,-0.017495195997241805
MATS2p,-0.008075737040748154
MATS2v,0.017848649793719654
MATS3Z,-0.06529018059870728
MATS3c,0.14889862074441917
MATS3d,-0.04181651059918429
MATS3i,-0.14233459337542248
MATS3m,-0.06883931724229166
MATS3p,-0.16956835841123846
MATS3v,-0.15562966720061291
MATS4Z,0.0108240705888138
MATS4c,-0.13147759218335578
MATS4d,-0.08880538169631853
MATS4i,-0.05105829359215612
MATS4m,0.011046341115804575
MATS4p,-0.009028849661444061
MATS4v,-0.0017112340968804165
MATS5Z,0.002853900630419356
MATS5c,0.011032465905130177
MATS5d,-0.056069414568920395
MATS5i,-0.09845702869951217
MATS5m,0.0015113470367326435
MATS5p,-0.059922229361087154
MATS5v,-0.04634187446950779
MATS6Z,0.023896321600651423
MATS6c,0.0910647854390755
MATS6d,-0.019544245872240424
MATS6i,0.015048721614824071
MATS6m,0.023895415266139662
MATS6p,0.03515107749301859
MATS6v,0.024372688242580178
MATS7Z,-0.05898975163590761
MATS7c,-0.0275424423760411
MATS7d,-0.09375721366012625
MATS7i,-0.012599583855567796
MATS7m,-0.05925402272476372
MATS7p,-0.03655901067210562
MATS7v,-0.06154722432976392
MATS8Z,-0.0585397270119187
MATS8c,-0.03356265286358821
MATS8d,-0.10721275131870646
MATS8i,-0.11970573183585138
MATS8m,-0.05930394436351792
MATS8p,-0.08642728168504135
MATS8v,-0.09890540626265057
MAXsOH,10.409845049130762
MAXssO,6.524025888133032
MINsOH,9.93250810972537
MINssO,6.524025888133032
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.1792187893676
SssNH2,0
SsssAs,0
SsssCH,2.5684668682287715
SsssNH,0
SssssB,0
SssssC,0.26166713907785344
SssssN,0
TMPC10,1499
TMWC10,131.47460933660489
TSRW10,61.05043534067112
Xc-3dv,1.6810016024072543
Xc-4dv,0.10206207261596575
Xc-5dv,0.2127170358714669
Xc-6dv,0.02946278254943948
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.35592918815172514
Xch-7d,0.9422896889099774
Xp-0dv,15.30307675586476
Xp-1dv,9.469845035943026
Xp-2dv,8.834196651223612
Xp-3dv,7.345315179929985
Xp-4dv,6.776170685183294
Xp-5dv,5.634424030319044
Xp-6dv,4.225238290006132
Xp-7dv,2.9701992891391806
Xpc-4d,5.427328510394029
Xpc-5d,9.624930783947889
Xpc-6d,15.956066981408098
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,6
n7Ring,0
n8Ring,0
n9Ring,0
nARing,5
nBonds,56
nFRing,2
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,1
piPC10,6.604790349665839
AATS0dv,5.10272536687631
AATS0pe,6.043358490566035
AATS0se,7.570938132075469
AATS1dv,5.089285714285714
AATS1pe,6.3730625000000005
AATS1se,7.688408857142856
AATS2dv,4.064814814814815
AATS2pe,6.14534722222222
AATS2se,7.517826814814814
AATS3dv,2.8579881656804735
AATS3pe,5.990850295857988
AATS3se,7.459108165680472
AATS4dv,1.9695431472081217
AATS4pe,5.823139593908631
AATS4se,7.3980813401015215
AATS5dv,2.2095808383233533
AATS5pe,5.869344910179643
AATS5se,7.4183701796407195
AATS6dv,2.0445859872611467
AATS6pe,5.883224203821656
AATS6se,7.445637630573249
AATS7dv,1.8041958041958042
AATS7pe,5.932619580419582
AATS7se,7.491554853146854
AATS8dv,1.2755905511811023
AATS8pe,5.83425590551181
AATS8se,7.439126362204727
AATSC0Z,10.437166251334991
AATSC0c,0.021021797603321807
AATSC0d,0.7333570665717339
AATSC0i,1.3206096007490409
AATSC0m,49.21644574154506
AATSC0p,0.24867820801221074
AATSC0v,52.23513495160577
AATSC1Z,-0.9051581650816255
AATSC1c,-0.010528181330547714
AATSC1d,0.28382622183796974
AATSC1i,0.30039360956279715
AATSC1m,-4.104272730089506
AATSC1p,0.02162855795666257
AATSC1v,4.924656892003817
AATSC2Z,-0.18506981527629454
AATSC2c,-0.00137979040203487
AATSC2d,-0.000652664056010536
AATSC2i,0.07488704481801976
AATSC2m,-0.8610513645359474
AATSC2p,-0.0020082598156710846
AATSC2v,0.9323266306788965
AATSC3Z,-0.6814444694883942
AATSC3c,0.0031301166687029533
AATSC3d,-0.03066643354728361
AATSC3i,-0.18796843053029375
AATSC3m,-3.3880265219402546
AATSC3p,-0.04216795550527907
AATSC3v,-8.12933666869751
AATSC4Z,0.11297262425163507
AATSC4c,-0.0027638953322505905
AATSC4d,-0.06512605421659531
AATSC4i,-0.0674280727156646
AATSC4m,0.5436616481685942
AATSC4p,-0.002245278154219565
AATSC4v,-0.08938654398433778
AATSC5Z,0.029786635344476557
AATSC5c,0.00023192226532319513
AATSC5d,-0.041118901392657906
AATSC5i,-0.13002329736179963
AATSC5m,0.07438312942999704
AATSC5p,-0.014901352617611833
AATSC5v,-2.420674066825114
AATSC6Z,0.2494098813413664
AATSC6c,0.0019143454882901718
AATSC6d,-0.014332910821222957
AATSC6i,0.019873486243536277
AATSC6m,1.17604740891765
AATSC6p,0.008741306960662215
AATSC6v,1.273110659484591
AATSC7Z,-0.615685844948928
AATSC7c,-0.0005789916491302898
AATSC7d,-0.06875751517972949
AATSC7i,-0.016639131405105447
AATSC7m,-2.916272394401611
AATSC7p,-0.009091429260638514
AATSC7v,-3.2149275687619725
AATSC8Z,-0.6109888631311613
AATSC8c,-0.0007055472955289006
AATSC8d,-0.07862522880617137
AATSC8i,-0.15808453872711542
AATSC8m,-2.9187293600266866
AATSC8p,-0.021492581532802646
AATSC8v,-5.166337243572947
ATS0are,314.70379999999994
ATS1are,348.0590000000001
ATS2are,649.3929999999999
ATS3are,995.3539999999999
ATS4are,1133.3549999999996
ATS5are,967.7379999999999
ATS6are,913.2270000000001
ATS7are,839.1680000000001
ATS8are,734.091
ATSC0dv,159.54297693920338
ATSC0pe,5.7324452830188655
ATSC0se,3.8663978113207538
ATSC1dv,43.91895099086269
ATSC1pe,-0.7253931292274846
ATSC1se,-0.5016615176219329
ATSC2dv,21.27720422451644
ATSC2pe,-0.192584727661091
ATSC2se,-0.20405270986116125
ATSC3dv,12.100905818598939
ATSC3pe,1.0110952296190816
ATSC3se,1.071622394090426
ATSC4dv,-18.523476128317704
ATSC4pe,-0.6291249199003194
ATSC4se,-0.692710902456384
ATSC5dv,6.746133459910607
ATSC5pe,0.6953101459594166
ATSC5se,0.4935491794232864
ATSC6dv,-17.335904434160028
ATSC6pe,0.7202092559629765
ATSC6se,0.590099634389465
ATSC7dv,-64.78786440409792
ATSC7pe,-1.3415297258810952
ATSC7se,-0.7222629060163755
ATSC8dv,-59.73925082077449
ATSC8pe,-1.3902122819508707
ATSC8se,-0.891761906372372
AXp-0dv,0.6121230702345904
AXp-1dv,0.3382087512836795
AXp-2dv,0.20077719661871846
AXp-3dv,0.11477054968640601
AXp-4dv,0.072086922182801
AXp-5dv,0.041736474298659586
AXp-6dv,0.025453242710880314
AXp-7dv,0.014631523591818624
BertzCT,641.86605395812
ECIndex,5600000000
GATS1dv,0.7200876079847721
GATS1pe,0.9422680432730474
